parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,state_group_id,boundary_status,n_success,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed,mechanism_id,heating_rate_C_min,T_at_switch_C,rho1,G1_nm,first_step_growth_fraction,X_J,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,tier
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.05,practical,900.0,1395.0,prod_01248,COMPLETE_WINDOW,8,1245.0,1245.0,1370.0,1375.0,125.0,True,True,mech_009,20.0,1400.0,0.8401614129586237,308.26959919037455,0.02756533063458183,0.15145006600093436,0.763744744838164,0.20881482013900565,0.4508519270199404,0.35933037849826444,0.18981769448179517,0.28552797584303435,0.7635187160696383,0.7144720241569656,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.1,practical,900.0,1395.0,prod_01248,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,20.0,1400.0,0.8401614129586237,308.26959919037455,0.02756533063458183,0.15145006600093436,0.763744744838164,0.20881482013900565,0.4508519270199404,0.35933037849826444,0.18981769448179517,0.28552797584303435,0.7635187160696383,0.7144720241569656,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.05,practical,900.0,1395.0,prod_01249,COMPLETE_WINDOW,8,1225.0,1225.0,1370.0,1375.0,145.0,True,True,mech_009,20.0,1400.0,0.8601614129586237,312.7626058251495,0.04254201941716493,0.18044032820772,0.733231362025236,0.19842892972468062,0.42441148334035883,0.35550067220674064,0.22008784445290044,0.23240271545813096,0.6983080119810552,0.767597284541869,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.1,practical,900.0,1395.0,prod_01249,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,20.0,1400.0,0.8601614129586237,312.7626058251495,0.04254201941716493,0.18044032820772,0.733231362025236,0.19842892972468062,0.42441148334035883,0.35550067220674064,0.22008784445290044,0.23240271545813096,0.6983080119810552,0.767597284541869,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.88,0.1,practical,900.0,1395.0,prod_01250,COMPLETE_WINDOW,9,1200.0,1200.0,1385.0,1395.0,185.0,True,True,mech_009,20.0,1400.0,0.8801614129586237,319.2508836757041,0.06416961225234691,0.2147567082071101,0.6580156876373741,0.16661841764395913,0.3950571873947862,0.3414985342848421,0.26344427832037176,0.18177533131521995,0.6064037318971762,0.81822466868478,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.76,0.05,practical,900.0,1395.0,prod_01251,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,50.0,1400.0,0.7606818352974697,301.14940742808926,0.003831358093630873,0.0618181285982459,0.6421027035015318,0.14039064134731538,0.5430507940817,0.3315655407206122,0.1253836651976878,0.5031642368384159,0.8886394893613045,0.49683576316158407,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.76,0.1,practical,900.0,1395.0,prod_01251,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,50.0,1400.0,0.7606818352974697,301.14940742808926,0.003831358093630873,0.0618181285982459,0.6421027035015318,0.14039064134731538,0.5430507940817,0.3315655407206122,0.1253836651976878,0.5031642368384159,0.8886394893613045,0.49683576316158407,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.78,0.05,practical,900.0,1395.0,prod_01252,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,50.0,1400.0,0.7806818352974696,302.00273684898644,0.0066757894966214815,0.08251168692968129,0.6924231104869452,0.1650761176051243,0.5216224774511966,0.3415038848886213,0.13687363766018204,0.44978489614981376,0.869187163257736,0.5502151038501862,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.78,0.1,practical,900.0,1395.0,prod_01252,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,50.0,1400.0,0.7806818352974696,302.00273684898644,0.0066757894966214815,0.08251168692968129,0.6924231104869452,0.1650761176051243,0.5216224774511966,0.3415038848886213,0.13687363766018204,0.44978489614981376,0.869187163257736,0.5502151038501862,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.8,0.05,practical,900.0,1395.0,prod_01253,COMPLETE_WINDOW,6,1250.0,1250.0,1360.0,1370.0,110.0,True,True,mech_009,50.0,1400.0,0.8006818352974696,303.3167088193695,0.01105569606456508,0.10397087725256113,0.7341427376428028,0.18727710280818677,0.49894997496642557,0.3502747012840549,0.1507753237495195,0.3946931393016011,0.8435949941415448,0.6053068606983989,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.8,0.1,practical,900.0,1395.0,prod_01253,COMPLETE_WINDOW,8,1250.0,1250.0,1375.0,1385.0,125.0,True,True,mech_009,50.0,1400.0,0.8006818352974696,303.3167088193695,0.01105569606456508,0.10397087725256113,0.7341427376428028,0.18727710280818677,0.49894997496642557,0.3502747012840549,0.1507753237495195,0.3946931393016011,0.8435949941415448,0.6053068606983989,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.82,0.05,practical,900.0,1395.0,prod_01254,COMPLETE_WINDOW,7,1245.0,1245.0,1360.0,1370.0,115.0,True,True,mech_009,50.0,1400.0,0.8206818352974696,305.33033832316795,0.017767794410559836,0.1268497604423529,0.7606644593826709,0.2033866412602442,0.47513882574315075,0.35678508070527215,0.16807609355157713,0.3390529738014888,0.8092302072693278,0.6609470261985112,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.82,0.1,practical,900.0,1395.0,prod_01254,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,50.0,1400.0,0.8206818352974696,305.33033832316795,0.017767794410559836,0.1268497604423529,0.7606644593826709,0.2033866412602442,0.47513882574315075,0.35678508070527215,0.16807609355157713,0.3390529738014888,0.8092302072693278,0.6609470261985112,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.05,practical,900.0,1395.0,prod_01255,COMPLETE_WINDOW,8,1245.0,1245.0,1370.0,1375.0,125.0,True,True,mech_009,50.0,1400.0,0.8406818352974696,308.3818447942138,0.02793948264737935,0.15213524600456838,0.7633481905191797,0.20875232923985698,0.450200468388652,0.35931282649776025,0.19048670511358776,0.2841436948719612,0.7621150837321586,0.7158563051280388,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.1,practical,900.0,1395.0,prod_01255,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,50.0,1400.0,0.8406818352974696,308.3818447942138,0.02793948264737935,0.15213524600456838,0.7633481905191797,0.20875232923985698,0.450200468388652,0.35931282649776025,0.19048670511358776,0.2841436948719612,0.7621150837321586,0.7158563051280388,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.05,practical,900.0,1395.0,prod_01256,COMPLETE_WINDOW,8,1225.0,1225.0,1370.0,1375.0,145.0,True,True,mech_009,50.0,1400.0,0.8606818352974697,312.9194456013645,0.043064818671214956,0.18124333450183538,0.7318226971994488,0.19787883046240462,0.42370673503199996,0.3552716592608185,0.22102160570718146,0.23107232840641134,0.6963261099366447,0.7689276715935887,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.1,practical,900.0,1395.0,prod_01256,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,50.0,1400.0,0.8606818352974697,312.9194456013645,0.043064818671214956,0.18124333450183538,0.7318226971994488,0.19787883046240462,0.42370673503199996,0.3552716592608185,0.22102160570718146,0.23107232840641134,0.6963261099366447,0.7689276715935887,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.88,0.1,practical,900.0,1395.0,prod_01257,COMPLETE_WINDOW,10,1195.0,1195.0,1385.0,1395.0,190.0,True,True,mech_009,50.0,1400.0,0.8806818352974697,319.4659305809678,0.0648864352698926,0.21571666892021857,0.6553428637758646,0.16547164933828173,0.3942386473572607,0.3409492038088004,0.2648121488339389,0.18050657808224468,0.6036049743233697,0.8194934219177553,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.76,0.05,practical,900.0,1395.0,prod_01258,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,100.0,1400.0,0.7608594784659111,301.1613216182237,0.0038710720607457462,0.06199586146458896,0.6425335689101884,0.14060040849081146,0.5428724871155977,0.33165044038383634,0.12547707250056606,0.5027141284285848,0.8884934303778942,0.49728587157141524,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.76,0.1,practical,900.0,1395.0,prod_01258,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,100.0,1400.0,0.7608594784659111,301.1613216182237,0.0038710720607457462,0.06199586146458896,0.6425335689101884,0.14060040849081146,0.5428724871155977,0.33165044038383634,0.12547707250056606,0.5027141284285848,0.8884934303778942,0.49728587157141524,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.78,0.05,practical,900.0,1395.0,prod_01259,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,100.0,1400.0,0.7808594784659111,302.01783880221984,0.0067261293407328065,0.08269393414015198,0.6928019495031561,0.16527682452472192,0.5214324748109731,0.3415821384374186,0.1369853867516084,0.44931435075463066,0.8689961240629325,0.5506856492453693,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.78,0.1,practical,900.0,1395.0,prod_01259,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,100.0,1400.0,0.7808594784659111,302.01783880221984,0.0067261293407328065,0.08269393414015198,0.6928019495031561,0.16527682452472192,0.5214324748109731,0.3415821384374186,0.1369853867516084,0.44931435075463066,0.8689961240629325,0.5506856492453693,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.8,0.05,practical,900.0,1395.0,prod_01260,COMPLETE_WINDOW,6,1250.0,1250.0,1360.0,1370.0,110.0,True,True,mech_009,100.0,1400.0,0.8008594784659111,303.3367180981929,0.011122393660642918,0.10416229687849221,0.7344209682348468,0.18744207061325058,0.49874901970425295,0.35033882529009036,0.15091215500565663,0.39421107413497847,0.8433401471828134,0.6057889258650215,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.8,0.1,practical,900.0,1395.0,prod_01260,COMPLETE_WINDOW,8,1250.0,1250.0,1375.0,1385.0,125.0,True,True,mech_009,100.0,1400.0,0.8008594784659111,303.3367180981929,0.011122393660642918,0.10416229687849221,0.7344209682348468,0.18744207061325058,0.49874901970425295,0.35033882529009036,0.15091215500565663,0.39421107413497847,0.8433401471828134,0.6057889258650215,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.82,0.05,practical,900.0,1395.0,prod_01261,COMPLETE_WINDOW,7,1245.0,1245.0,1360.0,1370.0,115.0,True,True,mech_009,100.0,1400.0,0.8208594784659111,305.3577633472239,0.017859211157413027,0.12705730841849547,0.76077572835878,0.20347981291681183,0.47492770625581604,0.3568229717799953,0.1682493219641886,0.338570303971387,0.8088830607695828,0.661429696028613,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.82,0.1,practical,900.0,1395.0,prod_01261,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,100.0,1400.0,0.8208594784659111,305.3577633472239,0.017859211157413027,0.12705730841849547,0.76077572835878,0.20347981291681183,0.47492770625581604,0.3568229717799953,0.1682493219641886,0.338570303971387,0.8088830607695828,0.661429696028613,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.05,practical,900.0,1395.0,prod_01262,COMPLETE_WINDOW,8,1245.0,1245.0,1370.0,1375.0,125.0,True,True,mech_009,100.0,1400.0,0.8408594784659111,308.420158573096,0.0280671952436533,0.15236976963411833,0.7632087833332181,0.20872883120745978,0.4499777167374295,0.3593059865660671,0.1907162966965035,0.28367111488124175,0.7616327348887595,0.7163288851187583,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.84,0.1,practical,900.0,1395.0,prod_01262,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,100.0,1400.0,0.8408594784659111,308.420158573096,0.0280671952436533,0.15236976963411833,0.7632087833332181,0.20872883120745978,0.4499777167374295,0.3593059865660671,0.1907162966965035,0.28367111488124175,0.7616327348887595,0.7163288851187583,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.05,practical,900.0,1395.0,prod_01263,COMPLETE_WINDOW,8,1225.0,1225.0,1370.0,1375.0,145.0,True,True,mech_009,100.0,1400.0,0.8608594784659112,312.97307145270753,0.043243571509025094,0.18151834483661453,0.7313358909338576,0.19768793043004007,0.4234656090375857,0.35519204462084464,0.22134234634156974,0.2306183148699399,0.6956450413356139,0.7693816851300601,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.86,0.1,practical,900.0,1395.0,prod_01263,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,100.0,1400.0,0.8608594784659112,312.97307145270753,0.043243571509025094,0.18151834483661453,0.7313358909338576,0.19768793043004007,0.4234656090375857,0.35519204462084464,0.22134234634156974,0.2306183148699399,0.6956450413356139,0.7693816851300601,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1400.0,0.88,0.1,practical,900.0,1395.0,prod_01264,COMPLETE_WINDOW,10,1195.0,1195.0,1385.0,1395.0,190.0,True,True,mech_009,100.0,1400.0,0.8808594784659112,319.53950367734024,0.06513167892446745,0.2160454630521429,0.6544231798877961,0.16507673416471258,0.3939581068281599,0.3407595182139689,0.2652823749578712,0.18007363020017986,0.6026435931068738,0.8199263697998201,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.05,practical,900.0,1400.0,prod_01265,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,1.0,1425.0,0.780532353093178,301.6981595321504,0.005660531773834615,0.08278024667760579,0.995451419551448,0.32391159045791196,0.5211569232536591,0.34206297654157014,0.1367801002047707,0.4491896609354379,0.869269280057775,0.5508103390645621,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.1,practical,900.0,1400.0,prod_01265,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,1.0,1425.0,0.780532353093178,301.6981595321504,0.005660531773834615,0.08278024667760579,0.995451419551448,0.32391159045791196,0.5211569232536591,0.34206297654157014,0.1367801002047707,0.4491896609354379,0.869269280057775,0.5508103390645621,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.05,practical,900.0,1400.0,prod_01266,COMPLETE_WINDOW,6,1250.0,1250.0,1360.0,1370.0,110.0,True,True,mech_009,1.0,1425.0,0.800532353093178,304.60745747743226,0.015358191591440876,0.10495280309511429,1.044608070345722,0.35611762039401684,0.4986523614268975,0.35067684507857805,0.1506707934945244,0.3958927476081271,0.8466022604315825,0.6041072523918729,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.1,practical,900.0,1400.0,prod_01266,COMPLETE_WINDOW,8,1250.0,1250.0,1375.0,1385.0,125.0,True,True,mech_009,1.0,1425.0,0.800532353093178,304.60745747743226,0.015358191591440876,0.10495280309511429,1.044608070345722,0.35611762039401684,0.4986523614268975,0.35067684507857805,0.1506707934945244,0.3958927476081271,0.8466022604315825,0.6041072523918729,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.05,practical,900.0,1400.0,prod_01267,COMPLETE_WINDOW,7,1245.0,1245.0,1360.0,1370.0,115.0,True,True,mech_009,1.0,1425.0,0.8205323530931781,308.93366296495503,0.02977887654985011,0.1288673619432889,1.0690668634067462,0.3777701952839937,0.47505066663693396,0.35697946798561636,0.1679698653774497,0.34237996071759147,0.8170412029495566,0.6576200392824085,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.1,practical,900.0,1400.0,prod_01267,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,1.0,1425.0,0.8205323530931781,308.93366296495503,0.02977887654985011,0.1288673619432889,1.0690668634067462,0.3777701952839937,0.47505066663693396,0.35697946798561636,0.1679698653774497,0.34237996071759147,0.8170412029495566,0.6576200392824085,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.84,0.1,practical,900.0,1400.0,prod_01268,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,1.0,1425.0,0.8405323530931781,315.3488259288113,0.051162753096037746,0.15557676777181056,1.0574027166500948,0.3834481454034431,0.450399577717226,0.35918854986241766,0.19041187242035626,0.28986740750958406,0.7774901864112826,0.7101325924904159,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.86,0.1,practical,900.0,1400.0,prod_01269,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,1.0,1425.0,0.860532353093178,324.80718808802874,0.0826906269600958,0.1864577052106017,0.9971667237469876,0.36633935569866405,0.4243811687707761,0.3545458203537224,0.22107301087550163,0.2393612254619747,0.7228941486551129,0.7606387745380253,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.05,practical,900.0,1400.0,prod_01271,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,5.0,1425.0,0.7605412835340306,302.2794087917603,0.007598029305867726,0.06217974500750189,0.9120790196019498,0.2795795762321983,0.5432199927934613,0.33146889831834786,0.12531110888819083,0.5048468837228628,0.8905665214547523,0.4951531162771372,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.1,practical,900.0,1400.0,prod_01271,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,5.0,1425.0,0.7605412835340306,302.2794087917603,0.007598029305867726,0.06217974500750189,0.9120790196019498,0.2795795762321983,0.5432199927934613,0.33146889831834786,0.12531110888819083,0.5048468837228628,0.8905665214547523,0.4951531162771372,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.05,practical,900.0,1400.0,prod_01272,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,5.0,1425.0,0.7805412835340306,304.1792781182125,0.013930927060708314,0.0832782800209238,0.9771769081243865,0.3183379131704349,0.521890056347463,0.34132039061188296,0.13678955304065404,0.45262833124537605,0.8730592294998605,0.547371668754624,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.1,practical,900.0,1400.0,prod_01272,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,5.0,1425.0,0.7805412835340306,304.1792781182125,0.013930927060708314,0.0832782800209238,0.9771769081243865,0.3183379131704349,0.521890056347463,0.34132039061188296,0.13678955304065404,0.45262833124537605,0.8730592294998605,0.547371668754624,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.05,practical,900.0,1400.0,prod_01273,COMPLETE_WINDOW,6,1250.0,1250.0,1360.0,1370.0,110.0,True,True,mech_009,5.0,1425.0,0.8005412835340306,307.01916842763234,0.02339722809210779,0.1053519061400639,1.0275946269045046,0.35125287833982743,0.49933547263519157,0.3499844098047243,0.15068011756008418,0.39897380125730886,0.8506143084015417,0.6010261987426911,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.1,practical,900.0,1400.0,prod_01273,COMPLETE_WINDOW,8,1250.0,1250.0,1375.0,1385.0,125.0,True,True,mech_009,5.0,1425.0,0.8005412835340306,307.01916842763234,0.02339722809210779,0.1053519061400639,1.0275946269045046,0.35125287833982743,0.49933547263519157,0.3499844098047243,0.15068011756008418,0.39897380125730886,0.8506143084015417,0.6010261987426911,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.05,practical,900.0,1400.0,prod_01274,COMPLETE_WINDOW,7,1245.0,1245.0,1360.0,1370.0,115.0,True,True,mech_009,5.0,1425.0,0.8205412835340307,311.2635409929327,0.03754513664310897,0.12913317560948087,1.0539481339137473,0.37380843533572183,0.4756754852196218,0.35634723421761483,0.16797728056276331,0.34504205879125693,0.8212479584874527,0.6549579412087431,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.1,practical,900.0,1400.0,prod_01274,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,5.0,1425.0,0.8205412835340307,311.2635409929327,0.03754513664310897,0.12913317560948087,1.0539481339137473,0.37380843533572183,0.4756754852196218,0.35634723421761483,0.16797728056276331,0.34504205879125693,0.8212479584874527,0.6549579412087431,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.84,0.1,practical,900.0,1400.0,prod_01275,COMPLETE_WINDOW,11,1235.0,1235.0,1385.0,1395.0,150.0,True,True,mech_009,5.0,1425.0,0.8405412835340306,317.58663324422236,0.058622110814074514,0.15566988681444485,1.0447581839723958,0.3805043912582662,0.45096659007501866,0.3586192704389753,0.19041413948600605,0.2920787487003852,0.7818302346033774,0.7079212512996148,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.86,0.1,practical,900.0,1400.0,prod_01276,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,5.0,1425.0,0.8605412835340306,326.94806201065234,0.08982687336884113,0.18634461061899937,0.9874106066747355,0.3644467013742537,0.4249000279479378,0.3540338161881648,0.22106615586389738,0.24112276285417955,0.7272544830819982,0.7588772371458204,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.05,practical,900.0,1400.0,prod_01278,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,20.0,1425.0,0.7607696244804039,302.62965479927595,0.008765515997586515,0.062430297497200145,0.9103540481579641,0.2792165833232161,0.5431098843711658,0.3314589171700537,0.12543119845878054,0.5047802975253114,0.8908379278350435,0.4952197024746886,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.1,practical,900.0,1400.0,prod_01278,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,20.0,1425.0,0.7607696244804039,302.62965479927595,0.008765515997586515,0.062430297497200145,0.9103540481579641,0.2792165833232161,0.5431098843711658,0.3314589171700537,0.12543119845878054,0.5047802975253114,0.8908379278350435,0.4952197024746886,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.05,practical,900.0,1400.0,prod_01279,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,20.0,1425.0,0.7807696244804039,304.53069053811026,0.01510230179370088,0.08352906980553496,0.9754174771155634,0.3179907492203218,0.5217594411553579,0.34130743409767067,0.1369331247469715,0.45250194112166364,0.8733142165440843,0.5474980588783364,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.78,0.1,practical,900.0,1400.0,prod_01279,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,20.0,1425.0,0.7807696244804039,304.53069053811026,0.01510230179370088,0.08352906980553496,0.9754174771155634,0.3179907492203218,0.5217594411553579,0.34130743409767067,0.1369331247469715,0.45250194112166364,0.8733142165440843,0.5474980588783364,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.05,practical,900.0,1400.0,prod_01280,COMPLETE_WINDOW,6,1250.0,1250.0,1360.0,1370.0,110.0,True,True,mech_009,20.0,1425.0,0.8007696244804039,307.3743964969806,0.024581321656601932,0.10560611073484313,1.0257881967491884,0.3509105052597723,0.49918365786873375,0.3499606273313438,0.15085571479992238,0.39878824527056767,0.8508345850580248,0.6012117547294323,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.8,0.1,practical,900.0,1400.0,prod_01280,COMPLETE_WINDOW,8,1250.0,1250.0,1375.0,1385.0,125.0,True,True,mech_009,20.0,1425.0,0.8007696244804039,307.3743964969806,0.024581321656601932,0.10560611073484313,1.0257881967491884,0.3509105052597723,0.49918365786873375,0.3499606273313438,0.15085571479992238,0.39878824527056767,0.8508345850580248,0.6012117547294323,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.05,practical,900.0,1400.0,prod_01281,COMPLETE_WINDOW,7,1245.0,1245.0,1360.0,1370.0,115.0,True,True,mech_009,20.0,1425.0,0.8207696244804038,311.62725855850215,0.038757528528340496,0.12939644012841514,1.0520611844141978,0.3734420946592636,0.47550230516365705,0.35629846913706015,0.16819922569928272,0.34480241992833227,0.8214029586744137,0.6551975800716677,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.82,0.1,practical,900.0,1400.0,prod_01281,COMPLETE_WINDOW,10,1245.0,1245.0,1385.0,1395.0,140.0,True,True,mech_009,20.0,1425.0,0.8207696244804038,311.62725855850215,0.038757528528340496,0.12939644012841514,1.0520611844141978,0.3734420946592636,0.47550230516365705,0.35629846913706015,0.16819922569928272,0.34480241992833227,0.8214029586744137,0.6551975800716677,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.84,0.1,practical,900.0,1400.0,prod_01282,COMPLETE_WINDOW,11,1235.0,1235.0,1385.0,1395.0,150.0,True,True,mech_009,20.0,1425.0,0.8407696244804038,317.96661733940795,0.059888724464693156,0.15595172103447413,1.0427302319011478,0.38006182665277566,0.45077086415333517,0.35852130262785725,0.19070783321880763,0.2917935961636364,0.7818683634513066,0.7082064038363636,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.86,0.1,practical,900.0,1400.0,prod_01283,COMPLETE_WINDOW,10,1225.0,1225.0,1385.0,1395.0,160.0,True,True,mech_009,20.0,1425.0,0.8607696244804038,327.3565679988356,0.09118855999611868,0.1866575652761775,0.9851534039582621,0.3638444988750065,0.42467609204172463,0.3538475279497985,0.22147638000847675,0.24080172174714254,0.7270880036250806,0.7591982782528575,Tier_B
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.05,practical,900.0,1400.0,prod_01285,COMPLETE_WINDOW,7,1260.0,1260.0,1360.0,1370.0,100.0,True,True,mech_009,50.0,1425.0,0.7603411225068308,302.65769542921083,0.008858984764036109,0.06198519050578467,0.9083917222815663,0.2781983320765673,0.5435772260458445,0.3312164860253159,0.12520628792883964,0.5059733737944364,0.8912515237114045,0.4940266262055636,Tier_A
mech_009,persistent_tj_multihit_q1,300.0,1425.0,0.76,0.1,practical,900.0,1400.0,prod_01285,COMPLETE_WINDOW,9,1260.0,1260.0,1375.0,1385.0,115.0,True,True,mech_009,50.0,1425.0,0.7603411225068308,302.65769542921083,0.008858984764036109,0.06198519050578467,0.9083917222815663,0.2781983320765673,0.5435772260458445,0.3312164860253159,0.12520628792883964,0.5059733737944364,0.8912515237114045,0.4940266262055636,Tier_B
