parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,state_group_id,boundary_status,n_success,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed,mechanism_id,heating_rate_C_min,T_at_switch_C,rho1,G1_nm,first_step_growth_fraction,X_J,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,tier
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.1,practical,900.0,1320.0,prod_00188,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1325.0,0.7604878426746903,151.09801149932298,0.007320076662153193,0.04481138480626665,0.5977630795640847,0.12260614598380515,0.534223823939502,0.34049210200525853,0.12528407405523942,0.2911318360962645,0.43545473904012355,0.7088681639037355,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.05,practical,900.0,1320.0,prod_00189,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1325.0,0.7804878426746902,151.69428514691208,0.011295234312747197,0.06138200573617713,0.600522528082085,0.12431281998107291,0.5087882088733426,0.3544592105115974,0.13675258061506007,0.25249431464925376,0.41614483361918264,0.7475056853507462,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.1,practical,900.0,1320.0,prod_00189,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1325.0,0.7804878426746902,151.69428514691208,0.011295234312747197,0.06138200573617713,0.600522528082085,0.12431281998107291,0.5087882088733426,0.3544592105115974,0.13675258061506007,0.25249431464925376,0.41614483361918264,0.7475056853507462,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.05,practical,900.0,1320.0,prod_00190,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1325.0,0.8004878426746902,152.46999625844646,0.01646664172297638,0.07964502827628016,0.5935805337966872,0.12300730861550113,0.48139486825149114,0.3679979846709987,0.15060714707751022,0.21438180316675715,0.3928988236608052,0.7856181968332429,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.1,practical,900.0,1320.0,prod_00190,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1325.0,0.8004878426746902,152.46999625844646,0.01646664172297638,0.07964502827628016,0.5935805337966872,0.12300730861550113,0.48139486825149114,0.3679979846709987,0.15060714707751022,0.21438180316675715,0.3928988236608052,0.7856181968332429,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.82,0.05,practical,900.0,1320.0,prod_00191,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,5.0,1325.0,0.8204878426746902,153.49094334425814,0.02327295562838761,0.10040521691598048,0.5741025714225324,0.11779082444375089,0.4520275568762333,0.38019705563770223,0.16777538748606452,0.17751181204681454,0.36466078419998427,0.8224881879531855,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.84,0.05,practical,900.0,1320.0,prod_00192,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,5.0,1325.0,0.8404878426746902,154.84307538444423,0.032287169229628224,0.1251177864446945,0.5392980247958635,0.10786296755908142,0.4203725916584696,0.3898132211581891,0.18981418718334125,0.14254479781004425,0.3302494535381638,0.8574552021899557,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.86,0.05,practical,900.0,1320.0,prod_00193,COMPLETE_WINDOW,4,1245.0,1245.0,1300.0,1310.0,55.0,True,True,mech_009,5.0,1325.0,0.8607151762372967,156.66280519341169,0.044418701289411236,0.15618840747406082,0.4858644708648892,0.09247045019713096,0.385293677724354,0.39486672569260073,0.21983959658304536,0.10974422789417215,0.2877534339268606,0.8902557721058278,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.05,practical,900.0,1320.0,prod_00195,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,20.0,1325.0,0.7603989640275075,151.1353432036632,0.007568954691088076,0.044582815554811646,0.5974046689738772,0.12253612639584488,0.5344352105504913,0.3403273346739086,0.1252374547756001,0.2914367291061438,0.43561230275565954,0.7085632708938562,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.1,practical,900.0,1320.0,prod_00195,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,20.0,1325.0,0.7603989640275075,151.1353432036632,0.007568954691088076,0.044582815554811646,0.5974046689738772,0.12253612639584488,0.5344352105504913,0.3403273346739086,0.1252374547756001,0.2914367291061438,0.43561230275565954,0.7085632708938562,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.05,practical,900.0,1320.0,prod_00196,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,20.0,1325.0,0.7803989640275075,151.73104661672514,0.011540310778167584,0.0611487265149494,0.6002272842324914,0.12426270315449828,0.5090065122711581,0.3542966776301141,0.1366968100987279,0.25278588827568516,0.4163233975625945,0.7472141117243148,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.1,practical,900.0,1320.0,prod_00196,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,20.0,1325.0,0.7803989640275075,151.73104661672514,0.011540310778167584,0.0611487265149494,0.6002272842324914,0.12426270315449828,0.5090065122711581,0.3542966776301141,0.1366968100987279,0.25278588827568516,0.4163233975625945,0.7472141117243148,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.05,practical,900.0,1320.0,prod_00197,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,20.0,1325.0,0.8003989640275075,152.5059469825268,0.01670631321684539,0.07940405375869787,0.5933671516320377,0.12298266251388035,0.48161870827631204,0.36784235688616074,0.15053893483752726,0.21465507977265486,0.393102552595628,0.7853449202273451,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.1,practical,900.0,1320.0,prod_00197,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,20.0,1325.0,0.8003989640275075,152.5059469825268,0.01670631321684539,0.07940405375869787,0.5933671516320377,0.12298266251388035,0.48161870827631204,0.36784235688616074,0.15053893483752726,0.21465507977265486,0.393102552595628,0.7853449202273451,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.82,0.05,practical,900.0,1320.0,prod_00198,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,20.0,1325.0,0.8203989640275076,153.5257900481888,0.0235052669879254,0.10015232332838042,0.5739904713874538,0.11779690851589475,0.45225551210238274,0.38005513621347303,0.16768935168414426,0.17776193803259766,0.3648942536367066,0.8222380619674023,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.84,0.05,practical,900.0,1320.0,prod_00199,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,20.0,1325.0,0.8403989640275076,154.87646662751365,0.03250977751675767,0.12484364065234027,0.5393021298324373,0.10790262395225247,0.42060715731997034,0.3896918470533403,0.1897009956266894,0.14276890270931197,0.3305158169701765,0.857231097290688,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.86,0.05,practical,900.0,1320.0,prod_00200,COMPLETE_WINDOW,4,1245.0,1245.0,1300.0,1310.0,55.0,True,True,mech_009,20.0,1325.0,0.860650739834787,156.69678324168316,0.04464522161122109,0.15592727737271625,0.4859229072348293,0.09252272635197434,0.3854931348334711,0.3947821270893071,0.2197247380772219,0.10990124482170449,0.28800021242782026,0.8900987551782955,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.05,practical,900.0,1320.0,prod_00202,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,50.0,1325.0,0.7605617972205794,151.1475691999418,0.007650461332945421,0.04468054358548887,0.5973942336253604,0.12254871392146982,0.5342565269889925,0.34042060837639854,0.125322864634609,0.2911482775531773,0.43548475084753535,0.7088517224468227,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.1,practical,900.0,1320.0,prod_00202,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,50.0,1325.0,0.7605617972205794,151.1475691999418,0.007650461332945421,0.04468054358548887,0.5973942336253604,0.12254871392146982,0.5342565269889925,0.34042060837639854,0.125322864634609,0.2911482775531773,0.43548475084753535,0.7088517224468227,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.05,practical,900.0,1320.0,prod_00203,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,50.0,1325.0,0.7805617972205794,151.74453592438533,0.011630239495902212,0.06125800533933278,0.6001536185605026,0.12425590621728166,0.5088116548846511,0.35438944501410946,0.1367989001012395,0.25249653996055565,0.41616855692433874,0.7475034600394443,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.1,practical,900.0,1320.0,prod_00203,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,50.0,1325.0,0.7805617972205794,151.74453592438533,0.011630239495902212,0.06125800533933278,0.6001536185605026,0.12425590621728166,0.5088116548846511,0.35438944501410946,0.1367989001012395,0.25249653996055565,0.41616855692433874,0.7475034600394443,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.05,practical,900.0,1320.0,prod_00204,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,50.0,1325.0,0.8005617972205794,152.52116593726151,0.016807772915076763,0.07953026972334618,0.5932100247265853,0.12294980684619627,0.4814071867475046,0.36792921593178535,0.15066359732071008,0.21436990702058567,0.39291280469117407,0.7856300929794143,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.1,practical,900.0,1320.0,prod_00204,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,50.0,1325.0,0.8005617972205794,152.52116593726151,0.016807772915076763,0.07953026972334618,0.5932100247265853,0.12294980684619627,0.4814071867475046,0.36792921593178535,0.15066359732071008,0.21436990702058567,0.39291280469117407,0.7856300929794143,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.82,0.05,practical,900.0,1320.0,prod_00205,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,50.0,1325.0,0.8205617972205794,153.54335993433207,0.023622399562213823,0.10030355520259422,0.5737270195072615,0.11773082018758241,0.4520266871633895,0.3801271811797254,0.16784613165688508,0.17748670075287698,0.3646599452631031,0.822513299247123,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.84,0.05,practical,900.0,1320.0,prod_00206,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,50.0,1325.0,0.8405617972205794,154.8971980348965,0.032647986899309936,0.12503542500966605,0.5389119278650558,0.10779785114129536,0.4203558761933315,0.3897378239662414,0.18990629984042706,0.14250820194010427,0.33022667054025967,0.8574917980598957,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.86,0.05,practical,900.0,1320.0,prod_00207,COMPLETE_WINDOW,4,1245.0,1245.0,1300.0,1310.0,55.0,True,True,mech_009,50.0,1325.0,0.8607768604557874,156.71802696803098,0.04478684645353989,0.15611481807941036,0.48549962341176606,0.09240864810474203,0.3852787109732075,0.3947768237311852,0.2199444652956072,0.10971740732849145,0.287727603265308,0.8902825926715086,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.05,practical,900.0,1320.0,prod_00209,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,100.0,1325.0,0.7602812691581937,151.14287569053556,0.007619171270237075,0.04444652914654222,0.5972767813876171,0.12250353170452355,0.5346064893397633,0.340217722263749,0.12517578839648766,0.291699960980044,0.4357371946162176,0.708300039019956,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.76,0.1,practical,900.0,1320.0,prod_00209,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,100.0,1325.0,0.7602812691581937,151.14287569053556,0.007619171270237075,0.04444652914654222,0.5972767813876171,0.12250353170452355,0.5346064893397633,0.340217722263749,0.12517578839648766,0.291699960980044,0.4357371946162176,0.708300039019956,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.05,practical,900.0,1320.0,prod_00210,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,100.0,1325.0,0.7802812691581937,151.73771551418844,0.011584770094589582,0.06100473255272662,0.6001555924848556,0.12424753889977569,0.509188781461927,0.35418812627651236,0.13662309226156066,0.2530446796114435,0.4164702452689988,0.7469553203885565,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.78,0.1,practical,900.0,1320.0,prod_00210,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,100.0,1325.0,0.7802812691581937,151.73771551418844,0.011584770094589582,0.06100473255272662,0.6001555924848556,0.12424753889977569,0.509188781461927,0.35418812627651236,0.13662309226156066,0.2530446796114435,0.4164702452689988,0.7469553203885565,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.05,practical,900.0,1320.0,prod_00211,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,100.0,1325.0,0.8002812691581938,152.51142135808465,0.016742809053897644,0.07924845526884979,0.5933691017026016,0.12299046323351825,0.48181171466054545,0.3677393937126551,0.15044889162679947,0.2149049479086056,0.39327685539417157,0.7850950520913944,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.8,0.1,practical,900.0,1320.0,prod_00211,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,100.0,1325.0,0.8002812691581938,152.51142135808465,0.016742809053897644,0.07924845526884979,0.5933691017026016,0.12299046323351825,0.48181171466054545,0.3677393937126551,0.15044889162679947,0.2149049479086056,0.39327685539417157,0.7850950520913944,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.82,0.05,practical,900.0,1320.0,prod_00212,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,100.0,1325.0,0.8202812691581938,153.52963891821943,0.02353092612146289,0.09997936804866704,0.5740851608667469,0.1178333598570247,0.45245906084073456,0.37996489525134336,0.16757604390792202,0.17799808494150748,0.36510272143724154,0.8220019150584925,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.84,0.05,practical,900.0,1320.0,prod_00213,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,100.0,1325.0,0.8402812691581938,154.87813909459786,0.032520927297319036,0.12464181306118419,0.5395057467258147,0.10797163095466078,0.4208248346941583,0.38962269654347637,0.18955246876236537,0.142987861474844,0.33076496152780765,0.857012138525156,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1325.0,0.86,0.05,practical,900.0,1320.0,prod_00214,COMPLETE_WINDOW,4,1245.0,1245.0,1300.0,1310.0,55.0,True,True,mech_009,100.0,1325.0,0.8605606856367475,156.69835368224355,0.044655691214957,0.15573159195931172,0.4861658077512738,0.09260182300868158,0.38567960355915776,0.3947532385805049,0.2195671578603374,0.11005610343687056,0.28823479435189503,0.8899438965631294,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.76,0.05,practical,900.0,1325.0,prod_00216,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,1.0,1350.0,0.7607565258733877,151.63167643550358,0.010877842903357192,0.04615631542651419,0.8840516821135034,0.22520161547968542,0.5336761402254521,0.34089756421119416,0.1254262955633537,0.2913020691603124,0.43764941525403256,0.7086979308396876,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.76,0.1,practical,900.0,1325.0,prod_00216,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,1.0,1350.0,0.7607565258733877,151.63167643550358,0.010877842903357192,0.04615631542651419,0.8840516821135034,0.22520161547968542,0.5336761402254521,0.34089756421119416,0.1254262955633537,0.2913020691603124,0.43764941525403256,0.7086979308396876,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.78,0.05,practical,900.0,1325.0,prod_00217,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,1.0,1350.0,0.7807565258733877,152.88801507090326,0.019253433806021767,0.06322928074707566,0.8838021246699416,0.2278171048560813,0.5085275602884509,0.35454712681726486,0.13692531289428422,0.2537065525628702,0.42065604606564333,0.7462934474371298,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.78,0.1,practical,900.0,1325.0,prod_00217,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,1.0,1350.0,0.7807565258733877,152.88801507090326,0.019253433806021767,0.06322928074707566,0.8838021246699416,0.2278171048560813,0.5085275602884509,0.35454712681726486,0.13692531289428422,0.2537065525628702,0.42065604606564333,0.7462934474371298,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.8,0.05,practical,900.0,1325.0,prod_00218,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,1.0,1350.0,0.8007565258733877,154.51785171966827,0.030119011464455146,0.08230485205840735,0.8687133029695463,0.22564401754229535,0.4815300864676646,0.3676445195935485,0.1508253939387869,0.21665852270584962,0.400188106246132,0.7833414772941504,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.8,0.1,practical,900.0,1325.0,prod_00218,COMPLETE_WINDOW,5,1270.0,1270.0,1320.0,1325.0,50.0,True,True,mech_009,1.0,1350.0,0.8007565258733877,154.51785171966827,0.030119011464455146,0.08230485205840735,0.8687133029695463,0.22564401754229535,0.4815300864676646,0.3676445195935485,0.1508253939387869,0.21665852270584962,0.400188106246132,0.7833414772941504,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.82,0.05,practical,900.0,1325.0,prod_00219,COMPLETE_WINDOW,4,1260.0,1260.0,1300.0,1310.0,40.0,True,True,mech_009,1.0,1350.0,0.8207565258733877,156.66057248491927,0.044403816566128476,0.10429415593149258,0.8347489592985202,0.2172222372102519,0.4527062079067678,0.37922571482212175,0.16806807727111042,0.18082921695052023,0.3752185432124002,0.8191707830494798,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.82,0.1,practical,900.0,1325.0,prod_00219,COMPLETE_WINDOW,6,1260.0,1260.0,1320.0,1325.0,60.0,True,True,mech_009,1.0,1350.0,0.8207565258733877,156.66057248491927,0.044403816566128476,0.10429415593149258,0.8347489592985202,0.2172222372102519,0.4527062079067678,0.37922571482212175,0.16806807727111042,0.18082921695052023,0.3752185432124002,0.8191707830494798,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.84,0.1,practical,900.0,1325.0,prod_00220,COMPLETE_WINDOW,6,1260.0,1260.0,1320.0,1325.0,60.0,True,True,mech_009,1.0,1350.0,0.8407565258733877,159.50195522029966,0.0633463681353311,0.13071173907443961,0.7780280376061127,0.20105769801670115,0.42183685871088955,0.38792478792861695,0.19023835336049338,0.14682651715365602,0.34445845183503354,0.853173482846344,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.86,0.1,practical,900.0,1345.0,prod_00221,COMPLETE_WINDOW,7,1245.0,1245.0,1325.0,1335.0,80.0,True,True,mech_009,1.0,1350.0,0.8607565258733876,163.29075929572448,0.08860506197149656,0.16355133645616476,0.6951865188611098,0.17576446553359937,0.38833153998294934,0.391567934387174,0.22010052562987664,0.11517811649800169,0.30618862674417135,0.8848218835019983,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.76,0.05,practical,900.0,1325.0,prod_00223,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1350.0,0.7602441448191082,152.25222133389812,0.015014808892654136,0.04503782562297104,0.8781588746036557,0.22435197377302218,0.5350657182883762,0.33977668897842667,0.12515759273319715,0.29382764753410107,0.4401183966818384,0.7061723524658989,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.76,0.1,practical,900.0,1325.0,prod_00223,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1350.0,0.7602441448191082,152.25222133389812,0.015014808892654136,0.04503782562297104,0.8781588746036557,0.22435197377302218,0.5350657182883762,0.33977668897842667,0.12515759273319715,0.29382764753410107,0.4401183966818384,0.7061723524658989,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.78,0.05,practical,900.0,1325.0,prod_00224,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1350.0,0.7802441448191082,153.49750028599948,0.023316668573329858,0.06207198354451866,0.8786425039252882,0.22719914225804505,0.5099756532379061,0.3534206368235672,0.13660370993852675,0.25607949585440504,0.42315086519241085,0.743920504145595,Tier_A
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.78,0.1,practical,900.0,1325.0,prod_00224,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1350.0,0.7802441448191082,153.49750028599948,0.023316668573329858,0.06207198354451866,0.8786425039252882,0.22719914225804505,0.5099756532379061,0.3534206368235672,0.13660370993852675,0.25607949585440504,0.42315086519241085,0.743920504145595,Tier_B
mech_009,persistent_tj_multihit_q1,150.0,1350.0,0.8,0.05,practical,900.0,1325.0,prod_00225,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1350.0,0.8002441448191082,155.11287719664264,0.03408584797761762,0.08107863609267973,0.8644882641266477,0.22530649274996306,0.48302793616879913,0.3665403220808898,0.150431741750311,0.21884522999539524,0.4027193577141973,0.7811547700046048,Tier_A
