mechanism_id,rho_target,initial_topology,peak_T_C,heating_rate_C_min,response_class,n_cases,HR_pct_median,HR_pct_min,HR_pct_max
mech_009,0.85,GBseg_rich,1300.0,0.2,unattainable,72,,,
mech_009,0.85,GBseg_rich,1300.0,1.0,neutral,24,0.0,0.0,0.0
mech_009,0.85,GBseg_rich,1300.0,1.0,unattainable,48,,,
mech_009,0.85,GBseg_rich,1300.0,5.0,harmful,1,-1.0117411150518458,-1.0117411150518458,-1.0117411150518458
mech_009,0.85,GBseg_rich,1300.0,5.0,neutral,23,-0.0208480372765719,-0.995999834904178,0.0001480245539462
mech_009,0.85,GBseg_rich,1300.0,5.0,unattainable,48,,,
mech_009,0.85,GBseg_rich,1300.0,20.0,harmful,4,-1.223303674175771,-1.2874287082599405,-1.2148766592070126
mech_009,0.85,GBseg_rich,1300.0,20.0,neutral,20,-0.0206647963677262,-0.673640662187144,-8.382910711377645e-05
mech_009,0.85,GBseg_rich,1300.0,20.0,unattainable,48,,,
mech_009,0.85,GBseg_rich,1300.0,50.0,harmful,4,-1.3057906011385754,-1.3116471900100686,-1.1683240553651495
mech_009,0.85,GBseg_rich,1300.0,50.0,neutral,20,-0.0218644715244902,-0.7059004354198299,-8.075182332374073e-05
mech_009,0.85,GBseg_rich,1300.0,50.0,unattainable,48,,,
mech_009,0.85,GBseg_rich,1300.0,100.0,harmful,4,-1.2440533761377464,-1.2633645092257708,-1.0895968057850174
mech_009,0.85,GBseg_rich,1300.0,100.0,neutral,20,-0.0199214628609869,-0.6690704117834035,3.960622922669435e-05
mech_009,0.85,GBseg_rich,1300.0,100.0,unattainable,48,,,
mech_009,0.85,GBseg_rich,1350.0,0.2,unattainable,72,,,
mech_009,0.85,GBseg_rich,1350.0,1.0,neutral,39,0.0,0.0,0.0
mech_009,0.85,GBseg_rich,1350.0,1.0,unattainable,33,,,
mech_009,0.85,GBseg_rich,1350.0,5.0,harmful,18,-2.021615408419949,-4.74334404226108,-1.0789812710128417
mech_009,0.85,GBseg_rich,1350.0,5.0,neutral,18,-0.0655285976524194,-0.2219485050557354,-0.0004083314315873
mech_009,0.85,GBseg_rich,1350.0,5.0,unattainable,36,,,
mech_009,0.85,GBseg_rich,1350.0,20.0,harmful,18,-2.4943538899988997,-5.674906692936672,-1.3141507200491194
mech_009,0.85,GBseg_rich,1350.0,20.0,neutral,18,-0.0841743392274818,-0.2552057198146166,-0.0017090914613032
mech_009,0.85,GBseg_rich,1350.0,20.0,unattainable,36,,,
mech_009,0.85,GBseg_rich,1350.0,50.0,harmful,18,-2.6245301761774873,-5.786730767383508,-1.4554450792620457
mech_009,0.85,GBseg_rich,1350.0,50.0,neutral,18,-0.0798175647584747,-0.2634793734225272,-0.001497488708078
mech_009,0.85,GBseg_rich,1350.0,50.0,unattainable,36,,,
mech_009,0.85,GBseg_rich,1350.0,100.0,harmful,18,-2.52410298706609,-5.992377504612627,-1.3948704762933677
mech_009,0.85,GBseg_rich,1350.0,100.0,neutral,18,-0.0870039681336209,-0.2710267136836998,-0.0023118694266851
mech_009,0.85,GBseg_rich,1350.0,100.0,unattainable,36,,,
mech_009,0.85,GBseg_rich,1400.0,0.2,unattainable,72,,,
mech_009,0.85,GBseg_rich,1400.0,1.0,neutral,48,0.0,0.0,0.0
mech_009,0.85,GBseg_rich,1400.0,1.0,unattainable,24,,,
mech_009,0.85,GBseg_rich,1400.0,5.0,harmful,31,-6.20353479844557,-13.656502451054786,-1.4001772712506864
mech_009,0.85,GBseg_rich,1400.0,5.0,neutral,14,-0.30535691024705075,-0.946103949190554,-0.0482073536642221
mech_009,0.85,GBseg_rich,1400.0,5.0,unattainable,27,,,
mech_009,0.85,GBseg_rich,1400.0,20.0,harmful,33,-7.374616374707458,-17.08023259073551,-1.0461807606607114
mech_009,0.85,GBseg_rich,1400.0,20.0,neutral,11,-0.1359256906322681,-0.8085445303513827,-0.0398751841832779
mech_009,0.85,GBseg_rich,1400.0,20.0,unattainable,28,,,
mech_009,0.85,GBseg_rich,1400.0,50.0,harmful,32,-7.855649038960968,-18.40368579760099,-1.0797359641933553
mech_009,0.85,GBseg_rich,1400.0,50.0,neutral,11,-0.1322829822521749,-0.7575224110389681,-0.0437146306821541
mech_009,0.85,GBseg_rich,1400.0,50.0,unattainable,29,,,
mech_009,0.85,GBseg_rich,1400.0,100.0,harmful,31,-7.857730676840257,-18.817069128823046,-1.0652891525171893
mech_009,0.85,GBseg_rich,1400.0,100.0,neutral,11,-0.1310458630281317,-0.8054314895731443,-0.0541610282989352
mech_009,0.85,GBseg_rich,1400.0,100.0,unattainable,30,,,
mech_009,0.85,GBseg_rich,1450.0,0.2,unattainable,72,,,
mech_009,0.85,GBseg_rich,1450.0,1.0,neutral,63,0.0,0.0,0.0
mech_009,0.85,GBseg_rich,1450.0,1.0,unattainable,9,,,
mech_009,0.85,GBseg_rich,1450.0,5.0,harmful,51,-9.891316639939904,-31.3186769687484,-1.3000826801857683
mech_009,0.85,GBseg_rich,1450.0,5.0,neutral,3,-0.9138770675094872,-0.9138770675094872,-0.9138770675094872
mech_009,0.85,GBseg_rich,1450.0,5.0,unattainable,18,,,
mech_009,0.85,GBseg_rich,1450.0,20.0,harmful,53,-11.984521740633925,-39.69838760713016,-1.0428467784204998
mech_009,0.85,GBseg_rich,1450.0,20.0,unattainable,19,,,
mech_009,0.85,GBseg_rich,1450.0,50.0,harmful,53,-12.284180865316538,-42.69252632631304,-1.00348843099999
mech_009,0.85,GBseg_rich,1450.0,50.0,unattainable,19,,,
mech_009,0.85,GBseg_rich,1450.0,100.0,harmful,51,-12.32381165157345,-43.27041711294126,-1.4684690152571076
mech_009,0.85,GBseg_rich,1450.0,100.0,neutral,2,-0.9827591187477898,-0.9827591187477898,-0.9827591187477898
mech_009,0.85,GBseg_rich,1450.0,100.0,unattainable,19,,,
mech_009,0.85,GBseg_rich,1500.0,0.2,unattainable,72,,,
mech_009,0.85,GBseg_rich,1500.0,1.0,neutral,72,0.0,0.0,0.0
mech_009,0.85,GBseg_rich,1500.0,5.0,harmful,54,-21.57944794117541,-42.42443095066912,-5.4345845296975615
mech_009,0.85,GBseg_rich,1500.0,5.0,unattainable,18,,,
mech_009,0.85,GBseg_rich,1500.0,20.0,harmful,54,-25.92097120846517,-61.02143616087219,-6.790444544766448
mech_009,0.85,GBseg_rich,1500.0,20.0,unattainable,18,,,
mech_009,0.85,GBseg_rich,1500.0,50.0,harmful,54,-27.336568377436677,-66.06866694978156,-7.025360439887191
mech_009,0.85,GBseg_rich,1500.0,50.0,unattainable,18,,,
mech_009,0.85,GBseg_rich,1500.0,100.0,harmful,54,-27.16475990119723,-67.52029108190447,-7.0541214512706665
mech_009,0.85,GBseg_rich,1500.0,100.0,unattainable,18,,,
mech_009,0.85,TJ_rich,1300.0,0.2,unattainable,72,,,
mech_009,0.85,TJ_rich,1300.0,1.0,neutral,1,0.0,0.0,0.0
mech_009,0.85,TJ_rich,1300.0,1.0,unattainable,71,,,
mech_009,0.85,TJ_rich,1300.0,5.0,unattainable,72,,,
mech_009,0.85,TJ_rich,1300.0,20.0,unattainable,72,,,
mech_009,0.85,TJ_rich,1300.0,50.0,unattainable,72,,,
mech_009,0.85,TJ_rich,1300.0,100.0,unattainable,72,,,
mech_009,0.85,TJ_rich,1350.0,0.2,unattainable,72,,,
mech_009,0.85,TJ_rich,1350.0,1.0,neutral,15,0.0,0.0,0.0
mech_009,0.85,TJ_rich,1350.0,1.0,unattainable,57,,,
mech_009,0.85,TJ_rich,1350.0,5.0,harmful,6,-1.5862998441317635,-2.838003426694785,-1.034081712347979
mech_009,0.85,TJ_rich,1350.0,5.0,neutral,8,-0.309260859967372,-0.655580633844711,-0.0169935180559659
mech_009,0.85,TJ_rich,1350.0,5.0,unattainable,58,,,
mech_009,0.85,TJ_rich,1350.0,20.0,harmful,6,-2.088007475473577,-3.124666994569384,-1.2306857619549667
mech_009,0.85,TJ_rich,1350.0,20.0,neutral,8,-0.34491590681773404,-0.8665611014825394,-0.0338994312710039
mech_009,0.85,TJ_rich,1350.0,20.0,unattainable,58,,,
mech_009,0.85,TJ_rich,1350.0,50.0,harmful,6,-2.1352934144990914,-3.5330042415972875,-1.4284618523283623
mech_009,0.85,TJ_rich,1350.0,50.0,neutral,7,-0.4337412044612835,-0.8265359789220043,-0.036896014319878
mech_009,0.85,TJ_rich,1350.0,50.0,unattainable,59,,,
mech_009,0.85,TJ_rich,1350.0,100.0,harmful,6,-2.0723339835997314,-3.4668556112242985,-1.361317175603385
mech_009,0.85,TJ_rich,1350.0,100.0,neutral,7,-0.4169579414910798,-0.8136820682077976,-0.0307821900950099
mech_009,0.85,TJ_rich,1350.0,100.0,unattainable,59,,,
mech_009,0.85,TJ_rich,1400.0,0.2,unattainable,72,,,
mech_009,0.85,TJ_rich,1400.0,1.0,neutral,30,0.0,0.0,0.0
mech_009,0.85,TJ_rich,1400.0,1.0,unattainable,42,,,
mech_009,0.85,TJ_rich,1400.0,5.0,harmful,23,-2.1985140576331133,-6.415157745222108,-1.232423175913646
mech_009,0.85,TJ_rich,1400.0,5.0,neutral,5,-0.5215564832623151,-0.7724531926994849,-0.4209264741856455
mech_009,0.85,TJ_rich,1400.0,5.0,unattainable,44,,,
mech_009,0.85,TJ_rich,1400.0,20.0,harmful,23,-2.5027786207993756,-7.726363943570584,-1.669033839909741
mech_009,0.85,TJ_rich,1400.0,20.0,neutral,5,-0.575412411469652,-0.9243364408040036,-0.4846983915518376
mech_009,0.85,TJ_rich,1400.0,20.0,unattainable,44,,,
mech_009,0.85,TJ_rich,1400.0,50.0,harmful,22,-2.8846793374629325,-8.1144011697861,-1.5223139451559409
mech_009,0.85,TJ_rich,1400.0,50.0,neutral,5,-0.5357123824307635,-0.9296297247629968,-0.5125318643582439
mech_009,0.85,TJ_rich,1400.0,50.0,unattainable,45,,,
mech_009,0.85,TJ_rich,1400.0,100.0,harmful,22,-2.7530720370469943,-7.697884108875686,-1.657886258866294
mech_009,0.85,TJ_rich,1400.0,100.0,neutral,5,-0.5970164788912714,-0.8970331111659622,-0.5625962928973055
mech_009,0.85,TJ_rich,1400.0,100.0,unattainable,45,,,
mech_009,0.85,TJ_rich,1450.0,0.2,unattainable,72,,,
mech_009,0.85,TJ_rich,1450.0,1.0,neutral,42,0.0,0.0,0.0
mech_009,0.85,TJ_rich,1450.0,1.0,unattainable,30,,,
mech_009,0.85,TJ_rich,1450.0,5.0,harmful,36,-4.090864708459203,-8.06369688849406,-2.322314982529708
mech_009,0.85,TJ_rich,1450.0,5.0,unattainable,36,,,
mech_009,0.85,TJ_rich,1450.0,20.0,harmful,36,-4.871023922403198,-11.011705578354269,-2.7346089817196964
mech_009,0.85,TJ_rich,1450.0,20.0,unattainable,36,,,
mech_009,0.85,TJ_rich,1450.0,50.0,harmful,36,-5.171952003111487,-11.4135797537698,-2.92558523785888
mech_009,0.85,TJ_rich,1450.0,50.0,unattainable,36,,,
mech_009,0.85,TJ_rich,1450.0,100.0,harmful,36,-5.300061329121078,-10.798157727765686,-2.881329788359834
mech_009,0.85,TJ_rich,1450.0,100.0,unattainable,36,,,
mech_009,0.85,TJ_rich,1500.0,0.2,unattainable,72,,,
mech_009,0.85,TJ_rich,1500.0,1.0,neutral,54,0.0,0.0,0.0
mech_009,0.85,TJ_rich,1500.0,1.0,unattainable,18,,,
mech_009,0.85,TJ_rich,1500.0,5.0,harmful,43,-7.610240567330623,-13.485921640329572,-4.225685901939235
mech_009,0.85,TJ_rich,1500.0,5.0,unattainable,29,,,
mech_009,0.85,TJ_rich,1500.0,20.0,harmful,42,-9.105707840326662,-16.804660648812007,-5.445956756158782
mech_009,0.85,TJ_rich,1500.0,20.0,unattainable,30,,,
mech_009,0.85,TJ_rich,1500.0,50.0,harmful,42,-9.832719282319191,-16.677880157899224,-5.67626325915322
mech_009,0.85,TJ_rich,1500.0,50.0,unattainable,30,,,
mech_009,0.85,TJ_rich,1500.0,100.0,harmful,42,-9.773782782165886,-17.527364619076554,-5.737985517768382
mech_009,0.85,TJ_rich,1500.0,100.0,unattainable,30,,,
mech_009,0.85,baseline,1300.0,0.2,unattainable,72,,,
mech_009,0.85,baseline,1300.0,1.0,neutral,6,0.0,0.0,0.0
mech_009,0.85,baseline,1300.0,1.0,unattainable,66,,,
mech_009,0.85,baseline,1300.0,5.0,neutral,6,-0.2137046327526594,-0.9198017375726134,-0.0009848485682336
mech_009,0.85,baseline,1300.0,5.0,unattainable,66,,,
mech_009,0.85,baseline,1300.0,20.0,harmful,1,-1.141415173482685,-1.141415173482685,-1.141415173482685
mech_009,0.85,baseline,1300.0,20.0,neutral,5,-0.0366824866280285,-0.7353154481540513,-0.0010049864744392
mech_009,0.85,baseline,1300.0,20.0,unattainable,66,,,
mech_009,0.85,baseline,1300.0,50.0,harmful,1,-1.31648356399404,-1.31648356399404,-1.31648356399404
mech_009,0.85,baseline,1300.0,50.0,neutral,5,-0.0490508807735363,-0.6763915928284072,-0.0006935874287212
mech_009,0.85,baseline,1300.0,50.0,unattainable,66,,,
mech_009,0.85,baseline,1300.0,100.0,harmful,1,-1.3024903011085018,-1.3024903011085018,-1.3024903011085018
mech_009,0.85,baseline,1300.0,100.0,neutral,5,-0.0468603597809911,-0.6575101410902042,-0.0005925300397493
mech_009,0.85,baseline,1300.0,100.0,unattainable,66,,,
mech_009,0.85,baseline,1350.0,0.2,unattainable,72,,,
mech_009,0.85,baseline,1350.0,1.0,neutral,24,0.0,0.0,0.0
mech_009,0.85,baseline,1350.0,1.0,unattainable,48,,,
mech_009,0.85,baseline,1350.0,5.0,harmful,12,-2.2795283332872405,-3.6779135515358097,-1.1755284064560445
mech_009,0.85,baseline,1350.0,5.0,neutral,12,-0.1890754220119458,-0.4477332388903811,-0.0117657348175306
mech_009,0.85,baseline,1350.0,5.0,unattainable,48,,,
mech_009,0.85,baseline,1350.0,20.0,harmful,12,-2.7557687194889864,-5.0472524385630075,-1.7967957437946132
mech_009,0.85,baseline,1350.0,20.0,neutral,12,-0.24495639987677195,-0.5454461333761434,-0.0038521388889286
mech_009,0.85,baseline,1350.0,20.0,unattainable,48,,,
mech_009,0.85,baseline,1350.0,50.0,harmful,12,-2.799757596585631,-5.145478379960093,-1.5187803151154369
mech_009,0.85,baseline,1350.0,50.0,neutral,12,-0.2464215203197383,-0.5615269821352132,-0.0130655021181694
mech_009,0.85,baseline,1350.0,50.0,unattainable,48,,,
mech_009,0.85,baseline,1350.0,100.0,harmful,12,-2.8391780716591137,-4.94321669638213,-1.7354302355430102
mech_009,0.85,baseline,1350.0,100.0,neutral,12,-0.22533976085872198,-0.5330222674167072,-0.0087097109769961
mech_009,0.85,baseline,1350.0,100.0,unattainable,48,,,
mech_009,0.85,baseline,1400.0,0.2,unattainable,72,,,
mech_009,0.85,baseline,1400.0,1.0,neutral,36,0.0,0.0,0.0
mech_009,0.85,baseline,1400.0,1.0,unattainable,36,,,
mech_009,0.85,baseline,1400.0,5.0,harmful,26,-2.9892348873561096,-9.251959255805856,-1.2978024526181668
mech_009,0.85,baseline,1400.0,5.0,neutral,10,-0.286394988642181,-0.9517563712858882,-0.1463020961443565
mech_009,0.85,baseline,1400.0,5.0,unattainable,36,,,
mech_009,0.85,baseline,1400.0,20.0,harmful,30,-3.157136268228973,-11.915229476164065,-1.0065843458175854
mech_009,0.85,baseline,1400.0,20.0,neutral,6,-0.203138615693768,-0.3199715127159482,-0.1392585198297766
mech_009,0.85,baseline,1400.0,20.0,unattainable,36,,,
mech_009,0.85,baseline,1400.0,50.0,harmful,28,-3.4507454231128123,-12.799660172194445,-1.161761776398596
mech_009,0.85,baseline,1400.0,50.0,neutral,8,-0.2887329294637971,-0.8868237073640967,-0.1387611188462221
mech_009,0.85,baseline,1400.0,50.0,unattainable,36,,,
mech_009,0.85,baseline,1400.0,100.0,harmful,28,-3.417679438195239,-13.093293970531926,-1.214625850204889
mech_009,0.85,baseline,1400.0,100.0,neutral,8,-0.30760937127942234,-0.899357722522017,-0.1389639254094199
mech_009,0.85,baseline,1400.0,100.0,unattainable,36,,,
mech_009,0.85,baseline,1450.0,0.2,unattainable,72,,,
mech_009,0.85,baseline,1450.0,1.0,neutral,48,0.0,0.0,0.0
mech_009,0.85,baseline,1450.0,1.0,unattainable,24,,,
mech_009,0.85,baseline,1450.0,5.0,harmful,42,-6.824187232271002,-18.658062351460934,-1.5368965981864782
mech_009,0.85,baseline,1450.0,5.0,unattainable,30,,,
mech_009,0.85,baseline,1450.0,20.0,harmful,42,-8.16887969608402,-23.13493349435531,-1.694620230433239
mech_009,0.85,baseline,1450.0,20.0,unattainable,30,,,
mech_009,0.85,baseline,1450.0,50.0,harmful,42,-8.416118359950714,-23.76094438844505,-1.477390183282954
mech_009,0.85,baseline,1450.0,50.0,unattainable,30,,,
mech_009,0.85,baseline,1450.0,100.0,harmful,42,-8.468040286742887,-24.949531204631164,-1.4929457368859784
mech_009,0.85,baseline,1450.0,100.0,unattainable,30,,,
mech_009,0.85,baseline,1500.0,0.2,unattainable,72,,,
mech_009,0.85,baseline,1500.0,1.0,neutral,60,0.0,0.0,0.0
mech_009,0.85,baseline,1500.0,1.0,unattainable,12,,,
mech_009,0.85,baseline,1500.0,5.0,harmful,54,-11.983392363242686,-30.324661802693633,-5.890859161395386
mech_009,0.85,baseline,1500.0,5.0,unattainable,18,,,
mech_009,0.85,baseline,1500.0,20.0,harmful,48,-14.325966927595744,-38.841414856362114,-6.366606909710033
mech_009,0.85,baseline,1500.0,20.0,unattainable,24,,,
mech_009,0.85,baseline,1500.0,50.0,harmful,48,-15.063307859185304,-40.49233222596497,-6.691699279854795
mech_009,0.85,baseline,1500.0,50.0,unattainable,24,,,
mech_009,0.85,baseline,1500.0,100.0,harmful,48,-14.965827890858822,-41.11448826359167,-6.901621815848624
mech_009,0.85,baseline,1500.0,100.0,unattainable,24,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,0.2,unattainable,72,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,1.0,neutral,5,0.0,0.0,0.0
mech_009,0.85,mixed_GBseg_TJ,1300.0,1.0,unattainable,67,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,5.0,neutral,5,-0.0654689855513607,-0.4837819727776326,-0.0003138639439533
mech_009,0.85,mixed_GBseg_TJ,1300.0,5.0,unattainable,67,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,20.0,neutral,5,-0.0663339338348704,-0.674812924110615,-0.0007923569710679
mech_009,0.85,mixed_GBseg_TJ,1300.0,20.0,unattainable,67,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,50.0,neutral,5,-0.0827289180539446,-0.6494262630867655,-0.0015127844645586
mech_009,0.85,mixed_GBseg_TJ,1300.0,50.0,unattainable,67,,,
mech_009,0.85,mixed_GBseg_TJ,1300.0,100.0,neutral,5,-0.0814611690837432,-0.6413862383599598,-0.0014061378674927
mech_009,0.85,mixed_GBseg_TJ,1300.0,100.0,unattainable,67,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,0.2,unattainable,72,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,1.0,neutral,23,0.0,0.0,0.0
mech_009,0.85,mixed_GBseg_TJ,1350.0,1.0,unattainable,49,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,5.0,harmful,10,-1.8220706859938494,-3.69064759535692,-1.2963327020400783
mech_009,0.85,mixed_GBseg_TJ,1350.0,5.0,neutral,12,-0.25705322281492793,-0.57407021705333,-0.0053318420037181
mech_009,0.85,mixed_GBseg_TJ,1350.0,5.0,unattainable,50,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,20.0,harmful,9,-2.347488951301844,-4.07413946721906,-1.637482056203536
mech_009,0.85,mixed_GBseg_TJ,1350.0,20.0,neutral,12,-0.2931652234648512,-0.6286617256465076,-0.00608035058406
mech_009,0.85,mixed_GBseg_TJ,1350.0,20.0,unattainable,51,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,50.0,harmful,9,-2.4323263183956345,-4.377650708115698,-1.625941423836439
mech_009,0.85,mixed_GBseg_TJ,1350.0,50.0,neutral,11,-0.254160873859218,-0.6808932854645231,-0.0173763960827768
mech_009,0.85,mixed_GBseg_TJ,1350.0,50.0,unattainable,52,,,
mech_009,0.85,mixed_GBseg_TJ,1350.0,100.0,harmful,9,-2.3218015347875696,-4.286090346154011,-1.5084832979361968
mech_009,0.85,mixed_GBseg_TJ,1350.0,100.0,neutral,12,-0.28591817539431835,-0.6631559897313464,-0.0115218632159268
mech_009,0.85,mixed_GBseg_TJ,1350.0,100.0,unattainable,51,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,0.2,unattainable,72,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,1.0,neutral,36,0.0,0.0,0.0
mech_009,0.85,mixed_GBseg_TJ,1400.0,1.0,unattainable,36,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,5.0,harmful,29,-2.808343882112614,-8.294731302107147,-1.0108627477068532
mech_009,0.85,mixed_GBseg_TJ,1400.0,5.0,neutral,6,-0.286220826437807,-0.4340382000842972,-0.1967333390391608
mech_009,0.85,mixed_GBseg_TJ,1400.0,5.0,unattainable,37,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,20.0,harmful,28,-2.8770260898732705,-9.429366717810789,-1.342371826064113
mech_009,0.85,mixed_GBseg_TJ,1400.0,20.0,neutral,6,-0.3446703146145694,-0.5286394284519522,-0.2128557528519313
mech_009,0.85,mixed_GBseg_TJ,1400.0,20.0,unattainable,38,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,50.0,harmful,28,-2.913391267372412,-10.590357876493613,-1.3023096312045983
mech_009,0.85,mixed_GBseg_TJ,1400.0,50.0,neutral,6,-0.348247180308756,-0.5006889046151269,-0.2554564212558994
mech_009,0.85,mixed_GBseg_TJ,1400.0,50.0,unattainable,38,,,
mech_009,0.85,mixed_GBseg_TJ,1400.0,100.0,harmful,27,-3.400775597300196,-10.154517101306292,-1.3599214164132911
mech_009,0.85,mixed_GBseg_TJ,1400.0,100.0,neutral,6,-0.3756015117249379,-0.537775221607811,-0.2701654747442436
mech_009,0.85,mixed_GBseg_TJ,1400.0,100.0,unattainable,39,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,0.2,unattainable,72,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,1.0,neutral,44,0.0,0.0,0.0
mech_009,0.85,mixed_GBseg_TJ,1450.0,1.0,unattainable,28,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,5.0,harmful,42,-4.766504043420608,-12.278169968098275,-1.746263910078408
mech_009,0.85,mixed_GBseg_TJ,1450.0,5.0,unattainable,30,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,20.0,harmful,36,-6.206724837307775,-15.855374941537791,-1.8811775853255
mech_009,0.85,mixed_GBseg_TJ,1450.0,20.0,unattainable,36,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,50.0,harmful,36,-6.405924563505291,-16.151269181499213,-1.9350064203263917
mech_009,0.85,mixed_GBseg_TJ,1450.0,50.0,unattainable,36,,,
mech_009,0.85,mixed_GBseg_TJ,1450.0,100.0,harmful,36,-6.384345865973351,-16.433327715573597,-2.0326764752635658
mech_009,0.85,mixed_GBseg_TJ,1450.0,100.0,unattainable,36,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,0.2,unattainable,72,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,1.0,neutral,60,0.0,0.0,0.0
mech_009,0.85,mixed_GBseg_TJ,1500.0,1.0,unattainable,12,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,5.0,harmful,49,-9.73349848658582,-22.02952930453698,-5.794939931973994
mech_009,0.85,mixed_GBseg_TJ,1500.0,5.0,unattainable,23,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,20.0,harmful,48,-11.731888092687356,-27.380607461819896,-7.0008635252191285
mech_009,0.85,mixed_GBseg_TJ,1500.0,20.0,unattainable,24,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,50.0,harmful,48,-11.952495472938477,-29.231529722239095,-7.181434223199264
mech_009,0.85,mixed_GBseg_TJ,1500.0,50.0,unattainable,24,,,
mech_009,0.85,mixed_GBseg_TJ,1500.0,100.0,harmful,48,-12.198521134688107,-28.94082892851408,-7.206923105561896
mech_009,0.85,mixed_GBseg_TJ,1500.0,100.0,unattainable,24,,,
mech_009,0.88,GBseg_rich,1300.0,0.2,unattainable,72,,,
mech_009,0.88,GBseg_rich,1300.0,1.0,neutral,10,0.0,0.0,0.0
mech_009,0.88,GBseg_rich,1300.0,1.0,unattainable,62,,,
mech_009,0.88,GBseg_rich,1300.0,5.0,harmful,1,-1.0851520656450742,-1.0851520656450742,-1.0851520656450742
mech_009,0.88,GBseg_rich,1300.0,5.0,neutral,9,-0.0213826269705722,-0.547929531644576,-0.0002612406653017
mech_009,0.88,GBseg_rich,1300.0,5.0,unattainable,62,,,
mech_009,0.88,GBseg_rich,1300.0,20.0,harmful,1,-1.3292612803118593,-1.3292612803118593,-1.3292612803118593
mech_009,0.88,GBseg_rich,1300.0,20.0,neutral,9,-0.0168364096542003,-0.5763911993405461,-6.966723994032523e-05
mech_009,0.88,GBseg_rich,1300.0,20.0,unattainable,62,,,
mech_009,0.88,GBseg_rich,1300.0,50.0,harmful,1,-1.4200666467766083,-1.4200666467766083,-1.4200666467766083
mech_009,0.88,GBseg_rich,1300.0,50.0,neutral,9,-0.023635209414324,-0.6144071630344267,-0.0001182836635918
mech_009,0.88,GBseg_rich,1300.0,50.0,unattainable,62,,,
mech_009,0.88,GBseg_rich,1300.0,100.0,harmful,1,-1.3743106645327914,-1.3743106645327914,-1.3743106645327914
mech_009,0.88,GBseg_rich,1300.0,100.0,neutral,9,-0.0236958006177849,-0.5642007866614368,-8.03740912368941e-05
mech_009,0.88,GBseg_rich,1300.0,100.0,unattainable,62,,,
mech_009,0.88,GBseg_rich,1350.0,0.2,unattainable,72,,,
mech_009,0.88,GBseg_rich,1350.0,1.0,neutral,27,0.0,0.0,0.0
mech_009,0.88,GBseg_rich,1350.0,1.0,unattainable,45,,,
mech_009,0.88,GBseg_rich,1350.0,5.0,harmful,11,-2.34855542627186,-4.491006969095942,-1.0635430396929193
mech_009,0.88,GBseg_rich,1350.0,5.0,neutral,13,-0.0916514265610052,-0.9077860849758884,0.0027020970325199
mech_009,0.88,GBseg_rich,1350.0,5.0,unattainable,48,,,
mech_009,0.88,GBseg_rich,1350.0,20.0,harmful,12,-2.307786120731991,-5.225497199204963,-1.119752668946752
mech_009,0.88,GBseg_rich,1350.0,20.0,neutral,12,-0.0907616156310659,-0.2568183527825753,0.0002499923343721
mech_009,0.88,GBseg_rich,1350.0,20.0,unattainable,48,,,
mech_009,0.88,GBseg_rich,1350.0,50.0,harmful,12,-2.64594504783982,-5.239602281112811,-1.3204472336457462
mech_009,0.88,GBseg_rich,1350.0,50.0,neutral,12,-0.1005928197417532,-0.2937233157233523,0.0002793133332293
mech_009,0.88,GBseg_rich,1350.0,50.0,unattainable,48,,,
mech_009,0.88,GBseg_rich,1350.0,100.0,harmful,12,-2.6421310648194423,-5.519072522325413,-1.2056179029057064
mech_009,0.88,GBseg_rich,1350.0,100.0,neutral,12,-0.1039613414769503,-0.3066247560810329,-0.0018427346234245
mech_009,0.88,GBseg_rich,1350.0,100.0,unattainable,48,,,
mech_009,0.88,GBseg_rich,1400.0,0.2,unattainable,72,,,
mech_009,0.88,GBseg_rich,1400.0,1.0,neutral,41,0.0,0.0,0.0
mech_009,0.88,GBseg_rich,1400.0,1.0,unattainable,31,,,
mech_009,0.88,GBseg_rich,1400.0,5.0,harmful,24,-4.329468431657505,-10.592037085260545,-1.2439089067439066
