path_label,phase,t_s,T_C,rho,G_nm,X_J,Lambda_over_K_TJ,P_comp_TJ,C_GBseg,C_TJ,f_clean_GB,P_dens,P_clean_GB,P_persistent_junction_drag,P_TJ_multihit,sigma_base,sigma_GBseg,sigma_TJ,sigma_act_total
mech_009_TierA,first_step,2400.0000000001364,65.00000000000227,0.7,300.00000000000006,1.052212315761385e-40,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.206994743251014e-50,0.0,6.724285386875266e-89,1.0651027500423473e-49,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,2640.00000000015,69.0000000000025,0.7,300.00000000000006,3.7811954738258015e-40,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.945074178348119e-49,0.0,1.329152037697883e-87,5.858605860230105e-49,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,2880.0000000001637,73.00000000000273,0.7,300.00000000000006,1.3194351306895907e-39,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.1315705437099686e-48,0.0,2.4525881749900003e-86,3.098027984278618e-48,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,3120.0000000001774,77.00000000000296,0.7,300.00000000000006,4.4752610703814494e-39,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.323458762370819e-48,0.0,4.234681311978833e-85,1.57707049390748e-47,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,3360.000000000191,81.00000000000318,0.7,300.00000000000006,1.4768570597547597e-38,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.398970331110954e-47,0.0,6.857112068509337e-84,7.738406393967471e-47,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,3600.0000000002046,85.00000000000341,0.7,300.00000000000006,4.746220161373806e-38,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.7596458450275503e-46,0.0,1.043567812099547e-82,3.66455753778e-46,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,3840.0000000002183,89.00000000000364,0.7,300.00000000000006,1.4867176045027138e-37,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,8.78474121381365e-46,0.0,1.4957264327287492e-81,1.6767659038483518e-45,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,4080.000000000232,93.00000000000387,0.7,300.00000000000006,4.543027810443756e-37,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,4.234239900038818e-45,0.0,2.0229716576804635e-80,7.421524961208866e-45,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,4320.000000000246,97.00000000000409,0.7,300.00000000000006,1.3553388976832312e-36,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.9726923497749925e-44,0.0,2.5867274308129822e-79,3.180910982528237e-44,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,4560.000000000157,101.00000000000261,0.7,300.00000000000006,3.950665987252587e-36,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,8.893119919045881e-44,0.0,3.132686227629559e-78,1.3215857097417831e-43,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,4799.999999999966,104.99999999999943,0.7,300.00000000000006,1.1259853765485906e-35,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.883410205750331e-43,0.0,3.599460991219488e-77,5.32786817393769e-43,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,5039.999999999775,108.99999999999625,0.7,300.00000000000006,3.140088551708338e-35,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.644262587382323e-42,0.0,3.930338709301089e-76,2.0861082124381615e-42,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,5279.999999999584,112.99999999999307,0.7,300.00000000000006,8.57416210603956e-35,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.756850772852639e-42,0.0,4.0849076468838267e-75,7.940343706211744e-42,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,5519.999999999393,116.99999999998988,0.7,300.00000000000006,2.2938445831238625e-34,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.6973176971744385e-41,0.0,4.047192351694136e-74,2.9406179633019464e-41,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,5759.999999999202,120.9999999999867,0.7,300.00000000000006,6.016295762395865e-34,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.0469300445726026e-40,0.0,3.828049709133584e-73,1.0604669551709736e-40,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,5999.999999999011,124.99999999998352,0.7,300.00000000000006,1.547913717426701e-33,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.954292392167514e-40,0.0,3.461471305120422e-72,3.727028694763511e-40,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,6239.99999999882,128.99999999998033,0.7,300.00000000000006,3.909001579094899e-33,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.4545832587651252e-39,0.0,2.9963082073034607e-71,1.2775249411203167e-39,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,6479.999999999039,132.99999999998397,0.7,300.00000000000006,9.69450805054382e-33,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.2151439919703055e-39,0.0,2.486079172556867e-70,4.274033572402211e-39,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,6719.999999999257,136.9999999999876,0.7,300.00000000000006,2.3624166168963752e-32,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.8238030057446897e-38,0.0,1.979631793069467e-69,1.3966149315851894e-38,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,6959.999999999475,140.99999999999125,0.7,300.00000000000006,5.659512622185525e-32,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.225680811860088e-38,0.0,1.5146501567727838e-68,4.4604846679885844e-38,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,7199.9999999996935,144.99999999999488,0.7,300.00000000000006,1.3335397937692312e-31,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.075842884777847e-37,0.0,1.1147983983494111e-67,1.39328225469054e-37,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,7439.999999999912,148.99999999999852,0.7,300.00000000000006,3.0920166845052754e-31,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.765358190371851e-37,0.0,7.901602659104762e-67,4.259141883408597e-37,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,7680.00000000013,153.00000000000216,0.7,300.00000000000006,7.058028134636428e-31,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.156526953710282e-36,0.0,5.399203011656454e-66,1.2749554853620076e-36,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,7919.999999999939,156.99999999999898,0.7,300.00000000000006,1.586792433618119e-30,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.72752745107072e-36,0.0,3.5602735300888556e-65,3.73948670985584e-36,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,8159.999999999748,160.9999999999958,0.7,300.00000000000006,3.515074320849303e-30,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.0551871142905194e-35,0.0,2.2677938184627606e-64,1.0752706825246787e-35,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,8399.999999999556,164.9999999999926,0.7,300.00000000000006,7.675423702370158e-30,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.151654251247049e-35,0.0,1.396696049795573e-63,3.032831593310555e-35,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,8639.999999999774,168.99999999999625,0.7,300.00000000000006,1.6526964342028241e-29,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.8051673233971944e-34,0.0,8.324825018545905e-63,8.395194711565784e-35,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,8879.999999999993,172.9999999999999,0.7,300.00000000000006,3.510508648691936e-29,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.1958872652252216e-34,0.0,4.806242629263151e-62,2.2818358203134013e-34,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,9120.000000000211,177.00000000000352,0.7,300.00000000000006,7.358524794736088e-29,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.4677164669046755e-33,0.0,2.6900634866309992e-61,6.092850495784458e-34,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,9360.00000000043,181.00000000000716,0.7,300.00000000000006,1.5226749019603355e-28,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,4.070806050971627e-33,0.0,1.460836182444929e-60,1.5989801681284766e-33,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,9600.000000000648,185.0000000000108,0.7,300.00000000000006,3.111472709103491e-28,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.109130199272799e-32,0.0,7.703110086044837e-60,4.126186539419751e-33,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,9840.000000000866,189.00000000001444,0.7,300.00000000000006,6.280710079305799e-28,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.969951770745904e-32,0.0,3.947188302211192e-59,1.0474368482678187e-32,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,10080.000000001084,193.00000000001808,0.7,300.00000000000006,1.2527723047209552e-27,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,7.819428073559974e-32,0.0,1.9669209463501956e-58,2.6167577020155464e-32,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,10320.000000001302,197.0000000000217,0.7,300.00000000000006,2.46995039974725e-27,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.0251009825533133e-31,0.0,9.538334516676468e-58,6.436252402512839e-32,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,10560.00000000152,201.00000000002535,0.7,300.00000000000006,4.8148703169124696e-27,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.161138771842897e-31,0.0,4.504468974852892e-57,1.5592212868228673e-31,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,10800.000000001739,205.000000000029,0.7,300.00000000000006,9.28291853388262e-27,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.2949307411709867e-30,0.0,2.0729502297656133e-56,3.7218004628597365e-31,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,11040.000000001957,209.00000000003263,0.7,300.00000000000006,1.7705462584469565e-26,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.1997709136355486e-30,0.0,9.30224135377468e-56,8.756470222485827e-31,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,11280.000000002176,213.00000000003627,0.7,300.00000000000006,3.341704891120228e-26,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,7.789797937377709e-30,0.0,4.072956947265265e-55,2.0313767373096306e-30,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,11520.000000002394,217.0000000000399,0.7,300.00000000000006,6.242786818598547e-26,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.8690750431609288e-29,0.0,1.7410720299166998e-54,4.648223302905064e-30,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,11760.000000002612,221.00000000004354,0.7,300.00000000000006,1.154639500649054e-25,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,4.421541227104846e-29,0.0,7.2704470363264e-54,1.049454112768457e-29,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,12000.00000000283,225.00000000004718,0.7,300.00000000000006,2.1148338113736074e-25,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.0316092985764197e-28,0.0,2.967478497787435e-53,2.3386222925479164e-29,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,12240.000000003049,229.00000000005082,0.7,300.00000000000006,3.8367995430019932e-25,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.374624576158363e-28,0.0,1.1844942864125362e-52,5.145322610407401e-29,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,12480.000000003267,233.00000000005446,0.7,300.00000000000006,6.896407370802589e-25,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.39450729176251e-28,0.0,4.626223688896908e-52,1.118027459844047e-28,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,12720.000000003485,237.0000000000581,0.7,300.00000000000006,1.2283792393982227e-24,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.2098188400339537e-27,0.0,1.7688487689863992e-51,2.3999764788342163e-28,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,12960.000000003703,241.00000000006173,0.7,300.00000000000006,2.168651004045662e-24,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.679359954129825e-27,0.0,6.624306680612493e-51,5.090957979756938e-28,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,13200.000000003922,245.00000000006537,0.7,300.00000000000006,3.795627142042697e-24,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.8615212073478936e-27,0.0,2.430996835687146e-50,1.0674550584627298e-27,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,13440.00000000414,249.000000000069,0.7,300.00000000000006,6.587193215408267e-24,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.26701193410007e-26,0.0,8.74630835435522e-50,2.2129577976389387e-27,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,13680.000000004358,253.00000000007265,0.7,300.00000000000006,1.1337672930607692e-23,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.706829852791025e-26,0.0,3.086438619117827e-49,4.537143024570087e-27,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,13920.000000004577,257.0000000000763,0.7,300.00000000000006,1.935687576029517e-23,8.304535169430524e-24,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.716975246288351e-26,0.0,1.0687425401938346e-48,9.202092264514088e-27,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,14160.000000004795,261.0000000000799,0.7,300.00000000000006,3.2787864985725966e-23,1.1109399178218486e-23,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.1940115623402271e-25,0.0,3.632917761090188e-48,1.8466780126690984e-26,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,14400.000000005013,265.00000000008356,0.7,300.00000000000006,5.511044650964984e-23,1.9625415403304778e-23,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.4665848539014584e-25,0.0,1.2127855046495855e-47,3.6677423291463357e-26,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,14640.000000005231,269.0000000000872,0.7,300.00000000000006,9.193306961337019e-23,3.437957498162038e-23,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.041202427127175e-25,0.0,3.977700212681493e-47,7.211224842540231e-26,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,14880.00000000545,273.00000000009084,0.7,300.00000000000006,1.5222941693010093e-22,5.973317947096919e-23,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.0195884777697192e-24,0.0,1.2822369593876078e-46,1.4038427276908114e-25,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,15120.000000005668,277.0000000000945,0.7,300.00000000000006,2.502558597892265e-22,1.0295371854418696e-22,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.0411155612037748e-24,0.0,4.064025201155045e-46,2.7065801140333597e-25,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,15360.000000005886,281.0000000000981,0.7,300.00000000000006,4.085042840827406e-22,1.7605779859104572e-22,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,4.045372183683309e-24,0.0,1.2669378013849033e-45,5.169010667904001e-25,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,15600.000000006105,285.00000000010175,0.7,300.00000000000006,6.622188804447426e-22,2.9876430130350548e-22,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,7.93946340004982e-24,0.0,3.886148402056061e-45,9.780624193434215e-25,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,15840.000000006323,289.0000000001054,0.7,300.00000000000006,1.066259966493821e-21,5.031918971824252e-22,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.5433218102707922e-23,0.0,1.173271828021902e-44,1.833936477173836e-24,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,16080.000000006541,293.000000000109,0.7,300.00000000000006,1.70546754374641e-21,8.412776532994468e-22,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.9719591909284916e-23,0.0,3.487697655925054e-44,3.408349486248612e-24,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,16320.00000000676,297.00000000011266,0.7,300.00000000000006,2.7102108973337824e-21,1.3964107364046104e-21,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,5.670691822146588e-23,0.0,1.0211313298133763e-43,6.279531793497033e-24,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,16560.000000006978,301.0000000001163,0.7,300.00000000000006,4.279576222480461e-21,2.3015508568143603e-21,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.0723080462673711e-22,0.0,2.9455382713750567e-43,1.1471300421064475e-23,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,16800.000000007196,305.00000000011994,0.7,300.00000000000006,6.7157364674793814e-21,3.767256484554309e-21,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.009900449337982e-22,0.0,8.373787510193817e-43,2.078150711328898e-23,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,17040.000000007414,309.0000000001236,0.7,300.00000000000006,1.0474596595579294e-20,6.124757753507661e-21,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.7349080278554603e-22,0.0,2.3468407495665628e-42,3.734178413064973e-23,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,17280.000000007632,313.0000000001272,0.7,300.00000000000006,1.623999196248444e-20,9.891723416752598e-21,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.88196441313528e-22,0.0,6.485991699593465e-42,6.65639871679799e-23,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,17520.00000000785,317.00000000013085,0.7,300.00000000000006,2.5031781199040525e-20,1.5872045849931636e-20,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.2576122602758319e-21,0.0,1.7681677779789592e-41,1.1772819014351867e-22,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,17760.00000000807,321.0000000001345,0.7,300.00000000000006,3.836244854443683e-20,2.5306305612419617e-20,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.2795840193737485e-21,0.0,4.756032175935658e-41,2.0662706876085466e-22,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,18000.000000008287,325.00000000013813,0.7,300.00000000000006,5.846276028438515e-20,4.009728386369204e-20,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,4.0992997303575e-21,0.0,1.2625745495102816e-40,3.5993697622459104e-22,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,18240.000000008506,329.00000000014177,0.7,300.00000000000006,8.860520508534166e-20,6.314595390959747e-20,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,7.314385095175922e-21,0.0,3.308825142057028e-40,6.223910395313073e-22,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,18480.000000008724,333.0000000001454,0.7,300.00000000000006,1.3356518925854e-19,9.88491733650203e-20,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.2951709007188263e-20,0.0,8.562601839312306e-40,1.0684672514405203e-21,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,18720.000000008942,337.00000000014904,0.7,300.00000000000006,2.0027531987615698e-19,1.5383271002007297e-19,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.2762644565855033e-20,0.0,2.1885704730665188e-39,1.8213015250038896e-21,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,18960.00000000916,341.0000000001527,0.7,300.00000000000006,2.9874899977534923e-19,2.380248701697305e-19,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,3.9712599015420387e-20,0.0,5.5264096705096045e-39,3.0830840575562926e-21,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,19200.00000000938,345.0000000001563,0.7,300.00000000000006,4.433778338922748e-19,3.662204151950333e-19,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,6.878690774017079e-20,0.0,1.378972345890618e-38,5.183586249621658e-21,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,19440.000000009597,349.00000000015996,0.7,300.00000000000006,6.547454379364575e-19,5.603464873264308e-19,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,1.1830837227754422e-19,0.0,3.400928784626388e-38,8.657127354576661e-21,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
mech_009_TierA,first_step,19680.000000009815,353.0000000001636,0.7,300.00000000000006,9.621513218285985e-19,8.527284617585275e-19,0.0,0.6468821717975171,0.9254606755363927,0.35311782820248294,2.020766723537084e-19,0.0,8.292128715890526e-38,1.4363867941498503e-20,13333333.333333332,8625095.623966893,12339475.673818568,31164708.622068174
