path,T2_C,Delta_rho_open,Delta_rho_closed,Delta_rho_total,missed_density_target,cumulative_PR_coarsening,cumulative_closure,final_A_closed,final_phi_closed,final_open_pore_volume,final_tau_remove_D90_s,failure_classification,non_validation,G_dot_intrinsic_integrated_m,G_dot_actual_integrated_m,migration_activity_factor_integrated_ratio,Zener_pore_drag_mean,closed_accommodation_migration_factor_mean,PR_memory_migration_factor_mean,event_completion_factor_mean,final_G_um,growth_fraction,T_upper_growth_C,failure_control
low_T2,900,0.14241897481656848,0.0005677166884887001,0.1429866915050572,0.1737124817865957,0.0002168339218329341,0.033087812856137225,0.9447572195980326,0.03252049552107313,0.15940313658522517,579101.5026721469,barrier_activity_too_low,True,2.382683559956429e-07,2.811698437146318e-08,0.1180055331056103,0.9996295777658559,0.7263732040090656,0.8723743926184567,0.11827193529961941,0.07729045955976668,0.545691362636207,,density_not_attained_before_growth_limit
near_best,1200,0.26289987483518595,0.035607391031273354,0.2985072658664593,0.017690116157143998,0.0004970034883464602,0.05980039001248673,0.9608909986181848,0.024165363035620013,0.014196087953363242,78390.34333457882,closure_too_early,True,5.501008842141819e-06,5.076046741624749e-07,0.09227483334944776,0.9996265795776653,0.4184103162184919,0.7782865040580473,0.28463777480092406,0.5566946333949778,10.13304399230751,1200.0,intrinsic_growth_dominates_at_density_attaining_temperature
high_T2,1300,0.268565612528204,0.05332458155140891,0.3218901940796129,0.0,0.0008936038716538187,0.056257104520238896,0.9889739199794664,0.0028741220379086265,0.002802669434571925,46889.434037146624,mixed,True,1.325080106038333e-05,2.2428097696375517e-06,0.16925842893702533,0.999035521418527,0.41710179458547014,0.6631407047178736,0.6939622702846708,2.2936209855707244,44.86892310837381,1300.0,intrinsic_growth_dominates_at_density_attaining_temperature
