audit_case,source_layer,t_s,T_C,rho,G_um,activity,tau_nuc_s,tau_exchange_s,tau_transport_s,tau_cycle_s,sigma_eff_Pa,P_surf,P_dens,P_excess,Gamma_migration,G_dot_intrinsic,G_dot_actual
resolved_default,resolved,74068.52467356196,1100.0,0.8842554134879403,0.15372781827780416,0.004326265839581092,66005.39387455137,100.37917525857483,186.41846833735326,66292.1915181473,237231185.01772374,313.6182317670795,313.618231735457,3.1622505503037246e-08,0.05031682675634209,7.257677426231444e-12,3.651832977091023e-13
resolved_default,resolved,74188.52467356196,1100.0,0.8842863127127722,0.15377159176841335,0.004328594542252503,66008.67463860851,100.43843332803682,186.5285190377827,66295.64159097432,237226449.37778974,313.17087428166406,313.1708744088188,0.0,0.05027546436337007,7.255608536470896e-12,3.6477908840990616e-13
resolved_default,resolved,74308.52467356196,1100.0,0.8843171805275833,0.15381531688534839,0.004330921439211956,66011.94617587475,100.49764091565237,186.63847598621157,66299.08229277661,237221727.35839397,312.7243956424186,312.7243956962851,0.0,0.05023420537185865,7.2535431139277416e-12,3.643759744586773e-13
resolved_default,resolved,74428.52467356196,1100.0,0.8843480170367078,0.15385899375955273,0.004333246537905296,66015.20844422592,100.55679810124852,186.7483393308901,66302.51358165806,237217019.01774377,312.27879332555545,312.27879343393835,0.0,0.0501930494336223,7.251481147491159e-12,3.639739517030039e-13
resolved_default,resolved,74548.52467356196,1100.0,0.8843788223439735,0.1539026225214681,0.00433556984260674,66018.46148220265,100.6159050135999,186.85810931097126,66305.93549652722,237212324.29763174,311.83406481743197,311.83406493283223,0.0,0.0501519961951747,7.249422626100014e-12,3.635730159613813e-13
resolved_default,resolved,74668.52467356196,1100.0,0.8844095965527047,0.1539462033010368,0.004337891357568222,66021.70532835818,100.67496178116427,186.9677861650194,66309.34807630435,237207643.1398505,311.39020761478616,311.39020751517046,9.961570412997389e-08,0.050111045304534266,7.247367538742851e-12,3.63173163072554e-13
resolved_default,resolved,74788.52467356196,1100.0,0.8844403397657742,0.15398973622771311,0.004340211091758544,66024.93990024584,100.73396845792632,187.07736999329177,66312.75123869705,237202975.66081476,310.94721922467903,310.94721931158995,0.0,0.0500701964213917,7.245315874457622e-12,3.6277438896912046e-13
resolved_default,resolved,74908.52467356196,1100.0,0.8844710520855241,0.15403322143045078,0.004342529046231839,66028.16531711038,100.79292522105946,187.18686112482473,66316.14510345626,237198321.68590242,310.50509716400643,310.50509713201296,3.199346565452288e-08,0.05002944918994952,7.2432676223309805e-12,3.6237668948061423e-13
resolved_default,resolved,75028.52467356196,1100.0,0.8845017336138346,0.15407665903771736,0.004344845228338803,66031.38153685654,100.85183214854034,187.2962597044321,66319.52962870953,237193681.2733208,310.0638389601671,310.063838860603,9.956409030564828e-08,0.049988803269462374,7.241222771498704e-12,3.619800605547998e-13
resolved_default,resolved,75148.52467356196,1100.0,0.8845323844521091,0.1541200491774935,0.004347159643832963,66034.58855772858,100.91068934268698,187.40556592213298,66322.90481299341,237189054.42306992,309.6234421504282,309.62344212467053,2.575768576207338e-08,0.04994825831725535,7.239181311144861e-12,3.615844981345108e-13
resolved_default,resolved,75268.52467356196,1100.0,0.8845630047012626,0.15416339197727244,0.004349472296866103,66037.78641832608,100.969496930231,187.51478001328616,66326.2706952696,237184441.07694238,309.1839042820181,309.18390429653704,0.0,0.049907813988728476,7.2371432305016754e-12,3.611899981576631e-13
resolved_default,resolved,75388.52467356196,1100.0,0.8845935944617388,0.1542066875640652,0.004351783193152067,66040.97511691276,101.02825501280236,187.62390216663297,66329.62727409218,237179841.23493814,308.74522291221535,308.7452230232515,0.0,0.04986746994412343,7.235108518849396e-12,3.6079655660619366e-13
resolved_default,resolved,75508.52467356196,1100.0,0.884624153833498,0.15424993606440002,0.004354092336801638,66044.1546921092,101.08696371647754,187.73293261631545,66332.97458844198,237175254.83884975,308.3073956081501,308.30739569752706,0.0,0.04982722584174736,7.233077165515886e-12,3.6040416945694593e-13
resolved_default,resolved,75628.52467356196,1100.0,0.8846546829160351,0.1542931376043277,0.004356399733489455,66047.32514219618,101.1456231422045,187.8418715498084,66336.3126368882,237170681.8886773,307.8704199468954,307.8704199859499,0.0,0.04978708134473049,7.231049159876492e-12,3.60012832730516e-13
resolved_default,resolved,75748.52467356196,1100.0,0.8846851818083831,0.1543362923094237,0.004358705388872113,66050.48646545815,101.2042333905721,187.95071915391964,66339.64141800263,237166122.3844207,307.43429351527124,307.43429356421893,0.0,0.049747036117633155,7.229024491353642e-12,3.5962254246662427e-13
resolved_default,resolved,75868.52467356196,1100.0,0.8847156506090987,0.15437940030478767,0.004361009307000653,66053.63870054643,101.26279458666488,188.0594756609491,66342.96097079405,237161576.2678726,306.9990139097898,306.9990138546396,5.5150223943201127e-08,0.04970708982306595,7.227003149416577e-12,3.592332946996303e-13
resolved_default,resolved,75988.52467356196,1100.0,0.8847460894162985,0.15442246171505145,0.0043633114950812684,66056.78180539828,101.32130680553055,188.16814121027105,66346.27125341409,237157043.59724033,306.56457873675066,306.56457881422136,0.0,0.04966724213180609,7.22498512358123e-12,3.5884508553160587e-13
resolved_default,resolved,76108.52467356196,1100.0,0.8847764983276115,0.15446547666437271,0.004365611955538239,66059.91585904655,101.37977019645565,188.27671607913194,66349.57234532213,237152524.25610912,306.1309856118994,306.13098562225827,0.0,0.049627492705924994,7.222970403409689e-12,3.5845791101032645e-13
resolved_default,resolved,76228.52467356196,1100.0,0.8848068774402319,0.15450844527644575,0.004367910695541034,66063.0408194406,101.43818483379125,188.38520040561235,66352.86420468001,237148018.3026864,305.6982321608048,305.69823225405355,0.0,0.04958784121901432,7.220958978510346e-12,3.580717672753869e-13
resolved_default,resolved,76348.52467356196,1100.0,0.884837226850872,0.1545513676744952,0.0043702077174722674,66066.15676564016,101.496550866219,188.4935944658353,66356.14691097221,237143525.62055725,305.2663160183827,305.2663159092974,1.0908530612141476e-07,0.04954828733595891,7.2189508385372345e-12,3.576866504120044e-13
resolved_default,resolved,76468.52467356196,1100.0,0.8848675466558298,0.15459424398128974,0.004372503030056707,66069.26361523286,101.5548683424718,188.6018983503048,66359.42038192564,237139046.32613656,304.83523482926626,304.83523484200276,0.0,0.04950883073649932,7.216945973190176e-12,3.5730255662113274e-13
resolved_default,resolved,76588.52467356196,1100.0,0.8848978369509275,0.15463707431913273,0.004374796635638369,66072.36144729715,101.61313741059175,188.71011233395612,66362.6846970417,237134580.30300945,304.4049862471965,304.4049862709026,0.0,0.049469471088299265,7.2149443722139875e-12,3.5691948202492734e-13
resolved_default,resolved,76708.52467356196,1100.0,0.8849280978315455,0.15467985880987023,0.004377088539723514,66075.45026017768,101.67135816847049,188.81823659858807,66365.93985494474,237130127.551176,303.9755679355314,303.9755679462575,0.0,0.04943020806713193,7.2129460253987685e-12,3.565374228124534e-13
resolved_default,resolved,76828.52467356196,1100.0,0.8849583293926253,0.15472259757489315,0.004379378747800892,66078.530052225,101.72953071365399,188.92627132535742,66369.18585426401,237125688.0706361,303.5469775669154,303.5469776269912,0.0,0.04939104135013878,7.210950922579383e-12,3.5615637519093973e-13
resolved_default,resolved,76948.52467356196,1100.0,0.8849885317286562,0.15476529073513653,0.004381667263746863,66081.60086217697,101.78765516833018,189.03421674118462,66372.42273408649,237121261.80318242,303.1192128232321,303.11921282149154,1.7405454855179414e-09,0.04935197061246931,7.2089590536352054e-12,3.5577633536149924e-13
resolved_default,resolved,77068.52467356196,1100.0,0.8850187049336933,0.15480793841108462,0.004383954093012872,66084.6626884003,101.84573162939823,189.14207302602532,66375.65049305573,237116848.7488149,302.6922713956913,302.6922713070277,8.866362577464315e-08,0.04931299553398891,7.206970408490012e-12,3.553972995674582e-13
resolved_default,resolved,77188.52467356196,1100.0,0.8850488491013605,0.15485054072277304,0.004386239241033196,66087.71552926584,101.90376019341586,189.2498403592009,66378.86912981846,237112448.90753353,302.2661509846443,302.2661508694006,1.152437221207947e-07,0.04927411579591147,7.204984977111599e-12,3.5501926406999947e-13
resolved_default,resolved,77308.52467356196,1100.0,0.8850789643248524,0.15489309778979082,0.004388522713224925,66090.7593831499,101.9617409566008,189.3575189194015,66382.07864302589,237108062.27933836,301.84084929953366,301.84084930289083,0.0,0.049235331080792505,7.203002749511537e-12,3.5464222514805923e-13
resolved_default,resolved,77400.0,1100.0,0.8851018989974057,0.15492550440416758,0.004390804513389645,66093.79428882616,102.01967403987746,189.465108931201,66385.27907179724,237103688.80602193,301.4163640588466,301.4163641525003,0.0,0.049196641069177684,7.201023715744931e-12,3.5426617907413955e-13
resolved_M0_factor_0p3,resolved,120.0,950.0000000000001,0.6600186905990246,0.05000114354568777,0.00023104377341146614,6578466.659807975,532.0927528376659,988.172255269951,6579986.924816083,250000000.0,307.7314516960405,46.50465168037593,261.2268000156646,0.11063617812279541,8.613409790319498e-14,9.529547398064179e-15
resolved_M0_factor_0p3,resolved,240.0,960.0000000000001,0.6600452476516073,0.050002728756719995,0.0002444848474866459,4629377.586261258,396.2313081482553,735.8581437039028,4630509.675713111,250000000.0,416.5406334344622,66.0782941692824,350.4623392651798,0.11102121045839397,1.1898710057887072e-13,1.3210091935200897e-14
resolved_M0_factor_0p3,resolved,360.0,970.0000000000001,0.6600827678281838,0.05000491490355639,0.0002584940313468723,3276239.3205232807,296.48754862840923,550.6197331670458,3277086.427805076,250000000.0,561.0218907148849,93.35810541507618,467.6637852998087,0.11141277509091246,1.635170678444662e-13,1.8217890303280988e-14
resolved_M0_factor_0p3,resolved,480.0,980.0000000000001,0.6601354824003954,0.05000791465058892,0.00027308716668685256,2331443.7672630865,222.90145196802763,413.9598393691942,2332080.628554424,250000000.0,751.9202440357928,131.16846648152742,620.7517775542655,0.1118113738399654,2.2357199522098693e-13,2.4997891937800727e-14
resolved_M0_factor_0p3,resolved,600.0,990.0000000000001,0.660209141371207,0.0500120106115418,0.0002882811396890065,1668067.6969083305,168.3538931122799,312.6572300656627,1668548.7080315086,250000000.0,1002.8999919236817,183.29081616734942,819.6091757563322,0.11221767153378658,3.0416785051916486e-13,3.4133007940697536e-14
resolved_M0_factor_0p3,resolved,720.0,1000.0000000000001,0.6603115162192391,0.05001757662334968,0.0003040942850218926,1199738.718143184,127.7306328528645,237.2140324410341,1200103.6628084779,250000000.0,1331.2243860160197,254.75993356066172,1076.464452455358,0.11263252690724265,4.1181204937829967e-13,4.638343173232808e-14
resolved_M0_factor_0p3,resolved,840.0,1010.0000000000001,0.6604530536579769,0.0500251049640376,0.0003205469374988691,867342.3385584853,97.33957753928804,180.7735011443921,867620.4516371689,250000000.0,1758.544063496481,352.24181250110894,1406.302250995372,0.11305701729024195,5.549073724299972e-13,6.273617239930092e-14
resolved_M0_factor_0p3,resolved,960.0,1020.0000000000001,0.6606477198968687,0.05003524102391277,0.00033766218064936756,630192.9400471223,74.50246949446488,138.36172906114908,630405.8042456779,250000000.0,2311.7827440514034,484.51153994565453,1827.271204105749,0.11349244510723351,7.442536421400601e-13,8.446716562643938e-14
resolved_M0_factor_0p3,resolved,1080.0,1030.0,0.660914082595051,0.05004882727487794,0.00035546685672988634,460135.2127103037,57.26734284886001,106.35363671931145,460298.8336898719,250000000.0,3024.084084628735,663.0517186574997,2361.0323659712353,0.1139403047553511,9.936673268175784e-13,1.1321875804302993e-13
resolved_M0_factor_0p3,resolved,1200.0,1040.0,0.661276685398234,0.05006695876803991,0.0003739929223362502,337580.7841247988,44.20502075768381,82.09503854998422,337707.08418410644,250000000.0,3935.74149612815,902.7929831660933,3032.948512962057,0.11440217335512647,1.320742184510459e-12,1.5109577634979394e-13
resolved_M0_factor_0p3,resolved,1320.0,1050.0,0.6617677764094461,0.05009105280891366,0.00039327925881901013,248830.21219721544,34.26439197332342,63.63387080760064,248928.11045999636,250000000.0,5094.963935887789,1223.016807440122,3871.9471284476676,0.11487946602624138,1.7477768733890157e-12,2.0078367394794382e-13
resolved_M0_factor_0p3,resolved,1440.0,1060.0,0.6624294549143832,0.05012293586569501,0.0004133740782308028,184253.5629264728,26.669000630968334,49.52814402894119,184329.7600711327,250000000.0,6558.222840766444,1648.4350435519489,4909.787797214495,0.11537296426733852,2.3028977501947676e-12,2.656921398445552e-13
resolved_M0_factor_0p3,resolved,1560.0,1070.0,0.6633162962866128,0.050164951052459224,0.00043433810436063536,137047.67814918663,20.842812884858414,38.70808107187992,137107.22904314336,250000000.0,8389.763717352102,2210.447194022978,6179.316523329124,0.11588198664498381,3.021406229780141e-12,3.501265563684532e-13
resolved_M0_factor_0p3,resolved,1680.0,1080.0,0.6644984968405276,0.05022008948218301,0.00045624875438999175,102382.892563464,16.356686238746057,30.376703014814105,102429.62595271757,250000000.0,10659.63689448693,2948.550287262742,7711.086607224188,0.11640303590114688,3.9473791281104455e-12,4.59486914364878e-13
resolved_M0_factor_0p3,resolved,1800.0,1090.0,0.6660655383100651,0.05029214802798785,0.0004792055973898346,76814.14848983129,12.889596236936208,23.937821582881533,76850.97590765111,250000000.0,13439.302915662869,3911.830028516319,9527.47288714655,0.11692775921131542,5.1355459623733646e-12,6.004878817070359e-13
resolved_M0_factor_0p3,resolved,1920.0,1100.0,0.6681302900300421,0.05038591400970775,0.000503337414361009,57872.542562446964,10.200429835536614,18.943655408853715,57901.68664769136,250000000.0,16793.529131587664,5160.38546446076,11633.143667126904,0.1174401730839688,6.653457334743958e-12,7.813831809991322e-13
resolved_M0_factor_0p3,resolved,2040.0,1110.0,0.6708333228914156,0.05050737347528433,0.0005288112171668338,43780.62943601131,8.107378051591033,15.056559238669061,43803.793373301574,250000000.0,20767.021358410602,6766.419936416626,14000.601421993975,0.11791346425088198,8.583940939811412e-12,1.0121622131381352e-12
resolved_M0_factor_0p3,resolved,2160.0,1120.0,0.6743469707048491,0.0506639341852016,0.0005558435811828942,33253.031647118216,6.47281734254483,12.020946493297542,33271.52541095406,250000000.0,25364.285525384945,8814.555079252297,16549.73044613265,0.11830745302199785,1.1027813965374831e-11,1.3046725826439147e-12
resolved_M0_factor_0p3,resolved,2280.0,1130.0,0.6788782995237577,0.05086464949521302,0.0005847145976726043,25356.137528305648,5.192172252597786,9.642605611967317,25370.972306170213,250000000.0,30522.109185660094,11400.683205600335,19121.425980059757,0.11856904864532111,1.4106780838159171e-11,1.6726275834285786e-12
resolved_M0_factor_0p3,resolved,2400.0,1140.0,0.6846695817903725,0.05112043182242443,0.0006157846978531627,19408.92202200659,4.185678490806695,7.773402911498148,19420.881103408894,250000000.0,36076.68738205455,14628.374063341686,21448.313318712866,0.11863925203753559,1.7966392714225683e-11,2.1315193934283637e-12
resolved_M0_factor_0p3,resolved,2601.44975381069,1159.2117342630268,0.69822891848417,0.051721749286473065,0.0006835163077449115,11736.443730220642,2.8096381730978903,5.2178994643246535,11744.471267858065,250000000.0,46623.04216416806,22994.682370407834,23628.359793760224,0.11808457893536518,2.8226593995098332e-11,3.333125466690694e-12
resolved_M0_factor_0p3,resolved,2748.747211978167,1173.5255099601159,0.7119922923814632,0.05234489807100605,0.0007436633902245546,8138.4263312674175,2.1198638659604634,3.9368900367837187,8144.483085170162,250000000.0,52464.280818424035,31284.844577224623,21179.43624119941,0.11714290156119787,3.905255093604067e-11,4.574729130014278e-12
resolved_M0_factor_0p3,resolved,2907.6589814296717,1188.2166354730334,0.7310136631727522,0.05324651517175439,0.0008177603642197976,5631.08003924773,1.6130249902496419,2.9956178390350496,5635.688682077015,250000000.0,54788.80591502192,41524.81771525046,13263.988199771462,0.11604931051979996,5.386450843873825e-11,6.25093906580352e-12
resolved_M0_factor_0p3,resolved,3041.3568085839624,1200.021219963895,0.7502338055459266,0.05423008587776286,0.0008894405010569954,4210.964014557422,1.312057677302241,2.436678543561305,4214.712750778286,250000000.0,53282.27808644081,50698.749374407416,2583.528712033396,0.11529749865126421,6.91099004325912e-11,7.968198651915687e-12
resolved_M0_factor_0p3,resolved,3200.166465769346,1213.2635555709999,0.7739227257644123,0.055722785602435584,0.0009028207411191215,3577.4540657938023,1.1314514036446297,2.101266892482884,3580.6867840899295,233539313.00076205,49244.51943255,49244.51941302773,1.9522267393767834e-05,0.11365513880309244,9.045268367673329e-11,1.0280412318391336e-11
resolved_M0_factor_0p3,resolved,3334.6815288651396,1224.1305079090562,0.7922242813011412,0.057304905957007365,0.0009152927805136588,3194.6437922490777,1.024349619586955,1.9023635792329165,3197.5705054478976,218809144.74184543,46384.79428529196,46384.794281927236,3.36472294293344e-06,0.11243608383568218,1.1185092514157707e-10,1.2576079996316971e-11
resolved_M0_factor_0p3,resolved,3455.909561691629,1234.7961771635905,0.8070612433230804,0.05904130191241065,0.0009454342498147093,2827.0903674890105,0.9363751023533157,1.738982332941872,2829.7657249243057,206210818.99628288,44289.494319328005,44289.494332541704,0.0,0.11151708908437137,1.3666780090354784e-10,1.5240795328326074e-11
resolved_M0_factor_0p3,resolved,3593.6662016680066,1246.77128901277,0.8219566450268316,0.06143861552567519,0.001004423371759988,2428.6132081689743,0.8546329668636675,1.5871755098896685,2431.055016645728,194214351.47965735,42844.333606178385,42844.333622322854,0.0,0.11077863784728667,1.694240917412859e-10,1.8768570101613382e-11
resolved_M0_factor_0p3,resolved,3740.4601039191734,1259.4046273451745,0.835686145793945,0.06457260238171451,0.0011009878563174253,2035.0204270949143,0.7850508035575995,1.4579514923212564,2037.2634293907931,183789888.5972338,42302.169633419355,42302.16963781395,0.0,0.11030052263766446,2.09975327900916e-10,2.3160388408486003e-11
resolved_M0_factor_0p3,resolved,3868.359921629521,1270.3311595237128,0.8460838449949869,0.06786645406429315,0.0012192250632752466,1724.570426075863,0.7368221724590761,1.3683840345668559,1726.675632282889,176388673.77839366,42563.0071791538,42563.007160090834,1.906296529341489e-05,0.11011770429745199,2.5022801779744793e-10,2.7554534870756925e-11
resolved_M0_factor_0p3,resolved,4058.5313177920834,1100.0,0.8514066832754524,0.06998235875965664,0.0007673162808633748,86208.41179042248,23.169969965139217,43.02994422097284,86274.6117046086,212750799.09571412,942.2079640739064,942.2079644544766,0.0,0.10358224344661975,4.7855105905932934e-12,4.956939230112116e-13
resolved_M0_factor_0p3,resolved,4178.531317792083,1100.0,0.8515552343217714,0.07004166386509626,0.0007683121414912512,86267.70266506476,23.21602033194238,43.115466330750145,86334.03415172745,212690204.28996846,939.0569274258982,939.0569274764988,0.0,0.10335984542627498,4.781443025177713e-12,4.942092119969091e-13
resolved_M0_factor_0p3,resolved,4298.531317792083,1100.0,0.8517029178518645,0.07010079148972556,0.0007693062261053994,86326.66308299442,23.261969363890866,43.2008002472259,86393.12585260553,212630000.63813955,935.9283427425054,935.9283429147164,0.0,0.10313785120713877,4.777394520800264e-12,4.927302052440977e-13
resolved_M0_factor_0p3,resolved,4418.531317792083,1100.0,0.8518497422510481,0.07015974231784233,0.0007702985289538805,86385.29653742678,23.307817373544573,43.285946550868495,86451.89030135119,212570183.60004795,932.821946160933,932.8219459715389,1.8939408619189635e-07,0.10291626681674537,4.7733649516052666e-12,4.912569009731085e-13
resolved_M0_factor_0p3,resolved,4538.531317792083,1100.0,0.8519957157929828,0.07021851703346717,0.0007712890450689177,86443.60637021065,23.353564661944674,43.3709058007544,86510.33084067334,212510748.81013656,929.7374780398076,929.7374776611978,3.786097977354075e-07,0.10269509813958348,4.7693541926214904e-12,4.897892968736979e-13
resolved_M0_factor_0p3,resolved,4658.531317792083,1100.0,0.8521408466415322,0.07027711632027685,0.0007722777696748903,86501.5958852641,23.399211531150076,43.45567855785015,86568.4507753531,212451691.96105576,926.6746828719853,926.6746829866623,0.0,0.10247435091155566,4.765362119757692e-12,4.883273900806844e-13
resolved_M0_factor_0p3,resolved,4778.531317792083,1100.0,0.8522851428523974,0.07033554086153485,0.0007732646975911187,86559.2684626191,23.44475829694405,43.54026540861038,86626.25348632465,212393008.68724835,923.6333092029674,923.6333091513734,5.1594042815850116e-08,0.10225403071448154,4.761388609798417e-12,4.8687117714991e-13
resolved_M0_factor_0p3,resolved,4898.531317792083,1100.0,0.8524286123751965,0.07039379134003479,0.0007742498247262101,86616.62727210582,23.49020525663392,43.624666905177286,86683.74214426763,212334694.85598695,920.6131095546676,920.613109831244,0.0,0.10203414299831652,4.757433540400058e-12,4.854206541661668e-13
resolved_M0_factor_0p3,resolved,5018.531317792083,1100.0,0.852571263054936,0.07045186843803196,0.0007752331462858748,86673.6756161778,23.535552727422246,43.70888363664132,86740.92005254187,212276746.2181294,917.613840342203,917.613839924542,4.1766099911910715e-07,0.10181469305974633,4.753496790086081e-12,4.839758166431038e-13
resolved_M0_factor_0p3,resolved,5138.531317792083,1100.0,0.8527131026341146,0.07050977283719212,0.0007762146588701454,86730.41652860449,23.580801001200754,43.79291614508712,86797.79024575077,212219158.81557053,914.6352618029835,914.6352615248148,2.7816861347673694e-07,0.10159568607220437,4.749578238243131e-12,4.825366596679227e-13
resolved_M0_factor_0p3,resolved,5258.531317792083,1100.0,0.8528541387541295,0.070567505218526,0.0007771943583775165,86786.85317507864,23.625950389507175,43.87676500908476,86854.35589047724,212161928.57379034,911.6771379153943,911.6771378379815,7.741277840978e-08,0.10137712706051645,4.745677765116028e-12,4.811031777824353e-13
resolved_M0_factor_0p3,resolved,5378.531317792083,1100.0,0.8529943789570327,0.0706250662623345,0.0007781722412044432,86842.9886236591,23.671001197611165,43.960430795563596,86910.62005565227,212105051.5346838,908.7392363312858,908.7392365693937,0.0,0.10115902091899341,4.741795251803774e-12,4.796753650708016e-13
resolved_M0_factor_0p3,resolved,5498.531317792083,1100.0,0.853133830687066,0.07068245664815064,0.0007791483036453333,86898.82595918635,23.71595373732865,44.04391408361035,86966.58582700728,212048523.7401457,905.8213283031661,905.8213281596186,1.4354748145706253e-07,0.10094137240581211,4.73793058025492e-12,4.782532151343973e-13
resolved_M0_factor_0p3,resolved,5618.531317792083,1100.0,0.853272501292448,0.07073967705468981,0.0007801225427977008,86954.36811043187,23.76080830738278,44.127215427996596,87022.25613416726,211992341.40669334,902.9231886164202,902.9231882803218,3.360984237588127e-07,0.10072418615702773,4.7340836332631866e-12,4.768367211597394e-13
resolved_M0_factor_0p3,resolved,5738.531317792083,1100.0,0.8534103980268475,0.07079672815979474,0.0007810949556602213,87009.61802209048,23.80556521274646,44.21033539510057,87077.63392269833,211936500.75084376,900.0445955180243,900.0445952262472,2.917770416388521e-07,0.10050746667698193,4.730254294462611e-12,4.754258758743515e-13
resolved_M0_factor_0p3,resolved,5858.531317792083,1100.0,0.853547528050925,0.07085361064038398,0.0007820655394346018,87064.57859698762,23.850224758025814,44.29327455061937,87132.72209629627,211880998.04732168,897.1853306518813,897.1853307171092,0.0,0.10029121834441393,4.7264424483230925e-12,4.740206715770776e-13
resolved_M0_factor_0p3,resolved,5978.531317792083,1100.0,0.8536838984337538,0.07091032517239972,0.0007830342912235154,87119.2527534169,23.894787253894226,44.37603347151785,87187.52357414232,211825829.57085162,894.3451789939066,894.3451790088708,0.0,0.10007544541071091,4.722647980145776e-12,4.726211001310828e-13
resolved_M0_factor_0p3,resolved,6098.531317792083,1100.0,0.8538195161543958,0.07096687243076116,0.0007840012086370927,87173.64330949751,23.939253003869606,44.45861272147213,87242.04117522285,211770991.7125731,891.5239287901901,891.5239285276698,2.625203023853828e-07,0.0998601520098477,4.718870776058532e-12,4.71227153012033e-13
resolved_M0_factor_0p3,resolved,6218.531317792083,1100.0,0.8539543881034479,0.07102325308931942,0.0007849662897962084,87227.75298258674,23.983622304116377,44.54101285050185,87296.27761774136,211716480.98004037,888.7213714932851,888.7213718077003,0.0,0.09964534216044972,4.7151107230111275e-12,4.698388213188492e-13
resolved_M0_factor_0p3,resolved,6338.531317792083,1100.0,0.8540885210842031,0.07107946782080475,0.0007859295321177883,87281.58462008009,24.0278954696798,44.62323444369107,87350.23574999346,211662293.76439297,885.9373016999343,885.937302108202,0.0,0.09943101975230495,4.711367708770367e-12,4.684560957111181e-13
resolved_M0_factor_0p3,resolved,6458.531317792083,1100.0,0.8542219218141466,0.07113551729678397,0.0007868909335294414,87335.14096817988,24.072072808075685,44.705278072140565,87403.9183190601,211608426.57318515,883.171517096526,883.1715167168811,3.796449163928628e-07,0.09921718856400154,4.707641621915793e-12,4.670789664933613e-13
resolved_M0_factor_0p3,resolved,6578.531317792083,1100.0,0.8543545969266008,0.07119140218762335,0.0007878504930835405,87388.42455543477,24.11615460582505,44.78714426796081,87457.32785430856,211554876.14680094,880.4238183993792,880.4238185419474,0.0,0.09900385227264961,4.70393235183478e-12,4.657074236615878e-13
resolved_M0_factor_0p3,resolved,6698.531317792083,1100.0,0.8544865529716359,0.07124712316243545,0.0007888082085187182,87441.43815559948,24.160141181319343,44.86883362245021,87510.46713040324,211501638.9927947,877.6940092932418,877.6940094421874,0.0,0.09879101442486646,4.700239788717322e-12,4.643414567675042e-13
resolved_M0_factor_0p3,resolved,6818.531317792083,1100.0,0.8546177964175793,0.07130268088904224,0.0007897640783938927,87494.18438221164,24.20403283839297,44.95034669987266,87563.3387617499,211448711.79334295,874.9818963836168,874.9818959914146,3.922021960534039e-07,0.09857867846590125,4.696563823551952e-12,4.629810550565117e-13
resolved_M0_factor_0p3,resolved,6938.531317792083,1100.0,0.8547483336524954,0.07135807603393948,0.0007907181020937066,87546.66568780762,24.247829866064997,45.03168403697786,87615.94520171067,211396091.40524465,872.2872891392111,872.2872894091164,0.0,0.0983668477415063,4.692904348120638e-12,4.616262074770357e-13
resolved_M0_factor_0p3,resolved,7058.531317792083,1100.0,0.8548781709850328,0.0714133092622471,0.0007916702776851831,87598.88476998328,24.291532585114815,45.11284622949895,87668.2891487979,211343774.45246896,869.6099998356875,869.6099997789897,5.6697786021686625e-08,0.09815552547286396,4.689261254993669e-12,4.602769025634451e-13
resolved_M0_factor_0p3,resolved,7178.531317792083,1100.0,0.8550073146460344,0.07146838123768012,0.0007926206046751224,87650.84404869891,24.33514128796012,45.19383382049737,87720.37302380736,211291757.8500222,866.949843511316,866.9498433926863,1.1862971405207645e-07,0.09794471479318857,4.6856344375255136e-12,4.58933128608579e-13
resolved_M0_factor_0p3,resolved,7298.531317792083,1100.0,0.8551357707896,0.07152329262250784,0.0007935690821730216,87702.54601431817,24.37865627857448,45.274647374495466,87772.19931797123,211240038.45470315,864.3066379098793,864.3066377894934,1.2038594832119998e-07,0.09773441872645332,4.682023789849397e-12,4.575948735643569e-13
resolved_M0_factor_0p3,resolved,7418.531317792083,1100.0,0.8552635454943049,0.0715780440775183,0.0007945157095046532,87753.99311122626,24.422077859039085,45.355287452501166,87823.7704765378,211188613.18151826,861.6802034338997,861.6802033579877,7.591199846501695e-08,0.0975246401969432,4.678429206872718e-12,4.562621250871322e-13
resolved_M0_factor_0p3,resolved,7538.531317792083,1100.0,0.8553906447643937,0.07163263626198389,0.0007954604862134705,87805.1877375086,24.465406329424493,45.43575461178835,87875.08889844982,211137479.0036812,859.0703630958357,859.0703632954632,0.0,0.09731538203106258,4.674850584272157e-12,4.54934870546581e-13
resolved_M0_factor_0p3,resolved,7658.531317792083,1100.0,0.8555170745308704,0.07168706983362588,0.0007964034117529514,87856.13230298138,24.508641994431365,45.51604941822968,87926.15699439404,211086632.89440575,856.476942470326,856.476942763347,0.0,0.09710664695530165,4.671287818488803e-12,4.536130970165934e-13
resolved_M0_factor_0p3,resolved,7778.531317792083,1100.0,0.855642840652653,0.0717413454485821,0.0007973444857953795,87906.82917070923,24.551785156568513,45.596172433627245,87976.97712829942,211036071.885113,853.8997696489178,853.8997696623068,0.0,0.09689843760183645,4.6677408067233875e-12,4.5229679130183187e-13
resolved_M0_factor_0p3,resolved,7898.531317792083,1100.0,0.8557679489177902,0.07179546376137776,0.0007982837085430287,87957.28059827107,24.594836109251965,45.67612420289651,88027.55155858322,210985793.12363905,851.3386751942791,851.3386753936735,0.0,0.09669075651406513,4.664209446931387e-12,4.509859399638451e-13
