audit_case,source_layer,t_s,T_C,rho,G_um,activity,tau_nuc_s,tau_exchange_s,tau_transport_s,tau_cycle_s,sigma_eff_Pa,P_surf,P_dens,P_excess,Gamma_migration,G_dot_intrinsic,G_dot_actual
previous_PDF_conditioned_50C,previous_pdf_conditioned,524.1527254503575,1385.831431859366,0.8653450760942059,0.2392212202524009,0.0285542248735049,,,,,219525046.22349828,225098.8688103236,225098.8688160588,0.0,0.9617205080195584,2.132282544723234e-09,2.0506598521524654e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,545.2398307566415,1403.3762537496875,0.8856901085603426,0.2861438587355931,0.0407427029585863,,,,,208727066.915349,190274.60535200677,190274.60538784828,0.0,0.9834308155514944,2.4242843041074153e-09,2.384115890317043e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,565.800496696502,1420.4760204217478,0.9032816911544634,0.3388814399107143,0.056922425478458,,,,,198969053.8806574,160518.07261535103,160518.07260686907,8.481962140649557e-06,0.9942228604003897,2.745330332086438e-09,2.7294701755109293e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,585.8275025676794,1437.1298025629872,0.9184044642835624,0.397365139600297,0.0777693079669842,,,,,190171455.20208508,135120.62923322406,135120.6292240431,9.18094883672893e-06,0.9984310368715064,3.0985047033127432e-09,3.093643263679781e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,606.5394138870926,1454.3541810896922,0.9320873334332276,0.4659418769324326,0.1058279065713111,,,,,181945582.3967393,112383.87413160205,112383.87409121852,4.0383514715358615e-05,0.9997075330522618,3.510839582741049e-09,3.509812778204286e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,626.5651723505068,1471.0102772522237,0.9435568076622408,0.5409440541253827,0.1404800892609757,,,,,174954674.24137437,93498.85958907806,93498.85955606596,3.301211108919233e-05,0.9999604103398312,3.959149022948148e-09,3.958992281583772e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,647.1532511421141,1488.136440321079,0.9536845007606088,0.6280192534315575,0.1850535447078398,,,,,168964993.80268496,77031.14466885732,77031.14464587218,2.298514300491661e-05,0.9999967598559708,4.474941145813142e-09,4.4749266463593094e-09
previous_PDF_conditioned_50C,previous_pdf_conditioned,660.0,1499.804882519801,0.9592159606659444,0.6879934162881018,0.221118714835341,,,,,165718086.89810184,67402.27070184961,67402.27068310602,1.8743594409897923e-05,0.999999560868692,4.8603553542567725e-09,4.860353219922568e-09
resolved_5C,resolved,60.0,950.0000000000001,0.6600093452995124,0.05000190575819299,0.00023104377341146614,6578466.659807975,532.0927528376659,988.172255269951,6579986.924816083,250000000.0,307.7314516960405,46.50465168037593,261.2268000156646,0.11062739608200141,2.871136596773166e-13,3.176263654967546e-14
resolved_5C,resolved,120.0,955.0000000000001,0.6600204926235029,0.05000415095088096,0.00023770738138266894,5514587.185225365,458.9094138772852,852.2603400578155,5515898.3549793,250000000.0,358.24695049949685,55.47236498274079,302.7745855167561,0.11081844490426265,3.3766832015386045e-13,3.741987813288551e-14
resolved_5C,resolved,180.0,960.0000000000001,0.6600337702633922,0.05000679256614147,0.0002445142511071064,4629377.586261258,396.2789736153064,735.9466652855691,4630509.811900159,250000000.0,416.5305437062828,66.07396784994408,350.4565758563387,0.11101094707617305,3.965998144149729e-13,4.402692100844061e-14
resolved_5C,resolved,240.0,965.0000000000001,0.6600495627501042,0.05000989656925994,0.0002514669282110091,3891759.0450342293,342.61319822578116,636.2816538478793,3892737.939886303,250000000.0,483.69267577168887,78.58942746643523,405.10324830525366,0.11120493191540164,4.652076523664701e-13,5.173338530793714e-14
resolved_5C,resolved,300.0,970.0000000000001,0.660068319852464,0.05001353922155669,0.0002585681269207419,3276239.3205232807,296.5725567686259,550.7776054274481,3277086.6706854766,250000000.0,560.9893488129509,93.34353282115852,467.64581599179235,0.11140043401127968,5.449787709650272e-13,6.071087161243781e-14
resolved_5C,resolved,360.0,975.0000000000001,0.6600905669049827,0.050017808578282724,0.0002658207604201406,2761877.0568380244,257.02581359968684,477.33365382798996,2762611.416305452,250000000.0,649.8390749331564,110.71252697022285,539.1265479629336,0.11159749383109982,6.376123960418172e-13,7.115594543390947e-14
resolved_5C,resolved,420.0,980.0000000000001,0.6601169166420406,0.05002280618769433,0.0002732279764002139,2331443.7672630865,223.01641624117812,414.17334444790225,2332080.957023775,250000000.0,751.8414121160686,131.13162637128275,620.7097857447858,0.11179615834712259,7.450478748548432e-13,8.329349019345922e-14
resolved_5C,resolved,480.0,985.0000000000001,0.660148082735325,0.05002864901580285,0.00028079319862718696,1970744.71191803,193.73449829743856,359.7926396952431,1971298.2390560226,250000000.0,868.7971406690581,155.10352827819645,713.6936123908616,0.11199648166889098,8.694957825832375e-13,9.738046847526157e-14
resolved_5C,resolved,540.0,990.0000000000001,0.6601848952525975,0.050035471623877885,0.00028852017547780536,1668067.6969083305,168.4935283996783,312.91655274225974,1668549.1069894724,250000000.0,1002.73011025759,183.20801475655577,819.5220955010343,0.11219852565885621,1.013472627348033e-12,1.137101345840567e-13
resolved_5C,resolved,600.0,995.0000000000001,0.66022831827831,0.050043428628559344,0.00029641303653087233,1413735.0205169504,146.71080859478,272.4629302474486,1414154.1942557925,250000000.0,1155.910749115206,216.1127689002247,939.7979802149814,0.11240236050079357,1.1798394989224832e-12,1.326167446909606e-13
resolved_5C,resolved,660.0,1000.0000000000001,0.6602794699599515,0.05005269747740066,0.00030447635846308943,1199738.718143184,127.89116643923103,237.51216624428622,1200104.1214758675,250000000.0,1330.8811737046974,254.58552483487802,1076.2956488698194,0.1126080651795464,1.371845025270351e-12,1.5448081402188016e-13
resolved_5C,resolved,720.0,1005.0000000000001,0.6603396452679293,0.05006348157581016,0.00031271524167838903,1019443.1794799436,111.6133002671271,207.28184335323607,1019762.0746235639,250000000.0,1530.4817648326778,299.5076774718444,1230.9740873608334,0.11281572781670833,1.5931730173631508e-12,1.7973497349176515e-13
resolved_5C,resolved,780.0,1010.0000000000001,0.6604103417806314,0.05007601380465415,0.00032113539930539794,867342.3385584853,97.51833146792542,181.10547272614724,867620.9623626793,250000000.0,1757.8789799359522,351.88947991613276,1405.9895000198194,0.11302544578922155,1.8479951950172157e-12,2.0887048073316022e-13
resolved_5C,resolved,840.0,1015.0000000000001,0.6604932888292621,0.05009056047119573,0.00032974326043072204,738861.1347051417,85.30019501154419,158.4146478785821,739104.8495480318,250000000.0,2016.594044837539,412.88695488589576,1603.7070899516434,0.11323732553571796,2.141029393025329e-12,2.424444423595498e-13
resolved_5C,resolved,900.0,1020.0000000000001,0.6605904803579301,0.05010742573950814,0.0003385460896996693,630192.9400471223,74.69756303112626,138.7240456292345,630406.3616557827,250000000.0,2310.5320043741467,483.82064011754267,1826.7113642566042,0.1134514819277942,2.4776036454568756e-12,2.8108780520678773e-13
resolved_5C,resolved,960.0,1025.0,0.6607042118717539,0.050126956589933734,0.0003475521257146718,538166.2494564876,65.4870485582063,121.61880446524027,538353.3553095111,250000000.0,2644.0104012580564,566.196274795266,2077.8141264627902,0.11366803704924058,2.863726533950375e-12,3.2551417375996456e-13
resolved_5C,resolved,1020.0,1030.0,0.6608371218573847,0.05014954836043783,0.0003567707409986774,460135.2127103037,57.47747956235788,106.7438906158075,460299.4340804819,250000000.0,3021.786586317896,661.7275123972479,2360.059073920648,0.11388711818439474,3.306164159777247e-12,3.765295084015615e-13
resolved_5C,resolved,1080.0,1035.0,0.6609922380636651,0.050175650925661244,0.00036621262667088975,393889.62025808194,50.50506895255033,93.79512805473634,394033.92045508925,250000000.0,3449.082329515374,772.3607123075395,2676.7216172078347,0.11410885476617195,3.812524055341631e-12,4.350427537235151e-13
resolved_5C,resolved,1140.0,1040.0,0.6611730290217093,0.050205775571875375,0.0003758900054091851,337580.7841247988,44.42933551291392,82.51162309541158,337707.72508340713,250000000.0,3931.603987449228,900.30181479861,3031.302172650618,0.11433337397401405,4.391346283688018e-12,5.02077436902299e-13
resolved_5C,resolved,1200.0,1045.0,0.6613834611591517,0.05024050262757802,0.00038581687675245317,289660.42446612765,39.12965498148229,72.66935925132427,289772.22348036047,250000000.0,4475.555976497722,1048.0452375363777,3427.510738961345,0.1145607946015771,5.052201878693756e-12,5.787842617107373e-13
resolved_5C,resolved,1260.0,1050.0,0.6616280618171662,0.0502804899097236,0.0003960092993303713,248830.21219721544,34.502340542259816,64.07577529276823,248928.79031305047,250000000.0,5087.6446888311475,1218.4046418026846,3869.240047028463,0.11479121873392766,5.805798647117028e-12,6.66454702426352e-13
resolved_5C,resolved,1320.0,1055.0,0.6619119884043273,0.05032648204401601,0.0004064857152017851,214000.05446881225,30.458168628350272,56.565170309793366,214087.0778077504,250000000.0,5775.0692608197105,1414.5452975416213,4360.5239632780895,0.1150247206864822,6.6640941787596305e-12,7.665355715402385e-13
resolved_5C,resolved,1380.0,1060.0,0.6622411038101155,0.05037932071360241,0.00041726732213795854,184253.5629264728,26.920279731882424,49.99480521635308,184330.47801142104,250000000.0,6545.4947540122175,1640.0176216502061,4905.477132362012,0.11526133256774,7.640415683976241e-12,8.806444931065623e-13
resolved_5C,resolved,1440.0,1065.0,0.6626220580428099,0.05043995588299779,0.00042837850040365,158819.43092119464,23.822395380552994,44.241591421026996,158887.4949079962,250000000.0,7407.002340333086,1898.7912664331634,5508.211073899923,0.11550102574408429,8.749585989208882e-12,1.0105861565896942e-12
resolved_5C,resolved,1500.0,1070.0,0.6630623758397094,0.050509458032024675,0.00043984730136467117,137047.67814918663,21.10730197708852,39.19927510030726,137107.98472626403,250000000.0,8368.01001162935,2195.2888870755346,6172.7211245538165,0.11574368742306589,1.0008054661452042e-11,1.1583691504480626e-12
resolved_5C,resolved,1560.0,1075.0,0.663570549708135,0.050589031416608775,0.00045170600607801517,118389.91000215526,18.72556014043583,34.77604026080941,118443.4116025565,250000000.0,9437.15619664392,2534.418410486268,6902.737786157652,0.11598909155645148,1.1434032792267135e-11,1.3262230764017415e-12
resolved_5C,resolved,1620.0,1080.0,0.6641561374776421,0.05068002834783532,0.000463991762886424,102382.892563464,16.63440481028905,30.89246607625109,102430.41943435055,250000000.0,10623.137534779662,2921.602255643478,7701.535279136184,0.11623686333388808,1.3047629443388797e-11,1.5166155204423979e-12
resolved_5C,resolved,1680.0,1085.0,0.6648298629597348,0.05078396444596793,0.000476747313922775,88634.8694016233,14.796806905438753,27.47978425295769,88677.14599278169,250000000.0,11934.491039214021,3362.8015120088035,8571.689527205217,0.11648643674791759,1.4870987134398465e-11,1.732268302210203e-12
resolved_5C,resolved,1740.0,1090.0,0.6656037177024539,0.05090253478036424,0.0004900218213007009,76814.14848983129,13.180671947501047,24.478390759644803,76851.80755253843,250000000.0,13379.310156818128,3864.5325653053064,9514.777591512822,0.11673700513935369,1.692841303903172e-11,1.976172239938548e-12
resolved_5C,resolved,1800.0,1095.0,0.6664910610746289,0.051037630747863105,0.000503871804587435,66639.57106728725,11.758154928454745,21.836573438558815,66673.16579565426,250000000.0,14964.884054537375,4433.873072065916,10531.01098247146,0.11698746538317019,1.9246501759309378e-11,2.25159945831433e-12
resolved_5C,resolved,1860.0,1100.0,0.6675067150008351,0.05119135747054709,0.0005183622018768845,57872.542562446964,10.505073940067758,19.50942303155441,57902.557059418585,250000000.0,16697.25018921352,5078.453537327812,11618.796651885707,0.11723635758050194,2.1854244686626304e-11,2.562112044733106e-12
resolved_5C,resolved,1920.0,1105.0,0.6686670485791459,0.05136605140974359,0.0005335675673600703,50310.36165325803,9.400407800839472,17.45790020155902,50337.21996126042,250000000.0,18580.652330651727,5806.430067173312,12774.222263478416,0.11748180393353232,2.478312007298002e-11,2.911565653275028e-12
resolved_5C,resolved,1980.0,1110.0,0.6699900465420222,0.051564297800607714,0.0005495734186974182,43780.62943601131,8.425865198698476,15.648035369011458,43804.70333657902,250000000.0,20616.900322795635,6626.433189281778,13990.467133513856,0.11772145304625875,2.8067157080568416e-11,3.3041065144021036e-12
resolved_5C,resolved,2040.0,1115.0,0.6714953540684605,0.05178894741921824,0.0005664777477508789,38136.55836827179,7.565514787777544,14.050241748729725,38158.1741248083,250000000.0,22804.634735770294,7547.487020826286,15257.147714944007,0.11795243931480387,3.174296633393586e-11,3.744160310175432e-12
resolved_5C,resolved,2100.0,1120.0,0.6732042888392421,0.05204313211721135,0.0005843927084461861,33253.031647118216,6.80546729537214,12.63872497711969,33272.47583939071,250000000.0,25138.51003175065,8578.892599287288,16559.61743246336,0.11817137130725794,3.584972896864684e-11,4.236411633218527e-12
resolved_5C,resolved,2160.0,1125.0,0.675139809481133,0.052330278521823405,0.0006034464959902849,29023.289203308468,6.133602060818606,11.390975255805984,29040.813780625092,250000000.0,27608.32479486823,9730.068990625296,17878.255804242934,0.1183743677638626,4.042913597433345e-11,4.785773410200956e-12
resolved_5C,resolved,2220.0,1130.0,0.6773264277255721,0.05265411933585324,0.00062378543291465,25356.137528305648,5.53933158314779,10.287330082988754,25371.964189971783,250000000.0,30198.14762634444,11010.345989691132,19187.801636653305,0.11855716426167826,4.552526989077043e-11,5.397346900497306e-12
resolved_5C,resolved,2280.0,1135.0,0.6797900497899263,0.05301870182424853,0.0006455762803771148,22173.597912848294,5.013398633345788,9.310597461927893,22187.92190894357,250000000.0,32885.512600726775,12428.702989418403,20456.809611308374,0.11871531612460302,5.1184421732157966e-11,6.076374806588134e-12
resolved_5C,resolved,2340.0,1140.0,0.6825577307706598,0.05342839338318113,0.0006690087992032598,19408.92202200659,4.547701317718018,8.445731018619178,19421.91545434293,250000000.0,35640.787663900315,13993.45008700583,21647.337576894486,0.11884452128271085,5.745483742269977e-11,6.828192648876734e-12
resolved_5C,resolved,2400.0,1145.0,0.6856573243246404,0.053887884576905194,0.0006942985960565115,17004.915600198965,4.135142182959287,7.679549768352961,17016.730292150278,250000000.0,38426.849745260726,15711.849878391215,22714.99986686951,0.11894107695162563,6.438638995325687e-11,7.6581865620677e-12
resolved_5C,resolved,2460.0,1150.0,0.6891170087126903,0.05440219067243761,0.0007216903077445528,14912.520929932867,3.769498046915138,7.0004963728424,14923.290924352625,250000000.0,41199.22443296732,17589.681804370004,23609.542628597315,0.11900246216793345,7.203017570155173e-11,8.57176825887351e-12
resolved_5C,resolved,2568.604915067467,1159.7350497364346,0.6964197876485069,0.055495674704953604,0.0007821773837937021,11578.908878841477,3.1723475674340427,5.891502625234652,11587.972729034145,250000000.0,46355.03486585622,21714.040455266633,24640.99441058959,0.1190204330000254,8.91493073488465e-11,1.0610589162312057e-11
resolved_5C,resolved,2660.650458329656,1168.0261201609123,0.7037669343465773,0.05661113776652317,0.0008429308222406884,9359.519045604267,2.7636290277997775,5.132453908771016,9367.415128540839,250000000.0,50205.43639397034,25703.875247299904,24501.561146670436,0.11894705567362392,1.062821543003929e-10,1.2641949324681522e-11
resolved_5C,resolved,2741.220538147253,1175.179041982899,0.7111276621839767,0.05774902163563028,0.0009037735564492834,7805.049287941838,2.4711323476991365,4.589245788584111,7812.109666078121,250000000.0,52910.73865494971,29472.570428967083,23438.168225982627,0.11885092905680998,1.2312738391373037e-10,1.4633803970481376e-11
resolved_5C,resolved,2813.331471991085,1181.5161352036444,0.7184736205207269,0.05890977697050646,0.0009654842127239594,6654.9111445038325,2.250997378916942,4.1804237037028935,6661.342565586452,250000000.0,54702.80193111567,33030.75316662895,21672.048764486717,0.11877117774113796,1.3975899300929655e-10,1.659934019962962e-11
resolved_5C,resolved,2878.928460029897,1187.23750192017,0.7257779992257303,0.06009386348761364,0.0010285886378408422,5769.68183900124,2.0792589163401427,3.8614808446316937,5775.6225787622125,250000000.0,55757.615237252205,36385.629599402026,19371.98563785018,0.11872752728813839,1.562226966356559e-10,1.85479344778364e-11
resolved_5C,resolved,2939.343844016251,1192.4764339770754,0.7330151614164067,0.061301750143714674,0.0010934775783298452,5067.725541292306,1.9416286157431735,3.6058817149516083,5073.273051623,250000000.0,56214.64555783318,39543.350212027246,16671.295345805935,0.11872931209625438,1.725485056160453e-10,2.0486565375029744e-11
resolved_5C,resolved,3022.270746917048,1199.6277132461332,0.7436912023389415,0.06315925447481936,0.00119482866476767,4251.63680671723,1.780119072390852,3.3059354201544395,4256.722861209775,250000000.0,56032.47379665513,43924.0465637468,12108.427232908332,0.118825535051283,1.9682210431481961e-10,2.3387491855127878e-11
resolved_5C,resolved,3097.8996745577724,1206.1162336621696,0.7540816505614127,0.06507304304466086,0.0013017676047740931,3630.817871467316,1.6564246593301075,3.0762172244702,3635.5505133511165,250000000.0,55099.99968426447,47899.28885663812,7200.710827626346,0.11903553170000468,2.2087711070832486e-10,2.6292224313526246e-11
resolved_5C,resolved,3167.7694148165747,1212.0870620505516,0.7641133454631297,0.06704482132195712,0.001415054058766378,3143.7746592035046,1.5592202629350589,2.8956947740222527,3148.2295742404617,250000000.0,53678.18678319447,51497.958501692316,2180.2282815021535,0.11935349474964585,2.447434820934345e-10,2.9210989905048776e-11
resolved_5C,resolved,3233.055828126055,1217.6439873255626,0.7735741775215688,0.06907634645283374,0.0015041311508655415,2853.6841171836822,1.5045733870854519,2.794207718872982,2857.982898289641,246132976.79699457,52004.808261297265,52004.80828003132,0.0,0.11945059913203855,2.6845402731618764e-10,3.2066994402327255e-11
resolved_5C,resolved,3294.7375763744158,1222.8783099209459,0.7821170500768574,0.07116942882670106,0.00157706141598236,2671.203720311988,1.4767572494152248,2.742549177485418,2675.4230267388884,239960905.47787505,50539.682170799184,50539.682182956145,0.0,0.11942164367378737,2.921351145850124e-10,3.48872555585724e-11
resolved_5C,resolved,3372.321408112411,1229.4478749862628,0.7922628231585254,0.0740591930264747,0.0016873318178933189,2447.621008596453,1.4479252123628759,2.6890039658167697,2451.757937774633,232899973.72831905,48990.67326622701,48990.67328232265,0.0,0.11955294907138993,3.2371211666796594e-10,3.8700738197797165e-11
resolved_5C,resolved,3445.4804668398197,1235.6300629427674,0.8012050683505398,0.07706629324071361,0.001812931825489841,2243.934079167057,1.426420830969125,2.6490672575140897,2248.0095672555403,226932079.92250904,47829.4036709104,47829.40368708359,0.0,0.11984435269880386,3.552994283664819e-10,4.258063000683606e-11
resolved_5C,resolved,3514.9717203592772,1241.4923592465916,0.8091378492251886,0.08019549378212247,0.0019546044168341674,2057.976546225606,1.4106427650268896,2.619765135049938,2062.0069541256826,221852517.90727362,46989.753496497804,46989.7535102571,0.0,0.12026927444614233,3.869083390057088e-10,4.653318520937867e-11
resolved_5C,resolved,3581.381069334694,1247.0867174873183,0.8162195098140138,0.08345175241360671,0.0021133545570253425,1887.9986029525348,1.3994612156600221,2.59899940051147,1891.9970635687064,217504732.80941892,46419.70842638138,46419.7084393602,0.0,0.12080931103631105,4.18551993731865e-10,5.056497799562099e-11
resolved_5C,resolved,3645.170795984929,1252.4539458848062,0.822580754786228,0.0868402282031263,0.0022904290533664936,1732.5071548576543,1.3920530516813514,2.5852413816939386,1736.4844492910297,213767528.7310515,46078.34803216932,46078.34804133003,0.0,0.1214516862952413,4.5024439710613204e-10,5.4682941273524004e-11
resolved_5C,resolved,3706.711681763037,1257.6266481434113,0.8283300039542223,0.09036628969748833,0.0024872902535070323,1590.208508924279,1.3878104312112254,2.5773622293922758,1594.1736815848824,210544719.41065753,45932.569233156115,45932.56921648643,1.6669684555381536e-05,0.12218729688123935,4.819997485780883e-10,5.88942463761936e-11
resolved_5C,resolved,3780.9297478053923,1263.8587858029864,0.8347916569782304,0.09497587866230832,0.0027637451260403016,1429.1681067046745,1.3862810637523186,2.5745219755400206,1433.1289097439667,207121923.10432404,45983.975803783556,45983.97580237176,1.4117977116256952e-06,0.12322791079963273,5.218037954187519e-10,6.430079155677177e-11
resolved_5C,resolved,3852.577445404679,1269.8695112096239,0.8405798550131058,0.0998206029911642,0.003077427406422525,1285.007598262868,1.3883537179056589,2.578371190396224,1288.9743231711698,204258831.38213223,46254.37736166664,46254.37737869462,0.0,0.12439446461367039,5.617546448977574e-10,6.987916829629906e-11
resolved_5C,resolved,3922.03466610288,1275.6919003048642,0.8458083805255261,0.1049124569507557,0.003432568414086319,1155.9693003796383,1.393563800933912,2.5880470588772653,1159.9509112394494,201858409.4346819,46708.765573132456,46708.76556024835,1.2884105672128499e-05,0.1256805473527653,6.018775941955061e-10,7.564430547785675e-11
resolved_5C,resolved,3989.6090777213235,1281.352668621705,0.8505679573783556,0.11026404663592784,0.0038339916445112826,1040.4616856518237,1.401566085890661,2.6029084452255136,1044.4661601829398,199844027.35752416,47319.662191505886,47319.662179731575,1.1774311133194715e-05,0.12708204861211267,6.421963859021975e-10,8.161163233174612e-11
resolved_5C,resolved,4055.5529190624134,1286.8736685771805,0.8549312937082614,0.11588862117905528,0.004287178790848518,937.0414128999988,1.4120963344919297,2.6224646211992986,941.07597385569,198155115.95618176,48065.739570406564,48065.73958851075,0.0,0.12859664922969846,6.827329495023625e-10,8.779716962471275e-11
resolved_5C,resolved,4120.075161391239,1292.2729684650426,0.8589570287870611,0.12180010555141879,0.004798341674524394,844.4051077926496,1.42494786333261,2.646331746189133,848.4763874021713,196743631.22696722,48930.5354425508,48930.535436056634,6.494163244497031e-06,0.13022341538262447,7.235071942865423e-10,9.421757789389358e-11
