audit_case,source_layer,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,Delta_rho_total_flux,Delta_rho_state,cumulative_PR_coarsening,cumulative_closure,final_phi_open,final_phi_precursor,final_phi_closed,final_A_closed,final_Gamma_migration,non_validation
previous_PDF_conditioned_50C,previous_pdf_conditioned,0.9592159606659444,0.6879934162881018,0.297589585105458,1.3730867496980878e-09,0.2975895864785448,0.2992122402938099,0.00037632604377969153,8.564511458009291e-07,0.0408779031124793,5.102147427226371e-07,8.578226968532409e-07,0.999999999724724,0.999999560868692,True
resolved_50C,resolved,0.9005005897188215,0.2588000263151019,0.23418760695655275,1.574933040737844e-08,0.23418762270588311,0.24049591706906537,0.0013216619141773601,0.0002699798233009573,0.09917673640208817,5.135490227054452e-05,0.00027131897681980787,0.015361227285222481,0.15815285036749513,True
resolved_5C,resolved,0.937009537867066,0.9379351475146412,0.27440189273436477,0.00015249290644035447,0.2745543856408052,0.2770001925675536,0.001109021998222826,0.0032331109981795277,0.05942253880350953,0.00048039608219303717,0.0030875272472314008,0.17085432706552275,0.1375423641527186,True
resolved_M0_factor_0p3,resolved,0.8863315696066352,0.08943418555357506,0.22256633602892825,0.0006964741920561471,0.22326281022098446,0.22631287900761055,0.0002950205711537653,0.03745612875531664,0.07293407757210307,0.003973189663638618,0.036761163157623115,0.8612974241331423,0.041457891526223534,True
resolved_QM_500,resolved,0.8864764705993169,0.08159986393684523,0.223277854392721,0.0005819672319175031,0.2238598216246385,0.22645778000029226,0.00029383755172254365,0.037170391116710694,0.07298429992957634,0.003950436716199223,0.03658879275490759,0.8592930387583264,0.04058598963847757,True
resolved_QM_550,resolved,0.8871222247196437,0.06618976036180116,0.22569969897482556,0.00035065442628702737,0.22605035340111254,0.22710353412061912,0.0002873428825715602,0.036229207176375566,0.07312246229934834,0.003874345142155635,0.0358809678388523,0.8521189050158624,0.03915855809019013,True
resolved_default,resolved,0.8851018989974057,0.15492550440416758,0.21993215125733348,0.0027381685866687657,0.22267031984400223,0.22508320839838103,0.000328317595415057,0.04083218338611362,0.07256164070395353,0.004249434783440228,0.03808702551520063,0.8801008916110546,0.049196641069177684,True
