audit_case,t_s,T_C,rho,A_closed,closed_accommodation_used,closed_accommodation_capacity,closed_shrinkage_flux,Gamma_migration
resolved_default,50908.52467356196,1100.0,0.8775387366986254,0.7511150288667221,0.04977699422665558,0.2,5.0554997045500824e-08,0.06077547028493354
resolved_default,51028.52467356196,1100.0,0.8775784839425942,0.7519670727140826,0.04960658545718349,0.2,5.071944093797773e-08,0.06070516814563025
resolved_default,51148.52467356196,1100.0,0.8776181652937701,0.752816014001577,0.04943679719968459,0.2,5.088374846040338e-08,0.06063507740300252
resolved_default,51268.52467356196,1100.0,0.8776577810410671,0.7536618635612882,0.049267627287742366,0.2,5.104791840779539e-08,0.06056519721257245
resolved_default,51388.52467356196,1100.0,0.8776973314717309,0.7545046321899816,0.04909907356200367,0.2,5.1211949622341764e-08,0.06049552674159039
resolved_default,51508.52467356196,1100.0,0.8777368168713507,0.7553443306492057,0.04893113387015886,0.2,5.13758409566079e-08,0.06042606516111343
resolved_default,51628.52467356196,1100.0,0.8777762375238263,0.7561809696654126,0.048763806066917485,0.2,5.15395912360459e-08,0.060356811638131454
resolved_default,51748.52467356196,1100.0,0.8778155937114682,0.7570145599300125,0.048597088013997494,0.2,5.170319937105057e-08,0.060287765359140585
resolved_default,51868.52467356196,1100.0,0.8778548857149198,0.7578451120995175,0.04843097758009649,0.2,5.186666420734226e-08,0.06021892549867418
resolved_default,51988.52467356196,1100.0,0.8778941138131907,0.7586726367956287,0.04826547264087427,0.2,5.202998461926629e-08,0.06015029123895673
resolved_default,52108.52467356196,1100.0,0.8779332782836908,0.7594971446053235,0.04810057107893531,0.2,5.21931595100278e-08,0.060081861769866234
resolved_default,52228.52467356196,1100.0,0.8779723794022185,0.7603186460809651,0.04793627078380698,0.2,5.235618777389723e-08,0.06001363628107642
resolved_default,52348.52467356196,1100.0,0.8780114174430158,0.7611371517403781,0.04777256965192438,0.2,5.2519068353103674e-08,0.0599456139737817
resolved_default,52468.52467356196,1100.0,0.8780503926787133,0.7619526720669803,0.04760946558660395,0.2,5.268180014267521e-08,0.05987779404112142
resolved_default,52588.52467356196,1100.0,0.8780893053803845,0.7627652175098576,0.047446956498028485,0.2,5.284438208551275e-08,0.05981017568772524
resolved_default,52708.52467356196,1100.0,0.8781281558175352,0.7635747984838734,0.04728504030322531,0.2,5.300681311514763e-08,0.05974275811796618
resolved_default,52828.52467356196,1100.0,0.8781669442581355,0.7643814253697543,0.047123714926049144,0.2,5.3169092194033736e-08,0.05967554054375032
resolved_default,52948.52467356196,1100.0,0.8782056709686304,0.765185108514187,0.04696297829716261,0.2,5.333121829441367e-08,0.05960852218059142
resolved_default,53068.52467356196,1100.0,0.8782443362139067,0.7659858582299388,0.04680282835401224,0.2,5.349319035939957e-08,0.05954170223982041
resolved_default,53188.52467356196,1100.0,0.8782829402573683,0.7667836847959199,0.046643263040816035,0.2,5.365500739982027e-08,0.05947507994802531
resolved_default,53308.52467356196,1100.0,0.8783214833608819,0.7675785984573144,0.04648428030853713,0.2,5.381666837771557e-08,0.059408654523696654
resolved_default,53428.52467356196,1100.0,0.8783599657848518,0.7683706094256423,0.046325878114871544,0.2,5.397817232309688e-08,0.059342425200528355
resolved_default,53548.52467356196,1100.0,0.8783983877881867,0.769159727878879,0.046168054424224204,0.2,5.413951823640512e-08,0.05927639120797823
resolved_default,53668.52467356196,1100.0,0.8784367496283099,0.7699459639615515,0.04601080720768971,0.2,5.43007051273513e-08,0.05921055177902986
resolved_default,53788.52467356196,1100.0,0.8784750515611688,0.7707293277848345,0.0458541344430331,0.2,5.446173201486941e-08,0.059144906150176674
resolved_default,53908.52467356196,1100.0,0.878513293841289,0.7715098294266225,0.045698034114675504,0.2,5.4622597966755786e-08,0.05907945356913125
resolved_default,54028.52467356196,1100.0,0.8785514767217397,0.7722874789316488,0.04554250421367023,0.2,5.4783302020571636e-08,0.05901419327933275
resolved_default,54148.52467356196,1100.0,0.8785896004541441,0.7730622863115817,0.04538754273768367,0.2,5.494384322295558e-08,0.05894912452768189
resolved_default,54268.52467356196,1100.0,0.8786276652887105,0.7738342615451069,0.045233147690978616,0.2,5.5104220649597084e-08,0.05888424656837805
resolved_default,54388.52467356196,1100.0,0.87866567147422,0.7746034145780354,0.045079317084392924,0.2,5.526443336530894e-08,0.0588195586551845
resolved_default,54508.52467356196,1100.0,0.8787036192580582,0.7753697553233857,0.044926048935322864,0.2,5.5424480463977704e-08,0.05875506004912519
resolved_default,54628.52467356196,1100.0,0.8787415088862023,0.7761332936614912,0.044773341267701765,0.2,5.5584361028400667e-08,0.05869075001076308
resolved_default,54748.52467356196,1100.0,0.8787793406032739,0.7768940394400699,0.044621192111986036,0.2,5.5744074190721747e-08,0.058626627811722634
resolved_default,54868.52467356196,1100.0,0.8788171146524623,0.7776520024743676,0.04446959950512648,0.2,5.590361901106931e-08,0.05856269271161869
resolved_default,54988.52467356196,1100.0,0.8788548312756196,0.7784071925472037,0.044318561490559266,0.2,5.606299463935551e-08,0.058498943988780014
resolved_default,55108.52467356196,1100.0,0.8788924907132482,0.7791596194090767,0.04416807611818466,0.2,5.6222200214202406e-08,0.058435380921010055
resolved_default,55228.52467356196,1100.0,0.8789300932044671,0.7799092927782832,0.04401814144434335,0.2,5.638123484212663e-08,0.05837200278176355
resolved_default,55348.52467356196,1100.0,0.8789676389870852,0.7806562223409743,0.04386875553180514,0.2,5.654009769966181e-08,0.058308808859284564
resolved_default,55468.52467356196,1100.0,0.8790051282975461,0.7814004177512858,0.04371991644974285,0.2,5.669878791052719e-08,0.05824579843361532
resolved_default,55588.52467356196,1100.0,0.8790425613710006,0.7821418886313948,0.04357162227372105,0.2,5.685730466871408e-08,0.05818297079953723
resolved_default,55708.52467356196,1100.0,0.8790799384412732,0.7828806445716373,0.04342387108567254,0.2,5.7015647135674133e-08,0.05812032524743187
resolved_default,55828.52467356196,1100.0,0.879117259740871,0.7836166951306013,0.04327666097387975,0.2,5.717381448127484e-08,0.05805786107092393
resolved_default,55948.52467356196,1100.0,0.8791545255010133,0.7843500498352066,0.04312999003295868,0.2,5.7331805904584655e-08,0.057995577570672516
resolved_default,56068.52467356196,1100.0,0.8791917359516397,0.7850807181807978,0.04298385636384044,0.2,5.7489620613211546e-08,0.057933474050534055
resolved_default,56188.52467356196,1100.0,0.8792288913213986,0.7858087096312489,0.04283825807375022,0.2,5.764725780230671e-08,0.05787154981374647
resolved_default,56308.52467356196,1100.0,0.8792659918376549,0.7865340336190554,0.04269319327618892,0.2,5.7804716675250195e-08,0.0578098041667298
resolved_default,56428.52467356196,1100.0,0.8793030377265196,0.7872566995454137,0.04254866009091727,0.2,5.796199646466804e-08,0.05774823642286555
resolved_default,56548.52467356196,1100.0,0.879340029212837,0.7879767167803257,0.04240465664393487,0.2,5.811909639041882e-08,0.057686845894881315
resolved_default,56668.52467356196,1100.0,0.8793769665202354,0.7886940946626647,0.04226118106746706,0.2,5.827601572280834e-08,0.05762563190621799
resolved_default,56788.52467356196,1100.0,0.8794138498710717,0.7894088425003052,0.042118231499938964,0.2,5.843275367691161e-08,0.05756459377205443
resolved_default,56908.52467356196,1100.0,0.8794506794865028,0.7901209695701756,0.04197580608596488,0.2,5.8589309539464556e-08,0.05750373082203704
resolved_default,57028.52467356196,1100.0,0.8794874555864309,0.7908304851183878,0.04183390297632244,0.2,5.8745682541537234e-08,0.05744304237753982
resolved_default,57148.52467356196,1100.0,0.8795241783895534,0.7915373983603021,0.041692520327939575,0.2,5.890187196470648e-08,0.05738252777058056
resolved_default,57268.52467356196,1100.0,0.8795608481133705,0.7922417184806183,0.04155165630387634,0.2,5.905787709862641e-08,0.057322186336225885
resolved_default,57388.52467356196,1100.0,0.8795974649741728,0.7929434546334785,0.04141130907330431,0.2,5.92136972194605e-08,0.05726201740880727
resolved_default,57508.52467356196,1100.0,0.8796340291870691,0.7936426159425448,0.04127147681149104,0.2,5.936933163272208e-08,0.05720202032945674
resolved_default,57628.52467356196,1100.0,0.8796705409659948,0.7943392115010893,0.04113215769978214,0.2,5.95247796518658e-08,0.05714219444231184
resolved_default,57748.52467356196,1100.0,0.8797070005236785,0.7950332503721098,0.04099334992557804,0.2,5.968004055485689e-08,0.05708253908698095
resolved_default,57868.52467356196,1100.0,0.8797434080717107,0.7957247415883807,0.04085505168232387,0.2,5.983511369232919e-08,0.05702305361734869
resolved_default,57988.52467356196,1100.0,0.8797797638204905,0.7964136941525813,0.04071726116948374,0.2,5.998999835752144e-08,0.05696373737898642
resolved_default,58108.52467356196,1100.0,0.8798160679792943,0.7971001170373464,0.04057997659253072,0.2,6.014469391658924e-08,0.0569045897316943
resolved_default,58228.52467356196,1100.0,0.8798523207562425,0.797784019185381,0.0404431961629238,0.2,6.029919969978243e-08,0.05684561003069706
resolved_default,58348.52467356196,1100.0,0.879888522358327,0.7984654095095367,0.04030691809809266,0.2,6.045351506678222e-08,0.05678679763789804
resolved_default,58468.52467356196,1100.0,0.8799246729913784,0.7991442968929263,0.04017114062141474,0.2,6.060763934083614e-08,0.05672815191062334
resolved_default,58588.52467356196,1100.0,0.8799607728601542,0.7998206901889598,0.040035861962208034,0.2,6.076157194069703e-08,0.05666967222407366
resolved_default,58708.52467356196,1100.0,0.8799968221682448,0.8004945982214989,0.03990108035570022,0.2,6.091531218236433e-08,0.056611357937621565
resolved_default,58828.52467356196,1100.0,0.880032821118162,0.8011660297848922,0.039766794043021574,0.2,6.106885947749433e-08,0.056553208428476255
resolved_default,58948.52467356196,1100.0,0.8800687699113249,0.8018349936440761,0.03963300127118479,0.2,6.122221322314701e-08,0.05649522307295317
resolved_default,59068.52467356196,1100.0,0.8801046687480283,0.8025014985346897,0.03949970029306207,0.2,6.137537277916878e-08,0.05643740124275181
resolved_default,59188.52467356196,1100.0,0.8801405178275087,0.8031655531631221,0.039366889367375583,0.2,6.152833757944683e-08,0.056379742323592545
resolved_default,59308.52467356196,1100.0,0.8801763173479118,0.8038271662066268,0.03923456675867465,0.2,6.168110702055257e-08,0.0563222456965501
resolved_default,59428.52467356196,1100.0,0.8802120675062993,0.8044863463134083,0.03910273073731834,0.2,6.183368050612238e-08,0.05626491074550856
resolved_default,59548.52467356196,1100.0,0.8802477684986763,0.8051431021026967,0.03897137957946067,0.2,6.19860574693499e-08,0.05620773686086244
resolved_default,59668.52467356196,1100.0,0.880283420519997,0.8057974421648334,0.038840511567033324,0.2,6.213823735061859e-08,0.056150723435774964
resolved_default,59788.52467356196,1100.0,0.8803190237641527,0.8064493750613722,0.038710124987725573,0.2,6.229021957481061e-08,0.056093869862455556
resolved_default,59908.52467356196,1100.0,0.8803545784239782,0.8070989093251651,0.038580218134966975,0.2,6.244200357370412e-08,0.056037175535869205
resolved_default,60028.52467356196,1100.0,0.8803900846912981,0.807746053460422,0.038450789307915595,0.2,6.259358883144143e-08,0.0559806398611286
resolved_default,60148.52467356196,1100.0,0.8804255427568936,0.8083908159428234,0.038321836811435334,0.2,6.27449747937671e-08,0.05592426223864825
resolved_default,60268.52467356196,1100.0,0.8804609528105094,0.8090332052196064,0.03819335895607872,0.2,6.289616091319279e-08,0.055868042071558155
resolved_default,60388.52467356196,1100.0,0.8804963150408802,0.8096732297096372,0.03806535405807257,0.2,6.304714667187878e-08,0.055811978769384894
resolved_default,60508.52467356196,1100.0,0.8805316296357368,0.8103108978034959,0.03793782043930083,0.2,6.319793155887501e-08,0.055756071744330685
resolved_default,60628.52467356196,1100.0,0.880566896781793,0.8109462178635759,0.03781075642728482,0.2,6.334851504704791e-08,0.05570032040757218
resolved_default,60748.52467356196,1100.0,0.8806021166647521,0.8115791982241692,0.037684160355166155,0.2,6.34988966158654e-08,0.05564472417294959
resolved_default,60868.52467356196,1100.0,0.8806372894693328,0.8122098471915373,0.03755803056169254,0.2,6.364907577449622e-08,0.05558928246063545
resolved_default,60988.52467356196,1100.0,0.8806724153792954,0.8128381730439818,0.03743236539120365,0.2,6.37990520620283e-08,0.05553399469710588
resolved_default,61108.52467356196,1100.0,0.8807074945773692,0.8134641840319848,0.037307163193603034,0.2,6.394882493143075e-08,0.05547886029672809
resolved_default,61228.52467356196,1100.0,0.8807425272453568,0.8140878883782238,0.03718242232435525,0.2,6.409839395823017e-08,0.05542387869487687
resolved_default,61348.52467356196,1100.0,0.8807775135640625,0.8147092942777111,0.03705814114445778,0.2,6.42477586315172e-08,0.0553690493148021
resolved_default,61468.52467356196,1100.0,0.8808124537133369,0.8153284098978504,0.03693431802042992,0.2,6.439691849336415e-08,0.055314371589689694
resolved_default,61588.52467356196,1100.0,0.8808473478720639,0.815945243378534,0.0368109513242932,0.2,6.45458730688906e-08,0.05525984495162061
resolved_default,61708.52467356196,1100.0,0.8808821962182052,0.816559802832199,0.03668803943356021,0.2,6.469462193653648e-08,0.055205468842561785
resolved_default,61828.52467356196,1100.0,0.8809169989287488,0.817172096343952,0.03656558073120959,0.2,6.484316461064766e-08,0.055151242696023936
resolved_default,61948.52467356196,1100.0,0.8809517561797722,0.8177821319716108,0.03644357360567785,0.2,6.499150068245561e-08,0.055097165959037096
resolved_default,62068.52467356196,1100.0,0.8809864681464101,0.8183899177458149,0.03632201645083701,0.2,6.513962970237657e-08,0.055043238073821214
resolved_default,62188.52467356196,1100.0,0.8810211350028607,0.8189954616701093,0.036200907665978145,0.2,6.528755122694058e-08,0.05498945848510785
resolved_default,62308.52467356196,1100.0,0.8810557569224098,0.8195987717210117,0.03608024565579766,0.2,6.543526484254401e-08,0.054935826643775665
resolved_default,62428.52467356196,1100.0,0.8810903340774374,0.820199855848096,0.03596002883038081,0.2,6.558277014181961e-08,0.05488234200317769
resolved_default,62548.52467356196,1100.0,0.881124866639404,0.820798721974088,0.035840255605182406,0.2,6.573006669969316e-08,0.05482900401548591
resolved_default,62668.52467356196,1100.0,0.8811593547788754,0.8213953779949337,0.035720924401013265,0.2,6.587715412100057e-08,0.054775812138974866
resolved_default,62788.52467356196,1100.0,0.8811937986655283,0.8219898317798805,0.0356020336440239,0.2,6.602403201669455e-08,0.05472276583435696
resolved_default,62908.52467356196,1100.0,0.8812281984681178,0.8225820911715884,0.035483581765682316,0.2,6.617069995567792e-08,0.05466986455750145
resolved_default,63028.52467356196,1100.0,0.8812625543545218,0.8231721639861821,0.035365567202763584,0.2,6.631715756072787e-08,0.0546171077739805
resolved_default,63148.52467356196,1100.0,0.8812968664917643,0.8237600580133178,0.03524798839733645,0.2,6.64634044847897e-08,0.05456449495539695
resolved_default,63268.52467356196,1100.0,0.8813311350459836,0.8243457810162934,0.03513084379674132,0.2,6.660944033851831e-08,0.054512025568478666
resolved_default,63388.52467356196,1100.0,0.8813653601824191,0.824929340732144,0.03501413185357121,0.2,6.675526471401878e-08,0.05445969907872173
resolved_default,63508.52467356196,1100.0,0.8813995420654919,0.825510744871664,0.034897851025667205,0.2,6.690087730620072e-08,0.054407514968496495
resolved_default,63628.52467356196,1100.0,0.8814336808587346,0.8260900011195464,0.034781999776090713,0.2,6.704627771868072e-08,0.0543554727080314
resolved_default,63748.52467356196,1100.0,0.881467776724835,0.8266671171344336,0.03466657657311328,0.2,6.71914656093608e-08,0.05430357177715426
resolved_default,63868.52467356196,1100.0,0.8815018298256407,0.8272421005489974,0.03455157989020052,0.2,6.733644064191102e-08,0.05425181165802473
resolved_default,63988.52467356196,1100.0,0.881535840322146,0.8278149589700337,0.03443700820599327,0.2,6.748120246118916e-08,0.05420019183151306
resolved_default,64108.52467356196,1100.0,0.8815698083745157,0.8283856999785276,0.03432286000429448,0.2,6.762575074214384e-08,0.05414871178441811
resolved_default,64228.52467356196,1100.0,0.8816037341420715,0.8289543311297479,0.03420913377405042,0.2,6.777008514073173e-08,0.054097371002232074
resolved_default,64348.52467356196,1100.0,0.8816376177833162,0.829520859953311,0.034095828009337796,0.2,6.79142053430333e-08,0.05404616897634782
resolved_default,64468.52467356196,1100.0,0.8816714594559386,0.8300852939532607,0.03398294120934786,0.2,6.805811104070689e-08,0.053995105200433
resolved_default,64588.52467356196,1100.0,0.8817052593167999,0.8306476406081617,0.03387047187836767,0.2,6.820180190614925e-08,0.05394417916682278
resolved_default,64708.52467356196,1100.0,0.8817390175219575,0.8312079073711632,0.03375841852576735,0.2,6.834527764192676e-08,0.05389339037371121
resolved_default,64828.52467356196,1100.0,0.8817727342266511,0.8317661016700933,0.033646779665981334,0.2,6.848853793116489e-08,0.05384273831794276
resolved_default,64948.52467356196,1100.0,0.881806409585327,0.8323222309075216,0.03353555381849569,0.2,6.863158248719146e-08,0.05379222250219331
resolved_default,65068.52467356196,1100.0,0.8818400437516235,0.8328763024608523,0.03342473950782954,0.2,6.877441100371405e-08,0.05374184242777216
resolved_default,65188.52467356196,1100.0,0.8818736368784139,0.8334283236823731,0.03331433526352539,0.2,6.891702322974272e-08,0.053691597605376014
resolved_default,65308.52467356196,1100.0,0.881907189117755,0.8339783018993772,0.03320433962012457,0.2,6.905941884444403e-08,0.053641487537145136
resolved_default,65428.52467356196,1100.0,0.8819407006209478,0.834526244414196,0.03309475111716081,0.2,6.920159760740324e-08,0.053591511738164926
resolved_default,65548.52467356196,1100.0,0.881974171538505,0.8350721585043069,0.032985568299138616,0.2,6.934355923320028e-08,0.053541669718533996
resolved_default,65668.52467356196,1100.0,0.8820076020201568,0.8356160514224106,0.032876789715517885,0.2,6.948530344144161e-08,0.05349196099052843
resolved_default,65788.52467356196,1100.0,0.8820409922148911,0.8361579303964772,0.03276841392070456,0.2,6.962683000737331e-08,0.053442385075730764
resolved_default,65908.52467356196,1100.0,0.8820743422709039,0.8366978026298695,0.0326604394740261,0.2,6.976813863544505e-08,0.05339294148715366
resolved_default,66028.52467356196,1100.0,0.882107652335659,0.8372356753013733,0.03255286493972533,0.2,6.990922911112202e-08,0.0533436297506612
resolved_default,66148.52467356196,1100.0,0.8821409225558374,0.8377715555653201,0.032445688886935976,0.2,7.00501011486914e-08,0.05329444938354175
resolved_default,66268.52467356196,1100.0,0.882174153077397,0.8383054505516172,0.03233890988967656,0.2,7.019075454369685e-08,0.053245399915898765
resolved_default,66388.52467356196,1100.0,0.8822073440455587,0.8388373673658394,0.03223252652683213,0.2,7.033118907129316e-08,0.053196480876368885
resolved_default,66508.52467356196,1100.0,0.8822404956047744,0.8393673130893352,0.03212653738213296,0.2,7.047140446033252e-08,0.05314769178857087
resolved_default,66628.52467356196,1100.0,0.8822736078987686,0.8398952947792724,0.032020941044145525,0.2,7.06114004955996e-08,0.05309903218533253
resolved_default,66748.52467356196,1100.0,0.8823066810705602,0.8404213194686976,0.03191573610626049,0.2,7.075117699251655e-08,0.05305050160510186
resolved_default,66868.52467356196,1100.0,0.8823397152624133,0.8409453941666581,0.03181092116666837,0.2,7.089073369419379e-08,0.053002099577735155
resolved_default,66988.52467356196,1100.0,0.8823727106158767,0.8414675258582462,0.03170649482835075,0.2,7.103007039988002e-08,0.052953825642251394
resolved_default,67108.52467356196,1100.0,0.8824056672718079,0.8419877215046585,0.0316024556990683,0.2,7.116918693951056e-08,0.05290567934325168
resolved_default,67228.52467356196,1100.0,0.882438585370304,0.8425059880433329,0.03149880239133342,0.2,7.130808304420881e-08,0.0528576602131986
resolved_default,67348.52467356196,1100.0,0.8824714650507967,0.8430223323879452,0.03139553352241096,0.2,7.14467585792292e-08,0.052809767804293584
resolved_default,67468.52467356196,1100.0,0.8825043064519845,0.8435367614285462,0.031292647714290765,0.2,7.158521331072551e-08,0.05276200165658814
resolved_default,67588.52467356196,1100.0,0.8825371097118911,0.8440492820315886,0.031190143593682287,0.2,7.172344708742602e-08,0.05271436132275278
resolved_default,67708.52467356196,1100.0,0.8825698749678332,0.8445599010400328,0.03108801979199345,0.2,7.18614597105849e-08,0.052666846350377924
resolved_default,67828.52467356196,1100.0,0.8826026023564254,0.8450686252734202,0.030986274945315962,0.2,7.199925098587209e-08,0.052619456289046455
resolved_default,67948.52467356196,1100.0,0.8826352920136015,0.8455754615279317,0.030884907694413655,0.2,7.213682074958254e-08,0.0525721906938476
resolved_default,68068.52467356196,1100.0,0.8826679440746195,0.8460804165764607,0.030783916684707858,0.2,7.22741688425423e-08,0.05252504912183168
resolved_default,68188.52467356196,1100.0,0.8827005586740473,0.8465834971687023,0.030683300566259543,0.2,7.241129508373585e-08,0.05247803112848123
resolved_default,68308.52467356196,1100.0,0.8827331359458025,0.8470847100311948,0.030583057993761043,0.2,7.254819934921852e-08,0.05243113627826527
resolved_default,68428.52467356196,1100.0,0.8827656760230856,0.8475840618674559,0.030483187626508812,0.2,7.268488141388676e-08,0.05238436412351629
resolved_default,68548.52467356196,1100.0,0.8827981790384901,0.8480815593579603,0.03038368812840795,0.2,7.282134121546094e-08,0.052337714239594844
resolved_default,68668.52467356196,1100.0,0.8828306451239006,0.8485772091603071,0.030284558167938583,0.2,7.295757853731109e-08,0.052291186182683816
resolved_default,68788.52467356196,1100.0,0.8828630744105498,0.8490710179092452,0.03018579641815096,0.2,7.309359324638564e-08,0.05224477952142453
resolved_default,68908.52467356196,1100.0,0.8828954670290398,0.8495629922167288,0.030087401556654236,0.2,7.322938524058416e-08,0.05219849382985715
resolved_default,69028.52467356196,1100.0,0.8829278231092934,0.8500531386720377,0.029989372265592465,0.2,7.336495434218429e-08,0.052152328673389044
resolved_default,69148.52467356196,1100.0,0.8829601427806107,0.8505414638418007,0.029891707231639853,0.2,7.350030045757517e-08,0.05210628362982451
resolved_default,69268.52467356196,1100.0,0.8829924261716208,0.8510279742701157,0.029794405145976866,0.2,7.363542341716543e-08,0.05206035826833139
resolved_default,69388.52467356196,1100.0,0.8830246734103371,0.8515126764785723,0.02969746470428554,0.2,7.377032313570972e-08,0.05201455217044094
resolved_default,69508.52467356196,1100.0,0.8830568846241447,0.8519955769663399,0.029600884606732027,0.2,7.390499950540518e-08,0.05196886491602921
resolved_default,69628.52467356196,1100.0,0.8830890599397686,0.8524766822102702,0.029504663557945968,0.2,7.40394523686899e-08,0.051923296079830705
resolved_default,69748.52467356196,1100.0,0.8831211994833302,0.8529559986649201,0.029408800267015978,0.2,7.417368165270089e-08,0.05187784524889442
resolved_default,69868.52467356196,1100.0,0.8831533033803161,0.8534335327626545,0.029313293447469094,0.2,7.430768723474107e-08,0.05183251200510888
resolved_default,69988.52467356196,1100.0,0.8831853717555814,0.853909290913717,0.029218141817256595,0.2,7.444146899596245e-08,0.05178729593218474
resolved_default,70108.52467356196,1100.0,0.883217404733389,0.8543832795062674,0.02912334409874653,0.2,7.457502687561402e-08,0.05174219662260761
resolved_default,70228.52467356196,1100.0,0.8832494024373778,0.8548555049064842,0.02902889901870316,0.2,7.470836076272137e-08,0.05169721366368961
resolved_default,70348.52467356196,1100.0,0.883281364990584,0.855325973458619,0.02893480530827619,0.2,7.4841470577306e-08,0.05165234664801438
resolved_default,70468.52467356196,1100.0,0.8833132925154271,0.8557946914850817,0.028841061702983662,0.2,7.497435621602053e-08,0.05160759516646851
resolved_default,70588.52467356196,1100.0,0.8833451851337142,0.8562616652865105,0.028747666942697904,0.2,7.510701757922014e-08,0.051562958811716464
resolved_default,70708.52467356196,1100.0,0.8833770429666945,0.8567269011417921,0.02865461977164159,0.2,7.523945465307423e-08,0.05151843718859831
resolved_default,70828.52467356196,1100.0,0.8834088661349773,0.8571904053082127,0.028561918938357467,0.2,7.53716672907882e-08,0.05147402988635096
resolved_default,70948.52467356196,1100.0,0.8834406547586039,0.8576521840214615,0.028469563195707703,0.2,7.550365545873966e-08,0.051429736509840764
resolved_default,71068.52467356196,1100.0,0.8834724089570344,0.8581122434957158,0.02837755130085684,0.2,7.563541909971948e-08,0.05138555666219427
resolved_default,71188.52467356196,1100.0,0.8835041288491334,0.8585705899237263,0.02828588201525475,0.2,7.576695813268378e-08,0.051341489944803184
resolved_default,71308.52467356196,1100.0,0.8835358145531741,0.8590272294768854,0.02819455410462293,0.2,7.589827248012117e-08,0.05129753596078536
resolved_default,71428.52467356196,1100.0,0.8835674661868755,0.8594821683052625,0.028103566338947505,0.2,7.602936212336236e-08,0.051253694321885965
resolved_default,71548.52467356196,1100.0,0.8835990838673717,0.859935412537705,0.028012917492459002,0.2,7.6160226992127e-08,0.051209964634633356
resolved_default,71668.52467356196,1100.0,0.8836306677112156,0.8603869682819066,0.027922606343618674,0.2,7.629086701958783e-08,0.051166346507257376
resolved_default,71788.52467356196,1100.0,0.8836622178344158,0.8608368416244415,0.0278326316751117,0.2,7.642128219795901e-08,0.05112283955657555
resolved_default,71908.52467356196,1100.0,0.8836937343523891,0.8612850386308819,0.02774299227382362,0.2,7.655147243961685e-08,0.05107944339073257
resolved_default,72028.52467356196,1100.0,0.8837252173800153,0.8617315653458154,0.027653686930836918,0.2,7.66814377438524e-08,0.0510361576298891
resolved_default,72148.52467356196,1100.0,0.8837566670316057,0.8621764277929455,0.027564714441410912,0.2,7.681117805773147e-08,0.050992981888971
resolved_default,72268.52467356196,1100.0,0.8837880834209408,0.8626196319751251,0.027476073604974973,0.2,7.694069338763265e-08,0.05094991579144083
resolved_default,72388.52467356196,1100.0,0.8838194666612059,0.8630611838744908,0.027387763225101835,0.2,7.706998363136833e-08,0.05090695894864676
resolved_default,72508.52467356196,1100.0,0.8838508168650782,0.863501089452445,0.027299782109511006,0.2,7.71990488301479e-08,0.050864110990771115
resolved_default,72628.52467356196,1100.0,0.8838821341446632,0.8639393546497899,0.027212129070042026,0.2,7.732788891634925e-08,0.050821371535873426
resolved_default,72748.52467356196,1100.0,0.8839134186115484,0.8643759853867433,0.027124802922651337,0.2,7.745650390995785e-08,0.050778740213939424
resolved_default,72868.52467356196,1100.0,0.883944670376772,0.8648109875630384,0.027037802487392317,0.2,7.758489377800135e-08,0.050736216649699024
resolved_default,72988.52467356196,1100.0,0.8839758895508442,0.8652443670579727,0.026951126588405462,0.2,7.77130585189431e-08,0.05069380047291848
resolved_default,73108.52467356196,1100.0,0.8840070762437318,0.8656761297304908,0.026864774053901842,0.2,7.78409981062112e-08,0.050651491311534444
resolved_default,73228.52467356196,1100.0,0.8840382305648797,0.866106281419233,0.026778743716153408,0.2,7.796871254471375e-08,0.050609288798499984
resolved_default,73348.52467356196,1100.0,0.8840693526231966,0.8665348279426176,0.026693034411476482,0.2,7.809620181417477e-08,0.05056719256492711
resolved_default,73468.52467356196,1100.0,0.8841004425270911,0.8669617750988724,0.026607644980225522,0.2,7.822346595430941e-08,0.05052520225034002
resolved_default,73588.52467356196,1100.0,0.8841315003844415,0.8673871286661331,0.02652257426677338,0.2,7.835050495115748e-08,0.050483317488987524
resolved_default,73708.52467356196,1100.0,0.8841625263026163,0.8678108944024918,0.026437821119501638,0.2,7.847731882231655e-08,0.050441537920094204
resolved_default,73828.52467356196,1100.0,0.8841935203884427,0.8682330780460956,0.026353384390780877,0.2,7.860390753130883e-08,0.050399863177613094
resolved_default,73948.52467356196,1100.0,0.8842244827482769,0.8686536853151425,0.026269262936971495,0.2,7.873027115905806e-08,0.05035829291068485
resolved_default,74068.52467356196,1100.0,0.8842554134879403,0.8690727219080145,0.026185455618397094,0.2,7.88564096751003e-08,0.05031682675634209
resolved_default,74188.52467356196,1100.0,0.8842863127127722,0.86949019350329,0.026101961299341992,0.2,7.898232313795043e-08,0.05027546436337007
resolved_default,74308.52467356196,1100.0,0.8843171805275833,0.8699061057598597,0.026018778848028057,0.2,7.910801152294068e-08,0.05023420537185865
resolved_default,74428.52467356196,1100.0,0.8843480170367078,0.8703204643169383,0.025935907136612337,0.2,7.923347489461053e-08,0.0501930494336223
resolved_default,74548.52467356196,1100.0,0.8843788223439735,0.8707332747941632,0.025853345041167364,0.2,7.935871326287703e-08,0.0501519961951747
resolved_default,74668.52467356196,1100.0,0.8844095965527047,0.8711445427916572,0.02577109144166856,0.2,7.948372664046108e-08,0.050111045304534266
