path,T2_C,Delta_rho_open,Delta_rho_closed,Delta_rho_total,missed_density_target,cumulative_PR_coarsening,cumulative_closure,final_A_closed,final_phi_closed,final_open_pore_volume,final_tau_remove_D90_s,failure_classification,non_validation
low_T2,900,0.14241897481656848,0.0005677166884887001,0.1429866915050572,0.1737124817865957,0.0002168339218329341,0.033087812856137225,0.9447572195980326,0.03252049552107313,0.15940313658522517,579101.5026721469,barrier_activity_too_low,True
near_best,1200,0.26289987483518595,0.035607391031273354,0.2985072658664593,0.017690116157143998,0.0004970034883464602,0.05980039001248673,0.9608909986181848,0.024165363035620013,0.014196087953363242,78390.34333457882,closure_too_early,True
high_T2,1300,0.268565612528204,0.05332458155140891,0.3218901940796129,0.0,0.0008936038716538187,0.056257104520238896,0.9889739199794664,0.0028741220379086265,0.002802669434571925,46889.434037146624,mixed,True
