audit_case,source_layer,t_s,T_C,rho,G_um,rho_dot_open_sinv,rho_dot_closed_sinv,total_rho_dot_sinv,PR_coarsening_flux,PR_to_precursor_flux,precursor_to_closed_flux,closure_rate,closed_shrinkage_flux,phi_open,phi_precursor,phi_closed,A_closed,closed_accommodation_used,closed_accommodation_capacity,activity,tau_nuc_s,tau_exchange_s,tau_transport_s,tau_cycle_s,sigma_eff_Pa,P_surf,P_dens,P_excess,Gamma_migration,G_dot_intrinsic,G_dot_actual,pore_D90_m,fine_pore_fraction,connected_removable_factor,open_path_eligibility,tau_remove_D90_s
previous_PDF_conditioned_50C,previous_pdf_conditioned,227.57091365712665,1129.904770997893,0.6621323760392017,0.0521950733954322,4.633890256267149e-05,3.9990903856560574e-16,4.6338902563071396e-05,4.611674263334014e-07,3.959557061028307e-12,2.39734582629131e-12,2.39734582629131e-12,,0.3384091025216831,1.5486272841666162e-10,9.371542882034934e-11,0.9999999999999968,6.439293542825909e-16,0.2,0.0006080922756997,,,,,250000000.0,36274.7246723896,11584.725640667872,24689.99903172173,0.9616097681083052,4.599107399378962e-11,4.4225465998219945e-11,5.0778263157337946e-08,0.8237359774574756,,,873285.0504102119
previous_PDF_conditioned_50C,previous_pdf_conditioned,251.94040066144248,1154.1419413862636,0.6638612135107305,0.0537766363143872,8.498765786552617e-05,8.956549925284309e-16,8.498765786642182e-05,7.47773370648063e-07,7.049168332510248e-12,4.269636768900506e-12,4.269636768900506e-12,,0.336731156023051,2.962052258437511e-10,1.792897495244707e-10,0.9999999999999936,1.2878587085651817e-15,0.2,0.0007171968291187,,,,,250000000.0,61654.342653822474,21246.91446638154,40407.428187440935,0.9487236956361212,8.051843228846834e-11,7.638974464754247e-11,5.0778263157337946e-08,0.822862147400324,,,459902.8475481656
previous_PDF_conditioned_50C,previous_pdf_conditioned,273.8136318246275,1174.1657073916667,0.6663813596474568,0.0559601833930629,0.0001355013649072,1.7625721944151917e-15,0.00013550136490896256,1.0761096279033632e-06,1.1362182603045966e-11,6.882075526842854e-12,6.882075526842854e-12,,0.3342710492110234,5.00564704559478e-10,3.0304782367766926e-10,0.9999999999999876,2.486899575160351e-15,0.2,0.0008451200293108,,,,,250000000.0,92860.2831311436,33875.341226813805,58984.94190432978,0.927242689325002,1.2410452681915616e-10,1.1507501520520119e-10,5.0778263157337946e-08,0.8215654131183303,,,274471.65459124296
previous_PDF_conditioned_50C,previous_pdf_conditioned,294.0767762361337,1192.0113781380282,0.6698736220659154,0.0588147151515482,0.0001993026038107,3.254305299168695e-15,0.00019930260381395432,1.4354946273033055e-06,1.7497907350505963e-11,1.0586847642302107e-11,1.0586847642302107e-11,,0.3308564465094799,7.917528295735731e-10,4.793119245690209e-10,0.9999999999999772,4.551914400963142e-15,0.2,0.0010047329890592,,,,,250000000.0,130191.46013102488,49825.650952677475,80365.8091783474,0.8933039180875152,1.779565372811675e-10,1.5896927200255388e-10,5.0778263157337946e-08,0.8197341908992577,,,174077.35066499864
previous_PDF_conditioned_50C,previous_pdf_conditioned,316.4376271716547,1211.25977968611,0.675470664922311,0.0630573353380787,0.0002921622243754,6.376432966126844e-15,0.0002921622243817764,1.8566826747836876e-06,2.8246111256283188e-11,1.7014815211311248e-11,1.7014815211311248e-11,,0.3253841679873309,1.292024640697927e-09,7.813913250221467e-10,0.9999999999999551,8.970602038971266e-15,0.2,0.0012478303892747,,,,,250000000.0,180918.9311014566,73040.55609385285,107878.37500760375,0.8351373336718826,2.555042435963632e-10,2.133811327389179e-10,5.0778263157337946e-08,0.8167208991081933,,,105912.58666776422
previous_PDF_conditioned_50C,previous_pdf_conditioned,337.84454704281166,1229.4375435202828,0.6830502836314578,0.068282058409877,0.0004059688148963,1.2089088776131614e-14,0.0004059688149083891,2.202437702065355e-06,4.5245689982196817e-11,2.6965931217061597e-11,2.6965931217061597e-11,,0.3179725494006374,2.0548297553184313e-09,1.2386981099422948e-09,0.9999999999999152,1.6964207816272393e-14,0.2,0.0015713263260138,,,,,250000000.0,236840.91767228505,101492.2037240824,135348.7139482026,0.7644292459397258,3.5102210581061416e-10,2.6833156365298247e-10,6.364806837480236e-08,0.8124780700227489,,,160534.30787960038
previous_PDF_conditioned_50C,previous_pdf_conditioned,359.08429423123346,1247.3646333006618,0.6932643716073993,0.0746790816714557,0.0005446520864276,2.2523217650426933e-14,0.0005446520864501232,2.3714287388483485e-06,7.378910637682297e-11,4.3090312558909806e-11,4.3090312558909806e-11,,0.3079593116686082,3.273758171914627e-09,1.9583280768389975e-09,0.9999999999998416,3.168576512280197e-14,0.2,0.0020131328630825,,,,,250000000.0,294557.13847204176,136163.02160690678,158394.11686513497,0.6995118398181168,4.704687867794367e-10,3.290984866170812e-10,6.364806837480236e-08,0.8064302197984098,,,95408.82679873492
previous_PDF_conditioned_50C,previous_pdf_conditioned,380.1962251745866,1265.1594294087097,0.7066008823258386,0.0824921659196804,0.000706002238494,4.082221992323299e-14,0.0007060022385348223,2.276200483598748e-06,1.2365187147879358e-10,7.027469994510596e-11,7.027469994510596e-11,,0.2948145801499708,5.277895308147499e-09,3.1125552369354982e-09,0.9999999999997076,5.848654893725325e-14,0.2,0.0026253829138152,,,,,250000000.0,346447.6898494755,176500.5596235218,169947.1302259537,0.6601531733452649,6.170946207495124e-10,4.0737697214208334e-10,6.364806837480236e-08,0.797887679514374,,,54557.43327720224
previous_PDF_conditioned_50C,previous_pdf_conditioned,400.812455853496,1282.5349779056655,0.7230732693554824,0.0920338983644508,0.0008775339734895,7.106078529850178e-14,0.0008775339735605607,1.9433967940972554e-06,2.1179455232238554e-10,1.1868573387517582e-10,1.1868573387517582e-10,,0.2784803754867748,8.601257487370093e-09,4.982852233336735e-09,0.9999999999994766,1.0467182676165977e-13,0.2,0.0034815603817418,,,,,250000000.0,383107.6047384732,219383.49337239657,163724.11136607666,0.6531791939924164,7.879569604248618e-10,5.146770923110257e-10,6.364806837480236e-08,0.7861935723598302,,,30806.51935682991
previous_PDF_conditioned_50C,previous_pdf_conditioned,422.17516540107687,1300.5265964383584,0.7438549137095656,0.1047431613006618,0.0010522061225042,1.2522235434007909e-13,0.0010522061226294222,1.4236336357623963e-06,3.7990490686965445e-10,2.1795803896347096e-10,2.1795803896347096e-10,,0.2577688799732238,1.4666818501543608e-08,8.407222326844903e-09,0.9999999999990596,1.8807178037150152e-13,0.2,0.0048065344035498,,,,,250000000.0,398311.633330012,263051.53062606853,135260.1027039435,0.678398614419678,9.905654068193283e-10,6.719981994782971e-10,6.364806837480236e-08,0.7693384742728638,,,16909.739713857114
previous_PDF_conditioned_50C,previous_pdf_conditioned,442.3582125639001,1317.495567514576,0.7666698526216738,0.1203995629280995,0.0011927592452235,2.168837933323885e-13,0.0011927592454403838,8.500838663091699e-07,6.576251817405077e-10,4.075503532961949e-10,4.075503532961949e-10,,0.2349564730294238,2.4792870147531852e-08,1.4414461098405782e-08,0.9999999999983736,3.252731417546784e-13,0.2,0.006731743725523,,,,,250000000.0,387798.8261117593,298189.8113058967,89609.01480586256,0.7290587812215235,1.199156321398312e-09,8.742554461727387e-10,6.364806837480236e-08,0.7475431650262652,,,9604.126278594815
previous_PDF_conditioned_50C,previous_pdf_conditioned,462.933512842488,1334.7547974467325,0.7923782662514061,0.1411779563476365,0.00129116721343,3.8869811732683674e-13,0.0012911672138186982,2.728144163437315e-07,1.0914087124822076e-09,7.908101969983353e-10,7.908101969983353e-10,,0.20920690342027,4.236946060629484e-08,2.61317905749543e-08,0.999999999997142,5.716094264585081e-13,0.2,0.0097980151620647,,,,,250000000.0,354370.66850893776,322791.80335751397,31578.865151423783,0.8012354316876579,1.4209321440484043e-09,1.1385011798354922e-09,6.364806837480236e-08,0.7176772409976787,,,5433.06308673949
previous_PDF_conditioned_50C,previous_pdf_conditioned,483.0085244596477,1351.5479237097056,0.8184592146303765,0.1671976793146808,0.0012636698449405,6.790382280335611e-13,0.0012636698456195382,0.0,1.60751896538294e-09,1.4785777553522227e-09,1.4785777553522227e-09,,0.1829951724041418,6.921571536358787e-08,4.797090232611219e-08,0.999999999995004,9.992007221626409e-13,0.2,0.0140745517577841,,,,,243634509.9084369,307873.5832531992,307873.5833581614,0.0,0.8762912730383103,1.6412661822725547e-09,1.4382272322583447e-09,6.364806837480236e-08,0.6795331956445622,,,3342.6681055476447
previous_PDF_conditioned_50C,previous_pdf_conditioned,503.5373746653885,1368.666139662157,0.8430774005789631,0.1999930820529239,0.0011422596876709,1.165760216385856e-12,0.00114225968883666,0.0,2.0875522682434235e-09,2.543256202223949e-09,2.543256202223949e-09,,0.1582223038883617,1.070704275319657e-07,8.806483342397889e-08,0.9999999999912478,1.7504442340054994e-12,0.2,0.0200186398328627,,,,,230977595.4761376,263836.39598034235,263836.3960675583,0.0,0.9275046578042928,1.8759987287655046e-09,1.7399975589649376e-09,6.364806837480236e-08,0.6334621965993169,,,2235.078995743043
previous_PDF_conditioned_50C,previous_pdf_conditioned,524.1527254503575,1385.831431859366,0.8653450760942059,0.2392212202524009,0.0010253903720256,1.9652218726431418e-12,0.0010253903739908218,0.0,2.4371962354750214e-09,3.856573474002118e-09,3.856573474002118e-09,,0.1358389504447745,1.5372791620289546e-07,1.5301747714908588e-07,0.9999999999848282,3.0343505486030153e-12,0.2,0.0285542248735049,,,,,219525046.22349828,225098.8688103236,225098.8688160588,0.0,0.9617205080195584,2.132282544723234e-09,2.0506598521524654e-09,7.977973951750053e-08,0.5800148587657253,,,3774.8007218296684
previous_PDF_conditioned_50C,previous_pdf_conditioned,545.2398307566415,1403.3762537496875,0.8856901085603426,0.2861438587355931,0.0009115952626547,3.2246013983493613e-12,0.0009115952658793014,0.0,2.6447102784906535e-09,5.084028415161647e-09,5.084028415161647e-09,,0.1153927097347106,2.073471115969218e-07,2.469480512994251e-07,0.9999999999739132,5.2173598774629685e-12,0.2,0.0407427029585863,,,,,208727066.915349,190274.60535200677,190274.60538784828,0.0,0.9834308155514944,2.4242843041074153e-09,2.384115890317043e-09,7.977973951750053e-08,0.5174304083885068,,,2604.0882483740343
previous_PDF_conditioned_50C,previous_pdf_conditioned,565.800496696502,1420.4760204217478,0.9032816911544634,0.3388814399107143,0.0008067489364609,4.984278308779306e-12,0.0008067489414451783,5.56998083127812e-17,2.728750200570097e-09,5.8098682042384385e-09,5.8098682042384385e-09,,0.0977094010908371,2.625977425835072e-07,3.591953137791566e-07,0.999999999957018,8.59639026629111e-12,0.2,0.056922425478458,,,,,198969053.8806574,160518.07261535103,160518.07260686907,8.481962140649557e-06,0.9942228604003897,2.745330332086438e-09,2.7294701755109293e-09,7.977973951750053e-08,0.44881343376576,,,1842.1299185162952
previous_PDF_conditioned_50C,previous_pdf_conditioned,585.8275025676794,1437.1298025629872,0.9184044642835624,0.397365139600297,0.0007105200361455,7.290476644763881e-12,0.0007105200434359766,5.78343160710818e-17,2.7266366139719732e-09,5.936805901888134e-09,5.936805901888134e-09,,0.0824983376122458,3.172218955124375e-07,4.772814587677845e-07,0.9999999999323558,1.352884471117477e-11,0.2,0.0777693079669842,,,,,190171455.20208508,135120.62923322406,135120.6292240431,9.18094883672893e-06,0.9984310368715064,3.0985047033127432e-09,3.093643263679781e-09,7.977973951750053e-08,0.375773244959502,,,1329.0565530441324
previous_PDF_conditioned_50C,previous_pdf_conditioned,606.5394138870926,1454.3541810896922,0.9320873334332276,0.4659418769324326,0.0006176784982125,1.0378002685378076e-11,0.0006176785085905027,2.426564176072638e-16,2.664423352380446e-09,5.602849655674278e-09,5.602849655674278e-09,,0.0687235708425435,3.730561778812706e-07,5.971869492855074e-07,0.9999999998956242,2.087516826065894e-11,0.2,0.1058279065713111,,,,,181945582.3967393,112383.87413160205,112383.87409121852,4.0383514715358615e-05,0.9997075330522618,3.510839582741049e-09,3.509812778204286e-09,7.977973951750053e-08,0.2962565967542724,,,959.5607185426849
previous_PDF_conditioned_50C,previous_pdf_conditioned,626.5651723505068,1471.0102772522237,0.9435568076622408,0.5409440541253827,0.0005344176139419,1.4133405557080308e-11,0.0005344176280753056,1.8822439557347343e-16,2.5629806608129922e-09,5.029344245129088e-09,5.029344245129088e-09,,0.0571650444183387,4.254131974479455e-07,7.038619871567551e-07,0.9999999998463064,3.0738722678336215e-11,0.2,0.1404800892609757,,,,,174954674.24137437,93498.85958907806,93498.85955606596,3.301211108919233e-05,0.9999604103398312,3.959149022948148e-09,3.958992281583772e-09,7.977973951750053e-08,0.2194089423750493,,,708.795924916601
previous_PDF_conditioned_50C,previous_pdf_conditioned,647.1532511421141,1488.136440321079,0.9536845007606088,0.6280192534315575,0.0004559000235032,1.8871273923844897e-11,0.0004559000423744739,1.2246360921214375e-16,2.429723066816071e-09,4.338326471300164e-09,4.338326471300164e-09,,0.0469477055803289,4.768320618014714e-07,8.003107147544917e-07,0.9999999997780245,4.439510981057993e-11,0.2,0.1850535447078398,,,,,168964993.80268496,77031.14466885732,77031.14464587218,2.298514300491661e-05,0.9999967598559708,4.474941145813142e-09,4.4749266463593094e-09,1.0000000000000001e-07,0.1461535336926856,,,1294.5908274211076
previous_PDF_conditioned_50C,previous_pdf_conditioned,660.0,1499.804882519801,0.9592159606659444,0.6879934162881018,0.000406728510718,2.2633372300976815e-11,0.00040672853335137226,9.45506704692325e-17,2.329109674067107e-09,3.8749684270943454e-09,3.8749684270943454e-09,,0.0408779031124793,5.102147427226371e-07,8.578226968532409e-07,0.999999999724724,5.505520483950477e-11,0.2,0.221118714835341,,,,,165718086.89810184,67402.27070184961,67402.27068310602,1.8743594409897923e-05,0.999999560868692,4.8603553542567725e-09,4.860353219922568e-09,1.0000000000000001e-07,0.1028685558199727,,,1063.3973611045508
resolved_5C,resolved,60.0,950.0000000000001,0.6600093452995124,0.05000190575819299,1.5575499187164717e-07,0.0,1.5575499187164717e-07,8.97437143055394e-11,5.212451174064308e-15,0.0,0.0,0.0,0.3399906547001749,3.1274707044385847e-13,0.0,3.230773714999419e-08,0.19999999353845258,0.2,0.00023104377341146614,6578466.659807975,532.0927528376659,988.172255269951,6579986.924816083,250000000.0,307.7314516960405,46.50465168037593,261.2268000156646,0.11062739608200141,2.871136596773166e-13,3.176263654967546e-14,5.0778263157337946e-08,0.8245518635546427,0.8373086682927073,0.9943090827225483,261662328.67816046
resolved_5C,resolved,120.0,955.0000000000001,0.6600204926235029,0.05000415095088096,1.8578873317820364e-07,0.0,1.8578873317820364e-07,1.1227379176091785e-10,8.011482737072707e-14,2.6584822555306436e-13,2.6584822555306436e-13,0.0,0.3399795073554265,5.119636603675741e-12,1.5950893533183862e-11,1.0503295893285228e-07,0.19999997899340824,0.2,0.00023770738138266894,5514587.185225365,458.9094138772852,852.2603400578155,5515898.3549793,250000000.0,358.24695049949685,55.47236498274079,302.7745855167561,0.11081844490426265,3.3766832015386045e-13,3.741987813288551e-14,5.0778263157337946e-08,0.8245461400379862,0.8373031023458144,0.9943075718235378,219281576.82873154
resolved_5C,resolved,180.0,960.0000000000001,0.6600337702633922,0.05000679256614147,2.2129399815346288e-07,4.071548167676571e-24,2.2129399815346288e-07,1.4020006761480404e-10,1.738553442723388e-13,5.985984521376332e-13,5.985984521376332e-13,4.071548167676571e-24,0.33996622966919,1.5550955474645647e-11,5.186680066119756e-11,2.282277068279516e-07,0.19999995435445864,0.2,0.0002445142511071064,4629377.586261258,396.2789736153064,735.9466652855691,4630509.811900159,250000000.0,416.5305437062828,66.07396784994408,350.4565758563387,0.11101094707617305,3.965998144149729e-13,4.402692100844061e-14,5.0778263157337946e-08,0.8245393222457131,0.8372964623613691,0.9943057690611037,184030455.33701423
resolved_5C,resolved,240.0,965.0000000000001,0.6600495627501042,0.05000989656925994,2.632081118679071e-07,3.032548861876923e-23,2.6320811186790714e-07,1.747512919781251e-10,2.9096644161518143e-13,1.0143541551450438e-12,1.0143541551450438e-12,3.032548861876923e-23,0.33995043710415873,3.300893654530975e-11,1.1272804996808067e-10,4.143285486051666e-07,0.1999999171342903,0.2,0.0002514669282110091,3891759.0450342293,342.61319822578116,636.2816538478793,3892737.939886303,250000000.0,483.69267577168887,78.58942746643523,405.10324830525366,0.11120493191540164,4.652076523664701e-13,5.173338530793714e-14,5.0778263157337946e-08,0.824531212451359,0.8372885523568824,0.9943036210400249,154665051.09424382
resolved_5C,resolved,300.0,970.0000000000001,0.660068319852464,0.05001353922155669,3.126183726621068e-07,1.2608104885075468e-22,3.126183726621069e-07,2.17420827104153e-10,4.3702321285450205e-13,1.5329234633106292e-12,1.5329234633106292e-12,1.2608104885075468e-22,0.3399316798836023,5.923031779053512e-11,2.0470345775915356e-10,6.78694024186244e-07,0.19999986426119518,0.2,0.0002585681269207419,3276239.3205232807,296.5725567686259,550.7776054274481,3277086.6706854766,250000000.0,560.9893488129509,93.34353282115852,467.64581599179235,0.11140043401127968,5.449787709650272e-13,6.071087161243781e-14,5.0778263157337946e-08,0.8245215792986211,0.8372791426457148,0.9943010651248607,130166196.52248123
resolved_5C,resolved,360.0,975.0000000000001,0.6600905669049827,0.050017808578282724,3.7078420864406554e-07,3.95019900029286e-22,3.707842086440659e-07,2.7002005003179385e-10,6.188730864711044e-13,2.178634598951276e-12,2.178634598951276e-12,3.95019900029286e-22,0.3399094326632332,9.63626822791568e-11,3.3542153367252895e-10,1.040256509434622e-06,0.1999997919486981,0.2,0.0002658207604201406,2761877.0568380244,257.02581359968684,477.33365382798996,2762611.416305452,250000000.0,649.8390749331564,110.71252697022285,539.1265479629336,0.11159749383109982,6.376123960418172e-13,7.115594543390947e-14,5.0778263157337946e-08,0.8245101524437709,0.8372679643919217,0.9942980279239314,109697448.89159687
resolved_5C,resolved,420.0,980.0000000000001,0.6601169166420406,0.05002280618769433,4.3916228430186623e-07,1.0445363780377693e-21,4.391622843018673e-07,3.3474166775581383e-10,8.449142565304555e-13,2.981323949450042e-12,2.981323949450042e-12,1.0445363780377693e-21,0.33988308269660084,1.4705750395977758e-10,5.143009705768593e-10,1.5223112612189848e-06,0.19999969553774777,0.2,0.0002732279764002139,2331443.7672630865,223.01641624117812,414.17334444790225,2332080.957023775,250000000.0,751.8414121160686,131.13162637128275,620.7097857447858,0.11179615834712259,7.450478748548432e-13,8.329349019345922e-14,5.0778263157337946e-08,0.8244966164035834,0.837254703340156,0.9942944235345996,92571201.54885001
resolved_5C,resolved,480.0,985.0000000000001,0.660148082735325,0.05002864901580285,5.194348880699534e-07,2.4666792183420316e-21,5.194348880699558e-07,4.142345596340129e-10,1.1254329951772829e-12,3.977532429331242e-12,3.977532429331242e-12,2.4666792183420316e-21,0.3398519162971387,2.1458343216048324e-10,7.529529161887331e-10,2.153469542935494e-06,0.19999956930609142,0.2,0.00028079319862718696,1970744.71191803,193.73449829743856,359.7926396952431,1971298.2390560226,250000000.0,868.7971406690581,155.10352827819645,713.6936123908616,0.11199648166889098,8.694957825832375e-13,9.738046847526157e-14,5.0778263157337946e-08,0.8244806035000458,0.8372389926029726,0.9942901515124292,78221296.0408831
resolved_5C,resolved,540.0,990.0000000000001,0.6601848952525975,0.050035471623877885,6.135419545412151e-07,5.374361902425841e-21,6.135419545412205e-07,5.116919577361337e-10,1.4730121153853508e-12,5.211953212230308e-12,5.211953212230308e-12,5.374361902425841e-21,0.33981510337876836,3.0296408380903963e-10,1.0656701086000898e-09,2.96880751089717e-06,0.19999940623849782,0.2,0.00028852017547780536,1668067.6969083305,168.4935283996783,312.91655274225974,1668549.1069894724,250000000.0,1002.73011025759,183.20801475655577,819.5220955010343,0.11219852565885621,1.013472627348033e-12,1.137101345840567e-13,5.0778263157337946e-08,0.8244616857795206,0.8372204043717285,0.9942850945204584,66180844.0844677
resolved_5C,resolved,600.0,995.0000000000001,0.66022831827831,0.050043428628559344,7.237170952089861e-07,1.1027672150544217e-20,7.237170952089971e-07,6.309549716392221e-10,1.9030254713668834e-12,6.739182975605389e-12,6.739182975605389e-12,1.1027672150544217e-20,0.3397716798345235,4.1714550562209817e-10,1.4700210864747528e-09,4.011248036170801e-06,0.19999919775039277,0.2,0.00029641303653087233,1413735.0205169504,146.71080859478,272.4629302474486,1414154.1942557925,250000000.0,1155.910749115206,216.1127689002247,939.7979802149814,0.11240236050079357,1.1798394989224832e-12,1.326167446909606e-13,5.0778263157337946e-08,0.824439365768978,0.8371984403988189,0.9942791156071905,56064234.3531677
resolved_5C,resolved,660.0,1000.0000000000001,0.6602794699599515,0.05005269747740066,8.525280273589504e-07,2.1605890330236126e-20,8.52528027358972e-07,7.766336480204369e-10,2.4342366111364477e-12,8.6258399201061e-12,8.6258399201061e-12,2.1605890330236126e-20,0.3397205274892775,5.63199555378616e-10,1.9875714803847647e-09,5.333218905556392e-06,0.1999989333562189,0.2,0.00030447635846308943,1199738.718143184,127.89116643923103,237.51216624428622,1200104.1214758675,250000000.0,1330.8811737046974,254.58552483487802,1076.2956488698194,0.1126080651795464,1.371845025270351e-12,1.5448081402188016e-13,5.0778263157337946e-08,0.8244130659151508,0.837172521077902,0.994272055052643,47552507.985477075
