attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,candidate_id,rho_high_final,rho_two_final,G_high_final_nm,G_two_final_nm,switched,projection_only,window_width_C,lower_bracketed,upper_bracketed,complete,fast_firing_preserved,high_density_support_active
False,0.08479674003979942,0.0925087562285325,0.10076874193441143,0.0,0.0,0.001069030573129538,Tier_C,,554030,0.9792807880676566,0.9609847374420447,312.1445295545758,269.7754250926689,True,False,0.0,False,False,False,pending_exact_check,True
True,0.039466458913866354,0.05218078284754457,0.06893125581872428,0.0,0.0,0.0016261117360870574,Tier_C,,932748,0.994779585909004,0.9949615212491717,608.6599674826398,544.0702009614154,True,False,0.0,False,True,False,pending_exact_check,True
True,0.04098031040404193,0.052079549745121856,0.06631152245579908,0.0,0.0,0.0016176179591560092,Tier_C,,690517,0.9949798056123469,0.9949387026254526,365.3000585661883,329.7670891185379,True,False,0.0,False,True,False,pending_exact_check,True
True,0.036317482308307225,0.04554712325221122,0.058021642427308895,0.0,0.0,0.0014154395526136385,Tier_C,,534192,0.9949175787751571,0.9941568973668058,211.3045454329558,193.63348779260787,True,False,0.0,False,True,False,pending_exact_check,True
True,0.0642191784716063,0.0839952641203433,0.11248787847989228,0.0,0.0,0.0027031622501399928,Tier_C,,65841,0.9946822766065978,0.9949288821667845,2053.03800230637,1709.0131447347992,True,False,0.0,False,True,False,pending_exact_check,True
True,0.04137015995310678,0.0509273692810267,0.0630619135606314,0.0,0.0,0.001581618151737237,Tier_C,,976005,0.994461544557536,0.9949847845296741,704.4541017515634,644.6167049315778,True,False,0.0,False,True,False,pending_exact_check,True
True,0.06408309667308187,0.08015601447127241,0.10141863149009656,0.0,0.0,0.0025350528865691986,Tier_C,,569105,0.989529321135784,0.9847157741631298,496.994834642385,436.0558415710455,True,False,0.0,False,True,False,pending_exact_check,True
True,0.039542413026926404,0.050749751449188585,0.06652144099044999,0.0,0.0,0.001586547211702974,Tier_C,,932668,0.9949287760854032,0.9949908390483763,433.33058590439686,389.8296050447735,True,False,0.0,False,True,False,pending_exact_check,True
True,0.034556929945850356,0.04428551394594815,0.05781152445236393,0.0,0.0,0.0013786793623649734,Tier_C,,298414,0.9949675989345378,0.9881228448260579,1139.0838771891652,1039.6905367450763,True,False,0.0,False,True,False,pending_exact_check,True
False,0.049872085239338504,0.06116984715476548,0.07529890168515674,0.0,0.0,0.0016800555840832828,Tier_C,,175423,0.9949641280535311,0.9764186322161769,48445.45403432176,42451.618987330745,True,False,0.0,False,True,False,pending_exact_check,True
