candidate_id,T1_C,T2_C,rho_switch,rho_target,rho_final,growth_fraction,classification
253097,1400,1450,0.88,0.98,0.9944278063404149,10.303913903799561,grain_growth
253097,1400,1500,0.88,0.98,0.9944278063404149,12.613531017719641,grain_growth
576207,1400,800,0.88,0.98,0.8803907003512309,10.2799613017717,mixed
576207,1400,850,0.88,0.98,0.8803915972390491,10.279961320755955,mixed
576207,1400,900,0.88,0.98,0.8803992546904891,10.279961502345197,mixed
576207,1400,950,0.88,0.98,0.8804538923274146,10.27996292588247,mixed
576207,1400,1000,0.88,0.98,0.880786310942414,10.279972510574469,mixed
576207,1400,1050,0.88,0.98,0.8825328100257315,10.280028103892759,mixed
576207,1400,1100,0.88,0.98,0.8903917176876266,10.280310855544744,mixed
576207,1400,1150,0.88,0.98,0.9183327184492893,10.281589435385053,mixed
576207,1400,1200,0.88,0.98,0.9743772146710403,10.286790272093581,mixed
576207,1400,1250,0.88,0.98,0.9949778804399331,10.299146302307484,grain_growth
576207,1400,1300,0.88,0.98,0.9949331179622021,10.325969287215523,grain_growth
576207,1400,1350,0.88,0.98,0.9949087541267743,10.409691665134341,grain_growth
576207,1400,1400,0.88,0.98,0.9942206037651776,10.646274632194139,grain_growth
576207,1400,1450,0.88,0.98,0.9942206037651776,11.266147001776751,grain_growth
576207,1400,1500,0.88,0.98,0.9942206037651776,12.636738884670931,grain_growth
130760,1400,800,0.88,0.98,0.9342603668274065,0.7755003195521484,mixed
130760,1400,850,0.88,0.98,0.934264518181356,0.7755039714709622,mixed
130760,1400,900,0.88,0.98,0.9342999505111949,0.7755389685325556,mixed
130760,1400,950,0.88,0.98,0.9345521915949149,0.7758158509792821,mixed
130760,1400,1000,0.88,0.98,0.9360652350193278,0.7776346062285162,mixed
130760,1400,1050,0.88,0.98,0.9434326162866399,0.787027547100021,mixed
130760,1400,1100,0.88,0.98,0.9668085726216458,0.8200648629798675,mixed
130760,1400,1150,0.88,0.98,0.9899459609646685,0.8908423012880449,grain_growth
130760,1400,1200,0.88,0.98,0.9919695198533043,1.0092986171711873,grain_growth
130760,1400,1250,0.88,0.98,0.9936212045131028,1.2077836769295547,grain_growth
130760,1400,1300,0.88,0.98,0.9949994107210945,1.3449192033765063,grain_growth
130760,1400,1350,0.88,0.98,0.9949984766344833,1.3744199609064007,grain_growth
130760,1400,1400,0.88,0.98,0.9948710039294734,1.3722428593333134,grain_growth
130760,1400,1450,0.88,0.98,0.9946666445809873,1.3515866405189336,grain_growth
130760,1400,1500,0.88,0.98,0.9943833009758971,1.3457383426727891,grain_growth
65584,1400,800,0.88,0.98,0.8825616127236252,0.27555366128948755,mixed
65584,1400,850,0.88,0.98,0.882572089160965,0.2755536821117326,mixed
65584,1400,900,0.88,0.98,0.8826615004597649,0.27555388010819915,mixed
65584,1400,950,0.88,0.98,0.8832976825906457,0.2755553596729994,mixed
65584,1400,1000,0.88,0.98,0.887101362528772,0.275563113524222,mixed
65584,1400,1050,0.88,0.98,0.9052994222140042,0.2756053153655116,mixed
65584,1400,1100,0.88,0.98,0.9585210362351588,0.27582393624665946,mixed
65584,1400,1150,0.88,0.98,0.9949325439895571,0.2760723821681663,grain_growth
65584,1400,1200,0.88,0.98,0.9948550952070351,0.2764772837874794,grain_growth
65584,1400,1250,0.88,0.98,0.9948405745591852,0.27812368172046953,grain_growth
65584,1400,1300,0.88,0.98,0.9948233343703206,0.2837766843751732,grain_growth
65584,1400,1350,0.88,0.98,0.9944955294208778,0.3012417817982682,grain_growth
65584,1400,1400,0.88,0.98,0.9944955357567954,0.3518074925515353,grain_growth
65584,1400,1450,0.88,0.98,0.9944955367907462,0.4818688774023354,grain_growth
65584,1400,1500,0.88,0.98,0.9944955371198559,0.7751859801429652,grain_growth
941159,1400,800,0.88,0.98,0.8840819337585342,0.9259200798352294,mixed
941159,1400,850,0.88,0.98,0.8840877888691239,0.9259200882893663,mixed
941159,1400,900,0.88,0.98,0.8841377685797196,0.9259201693426065,mixed
941159,1400,950,0.88,0.98,0.8844938621875064,0.9259208128537009,mixed
941159,1400,1000,0.88,0.98,0.8866406792966656,0.9259251386940199,mixed
941159,1400,1050,0.88,0.98,0.897377953337766,0.9259502292627035,mixed
941159,1400,1100,0.88,0.98,0.9356963617105509,0.9260778350148788,mixed
941159,1400,1150,0.88,0.98,0.9908395528790823,0.9266547184189731,grain_growth
941159,1400,1200,0.88,0.98,0.994930865908738,0.9271570758346035,grain_growth
941159,1400,1250,0.88,0.98,0.9948164302526994,0.9286662593435704,grain_growth
941159,1400,1300,0.88,0.98,0.9946481953912529,0.9339610247932322,grain_growth
941159,1400,1350,0.88,0.98,0.9944444645562637,0.950397632674491,grain_growth
941159,1400,1400,0.88,0.98,0.9945265073255654,0.9979080626291161,grain_growth
941159,1400,1450,0.88,0.98,0.9946638440311459,1.1183438171938915,grain_growth
941159,1400,1500,0.88,0.98,0.9947850346258981,1.3800577575935464,grain_growth
929805,1400,800,0.88,0.98,0.8838321721829832,1.1407750345135348,mixed
929805,1400,850,0.88,0.98,0.8838330185874234,1.1407750498726865,mixed
929805,1400,900,0.88,0.98,0.883840245010622,1.1407751973388187,mixed
929805,1400,950,0.88,0.98,0.8838918065867084,1.140776368126093,mixed
929805,1400,1000,0.88,0.98,0.8842054883807231,1.140784238451594,mixed
929805,1400,1050,0.88,0.98,0.8858529200504204,1.1408298877603955,mixed
929805,1400,1100,0.88,0.98,0.8932523752292633,1.1410620553452433,mixed
929805,1400,1150,0.88,0.98,0.9193764094559869,1.1421117289880356,mixed
929805,1400,1200,0.88,0.98,0.9721744019122525,1.1463786034903074,mixed
929805,1400,1250,0.88,0.98,0.9949815052867412,1.1552359667079166,grain_growth
929805,1400,1300,0.88,0.98,0.9949050750137018,1.1669575396056593,grain_growth
929805,1400,1350,0.88,0.98,0.9948187217573182,1.2075612945487793,grain_growth
929805,1400,1400,0.88,0.98,0.9949828469044297,1.3261585428106155,grain_growth
929805,1400,1450,0.88,0.98,0.9948388464342829,1.6196346557736887,grain_growth
929805,1400,1500,0.88,0.98,0.994993430840791,2.2847116997982515,grain_growth
210897,1400,800,0.88,0.98,0.8808818572368659,0.44686645367691313,mixed
210897,1400,850,0.88,0.98,0.8808855816623491,0.44686645631055644,mixed
210897,1400,900,0.88,0.98,0.8809173765250353,0.446866481549963,mixed
210897,1400,950,0.88,0.98,0.8811440556987702,0.4468666819434781,mixed
210897,1400,1000,0.88,0.98,0.8825162283651736,0.4468680290410094,mixed
210897,1400,1050,0.88,0.98,0.8895308487783076,0.44687584252257695,mixed
210897,1400,1100,0.88,0.98,0.9172228293506544,0.44691558298852807,mixed
210897,1400,1150,0.88,0.98,0.9747139226819884,0.44709529721635044,mixed
210897,1400,1200,0.88,0.98,0.994866548899756,0.4475884693176906,grain_growth
210897,1400,1250,0.88,0.98,0.9947391506353442,0.44894828867304937,grain_growth
210897,1400,1300,0.88,0.98,0.9947224539887479,0.45364310764493676,grain_growth
210897,1400,1350,0.88,0.98,0.9949303860551886,0.468753815573302,grain_growth
210897,1400,1400,0.88,0.98,0.9949303860551886,0.5121359767146083,grain_growth
210897,1400,1450,0.88,0.98,0.9949303860551886,0.6253401224387671,grain_growth
210897,1400,1500,0.88,0.98,0.9949303860551886,0.8873327973538587,grain_growth
964181,1400,800,0.88,0.98,0.8870583922597691,2.8730993285647046,mixed
964181,1400,850,0.88,0.98,0.887065048310538,2.8730993446656736,mixed
964181,1400,900,0.88,0.98,0.8871218626909195,2.8730994985888416,mixed
964181,1400,950,0.88,0.98,0.8875265364183428,2.873100693008955,mixed
964181,1400,1000,0.88,0.98,0.8899619167523634,2.8731076703857266,mixed
964181,1400,1050,0.88,0.98,0.902026757384946,2.8731466518743303,mixed
964181,1400,1100,0.88,0.98,0.9432221681058673,2.8733469504758733,mixed
964181,1400,1150,0.88,0.98,0.9941667492406875,2.874252551379624,grain_growth
964181,1400,1200,0.88,0.98,0.9948632255591485,2.8752431035194843,grain_growth
964181,1400,1250,0.88,0.98,0.9947624007465516,2.879178542646756,grain_growth
964181,1400,1300,0.88,0.98,0.9948109961294943,2.892802479196153,grain_growth
964181,1400,1350,0.88,0.98,0.994575079236342,2.9351433882083215,grain_growth
964181,1400,1400,0.88,0.98,0.994575079236342,3.0552662723634647,grain_growth
964181,1400,1450,0.88,0.98,0.994575079236342,3.3534257542581427,grain_growth
964181,1400,1500,0.88,0.98,0.994575079236342,3.980948818706521,grain_growth
574894,1400,800,0.88,0.98,0.8835858233163043,4.951274246167299,mixed
574894,1400,850,0.88,0.98,0.883589050247502,4.95127428566106,mixed
574894,1400,900,0.88,0.98,0.8836165985157748,4.951274664303921,mixed
574894,1400,950,0.88,0.98,0.883813024750293,4.951277670487431,mixed
574894,1400,1000,0.88,0.98,0.8850029279452304,4.951297878809693,mixed
574894,1400,1050,0.88,0.98,0.8911099824490736,4.9514150908399195,mixed
574894,1400,1100,0.88,0.98,0.9157047921922171,4.952011221875977,mixed
574894,1400,1150,0.88,0.98,0.9713859010886338,4.954706505260441,mixed
574894,1400,1200,0.88,0.98,0.9948477393377503,4.960106743248999,grain_growth
574894,1400,1250,0.88,0.98,0.9947168136325846,4.966221825242868,grain_growth
574894,1400,1300,0.88,0.98,0.9947587111637635,4.989326683521861,grain_growth
574894,1400,1350,0.88,0.98,0.9946054287984722,5.061799655532618,grain_growth
574894,1400,1400,0.88,0.98,0.9947540439943224,5.279896639659036,grain_growth
574894,1400,1450,0.88,0.98,0.9947540439943224,5.843707891462519,grain_growth
574894,1400,1500,0.88,0.98,0.9947540439943224,7.126518693312253,grain_growth
53595,1400,800,0.88,0.98,0.896887132916272,5.445955987275474,mixed
53595,1400,850,0.88,0.98,0.8968928140020587,5.445956061620158,mixed
53595,1400,900,0.88,0.98,0.8969413068958727,5.445956773237915,mixed
53595,1400,950,0.88,0.98,0.8972867385327691,5.445962350072676,mixed
53595,1400,1000,0.88,0.98,0.8993667187303219,5.445997376193578,mixed
53595,1400,1050,0.88,0.98,0.9097033242281087,5.446202655755973,mixed
53595,1400,1100,0.88,0.98,0.9456334366096778,5.447246652726401,mixed
53595,1400,1150,0.88,0.98,0.9935570169441151,5.451966066825861,grain_growth
53595,1400,1200,0.88,0.98,0.9949059607337432,5.453540458380951,grain_growth
53595,1400,1250,0.88,0.98,0.9947097183944922,5.457238496469323,grain_growth
53595,1400,1300,0.88,0.98,0.9944372274062807,5.472308023497856,grain_growth
53595,1400,1350,0.88,0.98,0.9945515353195075,5.522668457177458,grain_growth
53595,1400,1400,0.88,0.98,0.9942063498432983,5.675514079118196,grain_growth
53595,1400,1450,0.88,0.98,0.9942063498432983,6.078924248724325,grain_growth
53595,1400,1500,0.88,0.98,0.9942063498432983,7.0333594988999995,grain_growth
318527,1400,800,0.88,0.98,0.8888189518800766,1.2283656897515538,mixed
318527,1400,850,0.88,0.98,0.888820393442131,1.2283659803571951,mixed
318527,1400,900,0.88,0.98,0.8888327008590069,1.2283677072784691,mixed
318527,1400,950,0.88,0.98,0.888920498553536,1.2283711752536992,mixed
318527,1400,1000,0.88,0.98,0.8894539658224012,1.2284006210763776,mixed
318527,1400,1050,0.88,0.98,0.8922370129456876,1.2285739625195755,mixed
318527,1400,1100,0.88,0.98,0.9043483185517915,1.2294549920009565,mixed
318527,1400,1150,0.88,0.98,0.941919829618927,1.2334265279524605,mixed
318527,1400,1200,0.88,0.98,0.9912477920272357,1.2493764069486404,grain_growth
318527,1400,1250,0.88,0.98,0.994930294168195,1.257166372188531,grain_growth
318527,1400,1300,0.88,0.98,0.9947920934458304,1.2670361383571493,grain_growth
318527,1400,1350,0.88,0.98,0.9945987309852115,1.3031851662220428,grain_growth
318527,1400,1400,0.88,0.98,0.9948197557326216,1.4103161611665525,grain_growth
318527,1400,1450,0.88,0.98,0.9945587180030616,1.6446801091527892,grain_growth
318527,1400,1500,0.88,0.98,0.9949186549179356,2.099851970995035,grain_growth
986679,1400,800,0.88,0.98,0.883764419361249,5.712313709773445,mixed
986679,1400,850,0.88,0.98,0.8837661486907512,5.712313809801386,mixed
986679,1400,900,0.88,0.98,0.8837809128130087,5.712314759616914,mixed
986679,1400,950,0.88,0.98,0.8838862294490104,5.712321753402939,mixed
986679,1400,1000,0.88,0.98,0.8845258973552788,5.712358454557226,mixed
986679,1400,1050,0.88,0.98,0.8878560432086067,5.712580382696717,mixed
986679,1400,1100,0.88,0.98,0.9022046891840596,5.713708932602902,mixed
986679,1400,1150,0.88,0.98,0.9448863627462334,5.718808127719159,mixed
986679,1400,1200,0.88,0.98,0.9936528778634995,5.7394826100089835,grain_growth
986679,1400,1250,0.88,0.98,0.9948226375106586,5.754191106326861,grain_growth
986679,1400,1300,0.88,0.98,0.9948575496705032,5.81132450194906,grain_growth
986679,1400,1350,0.88,0.98,0.994858814486047,5.9921294065879,grain_growth
986679,1400,1400,0.88,0.98,0.9947713823196692,6.47162864614648,grain_growth
986679,1400,1450,0.88,0.98,0.994782797382595,7.565453673466649,grain_growth
986679,1400,1500,0.88,0.98,0.9947828041319292,9.558303379318398,grain_growth
399863,1400,800,0.88,0.98,0.9404743848469878,0.6849228921322115,mixed
399863,1400,850,0.88,0.98,0.9404763960017534,0.6849249112175968,mixed
399863,1400,900,0.88,0.98,0.9404935623217326,0.6849442201501761,mixed
399863,1400,950,0.88,0.98,0.9406158132142822,0.6850945150287684,mixed
399863,1400,1000,0.88,0.98,0.9413507912833127,0.6859963562307534,mixed
399863,1400,1050,0.88,0.98,0.9449733946583441,0.6897745831239472,mixed
399863,1400,1100,0.88,0.98,0.9571222629243104,0.7035351070069016,mixed
399863,1400,1150,0.88,0.98,0.9718742995682005,0.7029479927886604,mixed
399863,1400,1200,0.88,0.98,0.975867272136816,0.7579127994940777,mixed
399863,1400,1250,0.88,0.98,0.9810108483452817,0.9477005823155635,grain_growth
399863,1400,1300,0.88,0.98,0.9882233017794883,1.4332916012818675,grain_growth
399863,1400,1350,0.88,0.98,0.9949803446674755,2.063663167253253,grain_growth
399863,1400,1400,0.88,0.98,0.9949764903865695,2.1137968896890027,grain_growth
399863,1400,1450,0.88,0.98,0.994948705179396,2.165674934981656,grain_growth
399863,1400,1500,0.88,0.98,0.9949066948798769,2.209378503944969,grain_growth
144180,1400,800,0.88,0.98,0.8805412840591349,5.7325974497276455,mixed
144180,1400,850,0.88,0.98,0.8805463181920394,5.732597470052449,mixed
144180,1400,900,0.88,0.98,0.8805892917995347,5.732597664789995,mixed
144180,1400,950,0.88,0.98,0.8808955635507951,5.732599202927771,mixed
144180,1400,1000,0.88,0.98,0.8827455696339517,5.732609192728484,mixed
144180,1400,1050,0.88,0.98,0.8920935487503072,5.732663806566223,mixed
144180,1400,1100,0.88,0.98,0.9270067375722771,5.732944668239996,mixed
144180,1400,1150,0.88,0.98,0.9857165831621812,5.734214583998318,grain_growth
144180,1400,1200,0.88,0.98,0.9949310474670363,5.736467015966656,grain_growth
144180,1400,1250,0.88,0.98,0.9947474819985074,5.74335129932751,grain_growth
144180,1400,1300,0.88,0.98,0.9949513062485268,5.76763354746093,grain_growth
144180,1400,1350,0.88,0.98,0.9948118520131988,5.843054087089043,grain_growth
144180,1400,1400,0.88,0.98,0.9948121944096078,6.05667462172908,grain_growth
144180,1400,1450,0.88,0.98,0.9948124654997892,6.58576774511302,grain_growth
144180,1400,1500,0.88,0.98,0.9948125305532399,7.695450336833771,grain_growth
93028,1400,800,0.88,0.98,0.8823310190555992,1.1158179566852935,mixed
93028,1400,850,0.88,0.98,0.8823325499792309,1.1158179600356006,mixed
93028,1400,900,0.88,0.98,0.8823456203592198,1.1158179921563725,mixed
93028,1400,950,0.88,0.98,0.8824388625675484,1.1158182471748863,mixed
93028,1400,1000,0.88,0.98,0.8830054770297934,1.1158199614744864,mixed
93028,1400,1050,0.88,0.98,0.8859632702092305,1.1158299047639577,mixed
93028,1400,1100,0.88,0.98,0.8988687106992668,1.1158804764050831,mixed
93028,1400,1150,0.88,0.98,0.9390743712300887,1.1161091436514505,mixed
93028,1400,1200,0.88,0.98,0.9904212491433116,1.11703905681222,grain_growth
93028,1400,1250,0.88,0.98,0.9948026738494044,1.118884442010465,grain_growth
93028,1400,1300,0.88,0.98,0.9947705197002334,1.1246776645470793,grain_growth
93028,1400,1350,0.88,0.98,0.9946951248034014,1.1425282002953967,grain_growth
93028,1400,1400,0.88,0.98,0.9944261976109068,1.1926332203863939,grain_growth
93028,1400,1450,0.88,0.98,0.9944261976109068,1.3160017192299422,grain_growth
93028,1400,1500,0.88,0.98,0.9944261976109068,1.567521231110721,grain_growth
635251,1400,800,0.88,0.98,0.8909042274336113,0.6320443776924483,mixed
635251,1400,850,0.88,0.98,0.8909051432865701,0.6320444264427516,mixed
635251,1400,900,0.88,0.98,0.8909129626027417,0.6320448857799223,mixed
635251,1400,950,0.88,0.98,0.8909687522759335,0.6320481327346434,mixed
635251,1400,1000,0.88,0.98,0.8913080700321956,0.6320668644989209,mixed
635251,1400,1050,0.88,0.98,0.8930876995581267,0.6321783906735652,mixed
635251,1400,1100,0.88,0.98,0.901029510851149,0.632534188908485,mixed
635251,1400,1150,0.88,0.98,0.9283437781184761,0.6343235657772988,mixed
635251,1400,1200,0.88,0.98,0.9789364327084419,0.6415662877107591,mixed
635251,1400,1250,0.88,0.98,0.9949760720546835,0.6515391666230201,grain_growth
635251,1400,1300,0.88,0.98,0.9949776864792548,0.6564302638608583,grain_growth
635251,1400,1350,0.88,0.98,0.9949072838490368,0.6739045346784098,grain_growth
635251,1400,1400,0.88,0.98,0.9943802970966419,0.7265379251177775,grain_growth
635251,1400,1450,0.88,0.98,0.9945630394887062,0.8634581330331599,grain_growth
635251,1400,1500,0.88,0.98,0.9945118825010717,1.1586731849433232,grain_growth
634292,1400,800,0.88,0.98,0.8859374215959552,0.4338555948868099,mixed
634292,1400,850,0.88,0.98,0.8859405711427117,0.43385562708947134,mixed
634292,1400,900,0.88,0.98,0.8859674587045534,0.4338557640483163,mixed
634292,1400,950,0.88,0.98,0.8861591699694497,0.4338570054687716,mixed
634292,1400,1000,0.88,0.98,0.887320363987881,0.43386535054231357,mixed
634292,1400,1050,0.88,0.98,0.8932763240908079,0.43391375121233033,mixed
634292,1400,1100,0.88,0.98,0.9172149822706821,0.43415985221056896,mixed
634292,1400,1150,0.88,0.98,0.9714269160584253,0.4352712782680195,mixed
634292,1400,1200,0.88,0.98,0.994987618154867,0.437440453478523,grain_growth
634292,1400,1250,0.88,0.98,0.9947665283301194,0.4390832285738586,grain_growth
634292,1400,1300,0.88,0.98,0.9947281752273537,0.4457896179974534,grain_growth
634292,1400,1350,0.88,0.98,0.9946446340643027,0.46725823621007545,grain_growth
634292,1400,1400,0.88,0.98,0.9949830593795116,0.5271196690789315,grain_growth
634292,1400,1450,0.88,0.98,0.994519103902951,0.6607169157061907,grain_growth
634292,1400,1500,0.88,0.98,0.9945191039029465,0.9099357398725962,grain_growth
225837,1400,800,0.88,0.98,0.8841567225725785,0.4719194736493124,mixed
225837,1400,850,0.88,0.98,0.8841689652155488,0.47191948762103575,mixed
225837,1400,900,0.88,0.98,0.8842734415496466,0.4719196215736352,mixed
225837,1400,950,0.88,0.98,0.8850163661607056,0.4719206850710689,mixed
225837,1400,1000,0.88,0.98,0.8894417011864676,0.47192783412276906,mixed
225837,1400,1050,0.88,0.98,0.9102039600576486,0.4719692983814183,mixed
225837,1400,1100,0.88,0.98,0.9661340206726688,0.4721801408130071,mixed
225837,1400,1150,0.88,0.98,0.994992768245189,0.47266000997894775,grain_growth
225837,1400,1200,0.88,0.98,0.994682823411642,0.472915413932,grain_growth
225837,1400,1250,0.88,0.98,0.9948798573640842,0.4740115102776312,grain_growth
225837,1400,1300,0.88,0.98,0.9948627660979968,0.47788225657498185,grain_growth
225837,1400,1350,0.88,0.98,0.9934236493855209,0.4892103389188074,grain_growth
225837,1400,1400,0.88,0.98,0.9934236494403037,0.522556692739558,grain_growth
225837,1400,1450,0.88,0.98,0.9934236494591365,0.6045787558029636,grain_growth
225837,1400,1500,0.88,0.98,0.9934236494624917,0.7737694157797703,grain_growth
936213,1400,800,0.88,0.98,0.8839084165930758,1.1506976448035973,mixed
936213,1400,850,0.88,0.98,0.8839116063437915,1.1506976624882914,mixed
936213,1400,900,0.88,0.98,0.8839388371556552,1.1506978320350103,mixed
936213,1400,950,0.88,0.98,0.884132997405622,1.1506991778941238,mixed
936213,1400,1000,0.88,0.98,0.8853090840264721,1.1507082143253866,mixed
936213,1400,1050,0.88,0.98,0.8913430380171957,1.1507602606933642,mixed
936213,1400,1100,0.88,0.98,0.9156233526766078,1.1510207143241038,mixed
936213,1400,1150,0.88,0.98,0.9708026787945883,1.152201664386864,mixed
936213,1400,1200,0.88,0.98,0.9949109388082438,1.1544893292493499,grain_growth
936213,1400,1250,0.88,0.98,0.9948573848431973,1.1559211329819203,grain_growth
936213,1400,1300,0.88,0.98,0.9945628183275397,1.1614828490341478,grain_growth
936213,1400,1350,0.88,0.98,0.9948724775832748,1.180590997354313,grain_growth
936213,1400,1400,0.88,0.98,0.994864380271629,1.2360927509734752,grain_growth
936213,1400,1450,0.88,0.98,0.994864380271629,1.3783290704506261,grain_growth
936213,1400,1500,0.88,0.98,0.994864380271629,1.6852918418115461,grain_growth
643253,1400,800,0.88,0.98,0.963403222064783,0.21026349032629876,mixed
643253,1400,850,0.88,0.98,0.9634032512472543,0.21026759754336588,mixed
643253,1400,900,0.88,0.98,0.9634035004724533,0.21029108588247603,mixed
643253,1400,950,0.88,0.98,0.9634052827363225,0.21032251269323,mixed
643253,1400,1000,0.88,0.98,0.9634162650678487,0.21036568388200783,mixed
643253,1400,1050,0.88,0.98,0.9634757352087521,0.21087422518137866,mixed
643253,1400,1100,0.88,0.98,0.9637477524584344,0.2134542945577207,mixed
643253,1400,1150,0.88,0.98,0.9648136412499124,0.22498828287307848,mixed
643253,1400,1200,0.88,0.98,0.9685188800483907,0.26983351081233775,mixed
643253,1400,1250,0.88,0.98,0.9785726302958206,0.41325810257526996,mixed
643253,1400,1300,0.88,0.98,0.9937238475668727,0.7605649369867684,grain_growth
643253,1400,1350,0.88,0.98,0.994971877476235,0.8324612189240306,grain_growth
643253,1400,1400,0.88,0.98,0.9948856795964593,0.849790342996156,grain_growth
643253,1400,1450,0.88,0.98,0.9947213062035607,0.85822730354879,grain_growth
643253,1400,1500,0.88,0.98,0.9947342019428143,0.861300521023036,grain_growth
828467,1400,800,0.88,0.98,0.9452026525581937,1.3834222243732675,mixed
828467,1400,850,0.88,0.98,0.9452095679018713,1.38342334296614,mixed
828467,1400,900,0.88,0.98,0.9452685670867994,1.3834336959316094,mixed
828467,1400,950,0.88,0.98,0.9456873307157038,1.383497448142117,mixed
828467,1400,1000,0.88,0.98,0.9481533659877727,1.3836445516816394,mixed
828467,1400,1050,0.88,0.98,0.9590484467490131,1.3846872046087157,mixed
828467,1400,1100,0.88,0.98,0.9818971383609781,1.3900275676019227,grain_growth
828467,1400,1150,0.88,0.98,0.9888870766385469,1.413890445511465,grain_growth
828467,1400,1200,0.88,0.98,0.9893909272662756,1.5064709057027694,grain_growth
828467,1400,1250,0.88,0.98,0.9909221432938983,1.8008128643670762,grain_growth
828467,1400,1300,0.88,0.98,0.9944769229625374,2.5067786463373283,grain_growth
828467,1400,1350,0.88,0.98,0.9949879662204807,2.649257534555696,grain_growth
828467,1400,1400,0.88,0.98,0.9949845519446354,2.6918307271788176,grain_growth
828467,1400,1450,0.88,0.98,0.9948145150984906,2.7016172886331473,grain_growth
828467,1400,1500,0.88,0.98,0.9944970957307219,2.6964791619301924,grain_growth
453790,1400,800,0.88,0.98,0.8897533562814939,0.5884067022498245,mixed
453790,1400,850,0.88,0.98,0.8897553951717385,0.588406870702449,mixed
453790,1400,900,0.88,0.98,0.8897728018546507,0.5884080553730877,mixed
453790,1400,950,0.88,0.98,0.8898969525624201,0.5884112966361896,mixed
453790,1400,1000,0.88,0.98,0.8906504082408061,0.5884222985280767,mixed
453790,1400,1050,0.88,0.98,0.894556009386335,0.5884997129547538,mixed
453790,1400,1100,0.88,0.98,0.9110476819212416,0.5888932854063753,mixed
453790,1400,1150,0.88,0.98,0.9563577783772281,0.5906695987053152,mixed
453790,1400,1200,0.88,0.98,0.994960348358832,0.59648804593962,grain_growth
453790,1400,1250,0.88,0.98,0.9949307263919484,0.5980825283170979,grain_growth
453790,1400,1300,0.88,0.98,0.9947440893885096,0.6034169153250892,grain_growth
453790,1400,1350,0.88,0.98,0.9947765606422718,0.6223352130333639,grain_growth
453790,1400,1400,0.88,0.98,0.9944921953647818,0.6747883373205712,grain_growth
453790,1400,1450,0.88,0.98,0.9947542610626189,0.8062157307593634,grain_growth
453790,1400,1500,0.88,0.98,0.9947542610985867,1.0564772032949206,grain_growth
557822,1400,800,0.88,0.98,0.8822999126054528,25.382663190244372,mixed
557822,1400,850,0.88,0.98,0.8823005641456843,25.382663537845907,mixed
557822,1400,900,0.88,0.98,0.8823061268957155,25.382666571185638,mixed
557822,1400,950,0.88,0.98,0.8823458198187863,25.382680761978257,mixed
557822,1400,1000,0.88,0.98,0.8825873688110113,25.38270855135183,mixed
557822,1400,1050,0.88,0.98,0.8838580011198216,25.38293365436648,mixed
557822,1400,1100,0.88,0.98,0.8896085431081657,25.384078519454512,mixed
557822,1400,1150,0.88,0.98,0.9105509984661092,25.38925498033291,mixed
557822,1400,1200,0.88,0.98,0.9574164871345127,25.41030222032841,mixed
557822,1400,1250,0.88,0.98,0.989994487678899,25.487911348486303,grain_growth
557822,1400,1300,0.88,0.98,0.9941253710784077,25.748166389479074,grain_growth
557822,1400,1350,0.88,0.98,0.9949621293650882,26.467492701757557,grain_growth
557822,1400,1400,0.88,0.98,0.9949061366998142,28.036452744304853,grain_growth
557822,1400,1450,0.88,0.98,0.9947782847447216,31.392948151240468,grain_growth
557822,1400,1500,0.88,0.98,0.9947528496882506,37.849476046351576,grain_growth
593463,1400,800,0.88,0.98,0.8885382752041195,0.962381541436554,mixed
593463,1400,850,0.88,0.98,0.8885541689431933,0.9623816861321544,mixed
593463,1400,900,0.88,0.98,0.8886897789694231,0.9623830734363565,mixed
593463,1400,950,0.88,0.98,0.8896528496361257,0.9623940876483501,mixed
593463,1400,1000,0.88,0.98,0.8953438933997039,0.9624681232964618,mixed
593463,1400,1050,0.88,0.98,0.9209463619225086,0.9628973840172699,mixed
593463,1400,1100,0.88,0.98,0.9787544698371052,0.9650763637719026,mixed
593463,1400,1150,0.88,0.98,0.9949703738452966,0.9678947865199208,grain_growth
593463,1400,1200,0.88,0.98,0.9948225619255782,0.9687787437578113,grain_growth
593463,1400,1250,0.88,0.98,0.9949033512975143,0.9717919356525342,grain_growth
593463,1400,1300,0.88,0.98,0.9948035189507827,0.9832192922822267,grain_growth
593463,1400,1350,0.88,0.98,0.9932849721197703,1.018945684874053,grain_growth
593463,1400,1400,0.88,0.98,0.9932849721197703,1.1217178955096565,grain_growth
593463,1400,1450,0.88,0.98,0.9932849721197703,1.3491327626109335,grain_growth
593463,1400,1500,0.88,0.98,0.9932849721197703,1.7536445106638126,grain_growth
73348,1400,800,0.88,0.98,0.8892972780725168,0.4476483715003854,mixed
73348,1400,850,0.88,0.98,0.8893127058648521,0.4476483834539211,mixed
73348,1400,900,0.88,0.98,0.8894443426107457,0.44764849746020996,mixed
73348,1400,950,0.88,0.98,0.8903793154256539,0.44764937000804794,mixed
73348,1400,1000,0.88,0.98,0.8959086672685084,0.4476552605544264,mixed
73348,1400,1050,0.88,0.98,0.9208841064107014,0.4476894281854171,mixed
73348,1400,1100,0.88,0.98,0.9781546182203886,0.44786318751521326,mixed
73348,1400,1150,0.88,0.98,0.994941780831013,0.4481202810175693,grain_growth
73348,1400,1200,0.88,0.98,0.9948977582920786,0.44838751602222593,grain_growth
