candidate_id,window_width_C,lower_bracketed,upper_bracketed,complete
18459,0.0,False,True,False
21167,0.0,False,True,False
53595,0.0,False,True,False
55275,0.0,False,True,False
65584,0.0,False,True,False
65841,0.0,False,True,False
69692,0.0,False,True,False
73348,0.0,False,True,False
76465,0.0,False,True,False
83750,0.0,False,True,False
93028,0.0,False,True,False
122542,0.0,False,True,False
130760,0.0,False,True,False
130900,0.0,False,False,False
133776,0.0,False,True,False
144180,0.0,False,True,False
175423,0.0,False,True,False
176892,0.0,False,True,False
179871,0.0,False,True,False
185301,0.0,False,True,False
197220,0.0,False,True,False
205450,0.0,False,True,False
209441,0.0,False,True,False
210897,0.0,False,True,False
212572,0.0,False,True,False
225713,0.0,False,True,False
225837,0.0,False,True,False
234920,0.0,False,True,False
252226,0.0,False,True,False
253097,0.0,False,True,False
261238,0.0,False,True,False
276584,0.0,False,True,False
282436,0.0,False,True,False
298414,0.0,False,True,False
315580,0.0,False,True,False
317117,0.0,False,True,False
318527,0.0,False,True,False
372154,0.0,False,True,False
375964,0.0,False,True,False
389108,0.0,False,True,False
394266,0.0,False,True,False
399863,0.0,False,True,False
426135,0.0,False,True,False
453790,0.0,False,True,False
500187,0.0,False,True,False
506536,0.0,False,True,False
518296,0.0,False,True,False
518624,0.0,False,True,False
534192,0.0,False,True,False
554030,0.0,False,False,False
557822,0.0,False,True,False
561631,0.0,False,True,False
569105,0.0,False,True,False
574894,0.0,False,True,False
576207,0.0,False,True,False
583734,0.0,False,True,False
593463,0.0,False,True,False
634292,0.0,False,True,False
634323,0.0,False,True,False
635251,0.0,False,True,False
643253,0.0,False,True,False
647202,0.0,False,True,False
681772,0.0,False,True,False
683373,0.0,False,True,False
684226,0.0,False,True,False
690517,0.0,False,True,False
693222,0.0,False,True,False
739417,0.0,False,True,False
765689,0.0,False,True,False
771101,0.0,False,True,False
817972,0.0,False,True,False
819365,0.0,False,True,False
820489,0.0,False,True,False
822410,0.0,False,True,False
827351,0.0,False,True,False
828467,0.0,False,True,False
841578,0.0,False,True,False
846035,0.0,False,True,False
877192,0.0,False,True,False
877222,0.0,False,True,False
881767,0.0,False,True,False
899464,0.0,False,True,False
924867,0.0,False,True,False
927670,0.0,False,True,False
929805,0.0,False,True,False
932668,0.0,False,True,False
932748,0.0,False,True,False
936199,0.0,False,True,False
936213,0.0,False,True,False
939436,0.0,False,True,False
939628,0.0,False,True,False
940870,0.0,False,True,False
941159,0.0,False,True,False
964181,0.0,False,True,False
973131,0.0,False,True,False
973759,0.0,False,True,False
976005,0.0,False,True,False
986679,0.0,False,True,False
993282,0.0,False,True,False
996327,0.0,False,True,False
