candidate_id,ablation,attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,rho_high_final,rho_two_final
554030,full,False,0.08479674003979942,0.0925087562285325,0.10076874193441143,0.0,0.0,0.001069030573129538,Tier_C,,0.9792807880676566,0.9609847374420447
554030,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7883836288108929,0.7883836288108929
554030,no_persistent_junction,False,0.0847955890043195,0.09251407688651303,0.1007823589412492,0.0,0.0,0.0010690990119255745,Tier_C,,0.9792807880676566,0.9609847374420447
554030,no_stress_memory,False,0.11991780188889722,0.13082350708985213,0.1424995366533618,0.0,0.0,0.0015442288904275545,Tier_C,,0.9792807880676566,0.9609847374420447
554030,no_multihit,False,0.11888463163870455,0.12954232722426118,0.14092591044274305,0.0,0.0,0.0015279156124934207,Tier_C,,0.9792807880676566,0.9609847374420447
554030,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7642260153842194,0.7642260153842194
554030,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7642260153842196,0.7642260153842196
554030,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7883836288108929,0.7883836288108929
65841,full,True,0.0642191784716063,0.0839952641203433,0.11248787847989228,0.0,0.0,0.0027031622501399928,Tier_C,,0.9946822766065978,0.9949288821667845
65841,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.9143161051396967,0.9098154904594543
65841,no_persistent_junction,True,0.0587625290831717,0.07676219966821218,0.10261097054287804,0.0,0.0,0.0024595420640556196,Tier_C,,0.9946822766065978,0.9949288821667845
65841,no_stress_memory,True,0.06493683186065724,0.08494120747681078,0.11376998489773449,0.0,0.0,0.002735138585902951,Tier_C,,0.9946822766065978,0.9949288821667845
65841,no_multihit,True,0.0611380729497748,0.08008796234834359,0.10748835022168979,0.0,0.0,0.0025725898018131694,Tier_C,,0.9946822766065978,0.9949288821667845
65841,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.701373170610597,0.701373170610597
65841,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7013731706105972,0.7013731706105972
65841,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.9143161051396967,0.9098154904594543
569105,full,True,0.06408309667308187,0.08015601447127241,0.10141863149009656,0.0,0.0,0.0025350528865691986,Tier_C,,0.989529321135784,0.9847157741631298
569105,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7793382193144978,0.7793382193144978
569105,no_persistent_junction,True,0.09896992411422023,0.12114964321686505,0.1492496286980569,0.0,0.0,0.003909661149153518,Tier_C,,0.989529321135784,0.9847157741631298
569105,no_stress_memory,True,0.052349191655527094,0.0661136052951925,0.08470513652398615,0.0,0.0,0.0020778122084294977,Tier_C,,0.989529321135784,0.9847157741631298
569105,no_multihit,True,0.11737798172522307,0.14599446250344816,0.1833052123014387,0.0,0.0,0.0047896296585411184,Tier_C,,0.989529321135784,0.9847157741631298
569105,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7580986237592243,0.7580986237592243
569105,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7580986237592241,0.7580986237592241
569105,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7793382193144978,0.7793382193144978
841578,full,True,0.051040911002934175,0.06591462869873066,0.08710100612564686,0.0,0.0,0.0020440924652165146,Tier_C,,0.9948653284733391,0.9920779051904549
841578,no_connected_memory,True,0.23485222205073464,0.2783596947243526,0.3353440358813624,0.029999999999996696,0.008399999999999075,0.009890898261330008,Tier_B,,0.9949440369240582,0.9853318437268431
841578,no_persistent_junction,True,0.05159090122161836,0.06660251028652886,0.08796858386158479,0.0,0.0,0.00206611646063675,Tier_C,,0.9948653284733391,0.9920779051904549
841578,no_stress_memory,True,0.05203370293267329,0.06715219434233732,0.0886534813804768,0.0,0.0,0.0020837100305144034,Tier_C,,0.9948653284733391,0.9920779051904549
841578,no_multihit,True,0.0648346154015279,0.08383692771911133,0.11097088505542618,0.0,0.0,0.0026259555115965834,Tier_C,,0.9948653284733391,0.9920779051904549
841578,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7225464545238967,0.7225464545238967
841578,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7225480201659291,0.7225480201659291
841578,topology_disabled,True,0.0018043475225379968,0.002466707143237823,0.003696924854746375,0.0,0.0,7.673128903762101e-05,Tier_C,,0.9949440369240582,0.9853318437268431
817972,full,True,0.05289407638383614,0.06569735419712719,0.0821856697851685,0.0,0.0,0.0020589902935004133,Tier_C,,0.9946119745851165,0.994991426363112
817972,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7391991644756888,0.7391991644756888
817972,no_persistent_junction,True,0.0547660978426977,0.06793542282222265,0.0847733789311258,0.0,0.0,0.0021309924012933917,Tier_C,,0.9946119745851165,0.994991426363112
817972,no_stress_memory,True,0.05650033659235587,0.0698869037695693,0.08694867242869342,0.0,0.0,0.0021939662064229533,Tier_C,,0.9946119745851165,0.994991426363112
817972,no_multihit,True,0.05295919383571979,0.06578212691509189,0.08229875254434182,0.0,0.0,0.0020617631688051785,Tier_C,,0.9946119745851165,0.994991426363112
817972,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.73138288998818,0.73138288998818
817972,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7313829258228045,0.7313829258228045
817972,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7391991644756888,0.7391991644756888
993282,full,True,0.05008911301054497,0.06382035115737039,0.08232794593049908,0.0,0.0,0.002002890969708404,Tier_C,,0.994786889580214,0.9949209771950471
993282,no_connected_memory,True,0.0466030487132042,0.1568993730610967,0.25845634804744433,0.008499999999999064,0.0,0.005027143396831527,Tier_C,,0.9949568740176578,0.9944588120758406
993282,no_persistent_junction,True,0.11770544604162014,0.14833182778943155,0.18827110621647636,0.0,0.0,0.004874050076189185,Tier_C,,0.994786889580214,0.9949209771950471
993282,no_stress_memory,True,0.05258589734490071,0.06696838921680559,0.08633098689915264,0.0,0.0,0.002105145954334451,Tier_C,,0.994786889580214,0.9949209771950471
993282,no_multihit,True,0.0500252997962205,0.0637408518881688,0.08222851171111734,0.0,0.0,0.0020003179772301195,Tier_C,,0.994786889580214,0.9949209771950471
993282,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7139426893039491,0.7139426893039491
993282,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7139426893039488,0.7139426893039488
