candidate_id,ablation,attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,rho_high_final,rho_two_final
993282,topology_disabled,True,0.00048515136787308233,0.0019624093149350763,0.0039797300143187275,0.0,0.0,5.986071270621963e-05,Tier_C,,0.9949568740176578,0.9944588120758406
175423,full,False,0.049872085239338504,0.06116984715476548,0.07529890168515674,0.0,0.0,0.0016800555840832828,Tier_C,,0.9949641280535311,0.9764186322161769
175423,no_connected_memory,True,0.5289022550338711,0.5574538603509311,0.575246370054984,0.029999999999996696,0.029999999999996696,0.024350491159030027,Tier_B,,0.9948175332719285,0.9850625424250647
175423,no_persistent_junction,False,0.04921863527281656,0.0604108088120624,0.07444922002798737,0.0,0.0,0.0016587624184395944,Tier_C,,0.9949641280535311,0.9764186322161769
175423,no_stress_memory,False,0.05040685753838792,0.06177116198608623,0.07592489515374123,0.0,0.0,0.001696797898863784,Tier_C,,0.9949641280535311,0.9764186322161769
175423,no_multihit,False,0.04987749612606729,0.06117634125947591,0.07530667317029038,0.0,0.0,0.0016802393305116337,Tier_C,,0.9949641280535311,0.9764186322161769
175423,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7141699042987136,0.7141699042987136
175423,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7141699042987133,0.7141699042987133
175423,topology_disabled,True,0.00637764096178961,0.008853560486417944,0.012328442212317325,0.0,0.0,0.0002716465153693845,Tier_C,,0.9948175332719285,0.9850625424250647
209441,full,True,0.046372307782741484,0.05953505654937796,0.07830402002249992,0.0,0.0,0.0018712369525541812,Tier_C,,0.9949951994912811,0.994916048824548
209441,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7208241462335354,0.7208241462335354
209441,no_persistent_junction,True,0.04745707731956017,0.060887967120082265,0.08000296831258447,0.0,0.0,0.0019149238489721697,Tier_C,,0.9949951994912811,0.994916048824548
209441,no_stress_memory,True,0.04652728354840252,0.05972937950493318,0.07855077020144008,0.0,0.0,0.0018775174362088152,Tier_C,,0.9949951994912811,0.994916048824548
209441,no_multihit,True,0.044931092059895206,0.05772526287560453,0.07600003174732883,0.0,0.0,0.0018127896341488964,Tier_C,,0.9949951994912811,0.994916048824548
209441,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7128274775473273,0.7128274775473273
209441,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7128274776496926,0.7128274776496926
209441,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7208241462335354,0.7208241462335354
83750,full,True,0.04305684523980713,0.056212610895663095,0.07494104627521803,0.0,0.0,0.0017654099441984658,Tier_C,,0.9949011555502579,0.994971747177208
83750,no_connected_memory,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.8273516447222022,0.8273516447222022
83750,no_persistent_junction,True,0.06390233155304703,0.08257828770815823,0.10853630430720118,0.0,0.0,0.0026267341468813954,Tier_C,,0.9949011555502579,0.994971747177208
83750,no_stress_memory,True,0.04326367576778234,0.05647688647757931,0.07528256029261848,0.0,0.0,0.0017739333397278592,Tier_C,,0.9949011555502579,0.994971747177208
83750,no_multihit,True,0.04580453916083682,0.05971853228999768,0.07946269179361776,0.0,0.0,0.0018786577538044919,Tier_C,,0.9949011555502579,0.994971747177208
83750,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7248988883510831,0.7248988883510831
83750,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7248988883510833,0.7248988883510833
83750,topology_disabled,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.8273516447222022,0.8273516447222022
21167,full,True,0.04512372987429947,0.05569389476501996,0.06946906614617987,0.0,0.0,0.0017316818222813386,Tier_C,,0.9949254749844941,0.9942660736416894
21167,no_connected_memory,True,0.0,0.0,0.0,0.0,0.0,0.0,reject,reduction_below_threshold,0.994959845881182,0.9907675603714086
21167,no_persistent_junction,True,0.04576672117898817,0.05643838729421302,0.07031826831763166,0.0,0.0,0.001755344777653149,Tier_C,,0.9949254749844941,0.9942660736416894
21167,no_stress_memory,True,0.04638400163357037,0.05724727568582211,0.07140358872071761,0.0,0.0,0.0017814610112167743,Tier_C,,0.9949254749844941,0.9942660736416894
21167,no_multihit,True,0.04508810571417554,0.055650660500223714,0.06941632287751487,0.0,0.0,0.0017303001537920474,Tier_C,,0.9949254749844941,0.9942660736416894
21167,no_closed_pore,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7149551519159485,0.7149551519159485
21167,no_detachment_closure,False,nan,nan,nan,0.0,0.0,0.0,reject,high_density_unattained,0.7149551519159478,0.7149551519159478
21167,topology_disabled,True,0.0,0.0,0.0,0.0,0.0,0.0,reject,reduction_below_threshold,0.994959845881182,0.9907675603714086
