ablation,source_state,T2_C,final_rho,final_G_nm,growth_fraction,classification,density_gain,closed_density_gain,PR_memory,rho,G_nm,D10_nm,D50_nm,D90_nm,D90_over_D50,sigma_ln_r,pore_surface_area_proxy,large_pore_tail_fraction,connected_fine_pore_fraction,useful_closed_inventory,Zener_pinning_metric_minv,phi_open,phi_precursor,phi_isolated,phi_closed,M0,M1,M2,M3,M4
baseline,high_useful_closed,850,0.9823572058518448,67.16211820545197,0.0332633570069535,SUCCESS,0.162357205851845,0.1623572058028667,0.9852824435803617,0.9823572058518448,67.16211820545197,62.571102737089525,88.55507805672673,120.96528916394412,1.3659893008784432,0.2521684218591046,1067197.954868334,0.0058991015501044,0.0,0.0018751466313961,0.0009245030686141,3.6980122744564554e-10,5.176143966337174e-06,1.7371845262035993e-05,0.0176202457891255,4.13952046558485e+19,1819559293563.4143,84924.91488742843,0.0042119068479474,2.2280829259796548e-10
no_regularization,high_useful_closed,850,0.9823669617103614,67.16211820545197,0.0332633570069535,SUCCESS,0.1623669617103614,0.1623669616613842,0.9852824443545186,0.9823669617103614,67.16211820545197,62.53182363286853,88.42646973402074,120.48165309018364,1.362506650469957,0.2518915719531274,1067951.4822172502,0.0057739004444577,0.0,0.0018802273797005,0.0009244289706555,3.6977158826222165e-10,5.173521801249616e-06,1.737469170246325e-05,0.0176104897063632,4.151043582110185e+19,1822869403508.4072,84984.87868859584,0.0042095778082869,2.223747322775457e-10
no_damaging_coarsening,high_useful_closed,850,0.9823521853443108,67.16211820545197,0.0332633570069535,SUCCESS,0.1623521853443108,0.1623521852958928,0.985282444077958,0.9823521853443108,67.16211820545197,62.57604199629147,88.53155107418085,120.75801848566846,1.3640111013584857,0.2516637142035628,1067719.9204209226,0.0057985297471025,0.0,0.0018758241427355,0.0008854188848958,3.5416755395832845e-10,4.916993898650189e-06,1.7098482911508814e-05,0.0176257988247115,4.1409903850295304e+19,1820481919952.365,84966.45158633748,0.0042131054058338,2.2276492473216143e-10
no_PR_pinch_off,high_useful_closed,850,0.948387334270615,67.16211820545197,0.0332633570069535,SUCCESS,0.128387334270615,0.1283862329938044,0.0,0.948387334270615,67.16211820545197,81.6863814600486,656.341453609848,771.2682907219696,1.1751022070601045,0.8796502303747189,1022819.8622691676,0.0,0.0,0.0013067212644991,99997.24680797372,0.0399988987231894,5.5225085011412914e-11,5.02461618374189e-08,0.0116137167048086,2.8894795871029146e+19,1313991844123.0012,81393.4184863548,0.0123216163154719,3.960082604501546e-09
no_precursor_to_closed,high_useful_closed,850,0.9366345856779528,67.16211820545197,0.0332633570069535,SUCCESS,0.1166345856779528,0.1166345856286869,0.9852824335932092,0.9366345856779528,67.16211820545197,16.675403052064176,38.61552274457159,93.56439515223887,2.4229736774803023,0.6442844923000371,10318525.301149383,0.2937803675424631,0.0,0.0012486207499793,0.0009475095706836,3.790038282734541e-10,0.0299999997858652,0.0219999998715191,0.011365414285659,7.625783511003521e+21,66514285682618.875,821122.1535483561,0.0151273783656296,4.1878161255149884e-10
no_closed_shrinkage,high_useful_closed,850,0.8200000000492252,67.16211820545197,0.0332633570069535,DENSIFICATION_EXHAUSTION_FAILURE,4.922529051043512e-11,0.0,0.9852824374872308,0.8200000000492252,67.16211820545197,14.231007757822445,29.051764848900532,58.16186913437443,2.002008120225287,0.5508888526336118,36851211.20549153,0.237587021532414,0.0,1.5411418411021311,0.0009443035802623,3.777214321049578e-10,4.521571105950353e-05,5.8361740815725366e-05,0.1798964221211781,3.2672422468687506e+22,268841144256642.6,2932526.2111387113,0.04297183462306,8.551669997799146e-10
no_accommodation_recovery,high_useful_closed,850,0.982357184680063,67.16211820545197,0.0332633570069535,SUCCESS,0.162357184680063,0.162357184631085,0.9852824435803464,0.982357184680063,67.16211820545197,62.570978296958515,88.55501931895799,120.96605465622626,1.3659988511834662,0.2521707317425814,1067200.2486825292,0.0058994669880011,0.0,0.0018751419024402,0.0009245031066858,3.6980124267432636e-10,5.17614403226692e-06,1.7371846328755904e-05,0.0176202669597747,4.139551692895064e+19,1819567050545.7925,84925.09742336225,0.0042119119023381,2.2280860741204628e-10
infinite_accommodation,high_useful_closed,850,0.985260066688423,67.16211820545197,0.0332633570069535,SUCCESS,0.165260066688423,0.1652600666394355,0.9852824435819644,0.985260066688423,67.16211820545197,66.89873479501838,96.15525367123104,137.7264137998843,1.432333736758588,0.250252768573041,816695.7160110135,0.0137260118180389,0.0,0.0017338251079152,0.0009252331356623,3.7009325426493053e-10,5.21822084892602e-06,1.7274072965734316e-05,0.014717440647669,2.6491119524191064e+19,1274068826696.9302,64990.580102563785,0.0035188998710735,2.0301927022216103e-10
no_gas_pressure,high_useful_closed,850,0.9847162961639032,67.16211820545197,0.0332633570069535,SUCCESS,0.1647162961639032,0.1647162961149171,0.9852824435744668,0.9847162961639032,67.16211820545197,65.78479024770678,94.6961182832286,135.301270706766,1.428794264851391,0.2516445914096528,862469.9180492416,0.0118382514392311,0.0,0.0013191659753682,0.0009251243594151,3.7004974376604317e-10,5.20940025486729e-06,1.7292006078088902e-05,0.0152612020597141,2.908300730448947e+19,1371337517098.1816,68633.17536279933,0.003648715521401,2.0683631418075867e-10
high_gas_pressure,high_useful_closed,850,0.8200000000492252,67.16211820545197,0.0332633570069535,DENSIFICATION_EXHAUSTION_FAILURE,4.922529051043512e-11,0.0,0.9852824374872308,0.8200000000492252,67.16211820545197,14.231007757822445,29.051764848900532,58.16186913437443,2.002008120225287,0.5508888526336118,36851211.20549153,0.237587021532414,0.0,1.5411418411021311,0.0009443035802623,3.777214321049578e-10,4.521571105950353e-05,5.8361740815725366e-05,0.1798964221211781,3.2672422468687506e+22,268841144256642.6,2932526.2111387113,0.04297183462306,8.551669997799146e-10
no_distributional_Zener,high_useful_closed,850,0.9823572058518448,67.16211820545197,0.0332633570069535,SUCCESS,0.162357205851845,0.1623572058028667,0.9852824435803617,0.9823572058518448,67.16211820545197,62.571102737089525,88.55507805672673,120.96528916394412,1.3659893008784432,0.2521684218591046,1067197.954868334,0.0058991015501044,0.0,0.0018751466313961,0.0009245030686141,3.6980122744564554e-10,5.176143966337174e-06,1.7371845262035993e-05,0.0176202457891255,4.13952046558485e+19,1819559293563.4143,84924.91488742843,0.0042119068479474,2.2280829259796548e-10
mean_radius_Zener_only,high_useful_closed,850,0.9823572058518448,67.16211820545197,0.0332633570069535,SUCCESS,0.162357205851845,0.1623572058028667,0.9852824435803617,0.9823572058518448,67.16211820545197,62.571102737089525,88.55507805672673,120.96528916394412,1.3659893008784432,0.2521684218591046,1067197.954868334,0.0058991015501044,0.0,0.0018751466313961,0.0009245030686141,3.6980122744564554e-10,5.176143966337174e-06,1.7371845262035993e-05,0.0176202457891255,4.13952046558485e+19,1819559293563.4143,84924.91488742843,0.0042119068479474,2.2280829259796548e-10
no_energy_ledger_coupling,high_useful_closed,850,0.9484126040563762,67.16211820545197,0.0332633570069535,SUCCESS,0.1284126040563762,0.1283862327560852,0.0,0.9484126040563762,67.16211820545197,14.920483569026748,33.49121650849683,91.61718409174968,2.735558562601216,0.6698141014917678,9352619.787002623,0.2683077734353591,0.8071699439027405,0.0013067212870235,2876597.2157187695,0.039973628699709,5.5211462662490135e-11,5.02399356863294e-08,0.0116137169487676,8.01518813795877e+21,66194557380425.84,744257.8349802685,0.0123155835984997,3.153215308443743e-10
strict_GB_area_only_power_balance_diagnostic,high_useful_closed,850,0.9484126040563762,67.16211820545197,0.0332633570069535,SUCCESS,0.1284126040563762,0.1283862327560852,0.0,0.9484126040563762,67.16211820545197,14.920483569026748,33.49121650849683,91.61718409174968,2.735558562601216,0.6698141014917678,9352619.787002623,0.2683077734353591,0.8071699439027405,0.0013067212870235,2876597.2157187695,0.039973628699709,5.5211462662490135e-11,5.02399356863294e-08,0.0116137169487676,8.01518813795877e+21,66194557380425.84,744257.8349802685,0.0123155835984997,3.153215308443743e-10
