candidate_id,G0_nm,rho0,initial_topology,heating_rate_C_min,reference_rate_C_min,peak_T_C,hold_time_h,comparison_id,comparison_type,reference_fallback,max_ratio,classification
mech_009_PR_attrition_moderate,225.0,0.65,baseline,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|50.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|50.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|50.0|1.0|1450.0|20.0,fast_firing,True,0.9962311371208815,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|50.0|1.0|1500.0|8.0,fast_firing,True,0.9849797354019048,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|50.0|1.0|1500.0|20.0,fast_firing,True,0.9849797354019048,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1450.0|20.0,fast_firing,True,0.995673353343286,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1500.0|8.0,fast_firing,True,0.9897698759786826,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,baseline,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|baseline|100.0|1.0|1500.0|20.0,fast_firing,True,0.9897698759786826,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1450.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|8.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1450.0|20.0,fast_firing,True,0.9911889031742167,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1500.0|8.0,fast_firing,True,0.9804571633241834,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,5.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|5.0|1.0|1500.0|20.0,fast_firing,True,0.9804571633241834,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1450.0|20.0,fast_firing,True,0.9876253851429256,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1500.0|8.0,fast_firing,True,0.9813195538500049,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,20.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|20.0|1.0|1500.0|20.0,fast_firing,True,0.9813195538500049,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1450.0|20.0,fast_firing,True,0.9907770008367729,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1500.0|8.0,fast_firing,True,0.9747249929709739,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|50.0|1.0|1500.0|20.0,fast_firing,True,0.9747249929709739,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1450.0|20.0,fast_firing,True,0.98757205101109,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1500.0|8.0,fast_firing,True,0.982569375506138,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.65,mixed_GBseg_TJ,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.65|mixed_GBseg_TJ|100.0|1.0|1500.0|20.0,fast_firing,True,0.982569375506138,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1300.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1300.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1350.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1350.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1400.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1400.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1400.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1450.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1450.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1450.0|8.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1450.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1500.0,0.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1500.0|0.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1500.0|8.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1300.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1300.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1350.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1350.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1400.0|20.0,fast_firing,True,1.0056830023077734,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1450.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1450.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1450.0|8.0,fast_firing,True,0.9981790216133898,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1450.0|20.0,fast_firing,True,0.9981790216133898,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1500.0|8.0,fast_firing,True,0.9690142421232899,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,5.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|5.0|1.0|1500.0|20.0,fast_firing,True,0.9690142421232899,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1300.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1300.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1350.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1350.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1400.0|20.0,fast_firing,True,1.0086285188991417,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1450.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1450.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1450.0|8.0,fast_firing,True,1.0018615693216866,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1450.0|20.0,fast_firing,True,1.0018615693216866,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1500.0|8.0,fast_firing,True,0.9712187091939102,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,20.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|20.0|1.0|1500.0|20.0,fast_firing,True,0.9712187091939102,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1300.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1300.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1350.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1350.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1400.0|20.0,fast_firing,True,1.011962885629836,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1450.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1450.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1450.0|8.0,fast_firing,True,1.0015621808708208,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1450.0|20.0,fast_firing,True,1.0015621808708208,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1500.0|8.0,fast_firing,True,0.9702446247208286,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,50.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|50.0|1.0|1500.0|20.0,fast_firing,True,0.9702446247208286,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1300.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1300.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1350.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1350.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1400.0|20.0,fast_firing,True,1.0098504742685024,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1450.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1450.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1450.0|8.0,fast_firing,True,1.0023178492980984,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1450.0|20.0,fast_firing,True,1.0023178492980984,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1500.0|8.0,fast_firing,True,0.9674709229846873,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,GBseg_rich,100.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|GBseg_rich|100.0|1.0|1500.0|20.0,fast_firing,True,0.9674709229846873,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1350.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1350.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1400.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1400.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1400.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1400.0|20.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1450.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1450.0|8.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1450.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1450.0|20.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1500.0,2.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1500.0|2.0,fast_firing,True,nan,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1500.0,8.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1500.0|8.0,fast_firing,True,1.0,trajectory_negligible
mech_009_PR_attrition_moderate,225.0,0.7,TJ_rich,1.0,1.0,1500.0,20.0,mech_009_PR_attrition_moderate|225.0|0.7|TJ_rich|1.0|1.0|1500.0|20.0,fast_firing,True,1.0,trajectory_negligible
