property_id,candidate_id,exact_two_attained,reduction_TS_exact,span_TS_20_exact,Chen_window_width_C_exact,lower_boundary_present_exact,upper_boundary_present_exact,two_step_pass_exact,success_T2_C,closed_fraction_switch_exact,closed_accommodation_fraction_exact,two_artifact_reasons,topology_parameters_modified
LHS28649,693168,True,0.5619580651145695,0.0299999999999966,250.0,True,False,False,1100.0,0.0011140464332515,0.1121198253824895,numerical instability,False
LHS45432,693168,True,0.8023632726896552,0.0299999999999966,150.0,True,False,False,1150.0,1.1391496546843844e-06,0.1795722509026059,numerical instability,False
LHS40125,693168,True,0.6273440942016109,0.0299999999999966,400.0,True,True,True,1100.0,0.0587442183617835,0.012839170768216,,False
LHS00577,693168,True,0.8664762288113901,0.0299999999999966,450.0,False,True,False,1100.0,0.6116619728269738,0.0166689301474806,,False
LHS01002,693168,False,,0.0,0.0,True,False,False,1100.0,3.582046019388295e-07,0.4049424168526804,unattained interval;numerical instability;unsupported interpolation,False
LHS46999,693168,True,0.8303176033733417,0.0299999999999966,150.0,True,False,False,1150.0,1.741557156053815e-05,0.1291309384926913,numerical instability,False
LHS32809,693168,True,0.0471425427405013,0.0,100.0,True,False,False,1200.0,9.61430525437685e-07,0.2777887182690142,numerical instability,False
LHS02529,693168,True,0.3227185376655582,0.0299999999999966,500.0,False,False,False,1100.0,0.5776154743777903,0.0254542478669064,,False
LHS38545,693168,True,0.7876465637716531,0.0299999999999966,500.0,False,False,False,1100.0,0.6659985315607445,0.0170197319098606,,False
LHS13840,693168,False,,0.0,0.0,True,False,False,1100.0,5.148496007570956e-07,0.3675042531065454,unattained interval;numerical instability;unsupported interpolation,False
LHS38649,693168,True,0.0011749613783971,0.0,150.0,True,False,False,1150.0,6.556978186468009e-07,0.3219951740275623,numerical instability,False
LHS07328,693168,True,0.5606910864278569,0.0299999999999966,150.0,True,False,False,1150.0,1.3866011440040563e-06,0.1861018144693449,numerical instability,False
LHS39887,693168,True,0.0033403031159155,0.0,0.0,True,False,False,1300.0,3.346437372790922e-07,0.3783940203223975,numerical instability,False
LHS14682,693168,True,0.7185393252072216,0.0299999999999966,250.0,True,False,False,1100.0,0.0031615181932262,0.1134437667407101,numerical instability,False
LHS10925,693168,True,0.0055195901814509,0.0,50.0,True,False,False,1250.0,5.670254245853689e-07,0.3612820545200685,numerical instability,False
LHS35197,693168,True,0.6921489220272414,0.0299999999999966,450.0,False,True,False,1100.0,0.7653732973844037,0.0170147721184384,,False
LHS46805,693168,True,0.6345658490499082,0.0299999999999966,450.0,True,False,False,1100.0,0.1308151787545071,0.0170542417366645,numerical instability,False
LHS03789,693168,True,0.0055742051803906,0.0,200.0,True,False,False,1100.0,4.801165881497183e-07,0.2986406671040902,numerical instability,False
LHS14982,693168,True,0.3156693686198597,0.0299999999999966,350.0,True,False,False,1100.0,0.0031252434914677,0.0859984290070411,numerical instability,False
LHS19494,693168,True,0.4221977230357784,0.0299999999999966,450.0,True,False,False,1100.0,0.241429703592288,0.0298874556538738,numerical instability,False
LHS40835,693168,True,0.2682560172758179,0.0299999999999966,300.0,True,False,False,1100.0,0.0015447265296118,0.1143488413805296,numerical instability,False
LHS49047,693168,True,0.7445562861676476,0.0299999999999966,500.0,False,False,False,1100.0,0.6227593677535567,0.0141004376586872,,False
LHS14059,693168,False,,0.0,0.0,True,False,False,1100.0,4.2402091215426586e-07,0.3780171944935496,unattained interval;numerical instability;unsupported interpolation,False
LHS34948,693168,True,-0.0010318990688353,0.0,0.0,True,False,False,1300.0,6.821275323741571e-07,0.3624003995797152,numerical instability,False
LHS05067,693168,True,0.7108767513721264,0.0299999999999966,150.0,True,False,False,1150.0,0.000185014388746,0.2043780306768489,numerical instability,False
LHS38765,693168,True,0.6849417866466143,0.0299999999999966,250.0,True,False,False,1100.0,0.0040654673669944,0.0916830864835509,numerical instability,False
LHS23222,693168,True,0.2031673305670543,0.0161999999999982,200.0,True,False,False,1100.0,1.1111593531962909e-06,0.2387166912495373,numerical instability,False
LHS30967,693168,True,-0.0005042142057587,0.0,50.0,True,False,False,1250.0,2.3622645027381545e-07,0.360450026501535,numerical instability,False
LHS19286,693168,True,0.722433950997578,0.0299999999999966,450.0,True,False,False,1100.0,0.3015752313600436,0.0338665851930168,numerical instability,False
LHS10012,693168,True,0.439203377862324,0.0299999999999966,200.0,True,False,False,1100.0,1.1967438404253343e-06,0.2052341594405919,numerical instability,False
LHS41650,693168,True,0.848515110851636,0.0299999999999966,500.0,False,False,False,1100.0,0.5597800521387074,0.0088245952752929,,False
LHS23861,693168,True,0.8378902543159508,0.0299999999999966,350.0,True,False,False,1100.0,0.2521829638071034,0.036447180323203,numerical instability,False
LHS40977,693168,True,0.1010157085669486,0.0,300.0,True,False,False,1100.0,0.0001695302015703,0.1891671913098971,numerical instability,False
LHS06773,693168,True,0.7147642293135131,0.0299999999999966,350.0,True,False,False,1100.0,0.2977654041249593,0.0490505931851133,numerical instability,False
LHS03572,693168,True,0.8579398477816923,0.0299999999999966,450.0,False,True,False,1100.0,0.6869654516768225,0.0141086075286227,,False
LHS28347,693168,True,0.0659082245308491,0.0,250.0,True,False,False,1100.0,8.951104877586662e-07,0.2337965368130615,numerical instability,False
LHS26687,693168,True,-0.000754512332951,0.0,50.0,True,False,False,1250.0,2.403087063102117e-07,0.3320049075348103,numerical instability,False
LHS48270,693168,True,0.9025240148555592,0.0299999999999966,400.0,True,True,True,1100.0,0.4099620591684946,0.0387023842113533,,False
LHS09515,693168,True,6.799442289207036e-05,0.0,100.0,True,False,False,1200.0,4.652823835118517e-07,0.3553097791800577,numerical instability,False
LHS06386,693168,True,0.5822458947539688,0.0299999999999966,250.0,True,False,False,1100.0,0.1251413332438181,0.1009337559777289,numerical instability,False
LHS48312,693168,True,0.5061080581131314,0.0299999999999966,300.0,True,False,False,1100.0,1.9914579459251604e-06,0.1470506315357251,numerical instability,False
LHS33567,693168,True,0.9322893399024064,0.0299999999999966,450.0,False,True,False,1100.0,0.3323557302139961,0.0023393762458763,,False
LHS34114,693168,True,0.0123858264017727,0.0,100.0,True,False,False,1200.0,5.241192276763489e-07,0.3581231996128182,numerical instability,False
LHS29552,693168,True,0.0708783403590496,0.0,300.0,True,False,False,1100.0,9.093552468380372e-07,0.2176142499954929,numerical instability,False
LHS13256,693168,True,0.2277966688113815,0.017499999999998,150.0,True,False,False,1150.0,3.68944299044639e-07,0.2371449673072715,numerical instability,False
LHS11409,693168,True,0.0376091911052951,0.0020999999999997,100.0,True,False,False,1200.0,6.94125437038939e-07,0.2826157447570745,numerical instability,False
LHS33869,693168,True,0.5374051828485825,0.0299999999999966,250.0,True,False,False,1100.0,0.0010551384186626,0.1304517980179335,numerical instability,False
LHS16351,693168,True,0.551235035161206,0.0272999999999969,150.0,True,False,False,1150.0,1.071844604101724e-06,0.2480899830982012,numerical instability,False
LHS07022,693168,True,0.0897195577667713,0.0,150.0,True,False,False,1150.0,7.450691089573726e-07,0.2173929263800215,numerical instability,False
LHS08692,693168,True,0.6274865441686425,0.0299999999999966,500.0,False,False,False,1100.0,0.227878255492863,0.0187928312525551,,False
LHS03154,693168,True,0.5921207194817858,0.0299999999999966,500.0,False,False,False,1100.0,0.4156461139812483,0.0060232215051101,,False
LHS15716,693168,False,0.0016187449514459,0.0,0.0,True,False,False,1300.0,3.8955809496461427e-07,0.3843970728962132,unattained interval;numerical instability;unsupported interpolation,False
LHS22638,693168,False,-0.0006624753492043,0.0,0.0,True,False,False,1300.0,5.644430526777266e-07,0.3520761220435219,unattained interval;numerical instability;unsupported interpolation,False
LHS18871,693168,True,0.0291871073388918,0.0,50.0,True,False,False,1250.0,3.660968450154973e-07,0.3042971504173819,numerical instability,False
LHS35065,693168,True,0.830336873462973,0.0299999999999966,450.0,False,True,False,1100.0,0.6023330600823998,0.0007252513993223,,False
LHS34492,693168,True,0.6721989875576777,0.0299999999999966,250.0,True,False,False,1100.0,0.049583905995022,0.0600487210754617,numerical instability,False
LHS43874,693168,True,0.4607845098625538,0.0299999999999966,500.0,False,False,False,1100.0,0.7263584953972021,0.0019227136075073,,False
LHS18611,693168,False,,0.0,0.0,True,False,False,1100.0,4.396770251914496e-07,0.3888497609687156,unattained interval;numerical instability;unsupported interpolation,False
LHS38453,693168,True,0.0154118589275125,0.0,200.0,True,False,False,1100.0,5.770201146549995e-07,0.308554680596527,numerical instability,False
LHS33317,693168,True,0.8229219901686139,0.0299999999999966,300.0,True,False,False,1100.0,0.0275024074835198,0.0520040734714132,numerical instability,False
LHS38166,693168,True,0.7264542313677316,0.0299999999999966,500.0,False,False,False,1100.0,0.6978836623388569,0.0002194400279403,,False
LHS24119,693168,True,0.3756754043182324,0.0299999999999966,300.0,True,False,False,1100.0,0.0016143722462026,0.1180544305123878,numerical instability,False
LHS32963,693168,True,0.216033188977693,0.018099999999998,200.0,True,False,False,1100.0,0.0017118586068541,0.1827178813531777,numerical instability,False
LHS28670,693168,True,0.1544656845567561,0.0,400.0,True,False,False,1100.0,0.0011305392529785,0.1630583218492531,numerical instability,False
LHS40006,693168,True,0.5744519214728546,0.0299999999999966,400.0,True,False,False,1100.0,0.1637162396276077,0.0018169990901417,numerical instability,False
LHS31303,693168,True,0.002959209085749,0.0,200.0,True,False,False,1100.0,4.129820781323988e-07,0.3251895534335035,numerical instability,False
LHS11360,693168,True,0.6837978893120423,0.0299999999999966,400.0,True,False,False,1100.0,0.0628425595125709,0.0207969178791381,numerical instability,False
LHS13963,693168,True,0.7559146561009493,0.0299999999999966,200.0,True,True,True,1100.0,0.0226468169601121,0.0498769716020691,,False
LHS46773,693168,True,0.6339926975912624,0.0299999999999966,500.0,False,False,False,1100.0,0.6133300887848517,0.017169471052749,,False
LHS30801,693168,True,0.4926107740312346,0.0299999999999966,500.0,False,False,False,1100.0,0.6144262810276804,0.0001646523520078,,False
LHS01971,693168,True,0.0066592026445381,0.0,250.0,True,False,False,1100.0,0.0003499999734671,0.2628642823650787,numerical instability,False
LHS48261,693168,True,0.5567554885522477,0.0299999999999966,450.0,True,False,False,1100.0,0.1262127534822537,0.003310042571953,numerical instability,False
LHS20037,693168,True,0.9270712909982732,0.0299999999999966,450.0,False,True,False,1100.0,0.6353823577755994,0.0141049511874758,,False
LHS10856,693168,True,0.005820242241126,0.0,150.0,True,False,False,1150.0,5.21994903148869e-07,0.2793659815917881,numerical instability,False
LHS48624,693168,True,0.011719017022834,0.0,100.0,True,False,False,1200.0,5.079923766318678e-07,0.3281479773419659,numerical instability,False
LHS45508,693168,True,0.062390651651902,0.0052999999999994,100.0,True,False,False,1200.0,8.054154138441573e-07,0.2831365033632178,numerical instability,False
LHS40598,693168,True,0.739382051546922,0.0299999999999966,100.0,True,False,False,1200.0,5.905709836950506e-07,0.2430084837369427,numerical instability,False
LHS46837,693168,True,0.7158685507550375,0.0299999999999966,250.0,True,False,False,1100.0,0.0682796179807926,0.0579163109830596,numerical instability,False
LHS20973,693168,True,0.5442876971713351,0.0299999999999966,350.0,True,False,False,1100.0,0.0942682428112387,0.0708416372375165,numerical instability,False
LHS22895,693168,True,0.5877737624722816,0.0299999999999966,350.0,True,False,False,1100.0,0.0724805313628574,0.0126043321346924,numerical instability,False
LHS31580,693168,True,0.8053032887376914,0.0299999999999966,400.0,True,False,False,1100.0,0.0816293858007844,0.011825420437182,numerical instability,False
LHS48641,693168,True,0.7253205424567886,0.0299999999999966,500.0,False,False,False,1100.0,0.6752952185026899,0.0470099085642052,,False
LHS07089,693168,True,0.4585997181962602,0.0299999999999966,150.0,True,False,False,1150.0,0.0025068086614526,0.2265104910195226,numerical instability,False
LHS14942,693168,True,0.7638155032443813,0.0299999999999966,150.0,True,False,False,1150.0,0.0035399829357599,0.1963515580503723,numerical instability,False
LHS23589,693168,True,0.0133657250173259,0.0,100.0,True,False,False,1200.0,6.173936382312548e-07,0.334854848376835,numerical instability,False
LHS01493,693168,True,0.8212505307699971,0.0299999999999966,350.0,True,True,True,1100.0,0.0425300212080193,0.0178652899093221,,False
LHS30439,693168,True,0.0014728931927169,0.0,50.0,True,False,False,1250.0,2.673104010236138e-07,0.3410786225391406,numerical instability,False
LHS49572,693168,True,0.0244318278221259,0.0,50.0,True,False,False,1250.0,3.524130020053729e-07,0.3372417348120167,numerical instability,False
LHS24560,693168,True,0.4383455392224055,0.0299999999999966,350.0,True,False,False,1100.0,0.0019404631646808,0.0977837790596282,numerical instability,False
LHS31864,693168,True,0.0005499281644628,0.0,100.0,True,False,False,1200.0,4.896974282853189e-07,0.3617195101981885,numerical instability,False
LHS27834,693168,False,,0.0,0.0,True,False,False,1100.0,3.225326961182441e-07,0.3725440958396444,unattained interval;numerical instability;unsupported interpolation,False
LHS14395,693168,True,0.0067476015295739,0.0,150.0,True,False,False,1150.0,6.363070732863706e-07,0.3169334914572218,numerical instability,False
LHS03625,693168,True,0.7111922492147494,0.0299999999999966,200.0,True,False,False,1100.0,2.441433544486986e-06,0.2015519519983077,numerical instability,False
LHS47773,693168,True,0.0267831683333931,0.0,150.0,True,False,False,1150.0,7.222773503271019e-07,0.2717726263478708,numerical instability,False
LHS41027,693168,True,0.9143946625925128,0.0299999999999966,450.0,False,True,False,1100.0,0.3167709800462535,0.0050723047539406,,False
LHS31846,693168,True,0.4526564063110508,0.0299999999999966,400.0,True,False,False,1100.0,0.0059188991386844,0.0800057875612508,numerical instability,False
LHS28101,693168,True,0.6682460235541423,0.0299999999999966,500.0,False,False,False,1100.0,0.4853574946410661,0.0090061653522626,,False
LHS28721,693168,True,0.8400644618401973,0.0299999999999966,450.0,False,True,False,1100.0,0.4117380210428116,0.0010358500983472,,False
LHS45964,693168,True,0.0007763748644475,0.0,50.0,True,False,False,1250.0,3.0327325474870125e-07,0.3361291892140188,numerical instability,False
LHS38784,693168,True,0.7294360088093669,0.0299999999999966,500.0,False,False,False,1100.0,0.6937218991441855,0.0019078111263823,,False
LHS05138,693168,True,0.1380095438361508,0.0051999999999994,250.0,True,False,False,1100.0,8.507987187246447e-07,0.224000191296059,numerical instability,False
LHS21579,693168,True,0.0012883085818516,0.0,150.0,True,False,False,1150.0,4.956641220741781e-07,0.3341566291334136,numerical instability,False
LHS44459,693168,True,0.8684191587861803,0.0299999999999966,450.0,False,True,False,1100.0,0.5524054578350314,0.0203915512817432,,False
LHS42715,693168,True,0.6917921684253039,0.0299999999999966,350.0,True,False,False,1100.0,0.1847624821605151,0.0313283180953575,numerical instability,False
LHS42323,693168,True,0.0021208806439937,0.0,50.0,True,False,False,1250.0,4.436110811464763e-07,0.33270423267126,numerical instability,False
LHS09796,693168,True,0.6540950778948849,0.0299999999999966,500.0,False,False,False,1100.0,0.5576194426613987,0.0105404705777487,,False
LHS41675,693168,True,0.6438144960799108,0.0299999999999966,150.0,True,False,False,1150.0,3.01952924628141e-05,0.2067466340671539,numerical instability,False
LHS45475,693168,True,0.8321583612863264,0.0299999999999966,200.0,True,True,True,1100.0,0.012034153183375,0.0789920593873864,,False
LHS20031,693168,True,0.8892689938100893,0.0299999999999966,450.0,False,True,False,1100.0,0.3510870499571509,0.0055922379593444,,False
LHS12018,693168,True,-0.0008561132193529,0.0,50.0,True,False,False,1250.0,3.98050349213921e-07,0.3341183586237019,numerical instability,False
LHS05002,693168,True,0.898014050946254,0.0299999999999966,450.0,False,True,False,1100.0,0.8007334490588014,0.0170150787676912,,False
LHS01961,693168,True,0.5152413941575652,0.0299999999999966,400.0,True,False,False,1100.0,0.3300682605539398,0.0084071695808423,numerical instability,False
LHS34250,693168,True,0.0029495318950019,0.0,200.0,True,False,False,1100.0,6.633527310680438e-07,0.325295558214504,numerical instability,False
LHS05200,693168,True,0.1501023968272516,0.0121999999999986,150.0,True,False,False,1150.0,5.365344564695524e-07,0.2595624795740303,numerical instability,False
LHS31985,693168,True,0.0176643168430491,0.0,200.0,True,False,False,1100.0,5.626094526427392e-07,0.2693313759152268,numerical instability,False
LHS23668,693168,True,0.8086196975527908,0.0299999999999966,500.0,False,False,False,1100.0,0.942092467643879,0.0170198475052035,,False
LHS34651,693168,True,0.7791822348006561,0.0299999999999966,150.0,True,False,False,1150.0,1.0924742153612727e-05,0.192769870358607,numerical instability,False
LHS26872,693168,True,0.7041081751566087,0.0299999999999966,450.0,False,True,False,1100.0,0.6151282697786137,0.0225627031242441,,False
LHS18138,693168,True,0.6535614164816799,0.0299999999999966,300.0,True,True,True,1100.0,0.0042427297088642,0.09320557871134,,False
LHS15533,693168,True,0.7404292054675372,0.0299999999999966,250.0,True,False,False,1100.0,0.3788460607080243,0.112807656509137,numerical instability,False
LHS01125,693168,True,0.0124564474527248,0.0,50.0,True,False,False,1250.0,4.391152075349529e-07,0.2994685223338316,numerical instability,False
LHS31059,693168,True,0.2312718827165808,0.0251999999999972,400.0,True,False,False,1100.0,0.0050783627457601,0.0724909557561646,numerical instability,False
LHS37709,693168,True,0.0046736907555123,0.0,150.0,True,False,False,1150.0,6.185203343154873e-07,0.30528613665483,numerical instability,False
LHS14791,693168,True,0.3938199258150328,0.0299999999999966,200.0,True,False,False,1100.0,0.0008599800928756,0.1691445535583343,numerical instability,False
LHS47444,693168,False,,0.0,0.0,True,False,False,1100.0,2.946661462093743e-07,0.3907096946839964,unattained interval;numerical instability;unsupported interpolation,False
LHS31966,693168,True,-0.0027897645446564,0.0,50.0,True,False,False,1250.0,3.320576095719043e-07,0.3580467102653025,numerical instability,False
LHS39576,693168,True,0.4308102610961326,0.0234999999999974,150.0,True,False,False,1150.0,0.0008782417044622,0.2496934547204293,numerical instability,False
LHS34155,693168,True,0.0060887689193648,0.0,100.0,True,False,False,1200.0,7.381586192925261e-07,0.2955457960278613,numerical instability,False
LHS23118,693168,True,0.300622982068959,0.0209999999999976,100.0,True,False,False,1200.0,8.59381521943556e-07,0.2701736433133644,numerical instability,False
LHS07727,693168,True,0.7894556768540348,0.0299999999999966,300.0,True,False,False,1100.0,0.0145783400349902,0.0397481387002144,numerical instability,False
LHS02074,693168,True,0.8530794571945378,0.0299999999999966,450.0,True,False,False,1100.0,0.2483920189991129,0.0122077892830545,numerical instability,False
LHS47578,693168,True,0.6214125556853092,0.0299999999999966,500.0,False,False,False,1100.0,0.8233074798774443,0.0018648805317545,,False
LHS37236,693168,False,,0.0,0.0,True,False,False,1100.0,2.764333572223758e-07,0.3835853295997743,unattained interval;numerical instability;unsupported interpolation,False
LHS45656,693168,True,0.382742271006487,0.0288999999999968,300.0,True,False,False,1100.0,5.499669627998058e-07,0.2145090327351091,numerical instability,False
LHS24959,693168,True,0.8629353753496171,0.0299999999999966,250.0,True,True,True,1100.0,0.0491405945572602,0.0200007300654698,,False
LHS36583,693168,True,0.044428864062349,0.0,100.0,True,False,False,1200.0,6.904254997863344e-07,0.3173226859069111,numerical instability,False
