property_id,candidate_id,exact_two_attained,reduction_TS_exact,span_TS_20_exact,Chen_window_width_C_exact,lower_boundary_present_exact,upper_boundary_present_exact,two_step_pass_exact,success_T2_C,closed_fraction_switch_exact,closed_accommodation_fraction_exact,two_artifact_reasons,topology_parameters_modified
LHS40171,693168,True,0.8552616211661063,0.0299999999999966,150.0,True,True,True,1100.0,1.1033785359408845e-06,0.1687327627226483,,False
LHS23779,693168,True,0.001094388212035,0.0,100.0,True,False,False,1200.0,0.0003166395923136,0.3138340510687916,numerical instability,False
LHS31695,693168,True,0.7018586976404828,0.0299999999999966,350.0,True,False,False,1100.0,0.2786312241550241,0.0336026009121747,numerical instability,False
LHS24397,693168,True,0.5839924218668069,0.0299999999999966,300.0,True,False,False,1100.0,0.0594865823739704,0.0361722841713482,numerical instability,False
LHS19998,693168,True,0.0076799233002716,0.0,100.0,True,False,False,1200.0,6.344818032145242e-07,0.3406490733413819,numerical instability,False
LHS09298,693168,True,0.0131844879944309,0.0,50.0,True,False,False,1250.0,2.098643969073634e-07,0.3143110234908325,numerical instability,False
LHS23880,693168,True,0.6803813593833472,0.0299999999999966,200.0,True,False,False,1100.0,0.000241218567196,0.1375892656225537,numerical instability,False
LHS35449,693168,True,0.2520257189890413,0.0227999999999974,200.0,True,False,False,1100.0,0.0026142669271518,0.2104581656799982,numerical instability,False
LHS13184,693168,True,0.8611584154074043,0.0299999999999966,200.0,True,True,True,1100.0,0.0234818209781277,0.0535875377121026,,False
LHS12780,693168,True,0.0085210859640262,0.0,200.0,True,False,False,1100.0,8.263724652048592e-07,0.3253379841344737,numerical instability,False
LHS43951,693168,False,,0.0,0.0,True,False,False,1100.0,1.4019506123465372e-07,0.3844775695102995,unattained interval;numerical instability;unsupported interpolation,False
LHS49994,693168,True,0.7198185592436059,0.0299999999999966,400.0,True,True,True,1100.0,0.0619422504281188,0.0225442473281668,,False
LHS42918,693168,True,0.7147994783032414,0.0299999999999966,450.0,True,False,False,1100.0,0.1690125358827094,0.0170834967446788,numerical instability,False
LHS15777,693168,True,0.8938505217132369,0.0299999999999966,450.0,False,True,False,1100.0,0.6172099226902308,0.0140185555893872,,False
LHS46423,693168,True,0.7842606306824058,0.0299999999999966,400.0,True,True,True,1100.0,0.2054502345296468,0.003490998619068,,False
LHS46072,693168,True,0.6810716523993391,0.0299999999999966,400.0,True,True,True,1100.0,0.1044981106465766,0.0076202731248869,,False
LHS49207,693168,True,0.6272595233512042,0.0299999999999966,150.0,True,False,False,1150.0,0.0006456336931169,0.2082760366800029,numerical instability,False
LHS03651,693168,True,0.5905107773125089,0.0299999999999966,250.0,True,False,False,1100.0,0.0071278324914393,0.1028269759783187,numerical instability,False
LHS17537,693168,True,0.0081906833816873,0.0,100.0,True,False,False,1200.0,3.685474720069076e-07,0.3384432190190378,numerical instability,False
LHS03426,693168,True,0.0111502888917771,0.0,0.0,True,False,False,1300.0,3.402601353847257e-07,0.3355189149348289,numerical instability,False
LHS19660,693168,True,0.8352769870304765,0.0299999999999966,450.0,False,True,False,1100.0,0.8283213976830747,0.0170106442610889,,False
LHS14994,693168,True,0.7367148700711482,0.0299999999999966,300.0,True,False,False,1100.0,0.1745663445435961,0.0258690337647102,numerical instability,False
LHS09922,693168,False,,0.0,0.0,True,False,False,1100.0,1.963139565901034e-07,0.3957795113988126,unattained interval;numerical instability;unsupported interpolation,False
LHS36085,693168,True,0.8361852708772467,0.0299999999999966,450.0,False,True,False,1100.0,0.861802667540596,0.000601617908617,,False
LHS08888,693168,True,0.4478716815496086,0.0299999999999966,300.0,True,False,False,1100.0,0.0995105848658189,0.094141736715952,numerical instability,False
LHS35796,693168,True,0.7271720493237588,0.0299999999999966,100.0,True,False,False,1200.0,0.0013822336163306,0.2279835146917541,numerical instability,False
LHS44230,693168,True,0.8146599551481295,0.0299999999999966,450.0,False,True,False,1100.0,0.7972026207030461,0.0170151735830813,,False
LHS33406,693168,True,0.3808076939953564,0.0299999999999966,350.0,True,False,False,1100.0,0.007733748754325,0.056510410224424,numerical instability,False
LHS38847,693168,True,-0.0045792924284684,0.0,50.0,True,False,False,1250.0,1.958918285346582e-05,0.3329748765916759,numerical instability,False
LHS28429,693168,True,0.6058932436661713,0.0299999999999966,450.0,True,False,False,1100.0,0.0871750504304244,0.0238780648261357,numerical instability,False
LHS27397,693168,True,0.0049727289825666,0.0,200.0,True,False,False,1100.0,4.674950549975758e-07,0.3419136379650415,numerical instability,False
LHS28013,693168,True,0.6420743272216674,0.0299999999999966,500.0,False,False,False,1100.0,0.8765797249561457,0.0064724471332609,,False
LHS06669,693168,True,0.5465071090775832,0.0299999999999966,300.0,True,False,False,1100.0,0.0742347638794336,0.0837661905442621,numerical instability,False
LHS08587,693168,True,0.455593395504051,0.0299999999999966,350.0,True,False,False,1100.0,0.4333160920676218,0.0661061728718581,numerical instability,False
LHS05966,693168,True,0.5213188906761543,0.0299999999999966,300.0,True,False,False,1100.0,0.0029151907992341,0.1599194330291073,numerical instability,False
LHS03671,693168,True,0.0149997176921076,0.0,50.0,True,False,False,1250.0,6.846313261377324e-07,0.3418259729120713,numerical instability,False
LHS15655,693168,True,0.786998037766208,0.0299999999999966,400.0,True,True,True,1100.0,0.1876899973669015,0.001705495873483,,False
LHS22131,693168,True,0.5471769627597176,0.0299999999999966,150.0,True,False,False,1150.0,0.1500927317610795,0.1831395763517682,numerical instability,False
LHS14241,693168,True,0.5152451767322481,0.0299999999999966,500.0,False,False,False,1100.0,0.8693934445238805,0.0047123011139501,,False
LHS40654,693168,True,0.6652971991371293,0.0299999999999966,250.0,True,False,False,1100.0,0.0113597365584822,0.1092364259463312,numerical instability,False
LHS24108,693168,True,0.6421963463962213,0.0299999999999966,150.0,True,False,False,1150.0,0.0101004237682141,0.2091711883750773,numerical instability,False
LHS15751,693168,True,0.715810120767167,0.0299999999999966,450.0,False,True,False,1100.0,0.5693623050031423,0.0066806483982828,,False
LHS17115,693168,True,0.3741470598540684,0.0299999999999966,400.0,True,False,False,1100.0,0.0020371081517356,0.0891229285306613,numerical instability,False
LHS01658,693168,True,0.0135598222908281,0.0,200.0,True,False,False,1100.0,8.602189813269814e-07,0.2676444122614823,numerical instability,False
LHS35958,693168,True,0.0175082929134189,0.0,150.0,True,False,False,1150.0,6.764352711775647e-07,0.310401339110366,numerical instability,False
LHS31096,693168,False,,0.0,0.0,True,False,False,1100.0,5.396331483346773e-07,0.3923417005353489,unattained interval;numerical instability;unsupported interpolation,False
LHS15308,693168,True,0.8169151978873714,0.0299999999999966,450.0,False,True,False,1100.0,0.6189894895467815,0.0140994854930525,,False
LHS02599,693168,True,0.9243124329714854,0.0299999999999966,250.0,True,True,True,1100.0,0.0213883054722969,0.0391082582245192,,False
LHS38055,693168,False,,0.0,0.0,True,False,False,1100.0,1.839191870266337e-07,0.3809699750450412,unattained interval;numerical instability;unsupported interpolation,False
LHS03676,693168,True,0.5464026287966868,0.0299999999999966,450.0,True,False,False,1100.0,0.2438634229810645,0.0151775928769034,numerical instability,False
LHS05688,693168,True,0.8804523063297619,0.0299999999999966,400.0,True,True,True,1100.0,0.3259663634840435,0.0281962177619874,,False
LHS48556,693168,True,0.386745451691349,0.0299999999999966,300.0,True,False,False,1100.0,0.0062010183177953,0.1172757862725913,numerical instability,False
LHS19768,693168,False,,0.0,0.0,True,False,False,1100.0,2.7448364024401413e-07,0.3754547519276627,unattained interval;numerical instability;unsupported interpolation,False
LHS36676,693168,True,0.5097150808413038,0.0299999999999966,450.0,True,False,False,1100.0,0.0233531351895872,0.035826561342704,numerical instability,False
LHS48049,693168,True,0.6771576381568711,0.0299999999999966,200.0,True,False,False,1100.0,0.0025655619229127,0.1351041136540073,numerical instability,False
LHS15821,693168,True,0.1077554276790403,0.0,300.0,True,False,False,1100.0,1.9696854013910716e-06,0.163597645142841,numerical instability,False
LHS00215,693168,True,0.8458723192528298,0.0299999999999966,200.0,True,True,True,1100.0,0.0142772047428265,0.0518820825153634,,False
LHS23928,693168,True,0.004095599455074,0.0,50.0,True,False,False,1250.0,2.9518969923952885e-07,0.3274927838307351,numerical instability,False
LHS07440,693168,True,0.8601169165446756,0.0299999999999966,400.0,True,True,True,1100.0,0.3060872620825791,0.0237982936178151,,False
LHS03177,693168,True,0.4855896507663523,0.0299999999999966,350.0,True,False,False,1100.0,0.0004103705994103,0.125106845264429,numerical instability,False
LHS35840,693168,True,0.9187854013518668,0.0299999999999966,450.0,False,True,False,1100.0,0.6835068003837319,0.0141077413002387,,False
LHS11832,693168,False,,0.0,0.0,True,False,False,1100.0,4.538624287597452e-07,0.356323470631859,unattained interval;numerical instability;unsupported interpolation,False
LHS21540,693168,True,0.0299975652182968,0.0,250.0,True,False,False,1100.0,6.945658785566668e-07,0.2520692380746475,numerical instability,False
LHS01395,693168,True,0.4589901356103325,0.0299999999999966,450.0,True,False,False,1100.0,0.0096758986186574,0.1403608292248763,numerical instability,False
LHS31175,693168,True,0.0077871868723266,0.0,50.0,True,False,False,1250.0,2.2007967393303398e-07,0.3331968645274809,numerical instability,False
LHS25829,693168,True,0.6971765405252917,0.0299999999999966,400.0,True,False,False,1100.0,0.2884588549088657,0.0293263387094149,numerical instability,False
LHS38991,693168,True,0.9125223673762948,0.0299999999999966,100.0,True,True,True,1150.0,0.0030828795244451,0.1360711227544037,,False
LHS36087,693168,True,0.3995772570110726,0.0299999999999966,300.0,True,False,False,1100.0,1.3493801368813377e-06,0.1822206599443881,numerical instability,False
LHS21779,693168,True,0.8352829216363415,0.0299999999999966,500.0,False,False,False,1100.0,0.6165556695732566,0.0141310818570429,,False
LHS37533,693168,False,,0.0,0.0,True,False,False,1100.0,3.512278352615301e-07,0.3456008012314197,unattained interval;numerical instability;unsupported interpolation,False
LHS06814,693168,True,0.0072990095754104,0.0,250.0,True,False,False,1100.0,5.837549302861962e-07,0.2803300117357262,numerical instability,False
LHS37879,693168,True,0.6082322427654889,0.0299999999999966,250.0,True,False,False,1100.0,0.0012828131911965,0.1415531836526215,numerical instability,False
LHS46954,693168,True,0.6864553740802792,0.0299999999999966,100.0,True,False,False,1200.0,5.235082520004832e-05,0.2487789890754043,numerical instability,False
LHS46030,693168,True,0.0142041425084002,0.0,100.0,True,False,False,1200.0,0.0375661509369577,0.2784334955979929,numerical instability,False
LHS01327,693168,True,0.0047300833048621,0.0,50.0,True,False,False,1250.0,4.1770553270967675e-07,0.3205108657026819,numerical instability,False
LHS40335,693168,True,0.336406957854291,0.0230999999999974,100.0,True,False,False,1200.0,5.961501164359369e-07,0.2900456036488281,numerical instability,False
LHS19117,693168,True,0.5190734745834604,0.0299999999999966,250.0,True,False,False,1100.0,0.0044785946944718,0.1606019271590232,numerical instability,False
LHS11885,693168,True,0.4427253761962972,0.0299999999999966,500.0,False,False,False,1100.0,0.556723664027582,0.0144208678917039,,False
LHS09051,693168,True,0.0036182860749794,0.0,150.0,True,False,False,1150.0,7.132319238889401e-07,0.3106937786473135,numerical instability,False
LHS35813,693168,True,0.0018827403960659,0.0,250.0,True,False,False,1100.0,3.437296628420555e-07,0.2605074129668688,numerical instability,False
LHS10240,693168,True,0.0488074701118553,0.0074999999999991,150.0,True,False,False,1150.0,0.0027168657856539,0.2692733482000275,numerical instability,False
LHS03705,693168,True,0.8380507498344159,0.0299999999999966,450.0,False,True,False,1100.0,0.6766864109306064,0.0170163300859647,,False
LHS46465,693168,True,0.8419519839590126,0.0299999999999966,200.0,True,True,True,1100.0,0.0037781355345225,0.0895004393810051,,False
LHS49257,693168,True,-0.0051274625339419,0.0,50.0,True,False,False,1250.0,5.038376361887083e-07,0.3670924372313482,numerical instability,False
LHS48053,693168,True,0.0048100957706843,0.0,0.0,True,False,False,1300.0,5.2987564545201e-07,0.3671534759303312,numerical instability,False
LHS17076,693168,True,0.0105173077786615,0.0,100.0,True,False,False,1200.0,5.257592031332213e-07,0.3290190032075955,numerical instability,False
LHS03305,693168,True,0.4596532214551586,0.0299999999999966,200.0,True,False,False,1100.0,8.60532791993365e-07,0.2088326787988038,numerical instability,False
LHS47502,693168,True,0.0259431041872789,0.0,50.0,True,False,False,1250.0,3.834843602555071e-07,0.3426905704531964,numerical instability,False
LHS08657,693168,True,0.0157529953864509,0.0,250.0,True,False,False,1100.0,6.042572904931054e-07,0.3026899982279117,numerical instability,False
LHS07469,693168,True,0.831379342628413,0.0299999999999966,350.0,True,True,True,1100.0,0.011783639352503,0.0545064402714005,,False
LHS06741,693168,False,0.0033120380789452,0.0,0.0,True,False,False,1300.0,3.017479120705838e-07,0.3588726508949523,unattained interval;numerical instability;unsupported interpolation,False
LHS05943,693168,True,0.4474807059290889,0.0299999999999966,350.0,True,False,False,1100.0,0.0084343271802706,0.0808082425183887,numerical instability,False
LHS33893,693168,True,0.7515434415728268,0.0299999999999966,450.0,False,True,False,1100.0,0.2243198578872613,0.0111601818777382,,False
LHS40462,693168,False,,0.0,0.0,True,False,False,1100.0,2.955187305209368e-07,0.3726204024538031,unattained interval;numerical instability;unsupported interpolation,False
LHS47390,693168,True,0.0025361513830413,0.0,250.0,True,False,False,1100.0,4.398126902825628e-07,0.288142637566939,numerical instability,False
LHS03312,693168,True,0.5346295185255421,0.0299999999999966,400.0,True,False,False,1100.0,0.0040299769945572,0.0665388589565281,numerical instability,False
LHS01501,693168,True,0.8081937280265775,0.0299999999999966,250.0,True,False,False,1100.0,0.0532519356011541,0.0186348178003389,numerical instability,False
LHS11227,693168,True,0.3223172424028191,0.0299999999999966,450.0,True,False,False,1100.0,0.0327348621339651,0.0587900922108047,numerical instability,False
LHS44895,693168,True,-0.0027721286473336,0.0,50.0,True,False,False,1250.0,3.687805844241146e-07,0.3505798201876856,numerical instability,False
LHS18464,693168,False,,0.0,0.0,True,False,False,1100.0,2.52957167251441e-07,0.3982289979067087,unattained interval;numerical instability;unsupported interpolation,False
LHS15320,693168,True,0.8505935479344339,0.0299999999999966,400.0,True,True,True,1100.0,0.2795379879591966,0.0260292539828744,,False
LHS38774,693168,True,0.8092778415346324,0.0299999999999966,500.0,False,False,False,1100.0,0.8969461418096987,0.0170147430721873,,False
LHS04716,693168,True,0.7202999742121188,0.0299999999999966,200.0,True,False,False,1100.0,0.467455546844281,0.1464005749354552,numerical instability,False
LHS06514,693168,True,0.7417190773720723,0.0299999999999966,200.0,True,True,True,1100.0,0.0021267549742311,0.1265156652399405,,False
LHS14206,693168,True,0.3866670696198575,0.0293999999999967,200.0,True,False,False,1100.0,0.0011237245148037,0.2109180523706399,numerical instability,False
LHS27669,693168,False,,0.0,0.0,True,False,False,1100.0,2.880837299062071e-07,0.3743159089632252,unattained interval;numerical instability;unsupported interpolation,False
LHS01699,693168,True,0.6820597090391978,0.0299999999999966,500.0,False,False,False,1100.0,0.5312468487059985,0.00333939299299,,False
LHS04298,693168,True,0.6281496640310189,0.0299999999999966,400.0,True,False,False,1100.0,0.0038476424565746,0.080412506140785,numerical instability,False
LHS42563,693168,True,0.0288444184465297,0.0,200.0,True,False,False,1100.0,6.970747959079614e-07,0.2887304207220134,numerical instability,False
LHS16652,693168,True,0.9194655787465784,0.0299999999999966,450.0,False,True,False,1100.0,0.3996547766600885,0.0142374341911612,,False
LHS42683,693168,False,,0.0,0.0,True,False,False,1100.0,2.91936389944123e-07,0.394125857943323,unattained interval;numerical instability;unsupported interpolation,False
LHS42084,693168,True,0.8568294469656778,0.0299999999999966,250.0,True,True,True,1100.0,0.0386598572592952,0.0496202848493382,,False
LHS25904,693168,True,0.5638530738923668,0.0299999999999966,250.0,True,False,False,1100.0,0.0075403615060086,0.1254670913632147,numerical instability,False
LHS16462,693168,True,0.8063931245275032,0.0299999999999966,350.0,True,True,True,1100.0,0.2718419876764559,0.0332661208366396,,False
LHS24318,693168,True,0.623535370686098,0.0299999999999966,450.0,True,False,False,1100.0,0.5063973247439806,0.0317989531194228,numerical instability,False
LHS26324,693168,True,0.3764163880137676,0.0299999999999966,300.0,True,False,False,1100.0,0.3149548371909224,0.1543192570715152,numerical instability,False
LHS49556,693168,True,0.0299076096534303,0.0,200.0,True,False,False,1100.0,5.296147389269761e-07,0.2606239377890696,numerical instability,False
LHS35018,693168,True,0.0002764796920918,0.0,0.0,True,False,False,1300.0,4.5176187924229547e-07,0.3733071690255,numerical instability,False
LHS06709,693168,True,0.4719886273930875,0.0299999999999966,500.0,False,False,False,1100.0,0.5488950330831247,0.014002902280244,,False
LHS22425,693168,True,0.2913235616933856,0.0286999999999968,300.0,True,False,False,1100.0,0.0020338553679785,0.2002825064605365,numerical instability,False
LHS04565,693168,True,0.7966665149600949,0.0299999999999966,350.0,True,True,True,1100.0,0.1435200316667947,0.0357567313084798,,False
LHS41060,693168,True,0.7604326005090036,0.0299999999999966,450.0,False,True,False,1100.0,0.8369141801010027,0.0011833579588597,,False
LHS33095,693168,True,0.6795751689270642,0.0299999999999966,400.0,True,True,True,1100.0,0.0331625191174697,0.0256355703239989,,False
LHS25089,693168,True,0.0102489861395701,0.0,250.0,True,False,False,1100.0,6.415230240722564e-07,0.2307741604122807,numerical instability,False
LHS46177,693168,True,0.6494084979865826,0.0299999999999966,350.0,True,False,False,1100.0,0.0883237002481354,0.1134761676696953,numerical instability,False
LHS25383,693168,True,0.2427951488107763,0.017899999999998,100.0,True,False,False,1200.0,9.725189839373863e-07,0.2420775538306082,numerical instability,False
LHS02405,693168,True,0.011702686684182,0.0,150.0,True,False,False,1150.0,4.839441962431531e-07,0.3003500618038017,numerical instability,False
LHS28203,693168,True,0.5205691595451627,0.0299999999999966,450.0,True,False,False,1100.0,0.0627856423575795,0.0381293749900586,numerical instability,False
LHS46854,693168,True,0.933756497285152,0.0299999999999966,450.0,False,True,False,1100.0,0.6507422068765927,0.0141034553145984,,False
LHS02694,693168,True,0.0185006166765153,0.0,150.0,True,False,False,1150.0,1.719846928088447e-07,0.307050679908724,numerical instability,False
LHS26225,693168,True,0.6590568355867448,0.0299999999999966,250.0,True,False,False,1100.0,0.0038688241014333,0.1371560116971813,numerical instability,False
LHS15235,693168,True,0.667167204659094,0.0299999999999966,400.0,True,True,True,1100.0,0.1983904905765298,0.0030218619083359,,False
LHS08401,693168,True,0.670429681424245,0.0299999999999966,150.0,True,False,False,1150.0,6.560766294170723e-07,0.2272792637660284,numerical instability,False
LHS24256,693168,True,-0.001584583258563,0.0,0.0,True,False,False,1300.0,3.134562644845141e-07,0.3621881877769762,numerical instability,False
LHS26515,693168,True,0.0109259305546056,0.0,150.0,True,False,False,1150.0,2.765140648718349e-07,0.2974643405507937,numerical instability,False
LHS16103,693168,True,0.3954007837858807,0.0299999999999966,300.0,True,False,False,1100.0,0.0067806405804958,0.1307795178262107,numerical instability,False
LHS18984,693168,True,0.4606127354658517,0.0299999999999966,300.0,True,False,False,1100.0,0.0025475346872811,0.1592458321289472,numerical instability,False
LHS39217,693168,True,0.6111091028349511,0.0299999999999966,350.0,True,False,False,1100.0,0.3898489062362547,0.089536485793872,numerical instability,False
LHS21068,693168,True,0.0068815477136437,0.0,50.0,True,False,False,1250.0,6.425452077882236e-07,0.3429430080362671,numerical instability,False
LHS06863,693168,True,0.5251530839751188,0.0299999999999966,300.0,True,False,False,1100.0,0.0017094993610432,0.2064517219101423,numerical instability,False
LHS07498,693168,True,0.7289635991918793,0.0299999999999966,200.0,True,False,False,1100.0,0.0064560434024748,0.1020814751192799,numerical instability,False
LHS08264,693168,True,0.0049666812108035,0.0,0.0,True,False,False,1300.0,2.604148192895765e-07,0.3764945728222454,numerical instability,False
LHS40086,693168,True,0.4809632797451063,0.0299999999999966,250.0,True,False,False,1100.0,8.537720071027583e-05,0.1123496691029036,numerical instability,False
LHS32201,693168,True,0.3954497826642015,0.0299999999999966,400.0,True,False,False,1100.0,0.0794852928804698,0.0197184289758964,numerical instability,False
LHS36195,693168,True,0.9373474654996544,0.0299999999999966,200.0,True,True,True,1100.0,0.0177027078261618,0.0370688867246828,,False
LHS47003,693168,True,0.656571237755827,0.0299999999999966,150.0,True,False,False,1150.0,0.3856345811553303,0.2147199471950163,numerical instability,False
LHS00520,693168,True,0.0228074315857425,0.0,100.0,True,False,False,1200.0,8.027783533656786e-07,0.3354977458004702,numerical instability,False
LHS30664,693168,True,0.0392020387341277,0.0,100.0,True,False,False,1200.0,7.650440461139047e-07,0.3149174261531303,numerical instability,False
LHS12200,693168,True,0.7504422375081679,0.0299999999999966,450.0,False,True,False,1100.0,0.6154394731986864,0.0141211420651757,,False
LHS27964,693168,True,0.5234581447123989,0.0299999999999966,500.0,False,False,False,1100.0,0.2175491549858427,0.0257657147067991,numerical instability,False
LHS02442,693168,True,0.1141788269143453,0.0073999999999991,100.0,True,False,False,1200.0,6.296692561768947e-07,0.2584114763764286,numerical instability,False
LHS14470,693168,True,0.5179657832000365,0.0299999999999966,250.0,True,False,False,1100.0,3.998060403517571e-07,0.222857507653916,numerical instability,False
LHS32680,693168,True,0.432215582795767,0.0299999999999966,500.0,False,False,False,1100.0,0.9185414725719128,0.0265344633624469,,False
LHS29395,693168,True,0.0376247720531569,0.0033999999999996,250.0,True,False,False,1100.0,5.886567497956906e-07,0.2610252503696478,numerical instability,False
LHS33435,693168,True,0.4079766675728734,0.0299999999999966,450.0,True,False,False,1100.0,0.0989803751998369,0.0123782607340542,numerical instability,False
LHS04427,693168,True,0.0004945890494723,0.0,150.0,True,False,False,1150.0,3.520733148495059e-07,0.334664023162124,numerical instability,False
LHS32300,693168,True,0.0625963495171404,0.0,200.0,True,False,False,1100.0,4.584688892015954e-07,0.2259505624200831,numerical instability,False
LHS16049,693168,True,0.8433438852705211,0.0299999999999966,200.0,True,True,True,1100.0,0.0052591026747555,0.0824860379871696,,False
LHS27760,693168,True,0.6661929566090703,0.0299999999999966,150.0,True,False,False,1150.0,2.8337894205287425e-07,0.2269343372313734,numerical instability,False
LHS02813,693168,True,0.006500701996037,0.0,200.0,True,False,False,1100.0,5.89563113995119e-07,0.2782025340501291,numerical instability,False
LHS20050,693168,True,0.5656202030398865,0.0299999999999966,500.0,False,False,False,1100.0,0.7596980194610113,0.0020380747108445,,False
LHS11747,693168,True,0.0040914369312579,0.0,0.0,True,False,False,1300.0,1.9464060980737186e-07,0.3687646008270839,numerical instability,False
LHS18670,693168,True,0.5519971019744019,0.0299999999999966,250.0,True,False,False,1100.0,0.0042620190854137,0.1444505026442342,numerical instability,False
LHS39684,693168,True,0.9212346256599458,0.0299999999999966,450.0,False,True,False,1100.0,0.5830157404476486,0.0131866844525923,,False
LHS35917,693168,True,0.0585272553620201,0.0010999999999998,150.0,True,False,False,1150.0,5.240923608107797e-07,0.2837573571824835,numerical instability,False
LHS09584,693168,False,,0.0,0.0,True,False,False,1100.0,3.736346534908207e-07,0.3524520070232544,unattained interval;numerical instability;unsupported interpolation,False
LHS33594,693168,True,0.0047535819673778,0.0,50.0,True,False,False,1250.0,4.123886206112497e-07,0.3584815063374553,numerical instability,False
LHS45453,693168,True,0.7980106704509495,0.0299999999999966,450.0,False,True,False,1100.0,0.7067029519756012,0.0003839522320644,,False
LHS16583,693168,True,-0.0051330728141552,0.0,0.0,True,False,False,1300.0,5.168592286162791e-07,0.3663965875674699,numerical instability,False
LHS07824,693168,True,0.7001052777900807,0.0299999999999966,350.0,True,False,False,1100.0,0.4502840703854235,0.0505006837126407,numerical instability,False
LHS34585,693168,True,0.0159856686039444,0.0,150.0,True,False,False,1150.0,4.7265210205587393e-07,0.3561229330335135,numerical instability,False
LHS49402,693168,True,0.8502895010436978,0.0299999999999966,450.0,False,True,False,1100.0,0.2626211689668918,0.0067901952960232,,False
LHS06593,693168,True,0.7080168611670903,0.0299999999999966,450.0,False,True,False,1100.0,0.6430520458316301,0.0179432222165983,,False
LHS33794,693168,True,0.0044209967063459,0.0,100.0,True,False,False,1200.0,4.097979134993756e-07,0.3202126432180814,numerical instability,False
LHS36495,693168,True,0.0075682633835106,0.0,200.0,True,False,False,1100.0,4.147493879578241e-07,0.3385647711205272,numerical instability,False
LHS26132,693168,True,0.5850332798380826,0.0286999999999968,150.0,True,False,False,1150.0,1.2035117666643706e-06,0.2287556639274664,numerical instability,False
LHS01429,693168,False,,0.0,0.0,True,False,False,1100.0,2.3758331408455005e-07,0.3873788877314346,unattained interval;numerical instability;unsupported interpolation,False
LHS05521,693168,True,0.0019507868602008,0.0,200.0,True,False,False,1100.0,6.978396269831429e-07,0.2787166651853698,numerical instability,False
LHS20938,693168,True,0.422300987909874,0.0299999999999966,400.0,True,False,False,1100.0,0.1124440485481032,0.0064185320375169,numerical instability,False
LHS37401,693168,True,0.8956524332523901,0.0299999999999966,450.0,False,True,False,1100.0,0.7419493071276833,0.017013602499869,,False
LHS30330,693168,True,0.031294371336215,0.0,100.0,True,False,False,1200.0,8.014303908390051e-07,0.2799524858873922,numerical instability,False
LHS37580,693168,True,0.4969444768614056,0.0274999999999969,200.0,True,True,True,1100.0,1.1822941401924412e-06,0.2305280316682991,,False
LHS43511,693168,True,0.0137498989170566,0.0,150.0,True,False,False,1150.0,2.925068126254935e-07,0.3259115738305549,numerical instability,False
LHS31095,693168,True,0.495751127791518,0.0299999999999966,350.0,True,False,False,1100.0,0.5737566253793642,0.1178610050921897,numerical instability,False
LHS05953,693168,True,0.8921379396933664,0.0299999999999966,450.0,True,False,False,1100.0,0.6139568994641669,0.0144930921653461,numerical instability,False
LHS31420,693168,False,,0.0,0.0,True,False,False,1100.0,1.8613453197295394e-07,0.3654775638793698,unattained interval;numerical instability;unsupported interpolation,False
LHS49600,693168,False,,0.0,0.0,True,False,False,1100.0,4.500269887291914e-07,0.363185477139319,unattained interval;numerical instability;unsupported interpolation,False
LHS47659,693168,True,0.8303026898439536,0.0299999999999966,300.0,True,True,True,1100.0,0.3182953116459415,0.0397088915322651,,False
LHS21078,693168,True,0.559196097567459,0.0299999999999966,500.0,False,False,False,1100.0,0.8543167946248358,0.0284559520638628,,False
LHS18560,693168,True,0.1776494865182155,0.0070999999999992,200.0,True,False,False,1100.0,2.365990652404275e-06,0.1324359842339096,numerical instability,False
LHS04857,693168,True,0.0046759673027021,0.0,0.0,True,False,False,1300.0,1.7553277374030982e-07,0.3305122663503977,numerical instability,False
LHS24369,693168,False,,0.0,0.0,True,False,False,1100.0,3.065536680689682e-07,0.3548544912350556,unattained interval;numerical instability;unsupported interpolation,False
LHS38499,693168,True,-0.0038893961052854,0.0,0.0,True,False,False,1300.0,4.548679716015682e-07,0.3819942477851023,numerical instability,False
LHS44867,693168,True,0.0707559264700744,0.0,100.0,True,False,False,1200.0,7.470998545830338e-07,0.310110395308752,numerical instability,False
LHS49570,693168,True,0.6303585497967079,0.0299999999999966,200.0,True,False,False,1100.0,0.0021460633736051,0.1843844714155599,numerical instability,False
LHS26662,693168,True,0.5976328745514057,0.0299999999999966,250.0,True,False,False,1100.0,0.0087419823603998,0.055234801290396,numerical instability,False
LHS14491,693168,True,0.8754641674051019,0.0299999999999966,450.0,False,True,False,1100.0,0.6211809800210996,0.0032480201025793,,False
LHS28389,693168,False,,0.0,0.0,True,False,False,1100.0,4.597731048902949e-07,0.3282120359415263,unattained interval;numerical instability;unsupported interpolation,False
LHS11171,693168,True,0.5232565761015247,0.0299999999999966,150.0,True,False,False,1150.0,0.0036681026373714,0.1877106208220765,numerical instability,False
LHS18248,693168,True,0.7786419353984407,0.0299999999999966,450.0,False,True,False,1100.0,0.5363195574150299,0.0063305899655096,,False
LHS21384,693168,True,0.7055630644544584,0.0299999999999966,350.0,True,False,False,1100.0,0.0177120023645965,0.0472524592057798,numerical instability,False
LHS37519,693168,True,0.3880209303349533,0.0299999999999966,250.0,True,False,False,1100.0,1.5164723449894934e-06,0.1316691119191074,numerical instability,False
LHS05838,693168,True,0.6543569204297155,0.0299999999999966,150.0,True,False,False,1150.0,0.0018695793830637,0.195995968330826,numerical instability,False
