candidate_id,Tier_B_status,closed_fraction_at_switch,Chen_window_width_C,median_high_density_reduction,key_destructive_ablations,topology_parameters_frozen,local_k_open,local_Q_density,local_k_closed,local_Q_closed,local_k_PR,local_Q_PR,local_k_sweep,local_k_sweep_damaged,local_k_sweep_connected,local_sweep_exp,local_coalescence_exp,local_k_growth,local_Q_growth,local_activity_mid,local_activity_width,local_gas_ratio,local_attached_drag,local_junction_drag,local_stress_drag,local_stress_migration,local_stress_nucleation,local_stress_PR,local_stress_shear,local_stress_tau,local_number_loss,local_exchange_rate,local_detachment,local_recapture,local_closed_transition,local_closed_capacity,local_capacity_tau,local_closed_radius_exp,local_PR_damaged,local_PR_large,local_PR_TJ,local_PR_iso,local_PR_closed,local_PR_tau,local_XJ_prod,local_XJ_tau,local_lambda_TJ,local_K_TJ,local_q_TJ,local_pore_relax,local_pore_drag_fraction,local_degree,local_cluster,local_weight_sigma,local_rho_sigma,local_G_sigma,local_connected_init,local_closed_init,local_N_regions,fast_peak_T_C,fast_hold_h,fast_fast_rate_C_min,fast_attained,fast_max_ratio,fast_median_ratio,fast_span_ge_1p2,fast_span_ge_1p5,fast_span_ge_2p0,fast_integrated_separation,fast_effect_rho_min,fast_effect_rho_max,fast_meaningful,fast_extreme_warning,fast_promotion_blocked,fast_Q_GB_diffusion,fast_D_GB_prefactor,fast_Q_surface_diffusion,fast_D_surface_prefactor,fast_Q_disconnection_nucleation,fast_v_star,fast_nu0_nucleation,fast_Q_exchange,fast_tau_exchange_prefactor,fast_Q_transport,fast_tau_transport_prefactor,fast_stress_concentration,fast_gamma_s,fast_gamma_GB,fast_zeta_eta_ratio,fast_event_strain,fast_pore_radius0,fast_pore_ln_sigma,fast_G0,fast_rho0,fast_PR_prefactor,fast_no_PR_meaningful,fast_no_nucleation_meaningful,fast_survives_causal_gate,fast_physical_plausibility,fast_selected,fast_reclassified_rejection_reason
693168,calibration-sensitive Tier B,0.6494149879062678,260.0,0.8812766736684337,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,True,1.5e-05,475000.0,0.0002284971564847,273188.57154396846,0.0002643990730911,299136.7111140697,20.0,0.0001894878672847,1.178941773956047e-09,3.654313068516273,5.981603204897138,9000.0,500000.0,0.5572353981055779,0.2241278844333358,0.0806799286227363,435.6649819948529,309.4300217087635,1.0,79.86097139056368,3.259746207045721,93.52503328163765,2.9744176982051664,252.27423221277863,0.4071890866945978,5.759127005192983e-10,4.077666750177799e-06,3.474907080998978e-07,0.0028905535661971,0.9090423597991542,100568.30369509089,3.4408530335408853,0.3985082942530416,0.1491814776723803,0.1650194349106163,0.0467095820415613,0.2405812111224004,27828933.56644,6.031050666292003,29568642.857113272,0.5349732290916859,48.22310857500472,0,0.3820787559877566,0.5721590911316753,5,0.1066203269601203,1.4051882012563102,0.036478493320319,0.3990721714004228,0.5905638802903952,0.0103870048234166,16.0,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
822940,plausible Tier B,0.0218863861583767,125.0,0.3190687505790738,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_2;topology_disabled,True,1.5e-05,475000.0,2e-06,475000.0,1e-05,250000.0,20.0,20.0,0.0,1.0,1.0,9000.0,500000.0,1180.0,70.0,0.25,30.0,10.0,1.0,1.0,0.0,0.0,0.0,1e+30,2.0,1e-07,0.0,0.0,0.0,1.0,1e+30,0.0,0.4,0.2,0.15,0.15,0.1,1e+30,0.0,1e+30,1000.0,1.0,0,0.0,0.0,2,0.0,0.25,0.12,0.05,0.6,0.0,,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
581668,calibration-sensitive Tier B,0.4603007828266633,265.0,0.3389414747772701,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;q_TJ_2;no_residual_stress,True,1.5e-05,475000.0,2e-06,475000.0,1e-05,250000.0,20.0,20.0,0.0,1.0,1.0,9000.0,500000.0,1180.0,70.0,0.25,30.0,10.0,1.0,1.0,0.0,0.0,0.0,1e+30,2.0,1e-07,0.0,0.0,0.0,1.0,1e+30,0.0,0.4,0.2,0.15,0.15,0.1,1e+30,0.0,1e+30,1000.0,1.0,0,0.0,0.0,2,0.0,0.25,0.12,0.05,0.6,0.0,,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
295003,calibration-sensitive Tier B,0.6214173509656965,290.0,0.4229626165997483,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,True,1.5e-05,475000.0,2e-06,475000.0,1e-05,250000.0,20.0,20.0,0.0,1.0,1.0,9000.0,500000.0,1180.0,70.0,0.25,30.0,10.0,1.0,1.0,0.0,0.0,0.0,1e+30,2.0,1e-07,0.0,0.0,0.0,1.0,1e+30,0.0,0.4,0.2,0.15,0.15,0.1,1e+30,0.0,1e+30,1000.0,1.0,0,0.0,0.0,2,0.0,0.25,0.12,0.05,0.6,0.0,,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
366094,calibration-sensitive Tier B,0.147090077345526,215.0,0.2309788280970066,no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_1;q_TJ_2;no_residual_stress;topology_disabled,True,1.5e-05,475000.0,2e-06,475000.0,1e-05,250000.0,20.0,20.0,0.0,1.0,1.0,9000.0,500000.0,1180.0,70.0,0.25,30.0,10.0,1.0,1.0,0.0,0.0,0.0,1e+30,2.0,1e-07,0.0,0.0,0.0,1.0,1e+30,0.0,0.4,0.2,0.15,0.15,0.1,1e+30,0.0,1e+30,1000.0,1.0,0,0.0,0.0,2,0.0,0.25,0.12,0.05,0.6,0.0,,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
85161,calibration-sensitive Tier B,0.9416338408109493,60.0,0.3954750022362947,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;no_TJ_multihit;q_TJ_0;no_residual_stress;topology_disabled,True,1.5e-05,475000.0,2e-06,475000.0,1e-05,250000.0,20.0,20.0,0.0,1.0,1.0,9000.0,500000.0,1180.0,70.0,0.25,30.0,10.0,1.0,1.0,0.0,0.0,0.0,1e+30,2.0,1e-07,0.0,0.0,0.0,1.0,1e+30,0.0,0.4,0.2,0.15,0.15,0.1,1e+30,0.0,1e+30,1000.0,1.0,0,0.0,0.0,2,0.0,0.25,0.12,0.05,0.6,0.0,,1550,8,50,True,1.7961615996597604,1.787348472050584,0.1700000000000001,0.1700000000000001,0.0,0.0983565418193242,0.75,0.9200000000000002,True,False,False,350000.0,2e-05,625000.0,0.0002,450000.0,8.000000000000001e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,True,False,False,True,True,
