property_id,behavior,evidence_level,Theta_nuc,f_nuc,f_exchange,f_transport,I_low_slow,I_low_PR_slow,Pi_PR,R_fast_screen,span_fast_1p5_screen,S_closed_growth,A_closed_fraction,M_PR_closed,Gamma_mig,reduction_TS_screen,span_TS_20_screen,Chen_window_width_C_screen
OAT0021,fast_firing,dimensionless screen paired to exact promotion,1065.1716049890672,0.9990620646851589,0.0009355929313619261,2.3423834791160097e-06,39434.82799423658,6.879774163976323e-19,3.8834138680647076e-21,1.795956817029283,0.16993613414147837,,,,,,,
OAT0022,fast_firing,dimensionless screen paired to exact promotion,1050.0611089590973,0.9990485805330668,0.0009355803038407454,1.583916309237624e-05,39434.357714078644,6.879647096767269e-19,3.590046210291952e-21,1.7945840983753252,0.1695088576719092,,,,,,,
OAT0023,fast_firing,dimensionless screen paired to exact promotion,958.1490857702403,0.9989574092131913,0.000935494924518045,0.0001070958622906132,39430.95627762802,6.878963285765497e-19,3.1398076808412315e-21,1.785847536460536,0.16678948956223816,,,,,,,
OAT0024,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
OAT0025,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
OAT0026,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,8.416413294036314,0.17,,,,,,,
OAT0027,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,3.4259571777983586,0.17,,,,,,,
OAT0028,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0029,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.262037866635229,0.0037469419842261604,,,,,,,
OAT0030,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.0864609099412041,0.0,,,,,,,
OAT0031,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.028591932401582,0.0,,,,,,,
OAT0032,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.0094739339473406,0.0,,,,,,,
OAT0033,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,5.862368934461835e-16,2.8662945448630323e-18,1.796162,0.17,,,,,,,
OAT0034,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,1.0818918960169459e-16,5.164821302555687e-19,1.796162,0.17,,,,,,,
OAT0035,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.000388384476517e-17,9.403942088128145e-20,1.796162,0.17,,,,,,,
OAT0036,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,3.705443118792011e-18,1.7753441328777995e-20,1.796162,0.17,,,,,,,
OAT0037,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0038,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,1.285229434102903e-19,1.416715866463882e-21,1.796162,0.17,,,,,,,
OAT0039,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.4731823315216068e-20,9.610716573897515e-22,1.796162,0.17,,,,,,,
OAT0040,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,5.539907479321447e-21,8.792908701290435e-22,1.796162,0.17,,,,,,,
OAT0041,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.077317753690775e-21,8.652655518866587e-22,1.796162,0.17,,,,,,,
OAT0042,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0043,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0044,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0045,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0046,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0047,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0048,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0049,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0050,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0051,fast_firing,dimensionless screen paired to exact promotion,35581.439636582,0.999971896249661,2.809334887477473e-05,1.0401464252294715e-08,39491.90014565755,6.921766794978571e-19,1.309299214718397e-19,2.216779345806884,0.17,,,,,,,
OAT0052,fast_firing,dimensionless screen paired to exact promotion,10674.4318909746,0.9999063269748509,9.363835587497253e-05,3.4669274055529904e-08,39487.770235687654,6.918719921220783e-19,3.9278976441551907e-20,2.0528350538245084,0.17,,,,,,,
OAT0053,fast_firing,dimensionless screen paired to exact promotion,3558.1439636582004,0.9997190335625052,0.00028086244915439146,1.0398834036174589e-07,39475.984491286676,6.910030229390194e-19,1.3092992147183968e-20,1.9221532156616834,0.17,,,,,,,
OAT0054,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0055,fast_firing,dimensionless screen paired to exact promotion,355.81439636581996,0.9971974224970038,0.002801540242510987,1.0372604851680134e-06,39318.873341565675,6.794944566550509e-19,1.309299214718397e-21,1.6930375641072313,0.13790118297909654,,,,,,,
OAT0056,fast_firing,dimensionless screen paired to exact promotion,106.74431890974601,0.9907187681901106,0.009277796738067173,3.4350718222031846e-06,38927.95256232711,6.514634787599738e-19,3.9278976441551917e-22,1.5859398437113612,0.10456562966836105,,,,,,,
OAT0057,fast_firing,dimensionless screen paired to exact promotion,35.581439636582,0.9726637330314364,0.027326149557177774,1.0117411385833681e-05,37923.21329488094,5.833045167570778e-19,1.3092992147183972e-22,1.4829353124186357,0.0725041345080179,,,,,,,
OAT0058,fast_firing,dimensionless screen paired to exact promotion,35160.676289218456,0.9999715599452149,2.809333942659107e-05,3.467153584712577e-07,39491.88789445509,6.92176147515205e-19,1.267181902590814e-19,2.2150430736093227,0.17,,,,,,,
OAT0059,fast_firing,dimensionless screen paired to exact promotion,10638.99356019113,0.9999060149807101,9.363832665761727e-05,3.4669263237906213e-07,39487.758873427716,6.918714989775863e-19,3.8889348406545817e-20,2.0524145510336194,0.17,,,,,,,
OAT0060,fast_firing,dimensionless screen paired to exact promotion,3555.073841803336,0.9997187909912768,0.0002808623810060948,3.4662771710025726e-07,39475.97566469617,6.910026403742585e-19,1.3058220472961841e-20,1.9220573931966896,0.17,,,,,,,
OAT0061,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0062,fast_firing,dimensionless screen paired to exact promotion,355.9022115526692,0.9971981120664689,0.0028015421797969874,3.457537341471285e-07,39318.8981557019,6.794955125331931e-19,1.3103076536518887e-21,1.6930587319487975,0.1379077717440898,,,,,,,
OAT0063,fast_firing,dimensionless screen paired to exact promotion,106.77988713280982,0.9907218310706916,0.00927782542106418,3.435082441982598e-07,38928.059826496545,6.514678359518266e-19,3.9319866266251435e-22,1.5859656249299259,0.10457365440672804,,,,,,,
OAT0064,fast_firing,dimensionless screen paired to exact promotion,35.59417425298476,0.9726732459356304,0.027326416814025024,3.372503445582494e-07,37923.52510599976,5.833157131523861e-19,1.310763663787846e-22,1.4829616771783949,0.07251234088114356,,,,,,,
OAT0065,fast_firing,dimensionless screen paired to exact promotion,1067.8265454367686,0.9990643944948135,0.0009355951131617576,1.0392024639944266e-08,39434.90899202825,6.879803062164093e-19,3.9323062149799805e-21,1.7961966699136775,0.17,,,,,,,
OAT0066,fast_firing,dimensionless screen paired to exact promotion,1067.7988713280981,0.9990643702694433,0.000935595090475394,3.464008129319287e-08,39434.90811309587,6.879802683039407e-19,3.931986626625142e-21,1.7961941674981414,0.17,,,,,,,
OAT0067,fast_firing,dimensionless screen paired to exact promotion,1067.7198103495487,0.999064301054106,0.0009355950256572185,1.039202366799677e-07,39434.905601860846,6.879801599826244e-19,3.9310747600195985e-21,1.7961870181363984,0.17,,,,,,,
OAT0068,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0069,fast_firing,dimensionless screen paired to exact promotion,1066.653631868434,0.9990633666479923,0.0009355941506127284,1.0392013948531832e-06,39434.87170023854,6.879786976482466e-19,3.9189416294658175e-21,1.7960905592633831,0.16997776314495538,,,,,,,
OAT0070,fast_firing,dimensionless screen paired to exact promotion,1063.899356019113,0.9990609441217635,0.000935591881986488,3.4639962500012294e-06,39434.78380758,6.879749064403647e-19,3.888934840654582e-21,1.7958409781346458,0.16990007778441157,,,,,,,
OAT0071,fast_firing,dimensionless screen paired to exact promotion,1056.1077995377964,0.9990540226829873,0.0009355854002578519,1.0391916754882349e-05,39434.53268916949,6.879640746516059e-19,3.8130007190834024e-21,1.7951318147487803,0.16967934149078961,,,,,,,
OAT0072,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.081494868043064,0.0,,,,,,,
OAT0073,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.1782384699124846,0.0,,,,,,,
OAT0074,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.364024203993446,0.03549151108807611,,,,,,,
OAT0075,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0076,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,2.626036390696875,0.17,,,,,,,
OAT0077,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,4.556325020940951,0.17,,,,,,,
OAT0078,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,8.26323775964667,0.17,,,,,,,
OAT0079,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.0639393425748723e-20,1.1783692932465575e-22,1.796162,0.17,,,,,,,
OAT0080,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582908e-20,3.9278976441551917e-22,1.796162,0.17,,,,,,,
OAT0081,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.0639393425748722e-19,1.178369293246557e-21,1.796162,0.17,,,,,,,
OAT0082,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0083,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.0639393425748725e-18,1.1783692932465573e-20,1.796162,0.17,,,,,,,
OAT0084,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582908e-18,3.927897644155191e-20,1.796162,0.17,,,,,,,
OAT0085,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,2.063939342574872e-17,1.1783692932465574e-19,1.796162,0.17,,,,,,,
OAT0086,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0087,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0088,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0089,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0090,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0091,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
OAT0092,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,1.796162,0.17,,,,,,,
PAIR00093,fast_firing,dimensionless screen paired to exact promotion,0.5105336666991941,0.33798231575652865,0.6617726652266503,0.00024501901682079185,18519.94283281648,1.1486899192180972e-19,3.543597130080073e-24,10.0,0.17,,,,,,,
PAIR00102,fast_firing,dimensionless screen paired to exact promotion,3.4522678398020523,0.7753953634459557,0.22452150825017622,8.312830386812427e-05,31743.38327272282,3.5592719413976187e-19,1.9541821829175517e-23,10.0,0.17,,,,,,,
PAIR00111,fast_firing,dimensionless screen paired to exact promotion,23.344500108655303,0.9589229601948381,0.04106183680357059,1.5203001591220008e-05,37684.22572265686,5.874529060706919e-19,1.0971249960337115e-22,10.0,0.17,,,,,,,
PAIR00112,fast_firing,dimensionless screen paired to exact promotion,23.344500108655303,0.9589229601948381,0.04106183680357059,1.5203001591220008e-05,37684.22572265686,5.874529060706919e-19,1.0971249960337115e-22,10.0,0.17,,,,,,,
PAIR00120,fast_firing,dimensionless screen paired to exact promotion,157.85730152219446,0.9937050422585688,0.00629262791793331,2.329823497836724e-06,39158.42724234322,6.698359430723633e-19,6.369011092684789e-22,10.0,0.17,,,,,,,
PAIR00121,fast_firing,dimensionless screen paired to exact promotion,157.85730152219446,0.9937050422585688,0.00629262791793331,2.329823497836724e-06,39158.42724234322,6.698359430723633e-19,6.369011092684789e-22,10.0,0.17,,,,,,,
PAIR00129,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00130,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00138,fast_firing,dimensionless screen paired to exact promotion,7218.132775381017,0.9998614792065592,0.00013846952558278045,5.126785798309525e-08,39483.39790950586,6.914918599681323e-19,2.674659880624651e-20,10.0,0.17,,,,,,,
PAIR00139,fast_firing,dimensionless screen paired to exact promotion,7218.132775381017,0.9998614792065592,0.00013846952558278045,5.126785798309525e-08,39483.39790950586,6.914918599681323e-19,2.674659880624651e-20,10.0,0.17,,,,,,,
PAIR00140,fast_firing,dimensionless screen paired to exact promotion,7218.132775381017,0.9998614792065592,0.00013846952558278045,5.126785798309525e-08,39483.39790950586,6.914918599681323e-19,2.674659880624651e-20,10.0,0.17,,,,,,,
PAIR00147,fast_firing,dimensionless screen paired to exact promotion,48809.56784883502,0.9999795126333482,2.047978408327346e-05,7.582568492863288e-09,39491.86324752138,6.921542235513362e-19,1.795340903927549e-19,10.0,0.17,,,,,,,
PAIR00148,fast_firing,dimensionless screen paired to exact promotion,48809.56784883502,0.9999795126333482,2.047978408327346e-05,7.582568492863288e-09,39491.86324752138,6.921542235513362e-19,1.795340903927549e-19,10.0,0.17,,,,,,,
PAIR00149,fast_firing,dimensionless screen paired to exact promotion,48809.56784883502,0.9999795126333482,2.047978408327346e-05,7.582568492863288e-09,39491.86324752138,6.921542235513362e-19,1.795340903927549e-19,10.0,0.17,,,,,,,
PAIR00156,fast_firing,dimensionless screen paired to exact promotion,330054.0441311417,0.9999969702023412,3.0286763020319875e-06,1.1213568175079476e-09,39493.35027616968,6.92278597307479e-19,8.613577512565112e-19,10.0,0.17,,,,,,,
PAIR00157,fast_firing,dimensionless screen paired to exact promotion,330054.0441311417,0.9999969702023412,3.0286763020319875e-06,1.1213568175079476e-09,39493.35027616968,6.92278597307479e-19,8.613577512565112e-19,10.0,0.17,,,,,,,
PAIR00158,fast_firing,dimensionless screen paired to exact promotion,330054.0441311417,0.9999969702023412,3.0286763020319875e-06,1.1213568175079476e-09,39493.35027616968,6.92278597307479e-19,8.613577512565112e-19,10.0,0.17,,,,,,,
PAIR00165,fast_firing,dimensionless screen paired to exact promotion,2231850.77943528,0.999999551941572,4.4789259741031935e-07,1.6583066908815523e-10,39493.613446876254,6.923019460906119e-19,3.934487055952017e-18,10.0,0.17,,,,,,,
PAIR00166,fast_firing,dimensionless screen paired to exact promotion,2231850.77943528,0.999999551941572,4.4789259741031935e-07,1.6583066908815523e-10,39493.613446876254,6.923019460906119e-19,3.934487055952017e-18,10.0,0.17,,,,,,,
PAIR00167,fast_firing,dimensionless screen paired to exact promotion,2231850.77943528,0.999999551941572,4.4789259741031935e-07,1.6583066908815523e-10,39493.613446876254,6.923019460906119e-19,3.934487055952017e-18,10.0,0.17,,,,,,,
PAIR00318,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00319,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00327,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00328,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
PAIR00336,fast_firing,dimensionless screen paired to exact promotion,1067.44318909746,0.9990640588005014,0.0009355947987936751,3.4640070493779157e-07,39434.896812542356,6.879797808582907e-19,3.9278976441551916e-21,10.0,0.17,,,,,,,
