target,feature,evidence_level,n,spearman_r,absolute_rank_score
R_fast_exact,log10_kclosed_over_kgrowth,exact,955,0.04733673415803319,0.04733673415803319
R_fast_exact,k_transport_factor,exact,955,0.04048002421823063,0.04048002421823063
R_fast_exact,Q_exchange_delta_kJ,exact,955,0.03627090909752293,0.03627090909752293
R_fast_exact,Q_closed_delta_kJ,exact,955,0.027187208949697297,0.027187208949697297
R_fast_exact,M_PR_closed,exact,955,0.02140422877141355,0.02140422877141355
R_fast_exact,k_exchange_factor,exact,955,0.02044241333366142,0.02044241333366142
R_fast_exact,k_PR_factor,exact,955,0.02015205295626466,0.02015205295626466
R_fast_exact,Q_PR_minus_Q_closed_kJ,exact,955,-0.008193620022166863,0.008193620022166863
R_fast_exact,S_closed_growth,exact,955,0.006002533182998426,0.006002533182998426
R_fast_exact,Q_PR_delta_kJ,exact,955,0.003504276580004276,0.003504276580004276
R_fast_exact,I_low_PR_slow,exact,955,-0.00027195243952853363,0.00027195243952853363
R_fast_exact,k_closed_factor,exact,955,-0.0002147323336332127,0.0002147323336332127
both_pass_exact,Q_growth_delta_kJ,exact,1903,0.16168632647237507,0.16168632647237507
both_pass_exact,Q_closed_delta_kJ,exact,1903,0.16166347192645394,0.16166347192645394
both_pass_exact,k_closed_factor,exact,1903,-0.15200865060274488,0.15200865060274488
both_pass_exact,Q_nuc_minus_Q_growth_kJ,exact,1903,-0.1336489232961904,0.1336489232961904
both_pass_exact,Q_PR_minus_Q_closed_kJ,exact,1903,-0.11952077754917693,0.11952077754917693
both_pass_exact,log10_kclosed_over_kgrowth,exact,1903,-0.11516360276022555,0.11516360276022555
both_pass_exact,S_closed_growth,exact,1903,-0.09666438607951285,0.09666438607951285
both_pass_exact,k_growth_factor,exact,1903,0.09161264547254593,0.09161264547254593
both_pass_exact,Pi_PR,exact,1903,-0.0734771702147966,0.0734771702147966
both_pass_exact,log10_kPR_over_kgrowth,exact,1903,-0.0628006619061406,0.0628006619061406
both_pass_exact,f_exchange,exact,1903,0.05031860276567851,0.05031860276567851
both_pass_exact,f_nuc,exact,1903,-0.04213555701028929,0.04213555701028929
both_pass_exact,Theta_nuc,exact,1903,-0.04213554185862023,0.04213554185862023
both_pass_exact,I_low_slow,exact,1903,-0.04176201436551105,0.04176201436551105
both_pass_exact,Q_nuc_delta_kJ,exact,1903,-0.041370744043350616,0.041370744043350616
both_pass_exact,Q_nuc_minus_Q_PR_kJ,exact,1903,-0.03779383989088542,0.03779383989088542
both_pass_exact,f_transport,exact,1903,0.03507310706482313,0.03507310706482313
both_pass_exact,k_exchange_factor,exact,1903,0.025842018524987402,0.025842018524987402
both_pass_exact,Q_nuc_minus_Q_transport_kJ,exact,1903,-0.025635965497597803,0.025635965497597803
both_pass_exact,k_nuc_factor,exact,1903,0.019789965227404574,0.019789965227404574
both_pass_exact,Q_exchange_delta_kJ,exact,1903,0.019122495974831656,0.019122495974831656
both_pass_exact,I_low_PR_slow,exact,1903,0.016739427159012787,0.016739427159012787
both_pass_exact,log10_knuc_over_ktransport,exact,1903,0.014601851235552918,0.014601851235552918
both_pass_exact,Q_transport_delta_kJ,exact,1903,-0.01401685430403133,0.01401685430403133
both_pass_exact,Q_closed_minus_Q_growth_kJ,exact,1903,0.011654574989668338,0.011654574989668338
both_pass_exact,k_PR_factor,exact,1903,0.011471505139368924,0.011471505139368924
both_pass_exact,M_PR_closed,exact,1903,0.009513684716938751,0.009513684716938751
both_pass_exact,Q_PR_delta_kJ,exact,1903,0.008139085496713206,0.008139085496713206
both_pass_exact,k_transport_factor,exact,1903,-0.003730854255053115,0.003730854255053115
fast_firing_pass_exact,S_closed_growth,exact,1903,-0.5015453460706246,0.5015453460706246
fast_firing_pass_exact,log10_kclosed_over_kgrowth,exact,1903,-0.496210518792,0.496210518792
fast_firing_pass_exact,k_growth_factor,exact,1903,0.47148203003263733,0.47148203003263733
fast_firing_pass_exact,k_closed_factor,exact,1903,-0.43175894607672466,0.43175894607672466
fast_firing_pass_exact,Q_closed_minus_Q_growth_kJ,exact,1903,0.42099982447809225,0.42099982447809225
fast_firing_pass_exact,Q_closed_delta_kJ,exact,1903,0.4073786151579051,0.4073786151579051
fast_firing_pass_exact,log10_kPR_over_kgrowth,exact,1903,-0.37841165238994523,0.37841165238994523
fast_firing_pass_exact,Q_PR_minus_Q_closed_kJ,exact,1903,-0.2688335270882552,0.2688335270882552
fast_firing_pass_exact,Q_growth_delta_kJ,exact,1903,-0.24842713146483966,0.24842713146483966
fast_firing_pass_exact,Q_transport_delta_kJ,exact,1903,-0.1865904760489668,0.1865904760489668
fast_firing_pass_exact,Q_nuc_minus_Q_growth_kJ,exact,1903,0.17334808220309847,0.17334808220309847
fast_firing_pass_exact,k_nuc_factor,exact,1903,0.14526182463234538,0.14526182463234538
fast_firing_pass_exact,log10_knuc_over_ktransport,exact,1903,0.1408448260559327,0.1408448260559327
fast_firing_pass_exact,Q_nuc_minus_Q_transport_kJ,exact,1903,0.12182215357302302,0.12182215357302302
fast_firing_pass_exact,f_transport,exact,1903,-0.06630214989886153,0.06630214989886153
fast_firing_pass_exact,k_transport_factor,exact,1903,-0.0558376013495185,0.0558376013495185
fast_firing_pass_exact,Q_exchange_delta_kJ,exact,1903,-0.05216623177640563,0.05216623177640563
fast_firing_pass_exact,Pi_PR,exact,1903,-0.03481060553195064,0.03481060553195064
fast_firing_pass_exact,Q_PR_delta_kJ,exact,1903,0.02329528290800723,0.02329528290800723
fast_firing_pass_exact,f_exchange,exact,1903,0.020422482644028624,0.020422482644028624
fast_firing_pass_exact,k_exchange_factor,exact,1903,0.016415035910466277,0.016415035910466277
fast_firing_pass_exact,k_PR_factor,exact,1903,-0.016146040314954858,0.016146040314954858
fast_firing_pass_exact,Q_nuc_minus_Q_PR_kJ,exact,1903,-0.014007729264510663,0.014007729264510663
fast_firing_pass_exact,I_low_slow,exact,1903,-0.012018358901453073,0.012018358901453073
fast_firing_pass_exact,M_PR_closed,exact,1903,-0.009038441748864054,0.009038441748864054
fast_firing_pass_exact,f_nuc,exact,1903,-0.0075404985411357105,0.0075404985411357105
fast_firing_pass_exact,Theta_nuc,exact,1903,-0.00753524259301231,0.00753524259301231
fast_firing_pass_exact,I_low_PR_slow,exact,1903,0.0072031361880680956,0.0072031361880680956
fast_firing_pass_exact,Q_nuc_delta_kJ,exact,1903,0.003591304261693283,0.003591304261693283
fast_firing_pass_screen,Q_growth_delta_kJ,screen,50655,-0.7159830737552684,0.7159830737552684
fast_firing_pass_screen,Q_nuc_minus_Q_growth_kJ,screen,50655,0.6551843839262196,0.6551843839262196
fast_firing_pass_screen,Q_closed_minus_Q_growth_kJ,screen,50655,0.5014247258702875,0.5014247258702875
fast_firing_pass_screen,k_growth_factor,screen,50655,0.28354145941805753,0.28354145941805753
fast_firing_pass_screen,S_closed_growth,screen,50655,-0.2810137757760372,0.2810137757760372
fast_firing_pass_screen,Theta_nuc,screen,50655,0.26444217759177646,0.26444217759177646
fast_firing_pass_screen,f_nuc,screen,50655,0.26444040062767304,0.26444040062767304
fast_firing_pass_screen,I_low_slow,screen,50655,0.26416484873301066,0.26416484873301066
fast_firing_pass_screen,f_exchange,screen,50655,-0.2628903934311316,0.2628903934311316
fast_firing_pass_screen,Pi_PR,screen,50655,0.23014140908525846,0.23014140908525846
fast_firing_pass_screen,log10_kclosed_over_kgrowth,screen,50655,-0.2017341200555083,0.2017341200555083
fast_firing_pass_screen,log10_kPR_over_kgrowth,screen,50655,-0.19999857434298357,0.19999857434298357
fast_firing_pass_screen,Q_nuc_delta_kJ,screen,50655,0.19834476216114008,0.19834476216114008
fast_firing_pass_screen,Q_nuc_minus_Q_transport_kJ,screen,50655,0.16378733717865368,0.16378733717865368
fast_firing_pass_screen,Q_nuc_minus_Q_PR_kJ,screen,50655,0.1430785569760814,0.1430785569760814
fast_firing_pass_screen,Q_exchange_delta_kJ,screen,50655,-0.13892162007233813,0.13892162007233813
fast_firing_pass_screen,f_transport,screen,50655,-0.13076409202751113,0.13076409202751113
fast_firing_pass_screen,k_nuc_factor,screen,50655,-0.09514550166015268,0.09514550166015268
fast_firing_pass_screen,k_exchange_factor,screen,50655,-0.08661715716967133,0.08661715716967133
fast_firing_pass_screen,I_low_PR_slow,screen,50655,0.08164959348193143,0.08164959348193143
fast_firing_pass_screen,log10_knuc_over_ktransport,screen,50655,-0.06784867548738173,0.06784867548738173
fast_firing_pass_screen,Q_transport_delta_kJ,screen,50655,-0.007923285904047396,0.007923285904047396
fast_firing_pass_screen,k_closed_factor,screen,50655,-0.005762224778747296,0.005762224778747296
fast_firing_pass_screen,Q_PR_delta_kJ,screen,50655,-0.004494821220200566,0.004494821220200566
fast_firing_pass_screen,Q_closed_delta_kJ,screen,50655,-0.0025492834055926765,0.0025492834055926765
fast_firing_pass_screen,k_transport_factor,screen,50655,0.0016193166169664076,0.0016193166169664076
fast_firing_pass_screen,M_PR_closed,screen,50655,-0.001509126089335215,0.001509126089335215
fast_firing_pass_screen,Q_PR_minus_Q_closed_kJ,screen,50655,-0.0012089333261766915,0.0012089333261766915
fast_firing_pass_screen,k_PR_factor,screen,50655,-0.0002565796137511276,0.0002565796137511276
reduction_TS_exact,M_PR_closed,exact,917,0.7242209207983459,0.7242209207983459
reduction_TS_exact,k_PR_factor,exact,917,0.6065942005885137,0.6065942005885137
reduction_TS_exact,k_growth_factor,exact,917,0.4258556043340733,0.4258556043340733
reduction_TS_exact,Q_PR_delta_kJ,exact,917,0.4250304853659299,0.4250304853659299
reduction_TS_exact,log10_kclosed_over_kgrowth,exact,917,-0.35514897483720576,0.35514897483720576
reduction_TS_exact,Q_nuc_minus_Q_PR_kJ,exact,917,-0.30709420292806167,0.30709420292806167
reduction_TS_exact,S_closed_growth,exact,917,-0.2672025555943731,0.2672025555943731
reduction_TS_exact,log10_kPR_over_kgrowth,exact,917,0.24973848609770563,0.24973848609770563
reduction_TS_exact,Q_PR_minus_Q_closed_kJ,exact,917,0.24300438611179181,0.24300438611179181
reduction_TS_exact,Q_growth_delta_kJ,exact,917,0.21108850485845168,0.21108850485845168
reduction_TS_exact,Q_nuc_minus_Q_growth_kJ,exact,917,-0.15058174238989935,0.15058174238989935
reduction_TS_exact,k_closed_factor,exact,917,-0.13327857950601146,0.13327857950601146
reduction_TS_exact,I_low_PR_slow,exact,917,-0.12778790084222214,0.12778790084222214
reduction_TS_exact,Q_closed_delta_kJ,exact,917,0.08735810168601205,0.08735810168601205
reduction_TS_exact,Q_closed_minus_Q_growth_kJ,exact,917,-0.059065642892484164,0.059065642892484164
reduction_TS_exact,Pi_PR,exact,917,-0.054980102020540496,0.054980102020540496
reduction_TS_exact,f_transport,exact,917,0.04605261645489487,0.04605261645489487
reduction_TS_exact,k_nuc_factor,exact,917,0.029581524685379886,0.029581524685379886
reduction_TS_exact,f_exchange,exact,917,0.023583543320689918,0.023583543320689918
reduction_TS_exact,Theta_nuc,exact,917,-0.022388414132719397,0.022388414132719397
reduction_TS_exact,f_nuc,exact,917,-0.02236385559999867,0.02236385559999867
reduction_TS_exact,I_low_slow,exact,917,-0.021598270460141938,0.021598270460141938
reduction_TS_exact,k_transport_factor,exact,917,0.020620893229093884,0.020620893229093884
reduction_TS_exact,log10_knuc_over_ktransport,exact,917,0.018228565488265697,0.018228565488265697
reduction_TS_exact,Q_nuc_minus_Q_transport_kJ,exact,917,-0.016317098325578924,0.016317098325578924
reduction_TS_exact,Q_exchange_delta_kJ,exact,917,0.012607855586976963,0.012607855586976963
reduction_TS_exact,Q_transport_delta_kJ,exact,917,0.008800820366758702,0.008800820366758702
reduction_TS_exact,Q_nuc_delta_kJ,exact,917,-0.006280940959741891,0.006280940959741891
reduction_TS_exact,k_exchange_factor,exact,917,-0.004520346350821752,0.004520346350821752
two_step_pass_exact,Q_growth_delta_kJ,exact,1903,0.29725562778027614,0.29725562778027614
two_step_pass_exact,Q_nuc_minus_Q_growth_kJ,exact,1903,-0.25388787844305205,0.25388787844305205
two_step_pass_exact,Q_closed_minus_Q_growth_kJ,exact,1903,-0.20492250839050585,0.20492250839050585
two_step_pass_exact,M_PR_closed,exact,1903,0.1457240458658095,0.1457240458658095
two_step_pass_exact,k_PR_factor,exact,1903,0.13389877785355134,0.13389877785355134
two_step_pass_exact,log10_kPR_over_kgrowth,exact,1903,0.11430916561347014,0.11430916561347014
two_step_pass_exact,Q_nuc_minus_Q_PR_kJ,exact,1903,-0.08861223475347037,0.08861223475347037
two_step_pass_exact,k_closed_factor,exact,1903,0.0868433028067584,0.0868433028067584
two_step_pass_exact,Pi_PR,exact,1903,-0.07844614338130292,0.07844614338130292
two_step_pass_exact,f_exchange,exact,1903,0.07391976984805113,0.07391976984805113
two_step_pass_exact,S_closed_growth,exact,1903,0.07113534238991397,0.07113534238991397
two_step_pass_exact,Theta_nuc,exact,1903,-0.06968924937724232,0.06968924937724232
two_step_pass_exact,f_nuc,exact,1903,-0.06968292230192362,0.06968292230192362
two_step_pass_exact,Q_nuc_delta_kJ,exact,1903,-0.06863528322984186,0.06863528322984186
two_step_pass_exact,I_low_slow,exact,1903,-0.0679265561714925,0.0679265561714925
two_step_pass_exact,Q_PR_minus_Q_closed_kJ,exact,1903,0.06055252850042265,0.06055252850042265
two_step_pass_exact,Q_PR_delta_kJ,exact,1903,0.0599163955076114,0.0599163955076114
two_step_pass_exact,Q_nuc_minus_Q_transport_kJ,exact,1903,-0.05391905009500934,0.05391905009500934
two_step_pass_exact,f_transport,exact,1903,0.0466405353707412,0.0466405353707412
two_step_pass_exact,Q_closed_delta_kJ,exact,1903,-0.04570625894997012,0.04570625894997012
two_step_pass_exact,Q_exchange_delta_kJ,exact,1903,0.044079170192003886,0.044079170192003886
two_step_pass_exact,k_nuc_factor,exact,1903,0.02947717081370585,0.02947717081370585
two_step_pass_exact,log10_knuc_over_ktransport,exact,1903,0.028711095463151277,0.028711095463151277
two_step_pass_exact,log10_kclosed_over_kgrowth,exact,1903,0.026713166594214213,0.026713166594214213
two_step_pass_exact,k_exchange_factor,exact,1903,0.018280292891473832,0.018280292891473832
two_step_pass_exact,k_transport_factor,exact,1903,-0.013668132113294857,0.013668132113294857
two_step_pass_exact,Q_transport_delta_kJ,exact,1903,-0.009815135540339555,0.009815135540339555
two_step_pass_exact,k_growth_factor,exact,1903,0.009735725058621598,0.009735725058621598
two_step_pass_exact,I_low_PR_slow,exact,1903,-0.0035889043075241715,0.0035889043075241715
two_step_pass_screen,Q_closed_delta_kJ,screen,50655,0.2823929071455341,0.2823929071455341
two_step_pass_screen,k_growth_factor,screen,50655,-0.2427749766097244,0.2427749766097244
two_step_pass_screen,log10_kPR_over_kgrowth,screen,50655,0.20365499021671557,0.20365499021671557
two_step_pass_screen,Q_PR_minus_Q_closed_kJ,screen,50655,-0.18956354755795307,0.18956354755795307
two_step_pass_screen,Q_closed_minus_Q_growth_kJ,screen,50655,0.15948980103543572,0.15948980103543572
two_step_pass_screen,k_closed_factor,screen,50655,-0.10436487415205117,0.10436487415205117
two_step_pass_screen,log10_kclosed_over_kgrowth,screen,50655,0.06304028385627378,0.06304028385627378
two_step_pass_screen,Q_growth_delta_kJ,screen,50655,0.053704866209821206,0.053704866209821206
two_step_pass_screen,M_PR_closed,screen,50655,0.05177934500050412,0.05177934500050412
two_step_pass_screen,k_PR_factor,screen,50655,0.0507242834086013,0.0507242834086013
two_step_pass_screen,S_closed_growth,screen,50655,0.03542311494678307,0.03542311494678307
two_step_pass_screen,Q_nuc_minus_Q_growth_kJ,screen,50655,-0.03372616905025038,0.03372616905025038
two_step_pass_screen,I_low_PR_slow,screen,50655,0.015430342517619591,0.015430342517619591
two_step_pass_screen,Pi_PR,screen,50655,0.01221261484281634,0.01221261484281634
two_step_pass_screen,Q_PR_delta_kJ,screen,50655,0.010917291055434195,0.010917291055434195
two_step_pass_screen,Q_nuc_minus_Q_transport_kJ,screen,50655,0.008776234988084634,0.008776234988084634
two_step_pass_screen,Q_transport_delta_kJ,screen,50655,-0.007498672396864951,0.007498672396864951
two_step_pass_screen,Q_nuc_delta_kJ,screen,50655,0.005331482357185241,0.005331482357185241
two_step_pass_screen,k_nuc_factor,screen,50655,0.004719233832748695,0.004719233832748695
two_step_pass_screen,f_transport,screen,50655,-0.004353251015266386,0.004353251015266386
two_step_pass_screen,f_exchange,screen,50655,-0.0042158154704502,0.0042158154704502
two_step_pass_screen,k_transport_factor,screen,50655,0.004078083776762507,0.004078083776762507
two_step_pass_screen,f_nuc,screen,50655,0.0038776243570319293,0.0038776243570319293
two_step_pass_screen,Theta_nuc,screen,50655,0.0038768256818979604,0.0038768256818979604
two_step_pass_screen,I_low_slow,screen,50655,0.0036723489204019727,0.0036723489204019727
two_step_pass_screen,Q_nuc_minus_Q_PR_kJ,screen,50655,-0.003332176813230734,0.003332176813230734
two_step_pass_screen,k_exchange_factor,screen,50655,-0.0023881510114029734,0.0023881510114029734
two_step_pass_screen,Q_exchange_delta_kJ,screen,50655,-0.0012374712361387641,0.0012374712361387641
two_step_pass_screen,log10_knuc_over_ktransport,screen,50655,0.00023700530928882278,0.00023700530928882278
