property_id,design_stage,pair_map,diagnostic_only,Q_nuc_delta_kJ,Q_exchange_delta_kJ,Q_transport_delta_kJ,Q_growth_delta_kJ,Q_PR_delta_kJ,Q_closed_delta_kJ,k_nuc_factor,k_exchange_factor,k_transport_factor,k_growth_factor,k_PR_factor,k_closed_factor,Theta_nuc,f_nuc,f_exchange,f_transport,I_low_slow,I_low_PR_slow,Pi_PR,S_closed_growth,A_closed_fraction,M_PR_closed,Gamma_mig,Q_nuc_minus_Q_growth_kJ,Q_nuc_minus_Q_PR_kJ,Q_nuc_minus_Q_transport_kJ,Q_closed_minus_Q_growth_kJ,Q_PR_minus_Q_closed_kJ,log10_kclosed_over_kgrowth,log10_kPR_over_kgrowth,log10_knuc_over_ktransport,R_fast_screen,span_fast_1p5_screen,fast_firing_pass_screen,reduction_TS_screen,span_TS_20_screen,Chen_window_width_C_screen,lower_boundary_present_screen,upper_boundary_present_screen,two_step_pass_screen,high_density_attainment_screen,classification_screen,artifact_flag,topology_parameters_modified
LHS18620,LHS,,False,-49.6324941,-40.1171737,57.268564,9.47359684,-94.7915222,-35.1847409,2.70276246,5.39797738,0.721455089,0.163116298,0.966502552,12.3326756,32.5994061,0.970237569,0.0274378839,0.00232454693,37891.3227,3.43266243e-16,6.77508931e-20,379.78831,0.1674,0.179918065,0.992174056,-109.106091,196.022317,-16.9010581,-271.469766,-33.6586417,1.87855995,0.772705648,0.573598576,1.09691924,0,False,0.996063658,0.03,467.362292,False,True,False,False,neither,False,False
LHS18667,LHS,,False,-36.0283799,17.5624115,-41.5428661,38.2952741,-22.3939082,1.94871354,27.3189072,1.6427392,0.0549483249,7.10230044,0.0348027147,0.0383501262,0.395446344,0.28338341,0.716616493,9.67562491e-08,18370.4997,1.01903152e-20,2.90240727e-25,0.0258158815,0.1674,0.0176701918,0.775582775,-124.323654,137.228817,95.5144862,-263.157989,1.60551786,-2.26763224,-2.30978592,2.69650887,1.04736533,0,False,0.0733617054,0.0110042558,34.7211265,True,True,False,True,neither,False,False
LHS18670,LHS,,False,38.8001599,-65.6650986,-54.7363998,1.2154157,-36.1258568,-83.305827,0.602419255,0.551948013,13.0260081,0.0633755618,1.52978033,10.1536892,9260316.24,0.999999892,1.05854704e-07,2.13295707e-09,39493.6568,1.20765441e-17,2.97121491e-16,1020.0385,0.1674,0.336483516,0.996791502,-12.4152558,225.789306,183.53656,-311.332671,73.1281098,2.20470205,1.38270725,-1.3349125,1.37399377,0.0385946691,False,0.998466554,0.03,567.652699,False,True,False,False,neither,False,False
LHS18673,LHS,,False,1.82141646,62.1680342,21.8014978,-58.9176575,-20.4172392,-98.8221654,10.3647621,8.66299531,0.586382551,0.0978869653,2.03549678,1.96764242,0.117917041,0.105479241,0.894519735,1.02398954e-06,10923.3683,1.77353838e-19,4.68657141e-24,98.1584623,0.1674,0.405984592,0.992941732,10.739074,173.101945,70.0199186,-266.715936,104.353066,1.30322131,1.31794556,1.2473783,1.10608043,0,False,0.990730666,0.03,508.944651,False,True,False,False,neither,False,False
LHS18686,LHS,,False,-95.7123253,12.4805916,-15.2858966,73.3346216,-17.3134911,-53.8484246,0.0751615531,20.1649041,7.4683934,17.9047283,0.438872834,6.50598046,0.180117135,0.152626489,0.847359604,1.39076381e-05,10637.4234,6.87491586e-20,1.88023067e-24,2.98139594,0.1674,0.175612423,0.62803453,-219.046947,72.4644548,9.57357134,-353.994475,62.483073,-0.439654981,-1.61062904,-1.99723144,1.01323026,0,False,0.838996262,0.03,315.524265,False,True,False,False,neither,False,False
LHS18689,LHS,,False,-72.7924685,45.0643772,-56.1406155,75.5744011,47.8356718,-94.0326621,1.78599857,0.526933506,0.484732724,14.2771507,3.75746189,5.02732262,0.138561851,0.121699011,0.878300859,1.30482058e-07,8464.42636,7.18072059e-21,2.08516386e-25,3.71805629,0.1674,0.556547702,0.682116508,-198.36687,30.2351486,73.348147,-396.418492,167.816473,-0.453304786,-0.579746958,0.566378767,1.00895767,0,False,0.904208852,0.03,372.329706,False,True,False,False,neither,False,False
LHS18693,LHS,,False,-35.9846425,-17.0513073,46.8184868,-42.0548478,6.2871299,-92.3236112,1.36651267,17.8130765,0.0346488457,0.0451574634,3.42139135,3.43181858,10.3148819,0.911620819,0.0883707784,8.40294032e-06,35450.6961,1.01150172e-18,9.67591533e-23,394.696711,0.1674,0.509391281,0.997042328,-43.9297947,108.591516,7.19687072,-277.080192,124.558881,1.88079478,1.87947321,1.59592489,1.31641649,0.0206729926,False,0.997273338,0.03,557.634221,False,True,False,False,neither,False,False
LHS18732,LHS,,False,-87.7688869,-30.6963864,30.8272267,86.9732023,3.22435818,28.4873566,2.39394617,0.177733483,22.2677758,11.092538,0.466687155,0.070308348,5.22343493,0.839317031,0.0262599563,0.134423012,32126.0891,2.08689373e-19,2.6854877e-23,0.0345670736,0.1674,0.211096703,0.747189159,-224.742089,59.8700438,-28.5961136,-285.297274,0.685141098,-2.19802403,-1.37600508,-0.96856246,1.03709531,0,False,0.132879502,0.0199319253,50.1675791,True,True,False,True,neither,False,False
LHS18751,LHS,,False,-76.7886074,20.7104371,47.3192349,85.7537739,43.0122952,-77.9004666,0.112394662,28.3400245,27.8200906,4.28967737,3.91538465,3.04570065,0.193585841,0.162188453,0.835489412,0.00232213558,11610.5763,1.17119838e-20,3.63270154e-25,7.23622598,0.1674,0.556076957,0.883550178,-212.542381,31.0623863,-34.1078423,-390.465669,146.860901,-0.148737414,-0.0396501959,-2.39361285,1.00301079,0,False,0.941404982,0.03,356.98671,False,True,False,False,neither,False,False
LHS18757,LHS,,False,-23.3448549,30.3624667,-33.5958186,19.7861305,6.87436803,-84.7802632,0.0512101123,0.505922264,9.92443466,0.188906743,2.00543022,3.40350666,678.87082,0.998529132,0.0014707873,8.03605383e-08,39425.7479,8.69271613e-19,4.2547583e-21,129.227128,0.1674,0.442896612,0.991481661,-93.1309853,120.644066,100.250964,-331.377822,117.602771,1.25567915,1.0259601,-2.28735005,1.10590993,0,False,0.992821364,0.03,474.450731,False,True,False,False,neither,False,False
LHS18792,LHS,,False,-57.927007,43.3384151,-15.2821413,81.5979091,-13.8549517,-98.2904541,0.193645568,19.236094,6.69470393,15.0059644,8.59441344,17.0937916,0.12446407,0.110687459,0.889311245,1.29648935e-06,8833.28671,7.11497632e-19,1.8984146e-23,12.7862539,0.1674,0.573080367,0.679078893,-189.524916,106.791234,47.3551343,-406.699792,110.383642,0.0565744923,-0.24204767,-1.53872381,1.00603341,0,False,0.963272958,0.03,435.120187,False,True,False,False,neither,False,False
LHS18818,LHS,,False,-67.7620026,36.0186799,-9.04680097,53.8338501,60.3404737,-68.6036868,3.17521374,0.288715599,17.3194586,1.48291737,12.2192309,5.80871182,0.416968889,0.294268203,0.705232259,0.000499538372,16819.246,2.74974281e-20,1.16157564e-24,31.2452349,0.1674,0.621202323,0.947792154,-171.595853,22.7608127,31.2847984,-349.248965,154.8923,0.592962879,0.915926919,-0.736761347,1.010974,0,False,0.98437321,0.03,403.036234,False,True,False,False,neither,False,False
LHS18819,LHS,,False,10.2957536,-10.2244552,4.70006631,92.6769228,99.3006742,-83.4086616,12.8881925,1.89679812,4.24263695,16.8056058,6.94834449,2.74654062,209.172613,0.995242006,0.00474569266,1.2301194e-05,39158.9723,1.44624414e-20,1.74905469e-21,1.7934169,0.1674,0.615788783,0.668664148,-132.381169,61.8583683,95.5956873,-402.897013,208.657475,-0.786668146,-0.383572831,0.482556143,1.06612888,0,False,0.861664001,0.03,323.2772,False,True,False,False,neither,False,False
LHS18826,LHS,,False,-15.7827731,7.16349134,-27.8387723,77.7221772,87.3272409,-91.6845929,12.178266,0.559976378,1.5879575,7.62327141,0.03952168,5.50431338,27.091278,0.964401762,0.0355956654,2.57258633e-06,37707.5317,1.09747347e-22,5.4887799e-25,7.61491965,0.1674,0.0550797011,0.802776749,-143.50495,47.7532749,102.055999,-396.218199,204.959973,-0.14143823,-2.28530598,0.884746582,1.05504996,0,False,0.899621877,0.03,390.402485,False,True,False,False,neither,False,False
LHS18839,LHS,,False,-75.9414914,-23.6913582,49.8815542,-23.1197697,-91.2850468,-60.8476617,14.6829838,20.2644718,1.35419869,3.64306003,0.621802046,4.60398046,0.0656319366,0.0615896862,0.932017113,0.00639320103,7761.65386,3.56044696e-18,9.20064311e-23,6.09190583,0.1674,0.132004348,0.823834953,-102.821722,166.206844,-35.8230456,-264.53932,-4.48924554,0.101667144,-0.767814181,1.03513193,1.13532443,0,False,0.897192353,0.03,345.999289,False,True,False,False,neither,False,False
LHS18853,LHS,,False,-99.0570955,-66.1807962,-60.2709404,90.3233299,-86.4016264,-78.1900978,21.4517859,0.0397117045,0.23980991,5.28110736,0.0873792765,3.9299646,101.158441,0.990211284,0.00975444996,3.42664014e-05,38998.8497,1.9627494e-17,1.21571913e-20,7.80657315,0.1674,0.0235341515,0.863625261,-239.380425,138.20782,51.2138448,-395.324856,17.736611,-0.128336358,-1.78131655,1.95159633,1.03150167,0,False,0.888707751,0.03,364.08054,False,True,False,False,neither,False,False
LHS18871,LHS,,False,51.5489631,51.1585228,-73.8260546,-34.3070352,88.1444284,-79.2307539,0.0628312729,4.63677357,0.439153257,0.036462958,0.0947427882,12.9495179,3776.39714,0.999735267,0.000264732555,6.57370394e-13,39476.957,2.86657308e-22,2.25355419e-22,1786.7698,0.1674,0.118821779,0.997717766,35.8559984,114.267824,215.375018,-271.735147,193.323322,2.5504017,0.414694264,-0.84444025,1.49827954,0.0772802232,False,0.998760514,0.03,603.984799,False,True,False,False,neither,False,False
LHS18878,LHS,,False,34.7826596,-18.0606941,-64.5073719,95.6073641,37.9997604,-33.6557028,0.445035847,5.06068058,0.607682855,0.380529007,20.0217612,18.1558838,26944.4739,0.999962888,3.71119368e-05,4.73471819e-11,39490.3295,1.09062274e-18,1.44767047e-18,396.346687,0.1674,0.627775594,0.989094021,-110.824704,147.646188,189.290032,-356.074495,97.6036027,1.67862963,1.72111451,-0.135281989,1.00907377,0,False,0.998008202,0.03,445.150166,False,True,False,False,neither,False,False
LHS18896,LHS,,False,-74.6941336,58.3991331,29.3905694,-46.3999532,-28.0578221,89.4384955,5.03499461,0.120411368,0.131165606,1.72037139,0.0938142324,0.0481673212,0.0670960741,0.062877257,0.937081605,4.11380409e-05,4283.54986,1.46579873e-20,3.84524496e-25,0.0480881606,0.1674,0.0432457434,0.896080751,-78.2941803,104.226977,-14.0847029,-90.9729797,-91.5481781,-1.55286972,-1.26335348,1.58417904,1.3383637,0.0275043479,False,0.130326794,0.0195490191,60.032874,True,True,False,True,neither,False,False
LHS18905,LHS,,False,-70.4726432,20.7427487,31.1298771,13.9610511,3.41617344,-45.6338255,12.6086534,0.0315323594,0.0353589173,1.12960029,24.5164824,18.5042157,2.5121083,0.715270739,0.284467953,0.000261308027,30062.4503,6.36667892e-18,3.17027922e-22,89.9282707,0.1674,0.624767041,0.949500825,-134.433694,76.9744722,-11.6025204,-286.406305,74.9981385,1.21434589,1.33653336,2.55216975,1.14322562,0,False,0.993372346,0.03,426.492826,False,True,False,False,neither,False,False
LHS18909,LHS,,False,59.3718822,29.6150901,-59.3801375,38.7375793,-60.8410229,-17.8694655,0.0508015359,7.37734206,18.2751883,1.6806504,0.65137749,17.2010644,27717.1879,0.999963923,3.60773579e-05,3.67080191e-11,39490.9046,2.72435565e-17,2.62569214e-18,55.1967105,0.1674,0.171806148,0.936074425,-29.3656971,271.076194,208.75202,-283.418473,-17.0234178,1.01007794,-0.411644637,-2.55598502,1.29607271,0.0143407274,False,0.981676923,0.03,376.756159,False,True,False,False,neither,False,False
LHS18915,LHS,,False,59.7056219,-8.05347079,-17.3176137,97.644732,42.0068721,30.3841892,0.0361498824,3.79597825,1.61817311,21.2190814,0.595537043,0.0665721036,1383120.89,0.999999277,7.22945882e-07,5.61951448e-11,39493.5984,2.49270742e-20,1.55741771e-18,0.0180264465,0.1674,0.307135528,0.622106296,-87.9391102,168.562039,167.023236,-294.071971,37.5708224,-2.5034343,-1.5518178,-1.65091809,1.18163084,0,False,0.0908548995,0.0136282349,30.6704916,True,True,False,True,neither,False,False
LHS18918,LHS,,False,25.1331607,-2.34775538,-4.96215733,32.6698607,-3.19949705,-39.1900949,22.9971039,0.0518499167,10.2145007,0.513221714,2.13973968,27.8707082,6907.89541,0.999855259,0.000136583536,8.1574022e-06,39483.0409,1.8349919e-18,5.67848184e-20,320.674096,0.1674,0.438151656,0.978837336,-57.5367,179.195947,120.095318,-298.671384,61.9387374,1.73484298,0.620055918,0.352456007,1.1516329,0,False,0.996500053,0.03,460.667385,False,True,False,False,neither,False,False
LHS18920,LHS,,False,48.2583161,34.4048046,-41.7798445,64.8044465,-78.0682932,-81.0485812,7.32538026,5.24214088,3.0134546,7.29555185,0.91025905,6.00165267,80.1950142,0.987683973,0.0123160194,7.74359917e-09,38687.782,1.11650125e-16,3.90682519e-20,7.54217231,0.1674,0.19365207,0.79752173,-66.5461304,277.189898,180.038161,-372.664456,28.9284276,-0.0847872901,-0.903893143,0.385765521,1.11398912,0,False,0.917870859,0.03,376.345365,False,True,False,False,neither,False,False
LHS18921,LHS,,False,-97.2348951,13.7997514,-45.0737844,39.5555191,-39.611225,-18.827382,0.0766726696,12.413679,0.246771198,0.673132804,0.527199848,26.4623468,0.230812009,0.187528239,0.812471694,6.63595071e-08,12119.54,4.79107679e-19,1.33894941e-23,214.263614,0.1674,0.17126036,0.97350204,-186.790414,93.2396187,37.8388893,-285.19433,5.16429662,1.5945276,-0.106125479,-0.507653884,1.00856152,0,False,0.993728792,0.03,423.883988,False,True,False,False,neither,False,False
LHS18933,LHS,,False,-44.1828149,-69.5467214,-28.7017322,30.6475036,33.0218567,-57.6953119,0.0417487973,3.41561974,0.825628886,0.419420407,28.3700027,16.1237245,51960.4955,0.999980755,1.9205987e-05,3.90325988e-08,39492.2405,2.14954331e-18,2.27928792e-18,250.379224,0.1674,0.633243413,0.982431738,-124.830318,73.6586173,74.5189173,-315.154244,116.665308,1.58481581,1.83020982,-1.29614091,1.18544074,0,False,0.997252365,0.03,472.253514,False,True,False,False,neither,False,False
LHS18941,LHS,,False,64.6542115,52.5553104,55.4078771,95.4322542,-97.7840125,-35.5822999,0.190498219,0.10825749,20.8531615,1.57773832,1.09051708,19.6041793,119941.941,0.999991663,7.65803657e-06,6.79261051e-07,39493.1219,5.53619152e-16,2.87906705e-16,104.299431,0.1674,0.192061469,0.956238454,-80.7780427,313.301513,99.2463344,-357.825983,-36.253573,1.09431369,-0.160402504,-2.03928099,1.02757569,0,False,0.989157807,0.03,407.468883,False,True,False,False,neither,False,False
LHS18943,LHS,,False,-68.6560511,54.2569632,-12.7518451,43.3041079,-17.5538565,-84.923177,0.0402103174,29.8039489,14.7520434,25.5664804,0.771123849,4.63070362,0.073924413,0.0688357692,0.931163214,1.01668878e-06,5101.13688,5.96798046e-20,1.56675125e-24,1.49536455,0.1674,0.25576273,0.497256345,-161.960159,99.7610943,34.0957941,-355.038713,93.3174601,-0.742023959,-1.52054681,-2.56451468,1.03559713,0,False,0.765478779,0.03,331.302115,False,True,False,False,neither,False,False
LHS18964,LHS,,False,-83.7380961,-40.2462441,-14.7358057,-38.392957,90.1158789,-87.7905341,5.49328473,12.0890803,11.5082247,0.0581933987,0.0472562501,2.55094525,0.576947649,0.36586354,0.632568835,0.00156762477,20945.3392,4.48220991e-23,8.93710778e-27,226.488726,0.1674,0.0663883094,0.99627348,-95.3451391,-22.9906861,20.9977097,-276.209006,203.854553,1.64182742,-0.0904144661,-0.321176222,1.08332894,0,False,0.992882045,0.03,522.850663,False,True,False,False,neither,False,False
LHS18984,LHS,,False,85.069433,35.5053312,27.6331409,1.73689195,-62.2270936,-93.8079103,11.624285,0.0767560168,0.964176478,0.133464645,1.85203613,14.2062731,52796.9429,0.99998106,1.88920002e-05,4.81316858e-08,39491.9987,8.50688805e-17,1.33949214e-17,723.591022,0.1674,0.326168568,0.993287716,33.3325411,298.159815,147.436292,-322.356231,57.5289563,2.02711392,1.14228322,1.08120972,1.31893067,0.0214555646,False,0.997963478,0.03,571.011753,False,True,False,False,neither,False,False
LHS18991,LHS,,False,46.0796146,18.0544879,-73.519983,61.2344021,-14.6470673,-98.3484099,8.66838537,0.0760404739,9.97064369,7.03708207,6.96289834,5.08401485,13804.7105,0.999927566,7.24305919e-05,3.20276858e-09,39488.185,1.29145842e-17,7.16233756e-19,7.1870489,0.1674,0.557109038,0.799908314,-65.1547875,211.589971,209.599598,-386.39424,109.649482,-0.141185806,-0.00460256137,-0.0607849862,1.25490798,0.00152767205,False,0.941211101,0.03,398.911408,False,True,False,False,neither,False,False
LHS19006,LHS,,False,-76.490791,12.8769472,-66.058329,40.7276882,49.1444675,-96.1342318,0.521444071,6.67417278,1.43385463,11.5458845,0.0797612171,0.0479549347,0.330830122,0.248589295,0.751410562,1.43077676e-07,15795.1342,2.51034322e-22,9.56252179e-27,0.0360971778,0.1674,0.0741259138,0.683230911,-167.218479,25.2280303,79.5675379,-363.673348,171.226839,-2.3815939,-2.16063544,-0.43929739,1.06010876,0,False,0.115183218,0.0172774827,90.8532427,True,True,False,True,neither,False,False
LHS19019,LHS,,False,-69.7760602,14.8257706,-43.3434247,90.3406971,99.2270161,-33.3998288,25.5091538,0.735143161,0.453000329,4.07672962,7.04017112,11.6632811,0.088386222,0.0812085088,0.918789036,2.4548769e-06,8007.60416,2.28668648e-21,1.01027195e-25,22.9982234,0.1674,0.61618229,0.891356867,-210.116757,-18.1397874,63.5673645,-350.551954,158.574984,0.456508832,0.237271306,1.75059753,1.0012522,0,False,0.979609339,0.03,356.792334,False,True,False,False,neither,False,False
LHS19033,LHS,,False,19.3371591,71.0484334,-66.9137534,46.1168463,-57.9818167,73.8805163,0.126959346,22.0309795,0.0387629445,4.22198583,0.783502656,0.0677477333,7.32532796,0.879884612,0.120115388,2.05440451e-12,34758.745,1.75007836e-17,1.32478969e-21,0.0524026868,0.1674,0.199971314,0.858965646,-76.7796872,228.182265,176.250913,-199.047758,-105.914193,-1.794622,-0.731476298,0.515247919,1.11121021,0,False,0.174398203,0.0261597304,56.4912305,True,True,False,True,neither,False,False
LHS19036,LHS,,False,4.97227872,30.7258552,2.57769054,38.7954586,-70.1848691,41.6333583,2.73920126,7.45003467,0.0591674572,12.2427039,0.140242096,0.23402793,7.30502828,0.879591018,0.120408941,4.11590238e-08,34390.8829,6.54525705e-18,4.38488576e-22,0.0723983267,0.1674,0.0428809634,0.667870712,-83.8231799,226.020437,92.3945882,-223.973529,-85.8700878,-1.71860966,-1.94099895,1.66554104,1.29241141,0.0132011022,False,0.171915014,0.0257872521,91.2216506,True,True,False,True,neither,False,False
LHS19048,LHS,,False,-28.0064128,-39.0726043,-7.2569937,83.0319761,80.2880944,67.670037,1.97899156,22.6910254,1.04643336,15.7723576,18.953603,0.092481051,55.4059058,0.98227136,0.017725194,3.44603453e-06,38376.1259,7.35246657e-20,1.08196669e-21,0.024745113,0.1674,0.634132375,0.670015981,-161.038389,42.5687817,69.2505809,-242.173368,38.566197,-2.23184386,0.0797951649,0.276732365,1.07869521,0,False,0.186224958,0.0279337436,38.5981317,True,True,False,True,neither,False,False
LHS19054,LHS,,False,-79.2649736,54.9141288,62.6665254,87.6505223,-42.2197766,-42.3470147,4.74723175,2.2988887,1.22616786,13.273168,2.835426,12.1980107,0.00342938277,0.0034176623,0.996226473,0.000355865129,256.147832,6.16033519e-20,1.56273426e-24,7.66754885,0.1674,0.423760179,0.712638245,-216.915496,113.818092,-51.931499,-356.808965,26.0753776,-0.0366855842,-0.670356275,0.587890504,1.000329,0,False,0.934002597,0.03,336.611922,False,True,False,False,neither,False,False
LHS19065,LHS,,False,-51.9827105,71.6801078,74.7393964,56.5775101,-22.1281758,-59.2419293,3.89754036,19.2190069,21.0713023,22.8593444,0.0392682284,0.051491779,0.00111624498,0.00111500036,0.998372938,0.00051206181,96.6599188,6.51995717e-23,1.65181158e-27,0.0172745194,0.1674,0.0199180879,0.544845836,-158.560221,121.008754,-36.7221069,-342.630868,63.0618931,-2.64732587,-2.76502246,-0.732900757,1.00074636,0,False,0.0552490593,0.0082873589,51.1968075,True,True,False,True,neither,False,False
LHS19072,LHS,,False,-95.2665772,69.7018634,-6.32674453,81.6469453,-72.4665095,-38.5756093,27.2108704,25.4361634,0.0563960187,8.04155585,4.14833802,0.0378105307,5.13843346e-06,5.13840706e-06,0.999994859,2.45409974e-09,0.273405142,1.37220545e-21,3.47450717e-26,0.037014692,0.1674,0.436156064,0.79797063,-226.913522,128.063221,1.06016737,-347.033983,-7.94276069,-2.32772731,-0.287465946,2.68349399,1.00000244,0,False,0.167411276,0.0251116915,52.1882177,True,True,False,True,neither,False,False
LHS19095,LHS,,False,35.4313294,-19.4376131,-47.6839263,54.9674882,42.2769835,0.488346241,6.96810474,0.751428153,0.191109666,0.075167382,0.687878551,28.2084479,13530.7967,0.9999261,7.38992136e-05,8.02893389e-10,39486.9222,2.82631354e-20,2.57292946e-20,1998.43677,0.1674,0.330948634,0.9972343,-69.5361588,144.017635,173.115256,-281.29057,67.7367768,2.57434977,0.961482343,1.56183202,1.01755525,0,False,0.999099451,0.03,479.685005,False,True,False,False,neither,False,False
LHS19102,LHS,,False,53.9820322,22.9278376,15.5933833,78.6095886,55.7910108,-3.06120494,9.93257598,0.0629417131,0.152093674,13.2329316,0.0597475117,0.0343251758,18339.2728,0.999945475,5.44969862e-05,2.78297088e-08,39489.4554,1.02753821e-21,1.21380491e-21,0.01623719,0.1674,0.0606365334,0.702140919,-74.6275564,149.05431,128.388649,-308.482222,84.8003553,-2.5860433,-2.34533624,1.81495075,1.18437138,0,False,0.062292818,0.00934392269,17.4371779,True,True,False,False,neither,False,False
LHS19103,LHS,,False,-77.9219732,58.0759113,-48.9769261,-25.5008838,88.5596771,-30.2024155,24.9811904,0.04138491,4.60860764,0.792884283,12.1337466,12.1226814,0.0315122865,0.0305495988,0.969439252,1.11491589e-05,2134.13204,1.28142509e-21,3.48783229e-26,60.561298,0.1674,0.627620154,0.954924506,-102.421089,-15.6183614,61.0549529,-231.51296,144.710232,1.18438888,1.18478511,0.734043394,1.04569483,0,False,0.991099488,0.03,402.377908,False,True,False,False,neither,False,False
LHS19117,LHS,,False,8.72646643,43.3646689,-53.3401699,-17.3957354,-23.1628095,-86.3690383,0.564705038,10.4145869,7.03194078,0.0645947939,1.18302096,10.8876456,12.8511639,0.927803901,0.0721960878,1.11052238e-08,36281.2522,2.84609874e-18,2.89791033e-22,978.370892,0.1674,0.31529702,0.996348749,-23.8777981,182.752565,152.066636,-295.784731,89.1543684,2.22673646,1.26279492,-1.09525354,1.14398793,0,False,0.99838331,0.03,579.055602,False,True,False,False,neither,False,False
LHS19134,LHS,,False,-48.9519833,43.8716783,-46.7328195,21.064698,-46.2893035,-13.55687,1.61978997,16.0703474,20.7315526,0.2379442,22.2334378,21.858837,0.0339608386,0.0328453819,0.967154165,4.53141282e-07,3739.37764,4.34887353e-18,1.11601608e-22,434.727289,0.1674,0.606554785,0.989374312,-120.016681,148.200609,87.7808362,-261.432996,-6.78429395,1.96315193,1.9705315,-1.10717312,1.00222754,0,False,0.997940016,0.03,448.09931,False,True,False,False,neither,False,False
LHS19155,LHS,,False,76.6762347,-43.6368035,-26.410479,63.9736916,51.0330303,67.2155024,0.835486417,5.6395797,10.707479,8.51383686,0.58699405,0.0333825977,2233365.51,0.999999552,4.46582879e-07,1.17166294e-09,39493.6041,1.3668249e-20,2.89024142e-18,0.0148146031,0.1674,0.319074497,0.770565882,-37.2974569,176.506493,193.086714,-223.569618,9.76566751,-2.4066052,-1.16149163,-1.10774784,1.47068986,0.0686925793,False,0.0794988022,0.0119248203,6.87670724,True,True,False,False,neither,False,False
LHS19162,LHS,,False,-31.7862181,51.6116844,-11.6199326,-4.43948078,-87.3651529,-69.3062912,19.7287208,0.179072866,0.0319842794,0.480818843,0.263212776,5.32826582,0.514397725,0.339671486,0.660328167,3.47268434e-07,19178.2879,9.98246674e-18,3.00925503e-22,62.7722649,0.1674,0.0655176256,0.975366463,-77.3467374,206.442224,69.8337145,-291.678239,7.88927794,1.0446044,-0.261674514,2.79016236,1.07597083,0,False,0.980338622,0.03,438.495341,False,True,False,False,neither,False,False
LHS19168,LHS,,False,50.216413,62.1916652,-12.6198453,83.1299362,-46.7098399,79.9638385,18.2025197,0.36525449,8.45071313,25.3394516,0.0635615184,0.0508944004,64.2909021,0.98468393,0.0153156391,4.30469175e-07,38637.7196,9.38892184e-19,3.1620763e-22,0.00788341392,0.1674,0.0251528919,0.558416047,-82.9135231,247.789542,152.836258,-229.977526,-100.725539,-2.69712721,-2.60060295,0.333238151,1.11088151,0,False,0.0313589943,0.00470384915,0,True,True,False,False,neither,False,False
LHS19170,LHS,,False,7.37814143,31.37455,25.8158748,74.6724375,-47.3460944,-53.7753273,7.54394229,0.24047158,16.2449281,2.7194673,0.124230461,27.370615,92.4786536,0.989302371,0.010525513,0.000172116479,38930.0433,1.97913207e-18,1.03311376e-21,83.2033997,0.1674,0.047136312,0.918067648,-117.294296,205.587525,71.5622666,-355.259193,32.3773725,1.00280071,-1.34025574,-0.333119436,1.0402462,0,False,0.983383796,0.03,427.902697,False,True,False,False,neither,False,False
LHS19185,LHS,,False,41.6702194,-3.60066975,41.4769331,40.0982577,95.8283402,-51.7711871,0.522299335,1.86923176,5.11374465,0.176326637,25.1901025,29.8897446,33765.2715,0.999970385,2.87028926e-05,9.12458991e-07,39491.188,5.86583828e-20,8.61145441e-19,1127.43917,0.1674,0.639451266,0.992943073,-48.4280384,96.705168,90.1932863,-318.680873,173.547667,2.22920428,2.15491201,-0.990819566,1.06592261,0,False,0.999232922,0.03,517.786753,False,True,False,False,neither,False,False
LHS19204,LHS,,False,82.6713294,50.3279475,30.5464938,42.5681241,82.1760107,-97.2402721,0.340064856,0.151593287,2.49548033,3.00813543,3.30405734,5.83261128,245236.293,0.999995922,4.07221323e-06,5.47000879e-09,39493.3509,1.29016175e-20,3.11863905e-19,17.1490912,0.1674,0.571806443,0.893272331,-9.89679469,151.358608,142.124836,-366.619825,205.364422,0.287565649,0.0407501915,-0.865592399,1.47387474,0.0696839138,False,0.970655504,0.03,427.305049,False,True,False,False,neither,False,False
LHS19207,LHS,,False,74.5778618,-18.8919257,43.7579232,9.0493269,-66.0793209,-63.6172595,28.8133295,0.710823129,0.161621912,0.0417401836,1.57323492,10.0590619,65504.5886,0.999984734,1.51128518e-05,1.53021264e-07,39491.8287,9.37255766e-17,1.34265747e-17,1429.90401,0.1674,0.293671693,0.997980595,15.5285349,291.520472,120.819939,-299.478015,23.4860782,2.38200313,1.57623922,2.25109321,1.11105585,0,False,0.998781932,0.03,551.530073,False,True,False,False,neither,False,False
LHS19208,LHS,,False,9.0670037,37.2791287,31.3226722,-0.743917959,-56.5129325,-64.9006907,0.70823192,21.4452242,2.50505318,1.21277842,1.11083465,11.6548108,8.13307168,0.890507812,0.109489185,3.00313676e-06,34808.075,2.15988911e-17,1.55407834e-21,54.2067938,0.1674,0.253411404,0.941337353,-40.1890783,216.443225,67.7443315,-290.968201,34.3358977,0.982723766,-0.0381320443,-0.548641454,1.39646308,0.0455885307,False,0.982926817,0.03,432.376428,False,True,False,False,neither,False,False
LHS19209,LHS,,False,-55.7239151,69.3929438,-34.6521809,-6.81397749,-96.2237668,-90.4054551,1.47770447,0.311265284,0.145235785,7.5147151,2.91876087,2.66756289,0.16274463,0.139965927,0.860034021,5.21576561e-08,8997.29248,1.0003428e-16,2.74406479e-21,2.2475836,0.1674,0.346122122,0.714115871,-98.9099376,191.363141,68.9282657,-310.402906,20.1298279,-0.449797853,-0.410714004,1.00751395,1.27302923,0.00716814507,False,0.83109961,0.03,342.301151,False,True,False,False,neither,False,False
