property_id,exact_fast_attained,R_fast_exact,median_fast_ratio_exact,span_fast_1p5_exact,fast_firing_pass_exact,nucleation_facile_pass_exact,PR_off_pass_exact,fast_artifact_reasons
OAT0024,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
OAT0025,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00093,True,1.7142958944423636,1.6466967534731318,0.1700000000000001,True,False,True,
PAIR00102,True,1.9008010976609888,1.8673521091127196,0.1700000000000001,True,False,True,
PAIR00111,True,2.0235589136986265,2.0131081964813915,0.1700000000000001,True,False,True,
PAIR00112,True,1.7900083081097868,1.7811302983358588,0.1700000000000001,True,False,True,
PAIR00120,True,2.1535434082964855,2.1497722027946584,0.1700000000000001,True,False,True,
PAIR00121,True,1.9274663094217832,1.9229672391904544,0.1700000000000001,True,False,True,
PAIR00129,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00130,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00138,True,2.40848597926326,2.386849999656906,0.1700000000000001,True,False,True,
PAIR00139,True,2.1838099782044513,2.1647232561309684,0.1700000000000001,True,False,True,
PAIR00140,True,1.9816409249005085,1.9659185723793948,0.1700000000000001,True,False,True,
PAIR00147,True,2.309868572949589,2.0242572666690464,0.1700000000000001,True,False,True,
PAIR00148,True,2.1155962564757034,1.8726098245993517,0.1700000000000001,True,False,True,
PAIR00149,True,1.9415333147363665,1.7375528285338653,0.1700000000000001,True,False,True,
PAIR00156,True,1.7471211027722915,1.44836707831875,0.067,True,False,True,
PAIR00157,True,1.644503127775288,1.3853068479576245,0.042,True,False,True,
PAIR00158,True,1.5530360847219808,1.329635695726912,0.016,False,False,False,
PAIR00165,True,1.2262551600297384,1.1071006217711412,0.0,False,False,False,
PAIR00166,True,1.1935147280036733,1.0908114669592706,0.0,False,False,False,
PAIR00167,True,1.1651993871726238,1.0769526391973858,0.0,False,False,False,
PAIR00318,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00319,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00327,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00328,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00336,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00337,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00345,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00346,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00354,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00355,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00363,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00364,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00372,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00373,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00381,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00382,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
PAIR00390,True,2.283217480231148,2.2810246159945433,0.1700000000000001,True,False,True,
PAIR00391,True,2.058391807536246,2.0554270203693363,0.1700000000000001,True,False,True,
LHS00012,True,6.0757391510799765,5.494076257374674,0.1700000000000001,False,True,True,
LHS00019,True,2.1322674707964584,2.1247135862106146,0.1700000000000001,True,False,True,
LHS00022,True,1.9312753668563456,1.6942300118981504,0.1670000000000001,True,False,True,
LHS00034,True,1.8462619637645812,1.7253011274266628,0.1700000000000001,True,False,True,
LHS00040,True,1.8167087481984243,1.8030588616016856,0.1700000000000001,True,False,True,
LHS00044,True,2.331176881081465,2.2925310822301888,0.1700000000000001,True,False,True,
LHS00048,True,2.1316607715936584,2.044627428411439,0.1700000000000001,True,False,True,
LHS00052,True,2.258609701280407,2.14027141539764,0.1700000000000001,False,True,True,
LHS00054,True,2.1567719901552267,2.1536478498615845,0.1700000000000001,True,False,True,
LHS00059,True,1.3018900898574632,1.145689320904442,0.0,False,False,False,
LHS00062,False,,,0.0,False,False,False,unattained interval
LHS00066,True,2.3836052302163537,2.3457569660350104,0.1700000000000001,False,True,True,
LHS00070,True,2.386749512697377,2.2956599663103354,0.1700000000000001,True,False,True,
LHS00077,True,3.0092747071715595,2.947645868732394,0.1700000000000001,False,True,True,
LHS00078,True,2.035810786745764,1.9290970654886517,0.1700000000000001,True,False,True,
LHS00079,True,1.1789106260976108,1.0836694085314915,0.0,False,False,False,
LHS00088,True,1.0574890998465027,1.0342732889110628,0.0,False,False,False,
LHS00089,True,4.776494694186271,4.032570082921692,0.1700000000000001,False,True,True,
LHS00099,True,4.459479083662858,3.68112650255827,0.1700000000000001,False,True,True,
LHS00100,False,,,0.0,False,False,False,unattained interval
LHS00134,True,1.6800845752717508,1.6630596475759376,0.1700000000000001,True,False,True,
LHS00135,True,2.168042878498512,2.101786895980428,0.1700000000000001,True,False,True,
LHS00139,True,1.8009148967347155,1.6032137410009246,0.1370000000000001,True,False,True,
LHS00151,True,1.2541472853663187,1.120961406944239,0.0,False,False,False,
LHS00155,True,1.3345509392444066,1.166663215522452,0.0,False,False,False,
LHS00163,True,1.8311315764779263,1.6428483889816163,0.1590000000000001,True,False,True,
LHS00164,True,2.1188421036777667,2.108370772893423,0.1700000000000001,False,True,True,
LHS00169,True,1.9349167555097648,1.9206910973939368,0.1700000000000001,True,False,True,
LHS00174,True,1.9857488983653684,1.983846284599407,0.1700000000000001,True,False,True,
LHS00177,True,1.142949360446177,1.136485171381589,0.0,False,False,False,
LHS00180,True,2.197826175252093,2.1038119596558755,0.1700000000000001,False,True,True,
LHS00186,True,1.281851240911882,1.1353669591187432,0.0,False,False,False,
LHS00187,True,1.0996362949227612,1.067246456439558,0.0,False,False,False,
LHS00190,True,2.194478371812276,2.148841792642601,0.1700000000000001,False,True,True,
LHS00195,True,1.5723286383474484,1.3837503821205488,0.028,False,False,False,
LHS00198,True,2.331830045153144,2.0438423287106304,0.1700000000000001,False,True,True,
LHS00199,True,1.9401170685035292,1.9358788853511173,0.1700000000000001,True,False,True,
LHS00206,True,2.3609890748106106,2.320145147763256,0.1700000000000001,False,True,True,
LHS00217,True,1.0638534951042118,1.053337917779584,0.0,False,False,False,
LHS00219,True,2.493031632652696,2.416215537766657,0.1700000000000001,False,True,True,
LHS00228,True,1.8942479287111689,1.611920847841004,0.1270000000000001,False,True,True,
LHS00239,True,1.8199304922834736,1.7714743283445376,0.1700000000000001,True,False,True,
LHS00240,True,1.5503954998559824,1.546195954577417,0.1700000000000001,True,False,True,
LHS00241,True,1.8585724337989833,1.852778094993796,0.1700000000000001,True,False,True,
LHS00243,True,2.120120918766112,2.0595403665492777,0.1700000000000001,True,False,True,
LHS00248,True,2.3712152296976634,2.34409228567819,0.1700000000000001,False,True,True,
LHS00251,True,1.8012565887799454,1.7993785292181483,0.1700000000000001,True,False,True,
LHS00255,True,1.620415780607706,1.6142274215898609,0.1700000000000001,True,False,True,
LHS00265,True,1.1787738720526648,1.08356216273822,0.0,False,False,False,
LHS00268,True,2.0067496246962753,1.9985383072736411,0.1700000000000001,False,True,True,
LHS00271,True,2.5753439504630604,2.54945857023234,0.1700000000000001,False,True,True,
LHS00280,True,2.329539553748121,2.3219474123179076,0.1700000000000001,False,True,True,
LHS00290,True,1.9540275818454815,1.7253830675942807,0.1700000000000001,False,True,True,
LHS00291,True,2.431788008701617,2.4308505511938874,0.1700000000000001,True,False,True,
LHS00296,True,1.831424747166526,1.8243139453148784,0.1700000000000001,True,False,True,
LHS00298,True,1.507058371051644,1.407371387357378,0.005,False,False,False,
LHS00301,True,1.162113735504428,1.0754677736110347,0.0,False,False,False,
LHS00304,True,3.1427780026853886,2.826769070748629,0.1700000000000001,False,True,True,
LHS00308,True,1.206380159785725,1.0974558328559547,0.0,False,True,False,
LHS00311,True,1.715277070637886,1.7064474606347682,0.1700000000000001,True,False,True,
LHS00315,True,1.6976677596288725,1.5129803669606787,0.091,True,False,True,
LHS00324,True,1.598874925019034,1.597616021005262,0.1700000000000001,True,False,True,
LHS00328,False,,,0.0,False,False,False,unattained interval
LHS00334,False,,,0.0,False,False,False,unattained interval
LHS00340,False,,,0.0,False,False,False,unattained interval
LHS00342,True,1.791630280912302,1.5080687788726863,0.088,True,False,True,
LHS00345,True,2.389347681512364,2.387654165628154,0.1700000000000001,True,False,True,
LHS00354,True,1.3296000227708349,1.1596739366877578,0.0,False,False,False,
LHS00358,True,1.9785789969727456,1.8538199007899872,0.1700000000000001,True,False,True,
LHS00369,True,1.7781621572753283,1.7765459702723467,0.1700000000000001,True,False,True,
LHS00376,True,6.509536731544835,6.173200763122793,0.1700000000000001,False,True,True,
LHS00377,True,2.445397898626829,2.3123924564159943,0.1700000000000001,True,False,True,
LHS00383,True,1.965543024946426,1.963343571764136,0.1700000000000001,True,False,True,
LHS00390,True,1.593719938059376,1.5263327329880965,0.1120000000000001,True,False,True,
LHS00392,True,2.350910308758537,2.343530156336291,0.1700000000000001,False,True,True,
LHS00393,True,2.21569976527443,2.198797872702083,0.1700000000000001,True,False,True,
LHS00394,True,1.6189741008419614,1.3750968196041842,0.036,True,False,True,
LHS00395,True,1.3208775552700422,1.1568138970352988,0.0,False,False,False,
LHS00407,True,1.827800215213136,1.7807488564492897,0.1700000000000001,True,False,True,
LHS00413,True,1.760773364969218,1.758770990501127,0.1700000000000001,True,False,True,
LHS00414,True,1.9058246018326963,1.9007611361909915,0.1700000000000001,True,False,True,
LHS00419,True,1.8274244156227089,1.821217853741378,0.1700000000000001,True,False,True,
LHS00425,True,1.890099592947638,1.8877150349872511,0.1700000000000001,True,False,True,
LHS00438,True,1.2584697663844444,1.1232086154454597,0.0,False,False,False,
LHS00452,True,2.0047353347440886,1.7118024056409582,0.1620000000000001,True,False,True,
LHS00461,True,1.7711019606539535,1.5571107542238227,0.1120000000000001,True,False,True,
LHS00499,True,1.5619877791190993,1.4305285976628703,0.036,True,False,True,
LHS00504,True,1.3053802429355947,1.147256413855588,0.0,False,False,False,
LHS00509,True,1.6140545787798704,1.467511263808705,0.064,True,False,True,
LHS00511,True,1.790020197862497,1.7845940985976203,0.1700000000000001,True,False,True,
LHS00512,False,,,0.0,False,False,False,unattained interval
LHS00513,True,1.716191076175488,1.7069216195144958,0.1700000000000001,True,False,True,
LHS00514,True,1.455768064797572,1.3351288001997053,0.0,False,False,False,
LHS00518,True,2.073222343934836,1.801723928802652,0.1700000000000001,False,True,True,
LHS00521,True,2.599817494093574,2.563955223318589,0.1700000000000001,False,True,True,
LHS00523,True,2.204718722994945,2.2016377364870325,0.1700000000000001,True,False,True,
LHS00530,True,1.823458637791329,1.8173375955224529,0.1700000000000001,True,False,True,
LHS00550,True,1.898076794728978,1.8977723875610208,0.1700000000000001,True,False,True,
LHS00554,True,2.432493767119618,2.420046151603831,0.1700000000000001,False,True,True,
LHS00555,True,1.619319472258828,1.3621019344566831,0.034,True,False,True,
LHS00572,True,1.5724113675977058,1.5408551326044364,0.1700000000000001,True,False,True,
LHS00573,True,1.6508699036548944,1.6505632988366312,0.1700000000000001,True,False,True,
LHS00576,True,1.2926351171429016,1.249992256487347,0.0,False,False,False,
LHS00578,True,1.944780695349794,1.938758306713857,0.1700000000000001,True,False,True,
LHS00582,True,3.5247065178148196,3.0601142071157876,0.1700000000000001,False,True,True,
LHS00588,True,3.090335525521537,2.66264746827805,0.1700000000000001,False,True,True,
LHS00593,True,2.2809261997272494,2.0383810845972787,0.1700000000000001,True,False,True,
LHS00596,True,2.1783791876876495,2.175457135009503,0.1700000000000001,True,False,True,
LHS00601,True,1.272308325644912,1.1306175542124577,0.0,False,False,False,
LHS00604,True,1.5549824283590885,1.5538864697280192,0.1700000000000001,True,False,True,
LHS00615,True,1.3419927964542362,1.1866121998238253,0.0,False,False,False,
LHS00625,True,1.7076709991213423,1.7064765315711434,0.1700000000000001,True,False,True,
LHS00632,True,2.509421708906366,2.339501439714956,0.1700000000000001,True,False,True,
LHS00640,False,,,0.0,False,True,False,unattained interval
LHS00642,True,2.2728448954981784,2.271250045604692,0.1700000000000001,True,False,True,
LHS00666,True,1.6945257002438785,1.4196729056075006,0.055,True,False,True,
LHS00670,True,1.1492865378001325,1.1476375712040938,0.0,False,False,False,
LHS00681,True,2.261088639027548,2.121350589697365,0.1700000000000001,False,True,True,
LHS00682,True,2.126321666445073,2.1193699318910677,0.1700000000000001,True,False,True,
LHS00683,True,5.206295714750183,4.90602139960666,0.1700000000000001,False,True,True,
LHS00684,True,1.5159496360333713,1.3364564114683617,0.006,False,False,False,
LHS00685,False,,,0.0,False,False,False,unattained interval
LHS00698,True,2.121604594240388,2.1198473479510027,0.1700000000000001,True,False,True,
LHS00699,True,1.5757757121983755,1.318430202352501,0.02,False,False,False,
LHS00701,True,1.5465215984834375,1.3058671525207013,0.013,False,True,False,
LHS00704,True,1.1499219883411027,1.0706352864739856,0.0,False,True,False,
LHS00707,True,2.084503130316292,2.0776811873264247,0.1700000000000001,True,False,True,
LHS00708,True,2.372261053480786,2.3386078687669105,0.1700000000000001,True,False,True,
LHS00714,True,1.9104615035893016,1.907181883390897,0.1700000000000001,True,False,True,
LHS00717,True,1.8751668973562372,1.5885145369952374,0.1180000000000001,True,False,True,
LHS00720,True,2.1808955043679643,2.1773082327614097,0.1700000000000001,True,False,True,
LHS00725,True,2.3637220199076565,2.0723800919656106,0.1700000000000001,True,False,True,
LHS00738,True,1.0892027710347745,1.0659764395112692,0.0,False,True,False,
LHS00751,True,1.7605382530153586,1.7603858006038526,0.1700000000000001,True,False,True,
LHS00758,True,1.2572459162234042,1.122906405404523,0.0,False,False,False,
LHS00761,True,2.3711505687439125,2.090881530023777,0.1700000000000001,True,False,True,
LHS00767,True,2.4569009093491254,2.213098815887294,0.1700000000000001,False,True,True,
LHS00771,True,2.2898296628272794,2.287683390544709,0.1700000000000001,True,False,True,
LHS00782,True,1.7023262371598742,1.492910978411927,0.081,True,False,True,
LHS00797,False,,,0.0,False,False,False,unattained interval
LHS00804,True,1.574850730608228,1.5732215738823412,0.1700000000000001,True,False,True,
LHS00810,True,2.025207331445467,1.899396049349806,0.1700000000000001,True,False,True,
LHS00817,True,2.0911141352427283,2.076789000126848,0.1700000000000001,True,False,True,
LHS00826,True,1.6417244065419192,1.3993895173212094,0.044,True,False,True,
LHS00827,True,1.767496898267825,1.5193504191228977,0.093,True,False,True,
LHS00836,True,2.1034629039823294,1.875404534767531,0.1700000000000001,True,False,True,
LHS00839,True,1.175744463208967,1.082075283185641,0.0,False,False,False,
LHS00844,True,1.4747903978594803,1.45480708630433,0.0,False,False,False,
LHS00854,False,,,0.0,False,True,False,unattained interval
LHS00859,True,2.5967090696758333,2.3964811824471077,0.1700000000000001,False,True,True,
LHS00860,True,1.4440769678942194,1.435641934731205,0.0,False,False,False,
LHS00861,True,1.905375302670647,1.8975366340097208,0.1700000000000001,True,False,True,
LHS00865,True,3.762930699660719,2.9888762770619257,0.1700000000000001,False,True,True,
LHS00866,True,2.2236617634773235,2.2224475730330515,0.1700000000000001,True,False,True,
LHS00868,False,,,0.0,False,False,False,unattained interval
LHS00874,True,2.053036583253928,2.051837658008961,0.1700000000000001,True,False,True,
LHS00875,True,2.0037154249400984,1.8945654205037128,0.1700000000000001,True,False,True,
LHS00877,True,2.0553348462666587,1.828986786953898,0.1700000000000001,True,False,True,
LHS00879,True,2.117727491517746,1.803258291485667,0.1700000000000001,True,False,True,
LHS00888,True,1.6589365305410149,1.6525251798383975,0.1700000000000001,True,False,True,
LHS00891,True,1.5130641489354228,1.3091737024459569,0.004,False,False,False,
LHS00900,True,1.225236165082042,1.1066402583180128,0.0,False,False,False,
LHS00904,True,1.697003646041415,1.504561041998797,0.087,True,False,True,
LHS00907,True,1.73130584494297,1.7052010949429253,0.1700000000000001,True,False,True,
LHS00915,True,2.3930599546136637,2.3904691164429344,0.1700000000000001,True,False,True,
LHS00919,True,2.033523982766409,1.9427897934073095,0.1700000000000001,True,False,True,
LHS00924,True,1.8172463019374396,1.8046760830635185,0.1700000000000001,True,False,True,
LHS00945,True,1.9361540776865875,1.894120473391439,0.1700000000000001,False,True,True,
LHS00947,True,2.445313132839569,2.3677167856394705,0.1700000000000001,False,True,True,
LHS00954,True,1.8557760599691857,1.8488625626337964,0.1700000000000001,True,False,True,
LHS00963,True,1.6941626366015716,1.6578317748647848,0.1700000000000001,True,False,True,
LHS00964,True,1.483031547268158,1.285976591680956,0.0,False,False,False,
LHS00969,True,2.254091866839395,2.0940851509625107,0.1700000000000001,False,True,True,
