property_id,exact_fast_attained,R_fast_exact,median_fast_ratio_exact,span_fast_1p5_exact,fast_firing_pass_exact,nucleation_facile_pass_exact,PR_off_pass_exact,fast_artifact_reasons,candidate_id,exact_two_attained,reduction_TS_exact,span_TS_20_exact,Chen_window_width_C_exact,lower_boundary_present_exact,upper_boundary_present_exact,two_step_pass_exact,success_T2_C,closed_fraction_switch_exact,closed_accommodation_fraction_exact,two_artifact_reasons,topology_parameters_modified,classification_exact
LHS00187,True,1.0996362949227612,1.067246456439558,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00190,True,2.194478371812276,2.148841792642601,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00195,True,1.5723286383474484,1.3837503821205488,0.028,False,False,False,,,,,,,,,,,,,,,neither
LHS00198,True,2.331830045153144,2.0438423287106304,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00199,True,1.9401170685035292,1.9358788853511173,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00206,True,2.3609890748106106,2.320145147763256,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00215,,,,,,,,,693168.0,True,0.8458723192528298,0.0299999999999966,200.0,True,True,True,1100.0,0.0142772047428265,0.0518820825153634,,False,two_step_only
LHS00217,True,1.0638534951042118,1.053337917779584,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00219,True,2.493031632652696,2.416215537766657,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00228,True,1.8942479287111689,1.611920847841004,0.1270000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00239,True,1.8199304922834736,1.7714743283445376,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00240,True,1.5503954998559824,1.546195954577417,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00241,True,1.8585724337989833,1.852778094993796,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00243,True,2.120120918766112,2.0595403665492777,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00245,,,,,,,,,693168.0,True,0.0053282185398222,0.0,100.0,True,False,False,1200.0,3.928745637952925e-07,0.3061767376098649,numerical instability,False,neither
LHS00248,True,2.3712152296976634,2.34409228567819,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00251,True,1.8012565887799454,1.7993785292181483,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00255,True,1.620415780607706,1.6142274215898609,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00265,True,1.1787738720526648,1.08356216273822,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00268,True,2.0067496246962753,1.9985383072736411,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00271,True,2.5753439504630604,2.54945857023234,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00280,True,2.329539553748121,2.3219474123179076,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00290,True,1.9540275818454815,1.7253830675942807,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00291,True,2.431788008701617,2.4308505511938874,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00296,True,1.831424747166526,1.8243139453148784,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00298,True,1.507058371051644,1.407371387357378,0.005,False,False,False,,,,,,,,,,,,,,,neither
LHS00301,True,1.162113735504428,1.0754677736110347,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00304,True,3.1427780026853886,2.826769070748629,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00308,True,1.206380159785725,1.0974558328559547,0.0,False,True,False,,,,,,,,,,,,,,,neither
LHS00311,True,1.715277070637886,1.7064474606347682,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00315,True,1.6976677596288725,1.5129803669606787,0.091,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00324,True,1.598874925019034,1.597616021005262,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00328,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00334,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00340,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00342,True,1.791630280912302,1.5080687788726863,0.088,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00345,True,2.389347681512364,2.387654165628154,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00354,True,1.3296000227708349,1.1596739366877578,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00358,True,1.9785789969727456,1.8538199007899872,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00369,True,1.7781621572753283,1.7765459702723467,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00376,True,6.509536731544835,6.173200763122793,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00377,True,2.445397898626829,2.3123924564159943,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00383,True,1.965543024946426,1.963343571764136,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00390,True,1.593719938059376,1.5263327329880965,0.1120000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00392,True,2.350910308758537,2.343530156336291,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00393,True,2.21569976527443,2.198797872702083,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00394,True,1.6189741008419614,1.3750968196041842,0.036,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00395,True,1.3208775552700422,1.1568138970352988,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00407,True,1.827800215213136,1.7807488564492897,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00413,True,1.760773364969218,1.758770990501127,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00414,True,1.9058246018326963,1.9007611361909915,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00418,,,,,,,,,693168.0,True,0.2269554274539099,0.0231999999999974,400.0,True,False,False,1100.0,0.0003685531870963,0.1158717413774923,numerical instability,False,neither
LHS00419,True,1.8274244156227089,1.821217853741378,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00425,True,1.890099592947638,1.8877150349872511,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00438,True,1.2584697663844444,1.1232086154454597,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00439,,,,,,,,,693168.0,True,0.7194576697575401,0.0299999999999966,350.0,True,False,False,1100.0,0.1264020368452089,0.0103813647265345,numerical instability,False,neither
LHS00448,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,6.359325134855038e-07,0.3333089006128428,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS00452,True,2.0047353347440886,1.7118024056409582,0.1620000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00461,True,1.7711019606539535,1.5571107542238227,0.1120000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00499,True,1.5619877791190993,1.4305285976628703,0.036,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00504,True,1.3053802429355947,1.147256413855588,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00509,True,1.6140545787798704,1.467511263808705,0.064,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00511,True,1.790020197862497,1.7845940985976203,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00512,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00513,True,1.716191076175488,1.7069216195144958,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00514,True,1.455768064797572,1.3351288001997053,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00518,True,2.073222343934836,1.801723928802652,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00520,,,,,,,,,693168.0,True,0.0228074315857425,0.0,100.0,True,False,False,1200.0,8.027783533656786e-07,0.3354977458004702,numerical instability,False,neither
LHS00521,True,2.599817494093574,2.563955223318589,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00523,True,2.204718722994945,2.2016377364870325,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00530,True,1.823458637791329,1.8173375955224529,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00550,True,1.898076794728978,1.8977723875610208,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00554,True,2.432493767119618,2.420046151603831,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00555,True,1.619319472258828,1.3621019344566831,0.034,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00572,True,1.5724113675977058,1.5408551326044364,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00573,True,1.6508699036548944,1.6505632988366312,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00576,True,1.2926351171429016,1.249992256487347,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00577,,,,,,,,,693168.0,True,0.8664762288113901,0.0299999999999966,450.0,False,True,False,1100.0,0.6116619728269738,0.0166689301474806,,False,neither
LHS00578,True,1.944780695349794,1.938758306713857,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00582,True,3.5247065178148196,3.0601142071157876,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00588,True,3.090335525521537,2.66264746827805,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00593,True,2.2809261997272494,2.0383810845972787,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00596,True,2.1783791876876495,2.175457135009503,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00601,True,1.272308325644912,1.1306175542124577,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00604,True,1.5549824283590885,1.5538864697280192,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00615,True,1.3419927964542362,1.1866121998238253,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00621,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,2.238558137357584e-07,0.3808938480373034,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS00625,True,1.7076709991213423,1.7064765315711434,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00632,True,2.509421708906366,2.339501439714956,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00640,False,,,0.0,False,True,False,unattained interval,,,,,,,,,,,,,,neither
LHS00642,True,2.2728448954981784,2.271250045604692,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00643,,,,,,,,,693168.0,True,0.9271522875774882,0.0299999999999966,450.0,False,True,False,1100.0,0.3935599873335128,0.0021910924941542,,False,neither
LHS00663,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,4.106785157593555e-07,0.387005628470874,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS00666,True,1.6945257002438785,1.4196729056075006,0.055,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00670,True,1.1492865378001325,1.1476375712040938,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00681,True,2.261088639027548,2.121350589697365,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00682,True,2.126321666445073,2.1193699318910677,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00683,True,5.206295714750183,4.90602139960666,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00684,True,1.5159496360333713,1.3364564114683617,0.006,False,False,False,,,,,,,,,,,,,,,neither
LHS00685,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00687,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,2.2353958333241601e-07,0.3820492518599094,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS00698,True,2.121604594240388,2.1198473479510027,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00699,True,1.5757757121983755,1.318430202352501,0.02,False,False,False,,,,,,,,,,,,,,,neither
LHS00701,True,1.5465215984834375,1.3058671525207013,0.013,False,True,False,,,,,,,,,,,,,,,neither
LHS00704,True,1.1499219883411027,1.0706352864739856,0.0,False,True,False,,,,,,,,,,,,,,,neither
LHS00707,True,2.084503130316292,2.0776811873264247,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00708,True,2.372261053480786,2.3386078687669105,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00714,True,1.9104615035893016,1.907181883390897,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00717,True,1.8751668973562372,1.5885145369952374,0.1180000000000001,True,False,True,,693168.0,True,0.8685881105847063,0.0299999999999966,100.0,True,True,True,1150.0,0.2221589328702185,0.1751018315609016,,False,both_pass
LHS00720,True,2.1808955043679643,2.1773082327614097,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00725,True,2.3637220199076565,2.0723800919656106,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00738,True,1.0892027710347745,1.0659764395112692,0.0,False,True,False,,,,,,,,,,,,,,,neither
LHS00743,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,4.232638938024712e-07,0.3702679973637912,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS00751,True,1.7605382530153586,1.7603858006038526,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00758,True,1.2572459162234042,1.122906405404523,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00761,True,2.3711505687439125,2.090881530023777,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00767,True,2.4569009093491254,2.213098815887294,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00771,True,2.2898296628272794,2.287683390544709,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00782,True,1.7023262371598742,1.492910978411927,0.081,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00783,,,,,,,,,693168.0,True,0.8247020996146035,0.0299999999999966,450.0,False,True,False,1100.0,0.5281486224259722,0.0001690835411083,,False,neither
LHS00797,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00804,True,1.574850730608228,1.5732215738823412,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00810,True,2.025207331445467,1.899396049349806,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00817,True,2.0911141352427283,2.076789000126848,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00826,True,1.6417244065419192,1.3993895173212094,0.044,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00827,True,1.767496898267825,1.5193504191228977,0.093,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00836,True,2.1034629039823294,1.875404534767531,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00839,True,1.175744463208967,1.082075283185641,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00844,True,1.4747903978594803,1.45480708630433,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00854,False,,,0.0,False,True,False,unattained interval,,,,,,,,,,,,,,neither
LHS00859,True,2.5967090696758333,2.3964811824471077,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00860,True,1.4440769678942194,1.435641934731205,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00861,True,1.905375302670647,1.8975366340097208,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00865,True,3.762930699660719,2.9888762770619257,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00866,True,2.2236617634773235,2.2224475730330515,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00868,False,,,0.0,False,False,False,unattained interval,,,,,,,,,,,,,,neither
LHS00874,True,2.053036583253928,2.051837658008961,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00875,True,2.0037154249400984,1.8945654205037128,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00877,True,2.0553348462666587,1.828986786953898,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00879,True,2.117727491517746,1.803258291485667,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00888,True,1.6589365305410149,1.6525251798383975,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00891,True,1.5130641489354228,1.3091737024459569,0.004,False,False,False,,,,,,,,,,,,,,,neither
LHS00895,,,,,,,,,693168.0,True,0.7490605631005696,0.0299999999999966,350.0,True,True,True,1100.0,0.0028021326576095,0.1164608441169015,,False,two_step_only
LHS00900,True,1.225236165082042,1.1066402583180128,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00904,True,1.697003646041415,1.504561041998797,0.087,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00907,True,1.73130584494297,1.7052010949429253,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00915,True,2.3930599546136637,2.3904691164429344,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00919,True,2.033523982766409,1.9427897934073095,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00924,True,1.8172463019374396,1.8046760830635185,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00945,True,1.9361540776865875,1.894120473391439,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00947,True,2.445313132839569,2.3677167856394705,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00954,True,1.8557760599691857,1.8488625626337964,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00963,True,1.6941626366015716,1.6578317748647848,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00964,True,1.483031547268158,1.285976591680956,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00969,True,2.254091866839395,2.0940851509625107,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00970,True,1.8547619145296077,1.8511034632150067,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00971,True,2.3087416175250115,1.9822802723617237,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00972,True,1.4987196094520854,1.4824622377273196,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS00973,True,2.390697643318886,2.3217650114984667,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00974,True,2.124775830571453,1.9966969735212996,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00975,True,1.8208033834418575,1.793907204564212,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00980,True,4.455841844946136,4.322765656716754,0.1220000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS00995,True,1.7730665226403748,1.7668079139170412,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS00999,True,2.2653646958845237,2.080961494630593,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01000,True,1.6703026657685849,1.4290500967476505,0.055,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01002,,,,,,,,,693168.0,False,,0.0,0.0,True,False,False,1100.0,3.582046019388295e-07,0.4049424168526804,unattained interval;numerical instability;unsupported interpolation,False,neither
LHS01005,True,1.5656446925231249,1.29889485784349,0.016,False,False,False,,,,,,,,,,,,,,,neither
LHS01012,True,1.4135906046717217,1.4052743004543102,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS01014,True,1.702050946326061,1.4239522952059638,0.057,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01016,True,2.013973437736623,2.0010399235326037,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01019,True,2.3510122433646203,2.3465859735049928,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01021,,,,,,,,,693168.0,True,0.6295396510753403,0.0299999999999966,250.0,True,False,False,1100.0,0.0309513180544511,0.0662832128783398,numerical instability,False,neither
LHS01024,True,2.4284373938703387,2.3294293653741485,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01025,True,1.3204832158568591,1.1755753340490245,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS01026,True,3.0391775278126176,2.772254639288463,0.1460000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01029,True,2.4821453265603037,2.241595590939515,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01032,True,2.333241594772473,2.150431126404255,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01042,True,5.059587576896683,4.385213259547225,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01044,True,1.7020198278306595,1.4241543005349253,0.057,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01047,True,2.0449855153984853,2.0389151649060726,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01054,,,,,,,,,693168.0,True,0.0075428739172387,0.0,200.0,True,False,False,1100.0,0.0037516814228923,0.2803138929910344,numerical instability,False,neither
LHS01058,True,1.8364099983142872,1.8352912190714203,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01062,,,,,,,,,693168.0,True,0.0027340862036838,0.0,200.0,True,False,False,1100.0,6.520922488096533e-07,0.2910666158165783,numerical instability,False,neither
LHS01065,True,1.3763564784709332,1.3749396507726783,0.0,False,False,False,,,,,,,,,,,,,,,neither
LHS01073,True,2.929072081845296,2.4531241187106265,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01075,True,2.0823560237088454,1.8663361761806647,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01079,True,1.9249859975817871,1.7872735976545049,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01085,True,6.125559434634576,5.882673212685349,0.1700000000000001,False,True,True,,,,,,,,,,,,,,,neither
LHS01087,True,2.3701942426238483,2.1425002566397775,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01090,True,2.15691807561383,2.1536353126871983,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
LHS01092,True,1.5953401174881003,1.3422254356080274,0.026,False,False,False,,,,,,,,,,,,,,,neither
LHS01097,True,2.15229506040808,2.1501249728018985,0.1700000000000001,True,False,True,,,,,,,,,,,,,,,fast_only
