growth_mode,G0_nm,T1_C,rho_switch,rho0,first_step_attained,rho1,G1_nm,first_connected_coverage,first_fine_fraction,first_isolation,first_growth_mobility_factor,first_step_budget_h,second_step_budget_h,T2_C,rho2,G2_nm,density_gain,growth_fraction,second_initial_rho_dot,second_initial_dGdt_nm_s,second_final_rho_dot,second_final_dGdt_nm_s,median_E_G,initial_growth_mobility_factor,final_growth_mobility_factor,initial_junction_time_ratio,initial_pinning_time_ratio,final_pinning_time_ratio,initial_pore_junction_occupancy,final_pore_junction_occupancy,initial_pore_line_density_m2,initial_connected_pinning_coverage,initial_migration_drive_ratio,final_connected_coverage,final_mean_radius_nm,final_fine_fraction,final_isolation
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1100.0,0.8654848485589552,229.8157728072676,0.015418692493137431,0.006990205646448585,5.747616240177954e-08,4.298333355830064e-06,3.284458318628059e-08,4.681845137538353e-06,2.1673508277748668,0.017610355832853405,0.017853005572091213,55.78476968275831,30.523722784300066,19.767699501923904,0.9995896028934727,0.9987053350747774,149725412586429.44,0.310759857235059,0.33792083336660567,0.22791760468695768,52.2045281829634,0.38998427818408415,0.12813966829862264
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1125.0,0.8742469809635449,231.42110759036046,0.024180824897727105,0.014024346008580275,1.236764030718365e-07,9.293754862326137e-06,3.586896655759834e-08,8.258751656391993e-06,1.5682526389561313,0.020852180433779885,0.021428537145799814,46.956615528802494,26.510753513486428,12.382441685470104,0.9995896028934727,0.9977081648007299,149725412586429.44,0.310759857235059,0.47692784870744426,0.18298758442225108,53.173446072364186,0.3760571488775502,0.19298601387757042
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1150.0,0.8813044704317389,233.5797637200331,0.03123831436592106,0.023482990005839775,2.3565003045406588e-07,1.782683904539224e-05,3.1579932927822116e-08,1.2024718477838087e-05,1.0456259402408947,0.024530540181434055,0.025666251120476314,39.76551077162378,23.139679795790524,7.844793165228573,0.9995896028934727,0.9964917542536708,149725412586429.44,0.310759857235059,0.6650175796266183,0.14961161257899125,54.05025718353942,0.363693239853426,0.2614123894281792
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1175.0,0.886599088397263,236.41109662009282,0.03653293233144517,0.03588912064020558,4.128710373758459e-07,3.152577709765788e-05,2.6856783084980345e-08,1.7150999235247893e-05,0.6683241951513457,0.028678354280499564,0.030709425508784596,33.86950437319796,20.29233085618792,5.210351888200507,0.9995896028934727,0.995406834026668,149725412586429.44,0.310759857235059,0.916702832608538,0.12710348854169207,54.76199203612468,0.3538961696977055,0.32202197463154447
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1200.0,0.8907168415796303,240.4850698381488,0.04065068551381246,0.053740163144972174,6.824320461586989e-07,5.2790288212298e-05,2.3577396648918417e-08,2.6145625207709122e-05,0.4120222821390176,0.03332749312321508,0.036870173378189985,29.005257110185276,17.874833975521423,3.609433401979002,0.9995896028934727,0.9947443885201057,149725412586429.44,0.310759857235059,1.249950507556542,0.11162821826043258,55.34778120636788,0.3460119391419259,0.37385100381128683
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1225.0,0.8941316406842247,247.0515925004029,0.04406548461840687,0.08251287933095283,1.080473642206933e-06,8.510731060867665e-05,2.1729948528102755e-08,4.3361786795739204e-05,0.2436098716469357,0.03850825054339713,0.04482864981916905,24.968460937300787,15.812141675480387,2.5712478728885912,0.9995896028934727,0.9948151756406325,149725412586429.44,0.310759857235059,1.68679657290216,0.10068535958253068,55.85568751251848,0.3393123741143185,0.4192093416637886
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1250.0,0.8971888090874294,258.56802506021893,0.04712265302161156,0.1329747542930697,1.653111664402016e-06,0.00013351698712368116,2.1204471509145602e-08,7.711258239951513e-05,0.13973749910506084,0.04424880031995662,0.056095152205808865,21.59948276041714,14.043890760825962,1.8532926203063504,0.9995896028934727,0.9958995728689832,149725412586429.44,0.310759857235059,2.2540292822262704,0.09301964210300065,56.32823446984797,0.33319458331159496,0.4610348506106706
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1275.0,0.9001991355580103,279.78627508205204,0.05013297949219253,0.22594735444119932,2.4571912181785906e-06,0.00020540047685327587,2.2178403101181415e-08,0.0001439428835423339,0.08038925622389095,0.05057464858770249,0.07412552823282821,18.772752316130884,12.5212466059922,1.3230113466350808,0.9995896028934727,0.9978285456358631,149725412586429.44,0.310759857235059,2.983941852569364,0.08811229203792484,56.81089672778682,0.32706129479200696,0.5027657434303773
junction_limited,225.0,1250.0,0.85,0.7,True,0.8500661560658178,228.2204648254099,0.310759857235059,0.41608743523620234,0.05873978086936385,0.04424880031995662,96.0,96.0,1300.0,0.9035192540052385,319.8371212659363,0.05345309793942066,0.40143926843113614,3.5608854696909517e-06,0.0003118358999855667,2.5140181559899105e-08,0.00027648094051650095,0.048542593548366146,0.05750809522057022,0.10701487393914139,16.388856232579712,11.204481769452704,0.9054539321553785,0.9995896028934727,0.9994914428686724,149725412586429.44,0.310759857235059,3.9151550443672285,0.08576455659666032,57.36434244041724,0.3201731118994297,0.5487234191340464
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,900.0,0.7510000911466261,225.433379337243,9.114662624654102e-08,6.807299345129217e-09,1.954683727804672e-13,1.981556209795524e-12,3.1741809557755856e-13,6.897496042243587e-12,13.56337774256738,0.0033728467672001277,0.0033728468129652026,295.4854525040049,305.09152352981823,119.06103808241618,0.9999999039732995,0.9960317464059931,317956975087404.9,0.6414576168359625,0.01249634910010307,0.45490466398456425,69.79389515523229,0.18206791873555603,0.00025403797752004395
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,925.0,0.7510005273693514,225.43338687563804,5.273693515217559e-07,4.024686855330296e-08,1.1110433664714242e-12,1.1265412022828214e-11,1.8481214394438458e-12,4.123105247671747e-11,13.290068989041831,0.004263835635915072,0.004263835977663744,233.53061641889195,251.66236715483979,95.11457970408449,0.9999999039732995,0.9950652309994457,317956975087404.9,0.6414576168359625,0.02000634282555284,0.44844175627299765,71.08349171084573,0.17489077773836506,0.0002540441325383165
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,950.0,0.7510028468018997,225.43342739276298,2.846801899769602e-06,2.1997679736396417e-07,5.91668492511068e-12,6.000751067017163e-11,1.0033505156993808e-11,2.2723660725843241e-10,13.141546211271287,0.005337608646965783,0.005337610982731837,186.3498163954864,209.2301680200212,77.65792353801913,0.9999999039732995,0.9944374202223019,317956975087404.9,0.6414576168359625,0.03141936615725613,0.4447957422866203,71.82754886624305,0.17094908332370407,0.00025407686178685715
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,975.0,0.7510143620007351,225.43362852398639,1.4362000735235192e-05,1.1121748621159895e-06,2.960704690543056e-11,3.0037832628775936e-10,5.0864277628677654e-11,1.1549525017939664e-09,13.126964508713103,0.006620255976019935,0.006620270604304078,150.0515610910252,175.2438733998534,64.86980555548223,0.9999999039732995,0.994339515975143,317956975087404.9,0.6414576168359625,0.04845898593907247,0.44424997424147694,71.93678277558945,0.17038216040383264,0.0002542394138731422
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1000.0,0.7510677330818013,225.43454952232264,6.773308180141324e-05,5.197631706317272e-06,1.3952473818356752e-10,1.4161896960244872e-09,2.4057813100622267e-10,5.403385444497605e-09,13.25619824830937,0.008139605886970722,0.008139689811809698,121.85607115213352,147.8034771757903,55.504595861405065,0.9999999039732995,0.9948507217578537,317956975087404.9,0.6414576168359625,0.07347862396048738,0.44710143054642687,71.33654544562376,0.17353475362028484,0.00025499417518447964
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1025.0,0.7512979670946747,225.4384257668607,0.0002979670946747781,2.239226621799025e-05,6.199126787402178e-10,6.296078539549502e-09,1.0567155821820299e-09,2.315313848624035e-08,13.536700961234242,0.00992504824045086,0.009925488322256018,99.75517778587377,125.48015842756561,48.70536216308122,0.9999999039732995,0.9958833527167353,317956975087404.9,0.6414576168359625,0.10964389724259883,0.45359213444269336,69.96923067839722,0.18106758040185955,0.0002582758496549426
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1050.0,0.7522146009515562,225.45332135713448,0.0012146009515563438,8.846762036024693e-05,2.594203618223915e-09,2.6370520273627767e-08,4.259748491039926e-09,9.007209127210206e-08,13.955572641132008,0.012007310340579072,0.012009409435584805,82.28259798703374,107.1895871417741,43.85626138141922,0.9999999039732995,0.997169825341864,317956975087404.9,0.6414576168359625,0.1611533606533411,0.46352379698861146,67.8023920433776,0.19410946616116545,0.0002717652952261808
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1075.0,0.7555208441436443,225.50519542079874,0.004520844143644398,0.00031857579764031836,1.0173783076399177e-08,1.035443314260331e-07,1.5377633589455574e-08,3.1531060473930455e-07,14.408500901161053,0.014418184360309125,0.014427239834836512,68.35686040697568,92.10172847508663,40.401759478159754,0.9999999039732995,0.9983332117541854,317956975087404.9,0.6414576168359625,0.23350228922221644,0.47484503625679453,64.85967300991634,0.21438798353342717,0.00032654383304979277
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1100.0,0.7659968114926623,225.67056801009775,0.01499681149266241,0.0010521521247615928,3.6934545931032884e-08,3.7655773612164285e-07,4.8122209313332174e-08,1.0133109225047259e-06,14.48538878187479,0.017190206615720332,0.017225775627419,57.172657394676484,79.57598123986196,37.55730505712302,0.9999999039732995,0.9990835934062913,317956975087404.9,0.6414576168359625,0.3337940572244372,0.4798292063092279,61.24620034462819,0.2445727055338126,0.0005842357411618608
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1125.0,0.795833527659943,226.239433276997,0.044833527659943084,0.0035755817625734757,1.213200846856873e-07,1.2399868452215737e-06,1.477749130998293e-07,4.027875807559342e-06,13.085259432947108,0.02035629017132703,0.0204991321645405,48.12486467738388,69.11408674334072,33.72389787638964,0.9999999039732995,0.9993906231309436,317956975087404.9,0.6414576168359625,0.47110348313645156,0.4521428418830953,56.7153274084843,0.2951751515199975,0.0030577111392813086
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1150.0,0.8590287020303129,229.2784329597028,0.108028702030313,0.017056281525526067,3.4920470291329225e-07,3.582063183622521e-06,1.57926267085006e-07,1.860625591060461e-05,7.959990566619336,0.023949313644114154,0.02475285850856091,40.75485004956552,60.325627327258644,15.592542030251638,0.9999999039732995,0.9976037409684262,317956975087404.9,0.6414576168359625,0.6568962138783622,0.24731035936704385,54.579761869479704,0.3392547268605409,0.09311475861827441
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1175.0,0.8810272387402435,233.73963952903682,0.13002723874024358,0.03684574931782196,8.567465392710785e-07,8.834405869589172e-06,5.283418449437549e-08,2.1244043688931208e-05,1.9318100707519592,0.028001670610741998,0.03004004184926855,34.712154960367975,52.902529319118564,6.696589052293571,0.9999999039732995,0.9957116678641966,317956975087404.9,0.6414576168359625,0.9055078218085881,0.1487095734866832,54.73718985169762,0.34947890395002407,0.2584496255736777
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1200.0,0.8885522359419572,238.3901344422988,0.1375522359419573,0.0574748813416216,1.7870843170210183e-06,1.8567662415921747e-05,3.228844503673322e-08,2.8080788716684048e-05,0.6876498997546446,0.03254478567055805,0.036253784757892295,29.726888482927066,46.600064584302864,4.070913377297792,0.9999999039732995,0.994892314306138,317956975087404.9,0.6414576168359625,1.234685790427132,0.11926956611089808,55.18652661396784,0.3471591896488834,0.3461542704362104
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1225.0,0.893054071493487,245.05200307561103,0.14205407149348714,0.08702626675866564,3.2569476605178257e-06,3.421066166903863e-05,2.5627421312753678e-08,4.424984879403146e-05,0.32752394971469256,0.037608604919306766,0.044137816950147415,25.589659524611605,41.222582783292026,2.7543254856852197,0.9999999039732995,0.9947893253757224,317956975087404.9,0.6414576168359625,1.6661969792506128,0.1040668412670976,55.71240610825117,0.3410749011333882,0.4047083144053312
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1250.0,0.8965588825268073,256.38386665829387,0.14555888252680738,0.13729328441655217,5.393187542762596e-06,5.754145029607649e-05,2.3245276873631846e-08,7.730443253171906e-05,0.16784763515064832,0.04322107027009665,0.05520356314707837,22.136863426814994,36.61271580847191,1.9374462476090184,0.9999999039732995,0.9957509584137622,317956975087404.9,0.6414576168359625,2.2265024968163014,0.094671064858257,56.220422418575936,0.3346503335854681,0.45235173097137016
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1275.0,0.8997830940001571,277.17960845181744,0.1487830940001572,0.22954112276340355,8.38575762195704e-06,9.147370096317713e-05,2.3350972561147283e-08,0.00014344937952509462,0.09064109053136675,0.049407588629604496,0.0728509143370995,19.23980582207185,32.64315077355557,1.366027022529566,0.9999999039732995,0.9976760446031564,317956975087404.9,0.6414576168359625,2.9475011870912406,0.0889345680156325,56.72919413462897,0.3281852919415943,0.4969874531232217
junction_limited,225.0,1300.0,0.75,0.7,True,0.7509999999999999,225.4333778026505,0.6414576168359625,0.5320565178838765,0.00025403669147760864,0.056190508298066294,96.0,96.0,1300.0,0.9032115114778699,316.52683854807617,0.15221151147787004,0.4040815146068163,1.2509349426231361e-05,0.0001407493205691431,2.5867058911863477e-08,0.00027516594955037795,0.05273094782356944,0.056190508298066294,0.1050426355093553,16.796600000402798,29.210317410789212,0.9292416473149624,0.9999999039732995,0.9994315878885706,317956975087404.9,0.6414576168359625,3.8673421638501617,0.08616394593522915,57.29774063199346,0.3210845561661699,0.5444863783879854
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,900.0,0.8010000971337786,226.23644851390898,9.713377890907537e-08,1.0946921489197951e-08,2.5448246599928373e-13,5.4256808926892e-12,3.0669654948313937e-13,8.942083363423628e-12,8.890643325215308,0.0033968381874924305,0.003396838261609649,293.3914148404599,228.95465364471474,145.3077936757485,0.9999922722874078,0.9992985019249281,229973113371895.5,0.5184523514247136,0.012540865227703195,0.44026891278604724,56.84357051877549,0.2970875660270608,0.004070159590328862
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,925.0,0.801000558977857,226.23646043425674,5.589778573344972e-07,6.363669790822723e-08,1.4530001174595557e-12,3.098524485219567e-11,1.7750492340691686e-12,5.255881199876985e-11,8.804166738066233,0.004294137448402663,0.004294137992585262,231.87563847589016,188.85896743609115,117.26747690933426,0.9999922722874078,0.9991640271923895,229973113371895.5,0.5184523514247136,0.020077612034095256,0.43652536474165937,57.42526370446753,0.2899138066877512,0.004070263598769212
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,950.0,0.8010030099219759,226.2365240343984,3.009921976215857e-06,3.44759137603822e-07,7.77736147994495e-12,1.658972406072544e-10,9.599884837338567e-12,2.8686612568238535e-10,8.753334372918154,0.005375500249057878,0.005375503935639836,185.0291979663218,157.0159016442405,96.26712616734731,0.9999922722874078,0.9990760943836767,229973113371895.5,0.5184523514247136,0.03153129232879369,0.4343534816439636,57.766798390688244,0.2858257678062093,0.004070815601806352
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,975.0,0.8010151927243078,226.23684029015996,1.5192724308055183e-05,1.7426584022910839e-06,3.912402396317779e-11,8.348382036425229e-10,4.8582303151902394e-11,1.4546372380009154e-09,8.742931207452546,0.00666719203801963,0.006667215120388271,148.98818007603575,131.51102945572413,80.46316337867721,0.9999922722874078,0.9990611231014611,229973113371895.5,0.5184523514247136,0.04863161287067911,0.4339822471381845,57.82113439144052,0.2851848431746658,0.004073560526052524
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1000.0,0.801071919325197,226.2383055603995,7.191932519723387e-05,8.219378953796594e-06,1.8519002279254404e-10,3.95345324763041e-09,2.3005443673068653e-10,6.848685846836866e-09,8.775751738556416,0.00819722489584652,0.008197358543979285,120.99250511068611,110.91849925145553,68.54295621224563,0.9999922722874078,0.9991324956298885,229973113371895.5,0.5184523514247136,0.07374037911584547,0.4356051548202175,57.54334344230133,0.28849794783170424,0.0040863659694789275
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1025.0,0.8013189380753075,226.24462487123182,0.0003189380753078064,3.6151707908735124e-05,8.239239798977959e-10,1.7600095356693154e-08,1.0181574429126968e-09,2.9923528496683106e-08,8.847990307839622,0.009995178754640935,0.009995894229250705,99.04823570920956,94.1660583672668,59.57566066686505,0.9999922722874078,0.9992834376478132,229973113371895.5,0.5184523514247136,0.11003448505997872,0.43927517871763005,56.87969441365804,0.2966723075335936,0.004142596891754796
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1050.0,0.8023226443868363,226.27005944680172,0.0013226443868366022,0.0001485764565087383,3.4274292275526887e-09,7.327629237275731e-08,4.21607492800761e-09,1.2218272726736337e-07,8.929387527477559,0.012091974448422835,0.012095524416335348,81.69948007791487,80.43997589453276,52.880474998061025,0.9999922722874078,0.9994840597995879,229973113371895.5,0.5184523514247136,0.1617274422117679,0.4443482260723976,55.74138843873163,0.3116348198225128,0.004379115619584996
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1075.0,0.8061441165302795,226.36808636183653,0.005144116530279796,0.0005818705466158597,1.3164065659977972e-08,2.8176925187225706e-07,1.6619659778453298e-08,4.882392172589531e-07,8.88727986764419,0.014519597832815433,0.014536254110108726,67.87243100769095,69.11735566796912,47.719325180972476,0.9999922722874078,0.9996795908440758,229973113371895.5,0.5184523514247136,0.23433410158746565,0.44670119229239674,53.98886583647108,0.33748512743092784,0.005409277688796961
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1100.0,0.8200005333544825,226.77301180502405,0.019000533354482818,0.0023717034859148294,4.56063349424385e-08,9.77781176574794e-07,6.443426245488936e-08,2.2916066411773107e-06,8.22957374628244,0.01731077526009118,0.017391554935140538,56.76748787822531,59.71746121432391,41.164670691317895,0.9999922722874078,0.9997666907519932,229973113371895.5,0.5184523514247136,0.33498314203029006,0.421598220555763,51.85079494496967,0.3764475448237042,0.011607656392197234
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1125.0,0.8530192015947653,228.4919212975131,0.052019201594765585,0.009969548672209538,1.3792576574317083e-07,2.963947845246167e-06,1.1158869028456594e-07,9.660513584933353e-06,5.7112556589000345,0.020498601928273158,0.020900777717898746,47.7838147937654,51.866376388348854,23.29167320327728,0.9999922722874078,0.9992038506630103,229973113371895.5,0.5184523514247136,0.47278170952082743,0.2887297844076618,51.95208817849039,0.38745787081066063,0.06849477362346476
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1150.0,0.8747441429133749,231.59932833064258,0.07374414291337517,0.02370476723472589,3.538414619994643e-07,7.629043281223324e-06,6.108301989503877e-08,1.4945282482669785e-05,2.446072519795571,0.0241161260324358,0.025243807381799713,40.46602977008066,45.271113896623014,10.455461539909688,0.9999922722874078,0.9974589416708118,229973113371895.5,0.5184523514247136,0.6592362954047981,0.17973483977284155,53.46051219131417,0.37056698657388437,0.19732414671742782
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1175.0,0.8841212840784596,235.00210565078808,0.08312128407845987,0.038745568041790523,7.676130184491718e-07,1.6628615990466772e-05,3.733446836857025e-08,1.8978008753212876e-05,1.0611748235310952,0.028195893209069605,0.030355543530377033,34.46615787572695,39.700481144322445,5.946471327597825,0.9999922722874078,0.995894286438141,229973113371895.5,0.5184523514247136,0.9087335400896346,0.13726985408271994,54.46169881963963,0.35779887265233634,0.29273226114767853
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1200.0,0.889561037833897,239.29131229538714,0.08856103783389724,0.05770452323989147,1.4473821461615666e-06,3.156693490951233e-05,2.8062682059850027e-08,2.7160843033200717e-05,0.5396897407976591,0.03276945743960031,0.036518372132059614,29.516220838967822,34.97082292972204,3.870889369638898,0.9999922722874078,0.9949458487790952,229973113371895.5,0.5184523514247136,1.239084149480038,0.11586429230754035,55.174711747736,0.34839080470464817,0.35894586074898027
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1225.0,0.8935064356271853,245.8700744079897,0.09250643562718563,0.08678366688731878,2.468472352865937e-06,5.435849642324042e-05,2.3955313010903196e-08,4.3866823256800834e-05,0.28895322871826357,0.03786686630799744,0.044419892324641046,25.408311473843852,30.935314276493724,2.680490138729796,0.9999922722874078,0.9948389873529597,229973113371895.5,0.5184523514247136,1.6721325238437652,0.10269264721621635,55.74592132838117,0.34086800387153615,0.4107771586249338
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1250.0,0.8968101243841802,257.2532027256308,0.09581012438418046,0.13709885047963663,3.937907764628023e-06,8.791364097895879e-05,2.2426826062795757e-08,7.722330363688913e-05,0.15602280062410243,0.04351613021341415,0.055557727787431274,21.979984550458557,27.47585894860752,1.9047421909712152,0.9999922722874078,0.995825972272897,229973113371895.5,0.5184523514247136,2.234434034936459,0.09403350802962794,56.25232890503152,0.33428846262331374,0.4558117568137758
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1275.0,0.8999477453966382,278.2122525677762,0.09894774539663853,0.22974108478475094,6.006850177247041e-06,0.00013671781743689396,2.289134263790807e-08,0.00014363926890941973,0.08617337709970718,0.04974268673025839,0.07335485116198488,19.10345772882633,24.496915524764365,1.3493974295693445,0.9999922722874078,0.9977435663682248,229973113371895.5,0.5184523514247136,2.9580011609552055,0.08862332022632326,56.75449211078116,0.3278760298786513,0.49927424212967525
junction_limited,225.0,1300.0,0.8,0.7,True,0.8009999999999997,226.23644603731637,0.5184523514247136,0.4815182440785076,0.004070137715896056,0.056568872682256535,96.0,96.0,1300.0,0.9033319380345122,317.8157388000352,0.10233193803451246,0.4047946047897754,8.874694945932723e-06,0.00020750233609763687,2.5587926681178586e-08,0.00027566512559713623,0.05078421644984017,0.056568872682256535,0.10580914568412884,16.677566346724483,21.92076013211749,0.9201522138416817,0.9999922722874078,0.9994569874216487,229973113371895.5,0.5184523514247136,3.8811189154325794,0.08601737354339012,57.31814637842049,0.32083305503307813,0.5461452290567899
junction_limited,225.0,1300.0,0.85,0.7,True,0.8503391524519114,228.41364597949874,0.3095920802217443,0.4160365023498503,0.059583959320036205,0.05759988371570581,96.0,96.0,900.0,0.8503394022564315,228.413664742942,2.498045200693966e-07,8.214677004181807e-08,7.201237864518342e-13,5.367545357239258e-11,7.262646063237878e-13,5.4967411423843776e-11,3.0409497355340847,0.003462304676191736,0.0034623052430565737,287.8249572247124,116.37504734921359,113.03175929844308,0.9995887936514342,0.9994846531910418,149434501326290.3,0.3095920802217443,0.012661552992768986,0.3062686208663631,51.11753879666855,0.4039907878668068,0.05958473696225101
junction_limited,225.0,1300.0,0.85,0.7,True,0.8503391524519114,228.41364597949874,0.3095920802217443,0.4160365023498503,0.059583959320036205,0.05759988371570581,96.0,96.0,925.0,0.8503405815088984,228.41375343424247,1.429056986967936e-06,4.704392474721949e-07,4.118280065506592e-12,3.0713307752789223e-10,4.15607395319112e-12,3.150452093824718e-10,3.037705715229031,0.004376821433080507,0.004376825533114615,227.4763075874853,95.99486591700493,93.06674217244104,0.9995887936514342,0.9994774581403217,149434501326290.3,0.3095920802217443,0.02027083013191041,0.3060575391284323,51.15392585187461,0.4032537791814098,0.0595884081070531
