candidate_id,G0_nm,G1_nm,first_step_growth_fraction,median_reduction,window_width_C,T2_success_range,closed_fraction_at_switch,closed_fraction_at_target,closed_shrinkage_share,ablations_that_destroy_result,robustness_count,interpretation,artifact_flag,tier_status,destructive_ablation_count,representative_role,validation_status,evidence_level
693168,102.95481792457316,117.0666684907314,0.1370683844683875,0.8812766736684337,260.0,930-1190,0.6494149879062678,0.9999913991449448,0.9913835871516228,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,9,calibration-sensitive Tier B,False,conditional Tier B,4,best strong-separation conditional comparator,not validation,exact candidate base results; material robustness reduced transfer only
822940,99.51971279037129,112.93125723883682,0.1347626924598917,0.3190687505790738,125.0,1185-1310,0.0218863861583767,0.0001783153370509,0.9999767866705984,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_2;topology_disabled,9,plausible Tier B,False,conditional Tier B,7,Tier-B family comparator,not validation,exact candidate base results; material robustness reduced transfer only
581668,110.43697847400524,119.44922480093048,0.081605332303134,0.3389414747772701,265.0,1020-1285,0.4603007828266633,1.0,0.9998243117198335,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;q_TJ_2;no_residual_stress,5,calibration-sensitive Tier B,False,conditional Tier B,7,Tier-B family comparator,not validation,exact candidate base results; material robustness reduced transfer only
295003,100.09505980095489,105.08767268026187,0.0498787141866452,0.4229626165997483,290.0,970-1260,0.6214173509656965,0.9999999999999992,0.9998511514330146,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,0,calibration-sensitive Tier B,False,conditional Tier B,4,Tier-B family comparator,not validation,exact candidate base results; material robustness reduced transfer only
366094,107.03956852143658,128.06165749645697,0.1963954943522623,0.2309788280970066,215.0,1110-1325,0.147090077345526,0.221217012773066,0.1370635486848481,no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_1;q_TJ_2;no_residual_stress;topology_disabled,0,calibration-sensitive Tier B,False,conditional Tier B,8,Tier-B family comparator,not validation,exact candidate base results; material robustness reduced transfer only
85161,106.55525329778165,113.50364549943758,0.0652092880135888,0.3954750022362947,60.0,1110-1170,0.9416338408109493,0.9999999999999992,0.9999912890531544,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;no_TJ_multihit;q_TJ_0;no_residual_stress;topology_disabled,0,calibration-sensitive Tier B,False,conditional Tier B,9,Tier-B family comparator,not validation,exact candidate base results; material robustness reduced transfer only
