design,model_style,G0_nm,rho0,T1_C,rho_switch,n_T2
T1_switch_extension,density,2000.0,0.7,1400.0,0.825,19
T1_switch_extension,density,2000.0,0.7,1400.0,0.85,19
T1_switch_extension,density,2000.0,0.7,1400.0,0.875,19
T1_switch_extension,density,2000.0,0.7,1400.0,0.9,19
T1_switch_extension,density,2000.0,0.7,1400.0,0.925,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.7,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.75,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.8,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.825,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.85,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.875,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.9,19
T1_switch_extension,density,2000.0,0.7,1450.0,0.925,19
core_size,connectivity,25.0,0.7,1200.0,0.75,19
core_size,connectivity,25.0,0.7,1200.0,0.825,19
core_size,connectivity,25.0,0.7,1200.0,0.875,19
core_size,connectivity,25.0,0.7,1200.0,0.925,19
core_size,connectivity,25.0,0.7,1300.0,0.75,19
core_size,connectivity,25.0,0.7,1300.0,0.825,19
core_size,connectivity,25.0,0.7,1300.0,0.875,19
core_size,connectivity,25.0,0.7,1300.0,0.925,19
core_size,connectivity,25.0,0.7,1400.0,0.75,19
core_size,connectivity,25.0,0.7,1400.0,0.825,19
core_size,connectivity,25.0,0.7,1400.0,0.875,19
core_size,connectivity,25.0,0.7,1400.0,0.925,19
core_size,connectivity,35.0,0.7,1200.0,0.75,19
core_size,connectivity,35.0,0.7,1200.0,0.825,19
core_size,connectivity,35.0,0.7,1200.0,0.875,19
core_size,connectivity,35.0,0.7,1200.0,0.925,19
core_size,connectivity,35.0,0.7,1300.0,0.75,19
core_size,connectivity,35.0,0.7,1300.0,0.825,19
core_size,connectivity,35.0,0.7,1300.0,0.875,19
core_size,connectivity,35.0,0.7,1300.0,0.925,19
core_size,connectivity,35.0,0.7,1400.0,0.75,19
core_size,connectivity,35.0,0.7,1400.0,0.825,19
core_size,connectivity,35.0,0.7,1400.0,0.875,19
core_size,connectivity,35.0,0.7,1400.0,0.925,19
core_size,connectivity,50.0,0.7,1200.0,0.75,19
core_size,connectivity,50.0,0.7,1200.0,0.825,19
core_size,connectivity,50.0,0.7,1200.0,0.875,19
core_size,connectivity,50.0,0.7,1200.0,0.925,19
core_size,connectivity,50.0,0.7,1300.0,0.75,19
core_size,connectivity,50.0,0.7,1300.0,0.825,19
core_size,connectivity,50.0,0.7,1300.0,0.875,19
core_size,connectivity,50.0,0.7,1300.0,0.925,19
core_size,connectivity,50.0,0.7,1400.0,0.75,19
core_size,connectivity,50.0,0.7,1400.0,0.825,19
core_size,connectivity,50.0,0.7,1400.0,0.875,19
core_size,connectivity,50.0,0.7,1400.0,0.925,19
core_size,connectivity,75.0,0.7,1200.0,0.75,19
core_size,connectivity,75.0,0.7,1200.0,0.825,19
core_size,connectivity,75.0,0.7,1200.0,0.875,19
core_size,connectivity,75.0,0.7,1200.0,0.925,19
core_size,connectivity,75.0,0.7,1300.0,0.75,19
core_size,connectivity,75.0,0.7,1300.0,0.825,19
core_size,connectivity,75.0,0.7,1300.0,0.875,19
core_size,connectivity,75.0,0.7,1300.0,0.925,19
core_size,connectivity,75.0,0.7,1400.0,0.75,19
core_size,connectivity,75.0,0.7,1400.0,0.825,19
core_size,connectivity,75.0,0.7,1400.0,0.875,19
core_size,connectivity,75.0,0.7,1400.0,0.925,19
core_size,connectivity,100.0,0.7,1200.0,0.75,19
core_size,connectivity,100.0,0.7,1200.0,0.825,19
core_size,connectivity,100.0,0.7,1200.0,0.875,19
core_size,connectivity,100.0,0.7,1200.0,0.925,19
core_size,connectivity,100.0,0.7,1300.0,0.75,19
core_size,connectivity,100.0,0.7,1300.0,0.825,19
core_size,connectivity,100.0,0.7,1300.0,0.875,19
core_size,connectivity,100.0,0.7,1300.0,0.925,19
core_size,connectivity,100.0,0.7,1400.0,0.75,19
core_size,connectivity,100.0,0.7,1400.0,0.825,19
core_size,connectivity,100.0,0.7,1400.0,0.875,19
core_size,connectivity,100.0,0.7,1400.0,0.925,19
core_size,connectivity,150.0,0.7,1200.0,0.75,19
core_size,connectivity,150.0,0.7,1200.0,0.825,19
core_size,connectivity,150.0,0.7,1200.0,0.875,19
core_size,connectivity,150.0,0.7,1200.0,0.925,19
core_size,connectivity,150.0,0.7,1300.0,0.75,19
core_size,connectivity,150.0,0.7,1300.0,0.825,19
core_size,connectivity,150.0,0.7,1300.0,0.875,19
core_size,connectivity,150.0,0.7,1300.0,0.925,19
core_size,connectivity,150.0,0.7,1400.0,0.75,19
core_size,connectivity,150.0,0.7,1400.0,0.825,19
core_size,connectivity,150.0,0.7,1400.0,0.875,19
core_size,connectivity,150.0,0.7,1400.0,0.925,19
core_size,connectivity,225.0,0.7,1200.0,0.75,19
core_size,connectivity,225.0,0.7,1200.0,0.825,19
core_size,connectivity,225.0,0.7,1200.0,0.875,19
core_size,connectivity,225.0,0.7,1200.0,0.925,19
core_size,connectivity,225.0,0.7,1300.0,0.75,19
core_size,connectivity,225.0,0.7,1300.0,0.825,19
core_size,connectivity,225.0,0.7,1300.0,0.875,19
core_size,connectivity,225.0,0.7,1300.0,0.925,19
core_size,connectivity,225.0,0.7,1400.0,0.75,19
core_size,connectivity,225.0,0.7,1400.0,0.825,19
core_size,connectivity,225.0,0.7,1400.0,0.875,19
core_size,connectivity,225.0,0.7,1400.0,0.925,19
core_size,connectivity,300.0,0.7,1200.0,0.75,19
core_size,connectivity,300.0,0.7,1200.0,0.825,19
core_size,connectivity,300.0,0.7,1200.0,0.875,19
core_size,connectivity,300.0,0.7,1200.0,0.925,19
core_size,connectivity,300.0,0.7,1300.0,0.75,19
core_size,connectivity,300.0,0.7,1300.0,0.825,19
core_size,connectivity,300.0,0.7,1300.0,0.875,19
core_size,connectivity,300.0,0.7,1300.0,0.925,19
core_size,connectivity,300.0,0.7,1400.0,0.75,19
core_size,connectivity,300.0,0.7,1400.0,0.825,19
core_size,connectivity,300.0,0.7,1400.0,0.875,19
core_size,connectivity,300.0,0.7,1400.0,0.925,19
core_size,connectivity,450.0,0.7,1200.0,0.75,19
core_size,connectivity,450.0,0.7,1200.0,0.825,19
core_size,connectivity,450.0,0.7,1200.0,0.875,19
core_size,connectivity,450.0,0.7,1200.0,0.925,19
core_size,connectivity,450.0,0.7,1300.0,0.75,19
core_size,connectivity,450.0,0.7,1300.0,0.825,19
core_size,connectivity,450.0,0.7,1300.0,0.875,19
core_size,connectivity,450.0,0.7,1300.0,0.925,19
core_size,connectivity,450.0,0.7,1400.0,0.75,19
core_size,connectivity,450.0,0.7,1400.0,0.825,19
core_size,connectivity,450.0,0.7,1400.0,0.875,19
core_size,connectivity,450.0,0.7,1400.0,0.925,19
core_size,connectivity,600.0,0.7,1200.0,0.75,19
core_size,connectivity,600.0,0.7,1200.0,0.825,19
core_size,connectivity,600.0,0.7,1200.0,0.875,19
core_size,connectivity,600.0,0.7,1200.0,0.925,19
core_size,connectivity,600.0,0.7,1300.0,0.75,19
core_size,connectivity,600.0,0.7,1300.0,0.825,19
core_size,connectivity,600.0,0.7,1300.0,0.875,19
core_size,connectivity,600.0,0.7,1300.0,0.925,19
core_size,connectivity,600.0,0.7,1400.0,0.75,19
core_size,connectivity,600.0,0.7,1400.0,0.825,19
core_size,connectivity,600.0,0.7,1400.0,0.875,19
core_size,connectivity,600.0,0.7,1400.0,0.925,19
core_size,connectivity,800.0,0.7,1200.0,0.75,19
core_size,connectivity,800.0,0.7,1200.0,0.825,19
core_size,connectivity,800.0,0.7,1200.0,0.875,19
core_size,connectivity,800.0,0.7,1200.0,0.925,19
core_size,connectivity,800.0,0.7,1300.0,0.75,19
core_size,connectivity,800.0,0.7,1300.0,0.825,19
core_size,connectivity,800.0,0.7,1300.0,0.875,19
core_size,connectivity,800.0,0.7,1300.0,0.925,19
core_size,connectivity,800.0,0.7,1400.0,0.75,19
core_size,connectivity,800.0,0.7,1400.0,0.825,19
core_size,connectivity,800.0,0.7,1400.0,0.875,19
core_size,connectivity,800.0,0.7,1400.0,0.925,19
core_size,connectivity,1000.0,0.7,1200.0,0.75,19
core_size,connectivity,1000.0,0.7,1200.0,0.825,19
core_size,connectivity,1000.0,0.7,1200.0,0.875,19
core_size,connectivity,1000.0,0.7,1200.0,0.925,19
core_size,connectivity,1000.0,0.7,1300.0,0.75,19
core_size,connectivity,1000.0,0.7,1300.0,0.825,19
core_size,connectivity,1000.0,0.7,1300.0,0.875,19
core_size,connectivity,1000.0,0.7,1300.0,0.925,19
core_size,connectivity,1000.0,0.7,1400.0,0.75,19
core_size,connectivity,1000.0,0.7,1400.0,0.825,19
core_size,connectivity,1000.0,0.7,1400.0,0.875,19
core_size,connectivity,1000.0,0.7,1400.0,0.925,19
core_size,connectivity,1500.0,0.7,1200.0,0.75,19
core_size,connectivity,1500.0,0.7,1200.0,0.825,19
core_size,connectivity,1500.0,0.7,1200.0,0.875,19
core_size,connectivity,1500.0,0.7,1200.0,0.925,19
core_size,connectivity,1500.0,0.7,1300.0,0.75,19
core_size,connectivity,1500.0,0.7,1300.0,0.825,19
core_size,connectivity,1500.0,0.7,1300.0,0.875,19
core_size,connectivity,1500.0,0.7,1300.0,0.925,19
core_size,connectivity,1500.0,0.7,1400.0,0.75,19
core_size,connectivity,1500.0,0.7,1400.0,0.825,19
core_size,connectivity,1500.0,0.7,1400.0,0.875,19
core_size,connectivity,1500.0,0.7,1400.0,0.925,19
core_size,connectivity,2000.0,0.7,1200.0,0.75,19
core_size,connectivity,2000.0,0.7,1200.0,0.825,19
core_size,connectivity,2000.0,0.7,1200.0,0.875,19
core_size,connectivity,2000.0,0.7,1200.0,0.925,19
core_size,connectivity,2000.0,0.7,1300.0,0.75,19
core_size,connectivity,2000.0,0.7,1300.0,0.825,19
core_size,connectivity,2000.0,0.7,1300.0,0.875,19
core_size,connectivity,2000.0,0.7,1300.0,0.925,19
core_size,connectivity,2000.0,0.7,1400.0,0.75,19
core_size,connectivity,2000.0,0.7,1400.0,0.825,19
core_size,connectivity,2000.0,0.7,1400.0,0.875,19
core_size,connectivity,2000.0,0.7,1400.0,0.925,19
core_size,density,25.0,0.7,1200.0,0.75,19
core_size,density,25.0,0.7,1200.0,0.825,19
core_size,density,25.0,0.7,1200.0,0.875,19
core_size,density,25.0,0.7,1200.0,0.925,19
core_size,density,25.0,0.7,1300.0,0.75,19
core_size,density,25.0,0.7,1300.0,0.825,19
core_size,density,25.0,0.7,1300.0,0.875,19
core_size,density,25.0,0.7,1300.0,0.925,19
core_size,density,25.0,0.7,1400.0,0.75,19
core_size,density,25.0,0.7,1400.0,0.825,19
core_size,density,25.0,0.7,1400.0,0.875,19
core_size,density,25.0,0.7,1400.0,0.925,19
core_size,density,35.0,0.7,1200.0,0.75,19
core_size,density,35.0,0.7,1200.0,0.825,19
core_size,density,35.0,0.7,1200.0,0.875,19
core_size,density,35.0,0.7,1200.0,0.925,19
core_size,density,35.0,0.7,1300.0,0.75,19
core_size,density,35.0,0.7,1300.0,0.825,19
core_size,density,35.0,0.7,1300.0,0.875,19
core_size,density,35.0,0.7,1300.0,0.925,19
core_size,density,35.0,0.7,1400.0,0.75,19
core_size,density,35.0,0.7,1400.0,0.825,19
core_size,density,35.0,0.7,1400.0,0.875,19
core_size,density,35.0,0.7,1400.0,0.925,19
core_size,density,50.0,0.7,1200.0,0.75,19
core_size,density,50.0,0.7,1200.0,0.825,19
core_size,density,50.0,0.7,1200.0,0.875,19
core_size,density,50.0,0.7,1200.0,0.925,19
core_size,density,50.0,0.7,1300.0,0.75,19
core_size,density,50.0,0.7,1300.0,0.825,19
core_size,density,50.0,0.7,1300.0,0.875,19
core_size,density,50.0,0.7,1300.0,0.925,19
core_size,density,50.0,0.7,1400.0,0.75,19
core_size,density,50.0,0.7,1400.0,0.825,19
core_size,density,50.0,0.7,1400.0,0.875,19
core_size,density,50.0,0.7,1400.0,0.925,19
core_size,density,75.0,0.7,1200.0,0.75,19
core_size,density,75.0,0.7,1200.0,0.825,19
core_size,density,75.0,0.7,1200.0,0.875,19
core_size,density,75.0,0.7,1200.0,0.925,19
core_size,density,75.0,0.7,1300.0,0.75,19
core_size,density,75.0,0.7,1300.0,0.825,19
core_size,density,75.0,0.7,1300.0,0.875,19
core_size,density,75.0,0.7,1300.0,0.925,19
core_size,density,75.0,0.7,1400.0,0.75,19
core_size,density,75.0,0.7,1400.0,0.825,19
core_size,density,75.0,0.7,1400.0,0.875,19
core_size,density,75.0,0.7,1400.0,0.925,19
core_size,density,100.0,0.7,1200.0,0.75,19
core_size,density,100.0,0.7,1200.0,0.825,19
core_size,density,100.0,0.7,1200.0,0.875,19
core_size,density,100.0,0.7,1200.0,0.925,19
core_size,density,100.0,0.7,1300.0,0.75,19
core_size,density,100.0,0.7,1300.0,0.825,19
core_size,density,100.0,0.7,1300.0,0.875,19
core_size,density,100.0,0.7,1300.0,0.925,19
core_size,density,100.0,0.7,1400.0,0.75,19
core_size,density,100.0,0.7,1400.0,0.825,19
core_size,density,100.0,0.7,1400.0,0.875,19
core_size,density,100.0,0.7,1400.0,0.925,19
core_size,density,150.0,0.7,1200.0,0.75,19
core_size,density,150.0,0.7,1200.0,0.825,19
core_size,density,150.0,0.7,1200.0,0.875,19
core_size,density,150.0,0.7,1200.0,0.925,19
core_size,density,150.0,0.7,1300.0,0.75,19
core_size,density,150.0,0.7,1300.0,0.825,19
core_size,density,150.0,0.7,1300.0,0.875,19
core_size,density,150.0,0.7,1300.0,0.925,19
core_size,density,150.0,0.7,1400.0,0.75,19
core_size,density,150.0,0.7,1400.0,0.825,19
core_size,density,150.0,0.7,1400.0,0.875,19
core_size,density,150.0,0.7,1400.0,0.925,19
core_size,density,225.0,0.7,1200.0,0.75,19
core_size,density,225.0,0.7,1200.0,0.825,19
core_size,density,225.0,0.7,1200.0,0.875,19
core_size,density,225.0,0.7,1200.0,0.925,19
core_size,density,225.0,0.7,1300.0,0.75,19
core_size,density,225.0,0.7,1300.0,0.825,19
core_size,density,225.0,0.7,1300.0,0.875,19
core_size,density,225.0,0.7,1300.0,0.925,19
core_size,density,225.0,0.7,1400.0,0.75,19
core_size,density,225.0,0.7,1400.0,0.825,19
core_size,density,225.0,0.7,1400.0,0.875,19
core_size,density,225.0,0.7,1400.0,0.925,19
core_size,density,300.0,0.7,1200.0,0.75,19
core_size,density,300.0,0.7,1200.0,0.825,19
core_size,density,300.0,0.7,1200.0,0.875,19
core_size,density,300.0,0.7,1200.0,0.925,19
core_size,density,300.0,0.7,1300.0,0.75,19
core_size,density,300.0,0.7,1300.0,0.825,19
core_size,density,300.0,0.7,1300.0,0.875,19
core_size,density,300.0,0.7,1300.0,0.925,19
core_size,density,300.0,0.7,1400.0,0.75,19
core_size,density,300.0,0.7,1400.0,0.825,19
core_size,density,300.0,0.7,1400.0,0.875,19
core_size,density,300.0,0.7,1400.0,0.925,19
core_size,density,450.0,0.7,1200.0,0.75,19
core_size,density,450.0,0.7,1200.0,0.825,19
core_size,density,450.0,0.7,1200.0,0.875,19
core_size,density,450.0,0.7,1200.0,0.925,19
core_size,density,450.0,0.7,1300.0,0.75,19
core_size,density,450.0,0.7,1300.0,0.825,19
core_size,density,450.0,0.7,1300.0,0.875,19
core_size,density,450.0,0.7,1300.0,0.925,19
core_size,density,450.0,0.7,1400.0,0.75,19
core_size,density,450.0,0.7,1400.0,0.825,19
core_size,density,450.0,0.7,1400.0,0.875,19
core_size,density,450.0,0.7,1400.0,0.925,19
core_size,density,600.0,0.7,1200.0,0.75,19
core_size,density,600.0,0.7,1200.0,0.825,19
core_size,density,600.0,0.7,1200.0,0.875,19
core_size,density,600.0,0.7,1200.0,0.925,19
core_size,density,600.0,0.7,1300.0,0.75,19
core_size,density,600.0,0.7,1300.0,0.825,19
core_size,density,600.0,0.7,1300.0,0.875,19
core_size,density,600.0,0.7,1300.0,0.925,19
core_size,density,600.0,0.7,1400.0,0.75,19
core_size,density,600.0,0.7,1400.0,0.825,19
core_size,density,600.0,0.7,1400.0,0.875,19
core_size,density,600.0,0.7,1400.0,0.925,19
core_size,density,800.0,0.7,1200.0,0.75,19
core_size,density,800.0,0.7,1200.0,0.825,19
core_size,density,800.0,0.7,1200.0,0.875,19
core_size,density,800.0,0.7,1200.0,0.925,19
core_size,density,800.0,0.7,1300.0,0.75,19
core_size,density,800.0,0.7,1300.0,0.825,19
core_size,density,800.0,0.7,1300.0,0.875,19
core_size,density,800.0,0.7,1300.0,0.925,19
core_size,density,800.0,0.7,1400.0,0.75,19
core_size,density,800.0,0.7,1400.0,0.825,19
core_size,density,800.0,0.7,1400.0,0.875,19
core_size,density,800.0,0.7,1400.0,0.925,19
core_size,density,1000.0,0.7,1200.0,0.75,19
core_size,density,1000.0,0.7,1200.0,0.825,19
core_size,density,1000.0,0.7,1200.0,0.875,19
core_size,density,1000.0,0.7,1200.0,0.925,19
core_size,density,1000.0,0.7,1300.0,0.75,19
core_size,density,1000.0,0.7,1300.0,0.825,19
core_size,density,1000.0,0.7,1300.0,0.875,19
core_size,density,1000.0,0.7,1300.0,0.925,19
core_size,density,1000.0,0.7,1400.0,0.75,19
core_size,density,1000.0,0.7,1400.0,0.825,19
core_size,density,1000.0,0.7,1400.0,0.875,19
core_size,density,1000.0,0.7,1400.0,0.925,19
core_size,density,1500.0,0.7,1200.0,0.75,19
core_size,density,1500.0,0.7,1200.0,0.825,19
core_size,density,1500.0,0.7,1200.0,0.875,19
core_size,density,1500.0,0.7,1200.0,0.925,19
core_size,density,1500.0,0.7,1300.0,0.75,19
core_size,density,1500.0,0.7,1300.0,0.825,19
core_size,density,1500.0,0.7,1300.0,0.875,19
core_size,density,1500.0,0.7,1300.0,0.925,19
core_size,density,1500.0,0.7,1400.0,0.75,19
core_size,density,1500.0,0.7,1400.0,0.825,19
core_size,density,1500.0,0.7,1400.0,0.875,19
core_size,density,1500.0,0.7,1400.0,0.925,19
core_size,density,2000.0,0.7,1200.0,0.75,19
core_size,density,2000.0,0.7,1200.0,0.825,19
core_size,density,2000.0,0.7,1200.0,0.875,19
core_size,density,2000.0,0.7,1200.0,0.925,19
core_size,density,2000.0,0.7,1300.0,0.75,19
core_size,density,2000.0,0.7,1300.0,0.825,19
core_size,density,2000.0,0.7,1300.0,0.875,19
core_size,density,2000.0,0.7,1300.0,0.925,19
core_size,density,2000.0,0.7,1400.0,0.75,19
core_size,density,2000.0,0.7,1400.0,0.825,19
core_size,density,2000.0,0.7,1400.0,0.875,19
core_size,density,2000.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,25.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,25.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,25.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,25.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,25.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,25.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,25.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,25.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,25.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,25.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,25.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,25.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,35.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,35.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,35.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,35.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,35.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,35.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,35.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,35.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,35.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,35.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,35.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,35.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,50.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,50.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,50.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,50.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,50.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,50.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,50.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,50.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,50.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,50.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,50.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,50.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,75.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,75.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,75.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,75.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,75.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,75.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,75.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,75.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,75.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,75.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,75.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,75.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,100.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,100.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,100.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,100.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,100.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,100.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,100.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,100.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,100.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,100.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,100.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,100.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,150.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,150.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,150.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,150.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,150.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,150.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,150.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,150.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,150.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,150.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,150.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,150.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,225.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,225.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,225.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,225.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,225.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,225.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,225.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,225.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,225.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,225.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,225.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,225.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,300.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,300.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,300.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,300.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,300.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,300.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,300.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,300.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,300.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,300.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,300.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,300.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,450.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,450.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,450.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,450.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,450.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,450.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,450.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,450.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,450.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,450.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,450.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,450.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,600.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,600.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,600.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,600.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,600.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,600.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,600.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,600.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,600.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,600.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,600.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,600.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,800.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,800.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,800.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,800.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,800.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,800.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,800.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,800.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,800.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,800.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,800.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,800.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,1000.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,1000.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,1000.0,0.7,1200.0,0.875,19
core_size,hybrid_topology,1000.0,0.7,1200.0,0.925,19
core_size,hybrid_topology,1000.0,0.7,1300.0,0.75,19
core_size,hybrid_topology,1000.0,0.7,1300.0,0.825,19
core_size,hybrid_topology,1000.0,0.7,1300.0,0.875,19
core_size,hybrid_topology,1000.0,0.7,1300.0,0.925,19
core_size,hybrid_topology,1000.0,0.7,1400.0,0.75,19
core_size,hybrid_topology,1000.0,0.7,1400.0,0.825,19
core_size,hybrid_topology,1000.0,0.7,1400.0,0.875,19
core_size,hybrid_topology,1000.0,0.7,1400.0,0.925,19
core_size,hybrid_topology,1500.0,0.7,1200.0,0.75,19
core_size,hybrid_topology,1500.0,0.7,1200.0,0.825,19
core_size,hybrid_topology,1500.0,0.7,1200.0,0.875,19
