design,model_style,G0_nm,rho0,T1_C,rho_switch,rho_target,growth_tolerance,first_step_attained,eligible_second_step_target,rho1,G1_nm,first_connected_coverage,T_lower_density_C,T_upper_no_growth_C,T_success_lower_C,T_success_upper_C,window_width_C,optimum_T2_C,minimum_required_growth_tolerance
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.025,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.05,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.075,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.1,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.15,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.96,0.2,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.025,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1225.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.05,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1245.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.075,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.1,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.15,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.825,0.98,0.2,True,True,0.825,5001.822621627446,0.8807967518264923,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1215.0,1175.0,1215.0,40.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1235.0,1175.0,1235.0,60.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1265.0,1175.0,1265.0,90.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1285.0,1175.0,1285.0,110.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1325.0,1175.0,1325.0,150.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.88,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,1175.0,1350.0,1175.0,1350.0,175.0,1175.0,0.0017761879408129677
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1215.0,1215.0,1215.0,0.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1235.0,1215.0,1235.0,20.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1265.0,1215.0,1265.0,50.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1285.0,1215.0,1285.0,70.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1325.0,1215.0,1325.0,110.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.9,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,1215.0,1350.0,1215.0,1350.0,135.0,1215.0,0.015246272527704602
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1215.0,nan,nan,nan,nan,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1235.0,nan,nan,nan,nan,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1265.0,nan,nan,nan,nan,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1285.0,1275.0,1285.0,10.0,1275.0,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1325.0,1275.0,1325.0,50.0,1275.0,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.92,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,1275.0,1350.0,1275.0,1350.0,75.0,1275.0,0.08430310889823486
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1235.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.94,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1235.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.95,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1235.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.96,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.025,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1215.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.05,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1235.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.075,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1265.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.1,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1285.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.15,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.875,0.98,0.2,True,True,0.875,5021.608307892601,0.49996728401099083,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.025,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.05,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.075,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.1,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.15,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.88,0.2,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.025,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.05,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.075,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.1,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.15,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.9,0.2,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.025,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.05,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.075,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.1,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.15,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.92,0.2,True,False,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.025,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1275.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.05,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.075,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.1,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.15,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.94,0.2,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.025,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1275.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.05,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.075,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.1,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.15,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.95,0.2,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.025,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1275.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.05,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.075,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.1,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.15,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.96,0.2,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.025,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1275.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.05,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1325.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.075,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.1,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.15,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,5000.0,0.7,1400.0,0.925,0.98,0.2,True,True,0.9250011176860681,5680.942071172751,0.11874803006354229,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1240.0,1225.0,1240.0,15.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1260.0,1225.0,1260.0,35.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1280.0,1225.0,1280.0,55.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1310.0,1225.0,1310.0,85.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1350.0,1225.0,1350.0,125.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.88,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1225.0,1350.0,1225.0,1350.0,125.0,1225.0,0.007886921494407815
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1240.0,1240.0,1240.0,0.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1260.0,1240.0,1260.0,20.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1280.0,1240.0,1280.0,40.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1310.0,1240.0,1310.0,70.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1350.0,1240.0,1350.0,110.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.9,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1240.0,1350.0,1240.0,1350.0,110.0,1240.0,0.021894813660904393
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1240.0,nan,nan,nan,nan,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1260.0,nan,nan,nan,nan,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1280.0,nan,nan,nan,nan,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1310.0,1310.0,1310.0,0.0,1310.0,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1350.0,1310.0,1350.0,40.0,1310.0,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.92,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,1310.0,1350.0,1310.0,1350.0,40.0,1310.0,0.09480316763479872
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1240.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1280.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1310.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.94,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1240.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1280.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1310.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.95,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1240.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1280.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1310.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.96,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.025,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1240.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.05,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1260.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.075,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1280.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.1,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1310.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.15,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.75,0.98,0.2,True,True,0.7500590416477014,10000.112526691546,0.9932914302814121,nan,1350.0,nan,nan,nan,nan,nan
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.025,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1230.0,1225.0,1230.0,5.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.05,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1250.0,1225.0,1250.0,25.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.075,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1280.0,1225.0,1280.0,55.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.1,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1310.0,1225.0,1310.0,85.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.15,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1350.0,1225.0,1350.0,125.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.88,0.2,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1225.0,1350.0,1225.0,1350.0,125.0,1225.0,0.014197208100637895
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.9,0.025,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1240.0,1230.0,nan,nan,nan,nan,0.031489310242711045
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.9,0.05,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1240.0,1250.0,1240.0,1250.0,10.0,1240.0,0.031489310242711045
upper_size_extension,connectivity,10000.0,0.7,1200.0,0.825,0.9,0.075,True,True,0.8250511561846302,10003.732834231116,0.8805820676579059,1240.0,1280.0,1240.0,1280.0,40.0,1240.0,0.031489310242711045
