main_coarse_trajectories,main_refined_trajectories,upper_coarse_trajectories,upper_refined_trajectories,onset_coarse_trajectories,onset_refined_trajectories,total_two_step_trajectories,fast_trajectories,matched_histories,combined_trajectories,total_classifications,main_wall_s,extension_wall_s,total_recorded_wall_s
18848,8134,2052,800,456,244,30534,3780,60,234,1282428,2719.8275448749773,270.58,2990.41
