design,model_style,G0_nm,rho0,T1_C,rho_switch,T2_C,first_step_attained,first_step_budget_h,second_step_budget_h,density_gain,growth_fraction,rho1,G1_nm,first_time_h,first_mean_radius_nm,first_large_fraction,first_fine_fraction,first_f_pore,first_connected_coverage,first_isolation,first_activity,first_E_G,rho2,G2_nm,second_time_h,second_initial_rho_dot,second_final_rho_dot,second_initial_dGdt_nm_s,second_final_dGdt_nm_s,second_median_E_G,second_mean_radius_nm,second_large_fraction,second_fine_fraction,second_f_pore,second_connected_coverage,second_isolation,second_activity
upper_size_extension,density,3000.0,0.7,1200.0,0.925,900.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,925.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,950.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,975.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1000.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1025.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1050.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1075.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1100.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1125.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1150.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1175.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1200.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1225.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1250.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1275.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1300.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1325.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.925,1350.0,False,96.0,96.0,nan,nan,0.9079193849525803,3103.9354146669707,95.95,59.29958036200747,0.1179794928969023,0.29051368337147654,0.9792130182153486,0.2069618450501371,0.6082508888559381,0.7400332014913906,0.4060842961660861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
upper_size_extension,density,3000.0,0.7,1200.0,0.75,900.0,True,96.0,96.0,4.722499880038811e-08,2.692589204277025e-11,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7501113948848126,3000.03397477896,95.95,5.19907127137684e-14,2.382878656555259e-13,8.760411246537297e-14,4.1678352108256035e-13,1768.3707196166474,69.40111530275321,0.17230799964993115,0.18427941269348158,0.9997337841347382,0.9930130352701318,0.00024180315763007418,0.11287566341632371
upper_size_extension,density,3000.0,0.7,1200.0,0.75,925.0,True,96.0,96.0,2.760243458244105e-07,1.57666851696069e-10,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7501116236841596,3000.033975171187,95.95,2.938388725744068e-13,1.4062074570321886e-12,4.951094729281759e-13,2.4705124883172e-12,1767.0525994695727,70.30844968781018,0.18115159828643052,0.17908845719397204,0.999701563107742,0.9929809697572963,0.00024180623048442528,0.14915858253276623
upper_size_extension,density,3000.0,0.7,1200.0,0.75,950.0,True,96.0,96.0,1.474615958452219e-06,8.429025646938912e-10,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7501128222757723,3000.0339772269176,95.95,1.5524979028722202e-12,7.534283776358593e-12,2.61591558476372e-12,1.3258379162952722e-11,1766.5380371325941,70.61466738097884,0.18420947911304048,0.1773880606150528,0.9996900531040153,0.9929692170830472,0.0002418223286222344,0.19250840016990656
upper_size_extension,density,3000.0,0.7,1200.0,0.75,975.0,True,96.0,96.0,7.212182241200793e-06,4.120061807261442e-09,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.750118559842055,3000.0339870585067,95.95,7.693585568084112e-12,3.669634125514571e-11,1.296374076918229e-11,6.447973150225846e-11,1766.879477601549,70.27247966945052,0.18079473239207522,0.17928988000409166,0.9997028259089648,0.992980371744499,0.00024189940401731243,0.24256941569102508
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1000.0,True,96.0,96.0,3.2378502568986e-05,1.847020486058807e-08,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7501437261623828,3000.0340301094234,95.95,3.587502308637774e-11,1.6279797275185715e-10,6.045217180906323e-11,2.850044845410214e-10,1767.5927237710957,69.27928999108761,0.17114532087346204,0.1849944103727908,0.9997376257434855,0.9930082123244693,0.00024223776512138253,0.2983746272154421
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1025.0,True,96.0,96.0,0.00013393588357146768,7.636191456692655e-08,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7502452835433853,3000.0342037865194,95.95,1.5789878225590257e-10,6.596629767468668e-10,2.660895522276425e-10,1.1521437347004987e-09,1766.8226221311559,67.68029994861146,0.1564444152989969,0.19479583054612779,0.9997867396119363,0.9930297869265446,0.00024360801813368387,0.3583917143556494
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1050.0,True,96.0,96.0,0.0005129596790407476,2.9405690833752196e-07,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7506243073388545,3000.034856878897,95.95,6.578905245763295e-10,2.449802188376815e-09,1.108781048626145e-09,4.318763931977193e-09,1758.4616690130479,65.56561550602297,0.13861986498720405,0.2090678960087801,0.9998393935046475,0.9929795654344401,0.00024879074061236737,0.4206896284209145
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1075.0,True,96.0,96.0,0.0018288694207158063,1.0770015164745085e-06,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7519402170805296,3000.0372057393215,95.95,2.600719629417837e-09,8.370809622056543e-09,4.383755248798011e-09,1.55393107650124e-08,1722.7717937974103,63.06505145250597,0.11996596380509716,0.2282002673947309,0.9998848536007101,0.992656628641361,0.00026765514284509415,0.4831902919980338
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1100.0,True,96.0,96.0,0.006106110111440799,3.95892022523665e-06,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7562174577712546,3000.04585159336,95.95,9.760236260238576e-09,2.6474001145608686e-08,1.6454935472133706e-08,5.9155268325385386e-08,1601.0901121565926,60.349448367928986,0.10275467718810423,0.2524117142991604,0.9999139649287974,0.9913482789001552,0.00033942467872540477,0.5439378544250575
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1125.0,True,96.0,96.0,0.01935901236648463,1.7342247470533585e-05,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.7694703600262984,3000.0860020297905,95.95,3.467366001717077e-08,8.044270196637653e-08,5.8471982455393496e-08,3.2456624850245803e-07,1259.0721193357376,57.622485125355574,0.08902711750052393,0.2817208493565717,0.9999117194799576,0.9854441885348569,0.000708503598425503,0.6013142988010713
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1150.0,True,96.0,96.0,0.07199667276283028,0.00031508244771150584,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.8221080204226441,3000.979232746147,95.95,1.1551541695288725e-07,4.403914540424637e-07,1.9486703787853365e-07,2.020198498017751e-05,588.9261737518297,55.670982807786636,0.08518264322443277,0.3115585921858308,0.9994755793602998,0.8919497958686242,0.013030682303126031,0.6540756299148576
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1175.0,True,96.0,96.0,0.14669870609739966,0.016124931350554796,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.8968100537572135,3048.4093165895215,95.95,3.539649554993862e-07,1.0390344557937531e-07,5.973907945573492e-07,0.0003268329931413257,22.419864382456737,58.87458698489365,0.11227816675924485,0.28908726505474064,0.9859524261668218,0.290614121890251,0.45581078354531085,0.6988642190482729
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1200.0,True,96.0,96.0,0.16038033719652,0.04196952976278251,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9104916848563338,3125.9439898886353,95.95,9.68339720733162e-07,4.284408746993668e-08,1.6352726102256259e-06,0.0004094260102980509,1.122143076798285,59.757075491913874,0.1207996745960165,0.28560015275722284,0.9767232852951834,0.19018143500988258,0.6417278430747955,0.7395312258965554
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1225.0,True,96.0,96.0,0.16619676144253792,0.06626417644601877,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9163081091023517,3198.8287553416326,95.95,2.2947367417823353e-06,2.715416527495252e-08,3.87831094846645e-06,0.00044127707310284605,0.41908863410193864,60.5258562777337,0.12639242669482254,0.2791147375527821,0.9714114143208907,0.1561981493949307,0.7121821845725942,0.7759318088574574
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1250.0,True,96.0,96.0,0.16979066081303962,0.089461757337619,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9199020084728534,3268.4222861472426,95.95,4.661814389678397e-06,2.059995005941577e-08,7.887130377092798e-06,0.0004745027491087533,0.24659551223577075,61.17936356458501,0.13075402936347827,0.2727874227682527,0.9678316816532514,0.13775039231403144,0.7513204497636314,0.8078004388043993
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1275.0,True,96.0,96.0,0.17243591027940708,0.11266642046615497,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9225472579392209,3338.0370639042767,95.97483089152142,8.28136469088493e-06,1.7138133130841362e-08,1.4029972430953004e-05,0.0005162174408969214,0.17448592700916196,61.72493947912957,0.13435248305648234,0.26742566564026454,0.9653089776643519,0.12538849813278158,0.7777540066970493,0.8353690031368921
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1300.0,True,96.0,96.0,0.17456455411412408,0.1365275997493225,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9246759017739379,3409.6214124301437,95.9550955220253,1.334577265722681e-05,1.505983669574502e-08,2.2649711353474517e-05,0.000567398863530342,0.13493065235345963,62.190107596004864,0.13744641086544493,0.2629168925414414,0.9635378524408009,0.11617451513396164,0.797522847783337,0.8590306698515708
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1325.0,True,96.0,96.0,0.176375648083668,0.1615740951196849,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9264869957434818,3484.7617494883516,95.99723059141566,2.0189410704022128e-05,1.3682846714847364e-08,3.4341917923858616e-05,0.0006275927384399969,0.10936119534765514,62.600574227048156,0.14020864006227957,0.25901036150463835,0.9623398618230701,0.10883871004235551,0.8132852356779009,0.8792308692691465
upper_size_extension,density,3000.0,0.7,1200.0,0.75,1350.0,True,96.0,96.0,0.17796425229865132,0.1880813439255705,0.7501113476598138,3000.0339746981813,14.15,44.65405750642213,0.048469447484594565,0.5096789627809142,0.9999987194684636,0.9932762021793516,0.00024180252338687022,0.7441167841938843,1776.4940494223847,0.9280755999584651,3564.284396481786,95.99735632717028,2.934934228482047e-05,1.2725998439175562e-08,5.0067196119908264e-05,0.0006973893287020308,0.09140427186345668,62.970915925921396,0.14273036163480537,0.2555498434697694,0.9616177446609419,0.10277680885871351,0.8263182736653716,0.8964183912304575
upper_size_extension,density,3000.0,0.7,1200.0,0.825,900.0,True,96.0,96.0,1.2840367591415713e-07,2.258141004789073e-09,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8250868198770821,3001.118729883812,95.95,3.3647626349349815e-13,4.081336397599259e-13,1.7749939875089912e-11,2.1551842023197666e-11,56.8642577526232,52.37243214724127,0.07544892859065136,0.3679572924009679,0.9996753798839265,0.8801461683838394,0.01533983789462681,0.11286947312362658
upper_size_extension,density,3000.0,0.7,1200.0,0.825,925.0,True,96.0,96.0,7.28467004829092e-07,1.2811516385608582e-08,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.825087419940411,3001.1187615557446,95.95,1.900586341503579e-12,2.324286645255387e-12,1.002604245339747e-10,1.2274591202095415e-10,56.86224604504379,52.490540705972,0.07581982314005552,0.36590800791790173,0.9996682087000367,0.8801373286765692,0.015340341440146689,0.14915392361617588
upper_size_extension,density,3000.0,0.7,1200.0,0.825,950.0,True,96.0,96.0,3.84886682780472e-06,6.769549652073396e-08,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.825090540340234,3001.118926269085,95.95,1.0028730319916535e-11,1.2294022434633948e-11,5.290393096643248e-10,6.493577407599488e-10,56.857774895227635,52.527802922680834,0.07593792813072381,0.3652656640431112,0.99966587954249,0.8801221419758494,0.01534296019834576,0.19250412432539063
upper_size_extension,density,3000.0,0.7,1200.0,0.825,975.0,True,96.0,96.0,1.8980334645313235e-05,3.3395228950478604e-07,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8251056718080515,3001.1197253373316,95.95,4.955615584596262e-11,6.051735832547448e-11,2.614208846366918e-09,3.1987198413113352e-09,56.83860786418627,52.475073604165196,0.07577350793976935,0.3661803093824479,0.9996688910479078,0.8800610760695282,0.015355665344141409,0.24256256261942324
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1000.0,True,96.0,96.0,8.753003561146055e-05,1.5425580811933183e-06,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8251742215090176,3001.123352506802,95.95,2.2964147315863914e-10,2.7789109545564084e-10,1.2114190277168425e-08,1.4735864057557795e-08,56.75079408541956,52.32968766419089,0.075327290561643,0.3687267859122149,0.9996767158751271,0.8797789379211889,0.015413352996803792,0.29836115275573705
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1025.0,True,96.0,96.0,0.00037837927727024656,6.714848153270226e-06,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8254650707506764,3001.1388751633785,95.95,9.973413840203231e-10,1.1963873106092912e-09,5.2612648099603745e-08,6.432919481792545e-08,56.37507761623823,52.09690646974505,0.0746481289966033,0.3729090142586397,0.999686499993446,0.8785545092328608,0.015660497481121936,0.3583678344615025
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1050.0,True,96.0,96.0,0.0015433362102186265,2.817210746436567e-05,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8266300276836248,3001.2032709460436,95.95,4.04124532181118e-09,4.910945710800306e-09,2.1318902902895436e-07,2.792732108660755e-07,54.895673863024115,51.80183802457021,0.07391643348338968,0.37854798094513914,0.9996879090360613,0.8735069352335096,0.01669008403935491,0.4206517507433472
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1075.0,True,96.0,96.0,0.006072677077796462,0.00012408576921224958,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8311593685512026,3001.491119232117,95.95,1.5101445676990187e-08,2.026064980015973e-08,7.966596510409428e-07,1.434981982967159e-06,49.65642959784768,51.58169841117685,0.07390995706420367,0.38400556969063965,0.9996345292920698,0.8520979390809281,0.021363435043002362,0.48312651841601423
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1100.0,True,96.0,96.0,0.0232152794326701,0.0007611516456616591,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8483019709060763,3003.4030295617818,95.95,5.090498855206449e-08,7.994201618226716e-08,2.6854744934339215e-06,1.3327309733066565e-05,34.562545595558454,52.31091003617187,0.07876590915759231,0.3764933070689579,0.9991206325752408,0.7435469512278607,0.05354947385419099,0.5437379583805592
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1125.0,True,96.0,96.0,0.05361122344605118,0.005083164553625116,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8786979149194574,3016.3739034213804,95.95,1.5002000504581348e-07,9.229912308042416e-08,7.914409201567346e-06,8.41919139916069e-05,12.139722516703621,55.13945750681129,0.09393807523182482,0.33952863998906413,0.9952936420109263,0.4609086683271806,0.2344325929247815,0.6001896511709727
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1150.0,True,96.0,96.0,0.0714865674668449,0.015495732076112986,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.8965732589402511,3047.623254768733,95.95,3.761603496805071e-07,6.041279709821205e-08,1.9845128098128615e-05,0.00018626547355704928,3.2297477648062913,57.482243833290276,0.10713136293038214,0.3109686940181688,0.9879390964149396,0.2931486723256977,0.45254959758880314,0.6514073399705289
upper_size_extension,density,3000.0,0.7,1200.0,0.825,1175.0,True,96.0,96.0,0.08143479705063394,0.030923721520432667,0.8250866914734062,3001.118723106863,31.9,49.679099440104565,0.06784547558095311,0.4194680327163971,0.9998094400081904,0.8802647397896008,0.015339730146286881,0.7440800699501695,56.88091295891978,0.9065214885240401,3093.924482749976,95.95,8.006482306859393e-07,4.21187378146077e-08,4.2241372593284355e-05,0.0002859509813085759,1.1979501456958652,59.06295383901919,0.11652805316683187,0.2930814764886234,0.9804848411647096,0.21651650878451825,0.5895982749776972,0.6976642403184953
