model_style,G0_nm,T1_heating_rate_C_min,rho_switch,T2_C,first_step_attained,classification_5pct,growth_fraction,rho1,G1_nm,first_time_h,first_mean_radius_nm,first_large_fraction,first_fine_fraction,first_f_pore,first_connected_coverage,first_isolation,first_activity,first_E_G,rho2,G2_nm,second_time_h,second_initial_rho_dot,second_final_rho_dot,second_initial_dGdt_nm_s,second_final_dGdt_nm_s,second_median_E_G,second_mean_radius_nm,second_large_fraction,second_fine_fraction,second_f_pore,second_connected_coverage,second_isolation,second_activity
density,75.0,20.0,0.85,1000.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.000322505017018133,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.85020339296623,166.7611755210604,95.95,3.380591615276309e-10,3.393354885487923e-10,1.5134418256404703e-07,1.5999246581552037e-07,0.36284075910028435,51.26930578836639,0.07662639307991417,0.40037596975898393,0.327658226849866,0.2390122580563307,0.059162743370996126,0.13388078505366952
density,75.0,20.0,0.85,1025.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0013238408581074297,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8505644353137931,166.9281056272151,95.95,1.3851267286389242e-09,1.3825783591222426e-09,6.183770111235903e-07,6.596088086872032e-07,0.36135530518670755,51.213422690571136,0.07653102642844428,0.40166798333290954,0.32768967091423895,0.23809816866194625,0.06028913908483249,0.1684731395452075
density,75.0,20.0,0.85,1050.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.004855351914591296,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8517622680269192,167.51683469428218,95.95,4.9117512487617285e-09,4.788114587355911e-09,2.2227424215676666e-06,2.4644324653548416e-06,0.34604158502737575,51.18806779337738,0.07667223082560043,0.40275497118899506,0.32679573819365215,0.23430460910291342,0.06417144281652638,0.2076083029024501
density,75.0,20.0,0.85,1075.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.015554867370207184,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8548376150101685,169.30052322066788,95.95,1.4582636619288206e-08,1.290171051578088e-08,6.806074731091714e-06,8.190056457800763e-06,0.3076320331771393,51.329880574777796,0.0776333546614565,0.40140523441778403,0.3235067272569093,0.22366032034947247,0.07522816211199447,0.24960691697323342
density,75.0,20.0,0.85,1100.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.04272197636239937,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8604350648080455,173.82948163990255,95.95,3.600921526611595e-08,2.452090589887262e-08,1.764973399057999e-05,2.315238798690551e-05,0.24437501340414935,51.7848554475794,0.08000268468144307,0.3951273565519533,0.31790610550303755,0.20398917368044722,0.09992556064052242,0.29310591781765105
density,75.0,20.0,0.85,1125.0,True,MIXED_FAILURE,0.10044943977905477,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8676930368168975,183.45307764112087,95.95,7.601260145083697e-08,3.37133207613024e-08,3.986065927945762e-05,5.380992784659195e-05,0.17328256763171818,52.524326203344444,0.0836590241114292,0.3844143843589483,0.314312947316571,0.1799610919920644,0.14248141428817246,0.34004996773821017
density,75.0,20.0,0.85,1150.0,True,MIXED_FAILURE,0.20686385131279117,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8753815721024522,201.19314873893734,95.95,1.4301559235706657e-07,3.857434477966125e-08,8.175300925740226e-05,0.0001048264782933537,0.11562134160425039,53.41530248548597,0.08808447051826898,0.37161181302288665,0.31821705949761403,0.15789432579573304,0.20299324708847966,0.3942132079737316
density,75.0,20.0,0.85,1175.0,True,MIXED_FAILURE,0.3824599511766745,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8829612299049212,230.4663200245484,95.95,2.484277821714467e-07,4.067604669682692e-08,0.00015768180341225777,0.0001775756477345964,0.07834699711631096,54.381438159910196,0.09299935762923695,0.3581044685625345,0.3326138064671671,0.14004828620576884,0.27956943784014504,0.4567922159411615
density,75.0,20.0,0.85,1200.0,True,MIXED_FAILURE,0.6462487273054844,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.8902303709322325,274.4418640874642,95.95,4.0761572438130024e-07,4.0908290110170556e-08,0.00029239552366514785,0.000270545074885604,0.05692751135617806,55.389916670067606,0.09828867663141683,0.3444904844958022,0.35781521990566,0.12603623369979067,0.367546427571388,0.5252643444088589
density,75.0,20.0,0.85,1225.0,True,MIXED_FAILURE,1.0130625310496775,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.897009069111762,335.59244382843735,95.95,6.402131574133549e-07,3.9638970595076656e-08,0.0005276569098175393,0.00038140939396685093,0.04477170342731537,56.409485664375914,0.10381383428857226,0.33124875425512695,0.39239326966174237,0.11501149181231335,0.45855460859849706,0.5952946614725508
density,75.0,20.0,0.85,1250.0,True,GRAIN_GROWTH_FAILURE,1.4934859863605712,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.9031577701432638,415.6825945085635,95.95,9.700778505673166e-07,3.7478079433863896e-08,0.0009324867199074362,0.0005085057479025872,0.037427529986061484,57.40848939580917,0.10940837468211824,0.3187867696138135,0.4340861121658006,0.10628275976624596,0.5437457818213316,0.6623210596638655
density,75.0,20.0,0.85,1275.0,True,GRAIN_GROWTH_FAILURE,2.0948743077245537,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.9086384023531149,515.9384848962228,95.95,1.4250665200389767e-06,3.5047896596589475e-08,0.0016188195355735775,0.0006508770693067482,0.03265454733714572,58.365959373162376,0.11494403048007208,0.30731815335105517,0.48038007055914145,0.09924706253507673,0.6177269156031627,0.722592106679964
density,75.0,20.0,0.85,1300.0,True,GRAIN_GROWTH_FAILURE,2.8217746632070577,0.8500863992639005,166.7074115444632,9.392310656645844,50.6500537636695,0.07487940741768852,0.4129866120973952,0.33185285313228086,0.24237820609269603,0.05880199143825038,0.6955068824212945,0.12279956121086123,0.9134891408136439,637.1181616094613,95.95,2.036693282173147e-06,3.265803553742343e-08,0.002764927348543749,0.0008068539884678002,0.029416084293870222,59.27248952707,0.1203464032323862,0.2968854264256948,0.5288594016740443,0.09339573891385579,0.679047231504682,0.7741064791366447
density,800.0,0.2,0.85,1000.0,True,DENSIFICATION_EXHAUSTION_FAILURE,7.067829844202075e-05,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8513882624283579,802.7188852234799,95.95,1.6907430300705295e-09,1.7098444454318425e-09,1.6066586251697017e-07,1.6783081633004007e-07,8.311307072812838,61.38597442422744,0.11229223216900786,0.244078526705927,0.7776777724279988,0.5599292337699517,0.06293488884002228,0.2530291598680301
density,800.0,0.2,0.85,1025.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00027281049729833696,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8529877210545048,802.8811290896932,95.95,6.322679684188611e-09,6.3298031034335965e-09,6.009424118992909e-07,6.673186015364698e-07,8.020851661909905,61.437310939035385,0.11270288757954527,0.24367629879590633,0.773849280980202,0.5470526219270825,0.06838327110737841,0.30676961212190756
density,800.0,0.2,0.85,1050.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0009249482005715193,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8574659099692208,803.4045753435863,95.95,1.9878704212569774e-08,1.853520322838062e-08,1.8899587099421121e-06,2.4075240626775472e-06,7.223654862648173,61.74026667142378,0.11481489135892536,0.24116233635778558,0.7618625168297605,0.5092974973012891,0.08603760165406897,0.36144577821002477
density,800.0,0.2,0.85,1075.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0027103113217151168,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8662767081459406,804.8376187528401,95.95,5.180178961413346e-08,3.723594900423972e-08,4.927190880044149e-06,7.531222710845128e-06,5.699615212390017,62.521826432780074,0.12021711253413153,0.23478464209011185,0.7357862244841062,0.4314344986199407,0.13313539126211899,0.41288095004200687
density,800.0,0.2,0.85,1100.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0067900408252629585,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8778351717602443,808.112263225642,95.95,1.1424857607674804e-07,4.9617697938268144e-08,1.0873479353726914e-05,1.930722797736384e-05,3.7963203227535884,63.731043436115016,0.12881702472857798,0.22537885865430113,0.697789263487863,0.32913228355224283,0.2259400989906994,0.45943296075168816
density,800.0,0.2,0.85,1125.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.014795712213230845,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8890948378252993,814.5381126695523,95.95,2.224078481433791e-07,5.010374007195383e-08,2.118476658964057e-05,4.0826606928806236e-05,2.1840444204229614,65.07485779371174,0.1388021159018811,0.21556807762872293,0.6574323224763696,0.23843109161299472,0.35300819803055455,0.5028661285760722
density,800.0,0.2,0.85,1150.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0285054189968236,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.8984086337676757,825.5423754530495,95.95,3.9762931106596437e-07,4.318991557743071e-08,3.7916378360547755e-05,7.201844364909508e-05,1.156855426742382,66.31972754687519,0.14847147186361553,0.20703659431442864,0.6228157699187707,0.1754093074593444,0.4779120762998315,0.5455648190786737
density,800.0,0.2,0.85,1175.0,True,SUCCESS,0.04868275835849086,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.9053690782470969,841.7379621357139,95.95,6.710214601334123e-07,3.39704433172419e-08,6.40785947548908e-05,0.00010716722370099722,0.6081797607544809,67.3413541692792,0.15671095375315722,0.20040353934091135,0.5980078718334769,0.13685969598163236,0.5740225143421697,0.5889700950823294
density,800.0,0.2,0.85,1200.0,True,GRAIN_GROWTH_FAILURE,0.0750104324265325,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.9103047574518829,862.8701897242512,95.95,1.0866516143056793e-06,2.6423776529692855e-08,0.00010396617495704839,0.00014530777091124858,0.33589486125919366,68.1204085985579,0.16317796192040185,0.19555335419066025,0.5830840436167355,0.11421964450600629,0.6393367296464287,0.6328915854096304
density,800.0,0.2,0.85,1225.0,True,GRAIN_GROWTH_FAILURE,0.10846506438815301,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.9138827069902972,889.7229566901674,95.95,1.705015657956099e-06,2.169961972671774e-08,0.0001635339150563604,0.00019585393263356457,0.1982427950773212,68.71711358784059,0.16823785986668613,0.19195311065676524,0.5760898892326336,0.10042451345223789,0.6837937182044148,0.6760621050755784
density,800.0,0.2,0.85,1250.0,True,GRAIN_GROWTH_FAILURE,0.15248090295235806,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.916662633148012,925.0528045010752,95.95,2.6072995117064382e-06,1.910871524391167e-08,0.0002508823533383528,0.0002698689374587009,0.12360834807017229,69.20122322723465,0.17240976790887466,0.18910156955133922,0.5756423469950366,0.09146419588324768,0.7162024693122575,0.7173490919790729
density,800.0,0.2,0.85,1275.0,True,GRAIN_GROWTH_FAILURE,0.21243641561841184,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.9189996583513201,973.1768254674561,95.95,3.90063528431686e-06,1.789069137159118e-08,0.00037689648956387424,0.0003761001826947513,0.0807720751984748,69.62332995761328,0.17609507341303582,0.18666350989749464,0.5814303470115296,0.08534935336833367,0.7418366554578619,0.7560687841388253
density,800.0,0.2,0.85,1300.0,True,GRAIN_GROWTH_FAILURE,0.29483838690826164,0.8508008933217702,802.6621544281811,105.42511256981942,60.96866192032653,0.1098203476869051,0.24781913784772877,0.7814640175475682,0.5663375601247508,0.06103769535226393,0.8243293318869775,8.281584238373881,0.9211138880561429,1039.317769272096,95.9981511939435,5.72445287397404e-06,1.7534663470940902e-08,0.0005560845521115757,0.0005187085979196055,0.05563156361343249,70.0180513744264,0.17958061159144112,0.18442258140396808,0.5936205313538858,0.08103716255023341,0.763685729319593,0.7917743922585254
density,800.0,5.0,0.85,1000.0,True,DENSIFICATION_EXHAUSTION_FAILURE,3.71362622434164e-05,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8505140986675601,801.9888706128908,95.95,1.1076129717177134e-09,1.1358514412320516e-09,8.392891667836227e-08,8.85308641272981e-08,10.435441538846586,51.548208081201814,0.07726592313686867,0.3937730359437995,0.8490169495511662,0.6172321832176638,0.060130900963422294,0.2701819230034214
density,800.0,5.0,0.85,1025.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00015154803452848835,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8516657756230487,802.0806241735462,95.95,4.402899419536319e-09,4.504769466139986e-09,3.337204139314199e-07,3.7033568073254265e-07,10.16174940115608,51.55863678180552,0.07749810127917887,0.39407742606164115,0.8469057871794455,0.6078736388971487,0.06385026598883725,0.32651411795426566
density,800.0,5.0,0.85,1050.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0005641102049254363,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8553589033128705,802.4114821558117,95.95,1.515007030303205e-08,1.502764355952694e-08,1.1487888670335623e-06,1.4754946222137611e-06,9.303643401820104,51.779525314101264,0.07880522369427383,0.39143448504309275,0.8386152470783679,0.5760408046361227,0.07726785807531505,0.38413955269050537
density,800.0,5.0,0.85,1075.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0018954289213478882,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8640397689861604,803.4791453006026,95.95,4.3742012444122905e-08,3.556724172661186e-08,3.3188078095210804e-06,5.445728836034162e-06,7.38534712574368,52.5481744678614,0.08275609079353578,0.3807409180566926,0.8158619162017593,0.4959460758667225,0.11943508883651212,0.43840522099790663
density,800.0,5.0,0.85,1100.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0054172644103979775,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8767244391758674,806.3035132804803,95.95,1.0534501358373726e-07,5.0916235158907023e-08,7.999297561839397e-06,1.606872399652677e-05,4.751855465731527,53.94748914087778,0.08986348541324896,0.3611874766422711,0.7765342201665952,0.37488155662162254,0.21533081096620718,0.48635096958912666
density,800.0,5.0,0.85,1125.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.012781905875867406,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8890032312510368,812.209654439834,95.95,2.1750493626321273e-07,5.1304310932117745e-08,1.653429558365986e-05,3.635834761870454e-05,2.5764764799827495,55.54842808396323,0.09828633052534927,0.33976401313975413,0.7322596951205695,0.2661892534682549,0.3518467173114685,0.5300340033415877
density,800.0,5.0,0.85,1150.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.02565717558879788,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.8988398642515745,822.5350940075119,95.95,4.0168336848841404e-07,4.412843075039273e-08,3.058013460990974e-05,6.648600267801307e-05,1.3019468021907552,57.015333498176936,0.1063735528535644,0.3212250746290108,0.6935164190763409,0.1929102607756186,0.4838925790388317,0.5723003380151132
density,800.0,5.0,0.85,1175.0,True,SUCCESS,0.04485487962921065,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.9061103396960822,837.9308672477706,95.95,6.882835185495174e-07,3.497757309688226e-08,5.2501158186061646e-05,0.00010112069321538094,0.6671325349754003,58.21996667982448,0.11330693173591638,0.30681288285008634,0.6647889743239498,0.14869246662023597,0.584060150196776,0.614545646231101
density,800.0,5.0,0.85,1200.0,True,GRAIN_GROWTH_FAILURE,0.06983240926758198,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.9112479984706269,857.9618241582792,95.95,1.121184004278733e-06,2.7191790972441905e-08,8.574152702910793e-05,0.00013664684905994898,0.3651631731318199,59.141753326486835,0.11879911198483169,0.2962794963306839,0.646487813525518,0.12284166287214493,0.6513296125345386,0.656716826454568
density,800.0,5.0,0.85,1225.0,True,GRAIN_GROWTH_FAILURE,0.10074078039779474,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.9149266693244489,882.7490733076979,95.95,1.7614663756614867e-06,2.2081477574834976e-08,0.0001351586655296342,0.00018010833523973108,0.21644690782881515,59.84198776394388,0.12308205336269211,0.2885604148673045,0.6366321428462698,0.10720374270138196,0.6961983125421599,0.6977213072068762
density,800.0,5.0,0.85,1250.0,True,GRAIN_GROWTH_FAILURE,0.14003066799043654,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.9177293685447873,914.2579557625063,95.95,2.691555004286479e-06,1.9139636230778584e-08,0.00020742670185058986,0.0002420221749885406,0.13653388200600244,60.40025047579764,0.12656562499035223,0.28257714619264507,0.6334410115039858,0.09708800183497387,0.7280922532292491,0.7364992733602398
density,800.0,5.0,0.85,1275.0,True,GRAIN_GROWTH_FAILURE,0.19214458766019696,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.920032533326805,956.0511872972621,95.95,4.020384128974391e-06,1.7614769148496067e-08,0.00031158274582134124,0.0003310728155225745,0.09002356980630719,60.876429167221154,0.12958506471066078,0.27758986506153766,0.6362430279446918,0.09015101049296846,0.7526728129735073,0.7724511214937544
density,800.0,5.0,0.85,1300.0,True,GRAIN_GROWTH_FAILURE,0.26277784776790325,0.8501266051116481,801.9590888498587,7.717653712580579,51.00508734341366,0.07565131215794048,0.40439351027368386,0.8534382486096717,0.6230626053301087,0.0589257336214188,0.8464918907551998,10.273270733129763,0.9220676239714287,1012.6961722157333,95.99466715559694,5.889757196053597e-06,1.6986037521289254e-08,0.0004597702559577216,0.0004521660046063396,0.06195018098442794,61.31125108483041,0.13238052833734426,0.27312648920830723,0.6450291380334572,0.08519447147894495,0.773114049665478,0.8052828482542246
density,800.0,20.0,0.85,1000.0,True,DENSIFICATION_EXHAUSTION_FAILURE,3.697619489245849e-05,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8509364994387651,801.9995162661993,95.95,1.0897144373089574e-09,1.1170542379004668e-09,8.360153123380135e-08,8.811664808165489e-08,10.309149382725739,51.214448983397126,0.07660717457760101,0.4018746695945314,0.8509018026694649,0.6157381323990944,0.06147089649184646,0.27062467639542254
density,800.0,20.0,0.85,1025.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00015093892729338188,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8520701680545113,802.0909109430298,95.95,4.335202151777673e-09,4.43162838128337e-09,3.326840661123369e-07,3.6853436705284855e-07,10.041206020104784,51.22637909602324,0.07684313242380311,0.40218013781586537,0.8488273180111793,0.6064615450006323,0.06520638117825035,0.32701853934880665
density,800.0,20.0,0.85,1050.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0005618586532317598,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8557093582908202,802.4204561791278,95.95,1.4936740627301768e-08,1.4792231325451344e-08,1.1467295290267182e-06,1.46677638883818e-06,9.200141252375156,51.447968871661104,0.0781387734169559,0.39950997377648795,0.8406731549032336,0.5749132130242416,0.07866747652737817,0.38472616976906554
density,800.0,20.0,0.85,1075.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0018876144439319796,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8642843228733301,803.4836723682674,95.95,4.319842513942838e-08,3.5098228689129086e-08,3.31842593022818e-06,5.408357453369404e-06,7.315288119614182,52.214911843733,0.08203809658394651,0.3886834722477445,0.8182405893489553,0.4954821370620132,0.12087137176517054,0.43912995940401783
density,800.0,20.0,0.85,1100.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.005397112280625417,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8768675500712274,806.2981838657072,95.95,1.0420246507839969e-07,5.0456346687098174e-08,8.011216402092142e-06,1.5968804869254006e-05,4.717882980000011,53.61464975893462,0.08906375654122757,0.3687619256856665,0.7792716136349979,0.3750892832182368,0.21667721289809394,0.4872390829347311
density,800.0,20.0,0.85,1125.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.012739718418890968,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.8890891388927696,812.1867327006,95.95,2.153950411184282e-07,5.0998865664898416e-08,1.657819358166528e-05,3.616431016943107e-05,2.5641499817051745,55.22166186582656,0.09740960188439649,0.3467934941571224,0.735178050795337,0.26666588592296087,0.3529358903610022,0.5310340612965349
density,800.0,20.0,0.85,1150.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.025576941324606545,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.898897670956871,822.4817985888226,95.95,3.98051527936425e-07,4.39669021092927e-08,3.06819441259039e-05,6.619067936541069e-05,1.2986207360650945,56.69756039178267,0.10543560614971564,0.32769333307549425,0.6964444831611354,0.193401561862092,0.4846946575306114,0.5733404310021246
density,800.0,20.0,0.85,1175.0,True,SUCCESS,0.04472270058512598,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.9061577223961063,837.8361205099085,95.95,6.822739270416167e-07,3.49184041338713e-08,5.269294472402178e-05,0.00010077312161266752,0.6667099644033185,57.91182685068965,0.11232680792825105,0.31279163939759547,0.6676216922518365,0.14910645553804913,0.5846995007808392,0.6155608539619145
density,800.0,20.0,0.85,1200.0,True,GRAIN_GROWTH_FAILURE,0.06963411527599876,0.8505553445476586,801.9698624722666,4.673142172859179,50.680713372115456,0.07505325715732189,0.41263343260121416,0.8552652841622166,0.6214945402868781,0.06026053257559352,0.8467721948798933,10.145470115584146,0.9112937202590882,857.8143243235373,95.95,1.111518376814298e-06,2.7177707632642383e-08,8.60654094715265e-05,0.00013621685758913318,0.36547385960415807,58.84227950271665,0.117792679892307,0.3018730102833362,0.6491875372193685,0.12317201874646003,0.6519062454804762,0.657663360974574
