model_style,G0_nm,T1_heating_rate_C_min,rho_switch,T2_C,first_step_attained,classification_5pct,growth_fraction,rho1,G1_nm,first_time_h,first_mean_radius_nm,first_large_fraction,first_fine_fraction,first_f_pore,first_connected_coverage,first_isolation,first_activity,first_E_G,rho2,G2_nm,second_time_h,second_initial_rho_dot,second_final_rho_dot,second_initial_dGdt_nm_s,second_final_dGdt_nm_s,second_median_E_G,second_mean_radius_nm,second_large_fraction,second_fine_fraction,second_f_pore,second_connected_coverage,second_isolation,second_activity
density,75.0,0.2,0.85,1250.0,True,GRAIN_GROWTH_FAILURE,1.4293759081366024,0.8500484864325228,182.04762373736745,111.1,62.438994585569205,0.1174692890469413,0.2335680894418283,0.2860981393717461,0.20904535517045422,0.05868552971994696,0.6498593201419027,0.11734368452435988,0.9019064774423614,442.26211124107755,95.95,8.745536620747408e-07,3.8388920130592246e-08,0.0009966689263342663,0.0005410090777611217,0.03865643496135361,68.34093846185844,0.1628064482530209,0.19243449617891337,0.38556366633378336,0.09801591331159232,0.5264541276234558,0.6344133313896876
density,75.0,0.2,0.85,1275.0,True,GRAIN_GROWTH_FAILURE,2.022120877329565,0.8500484864325228,182.04762373736745,111.1,62.438994585569205,0.1174692890469413,0.2335680894418283,0.2860981393717461,0.20904535517045422,0.05868552971994696,0.6498593201419027,0.11734368452435988,0.9075975843224996,550.1699243649355,95.95,1.299757130315671e-06,3.596548027414902e-08,0.0017176362879650201,0.0007011458509554723,0.03347363588233195,69.20095305091395,0.17020811119082058,0.1873603096648976,0.4306710392517854,0.0919520648205825,0.6039827860943908,0.6995132000075179
density,75.0,0.2,0.85,1300.0,True,GRAIN_GROWTH_FAILURE,2.7476066260920953,0.8500484864325228,182.04762373736745,111.1,62.438994585569205,0.1174692890469413,0.2335680894418283,0.2860981393717461,0.20904535517045422,0.05868552971994696,0.6498593201419027,0.11734368452435988,0.9126407195710573,682.2428809824788,95.95,1.8784779812997459e-06,3.353159065321716e-08,0.002914280850518156,0.0008793475421545416,0.029924285031838797,70.01527681004846,0.17740151680227736,0.18273680251527613,0.4791784030610504,0.08701281354868634,0.6686891397024519,0.7559013685526704
density,75.0,5.0,0.85,1000.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.00032957573820142,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.850242916147383,167.47405857770335,95.95,3.418767133430272e-10,3.431427036667601e-10,1.554243371921189e-07,1.6409313847322946e-07,0.3590536442719106,51.677990241228514,0.07756134600247862,0.39092960803251486,0.32575442517327724,0.23752184760150155,0.05928508171784138,0.1329865713073636
density,75.0,5.0,0.85,1025.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.0013494898325998553,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8506069841754371,167.64481145448744,95.95,1.3978224175990231e-09,1.3950221003325221e-09,6.334047218568404e-07,6.74890645430681e-07,0.3577110984497163,51.62248418120608,0.07746208610465913,0.3921594932700562,0.3257749202383293,0.23659673051577998,0.060423199390989064,0.1673903047650544
density,75.0,5.0,0.85,1050.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.004930140173800745,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8518096737025078,168.2442799292109,95.95,4.9401569253775714e-09,4.812958924518131e-09,2.2678878049279286e-06,2.5117157711033704e-06,0.3426728219273433,51.59823894626288,0.07760210240781412,0.3931554081214074,0.3248695466083781,0.232798520065404,0.06432978420882003,0.20632922693380348
density,75.0,5.0,0.85,1075.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.015710590059032324,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8548800635065797,170.04913078972947,95.95,1.4606596939080564e-08,1.2904019302783637e-08,6.9115268075506055e-06,8.298420104713811e-06,0.3048594317225065,51.74083393610632,0.07856779781026252,0.39175226264777013,0.3216040881403992,0.2222283502531095,0.07539238735420246,0.2481524433866899
density,75.0,5.0,0.85,1100.0,True,DENSIFICATION_EXHAUSTION_FAILURE,0.04290442247318594,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8604445178012445,174.60189179284123,95.95,3.593346696992419e-08,2.4445214063845903e-08,1.784429020501624e-05,2.3306454472327766e-05,0.24265135639726668,52.19253658890033,0.08094280879160626,0.3855938755557238,0.31610148932476656,0.20280373110890249,0.09997280425423596,0.2915476893237917
density,75.0,5.0,0.85,1125.0,True,MIXED_FAILURE,0.10045457353530181,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.867660295811626,184.23687370669688,95.95,7.566161930813649e-08,3.3619783191938724e-08,4.0169800329771444e-05,5.3942661894677345e-05,0.17263328479001755,52.924286621230685,0.08460700183638002,0.37519321466545363,0.312605991121224,0.17908395332495733,0.1422593192729479,0.33845634337785946
density,75.0,5.0,0.85,1150.0,True,MIXED_FAILURE,0.20642665099300772,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8753249272656616,201.97860037178702,95.95,1.421743152477259e-07,3.852328194316971e-08,8.222029349830056e-05,0.00010493552921912626,0.11556289504755854,53.80648706415456,0.08905049888495288,0.36279294216923186,0.3165144409494759,0.15722879323349756,0.20248458973208258,0.3926239886010225
density,75.0,5.0,0.85,1175.0,True,MIXED_FAILURE,0.3813559125661353,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.882897617230132,231.26506166433958,95.95,2.4686294594402104e-07,4.066269439815139e-08,0.0001583930816500001,0.00017776178850749687,0.07845485084189265,54.76390012601553,0.09399318790039629,0.34972383378633753,0.3308330349385694,0.13950373198802468,0.27885820085257584,0.4552614370441362
density,75.0,5.0,0.85,1200.0,True,MIXED_FAILURE,0.6443375550650866,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8901685622776296,275.2931540740121,95.95,4.050682319963662e-07,4.09204406523623e-08,0.0002934974890732853,0.0002709608780176276,0.05703496640501824,55.76349317128202,0.09931636019681427,0.3365697670081098,0.3559258974520577,0.12557159532459117,0.3667485803565331,0.5238412972489023
density,75.0,5.0,0.85,1225.0,True,MIXED_FAILURE,1.0102991357045927,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.8969535799809598,336.5620325313753,95.95,6.363853482791895e-07,3.966839505900719e-08,0.0005293766802169531,0.00038221631788714955,0.04485022491058794,56.77406171570549,0.10487896985323887,0.3237947962783786,0.3904081722850168,0.1146092776866647,0.45778931987690497,0.5940150455162088
density,75.0,5.0,0.85,1250.0,True,GRAIN_GROWTH_FAILURE,1.48991892091603,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.9031106225418548,416.85944045740814,95.95,9.646264540147677e-07,3.751543680787866e-08,0.000935157487715862,0.0005098588482125118,0.03748305825157634,57.76417137096832,0.11051255733236388,0.3117896808607164,0.43204571214413046,0.10593390705472358,0.5430958924873542,0.6612268976238646
density,75.0,5.0,0.85,1275.0,True,GRAIN_GROWTH_FAILURE,2.0906360544882827,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.9085998420824798,517.430830983643,95.95,1.4176008477885885e-06,3.508667292292227e-08,0.001622913882026557,0.0006529205542841717,0.032693206629201096,58.71301284568315,0.11608711086253493,0.3007562695970723,0.47833896385278163,0.09894635957382976,0.6172209194791873,0.7217088205602161
density,75.0,5.0,0.85,1300.0,True,GRAIN_GROWTH_FAILURE,2.8170670824160373,0.8501246053574624,167.4188813762849,12.492797120462637,51.06798865518267,0.07579120054561501,0.40290183106327576,0.3298141473267606,0.24078988642707203,0.05891957318153292,0.6938346325234912,0.12244981034686588,0.9134585941920121,639.0491010763325,95.95,2.026775760483845e-06,3.269552407697985e-08,0.0027710988662177165,0.0008097158638823147,0.029442268875503674,59.611302000522194,0.1215272557658281,0.29073057749107906,0.5268735859862836,0.09313869524710337,0.6786772639275718,0.7734269004439301
