design,model_style,G0_nm,rho0,T1_C,rho_switch,T2_C,first_step_attained,first_step_budget_h,second_step_budget_h,density_gain,growth_fraction,rho1,G1_nm,first_time_h,first_mean_radius_nm,first_large_fraction,first_fine_fraction,first_f_pore,first_connected_coverage,first_isolation,first_activity,first_E_G,rho2,G2_nm,second_time_h,second_initial_rho_dot,second_final_rho_dot,second_initial_dGdt_nm_s,second_final_dGdt_nm_s,second_median_E_G,second_mean_radius_nm,second_large_fraction,second_fine_fraction,second_f_pore,second_connected_coverage,second_isolation,second_activity
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1150.0,True,96.0,96.0,0.06295585065118214,0.0361495821876555,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.8879558506511823,365.02094523346625,95.95,4.507166382938057e-07,4.7044657671940724e-08,1.579495971130199e-05,4.8885333735555e-05,1.2454304592935383,54.956457715971894,0.09628724712543074,0.35127627892129815,0.4549795376409135,0.169828060005949,0.33869404805158565,0.4747816296283087
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1175.0,True,96.0,96.0,0.07027571251119036,0.07626181456351992,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.8952757125111905,379.15192132897243,95.95,8.391511335130064e-07,3.3303229027456706e-08,3.0032152910469446e-05,9.701206722232841e-05,0.4351665253508815,56.01800255270081,0.10199135461388435,0.33730241359810825,0.43859107848240797,0.1349419187768336,0.43475897991175666,0.5194169117702222
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1200.0,True,96.0,96.0,0.07525642409367417,0.1464926131541796,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9002564240936743,403.8932452910381,95.95,1.4339112370215072e-06,2.753444076587902e-08,5.271834989520228e-05,0.00017110064442249606,0.16591865297279496,56.80367959179286,0.10632090760876359,0.32727428804501413,0.43839488680797045,0.11702055667647314,0.5035613855160234,0.570657215205774
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1225.0,True,96.0,96.0,0.07932348910355946,0.25936553306997157,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9043234891035596,443.6567896935121,95.95,2.314099263185047e-06,2.581860867118839e-08,8.802655230794447e-05,0.00027398254930126797,0.07979297985247792,57.48463546263463,0.1101569250434448,0.31881839161589115,0.4512193492731664,0.10663398645415813,0.559761417309907,0.6254615845276702
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1250.0,True,96.0,96.0,0.08308774270397556,0.4265556969378613,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9080877427039757,502.55553626246314,95.95,3.589691684320246e-06,2.5961219894975535e-08,0.00014248319998604484,0.00040426514297706964,0.048646458921587823,58.14788039565539,0.11397270694960661,0.3108005941140892,0.47523174260830914,0.0999103274187861,0.6104773172035075,0.6806654126487933
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1275.0,True,96.0,96.0,0.08677801416960806,0.6566819356636387,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9117780141696082,583.6257780757657,95.95,5.407080423570024e-06,2.6624942890697598e-08,0.00022616487202397752,0.000557261851557798,0.035828287184499485,58.830982221841715,0.11798758511151658,0.30276978029644575,0.5081298101593055,0.09490460031528954,0.6579864811200259,0.7329248348825271
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1300.0,True,96.0,96.0,0.09041668775238565,0.9544409403606601,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9154166877523858,688.5220934483066,95.96072499540011,7.955654853241865e-06,2.698370895861946e-08,0.00035460329143335915,0.0007266980389639407,0.030012432461657523,59.538501108327594,0.12224084770129967,0.2946993187906926,0.5470508044870963,0.0906271574048043,0.7019252562793601,0.7796056643875426
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1325.0,True,96.0,96.0,0.09392754033284145,1.3203045821418264,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9189275403328416,817.4107159457994,95.97884522556043,1.1475826759140588e-05,2.667245772745942e-08,0.0005518056841435797,0.000904291172686495,0.027069765596308103,60.255360335731545,0.12665274011447447,0.2867821864984019,0.5890503808710525,0.08668095128131682,0.7410685964758409,0.8193934322943196
size_onset_refinement,density,350.0,0.7,1300.0,0.825,1350.0,True,96.0,96.0,0.09721000776233568,1.7498373911746408,0.8250000000000002,352.28595514441645,2.8349139281734383,48.32783898354767,0.06499435183561342,0.45199613548342066,0.6476023304047857,0.5704062403122019,0.015267153880374576,0.8118964727764294,7.903664563983129,0.9222100077623359,968.7290918417887,95.97554283730354,1.6268309223549636e-05,2.5630844104308666e-08,0.0008549701697096174,0.0010779845869393057,0.025346172211645084,60.95870798610995,0.1310830138618579,0.2792642809580236,0.631469568207885,0.08299213365679806,0.7744985712248376,0.8521909002551176
size_onset_refinement,density,325.0,0.7,1300.0,0.825,900.0,True,96.0,96.0,2.4157450373429867e-07,2.6825077117886037e-08,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8250002415745037,327.55090973344767,95.95,6.740710384774159e-13,7.244947282850975e-13,2.337208722275628e-11,2.753838711804457e-11,9.00891418628979,51.23526517241415,0.07248982138991487,0.3906621283704263,0.5944507987688779,0.523589923454415,0.015267355650992017,0.07518498419715326
size_onset_refinement,density,325.0,0.7,1300.0,0.825,925.0,True,96.0,96.0,1.3796804358978676e-06,1.5309739062868521e-07,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8250013796804359,327.5509510940577,95.95,3.8396985761630526e-12,4.147669873552033e-12,1.3269311916899942e-10,1.5789174369057635e-10,9.015609733788613,51.398033665580456,0.07296053760896976,0.3875765284741719,0.5930302198510846,0.5223358485279315,0.015268306268153458,0.10038635945176827
size_onset_refinement,density,325.0,0.7,1300.0,0.825,950.0,True,96.0,96.0,7.363676748473047e-06,8.167080747687454e-07,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8250073636767484,327.5511684603352,95.95,2.0459534218422003e-11,2.2170520994006e-11,7.057667595498718e-10,8.444693485782546e-10,9.020423576800543,51.47898187563876,0.07319758457621095,0.386056594874117,0.5923156011150464,0.5216915309607062,0.015273305434379271,0.13146533015880463
size_onset_refinement,density,325.0,0.7,1300.0,0.825,975.0,True,96.0,96.0,3.674546266230205e-05,4.074073621415125e-06,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8250367454626623,327.5522354133547,95.95,1.0204719806348634e-10,1.1067966349063001e-10,3.5192780341463177e-09,4.214057411846836e-09,9.023590693281086,51.458964913560294,0.07314319325174205,0.3864420193181839,0.5924326878118226,0.5217215040303338,0.015297875035117325,0.16881974150229953
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1000.0,True,96.0,96.0,0.0001710872054233592,1.8981994940940582e-05,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8251710872054233,327.55711851641416,95.95,4.752816970145802e-10,5.151685660383741e-10,1.6413906779826e-08,1.9617467412874057e-08,9.017491582938892,51.318837323957474,0.07275494796368047,0.3891318079516971,0.593392533247495,0.5222309312409236,0.015410710691621372,0.21247784291295507
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1025.0,True,96.0,96.0,0.0007394512227574257,8.252978320899269e-05,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8257394512227574,327.57793365171455,95.95,2.0504176687055114e-09,2.2302894001440593e-09,7.104221507485711e-08,8.565225549726928e-08,8.965566982444198,51.0422751144229,0.07204540864403797,0.3946293876672504,0.5947156402056588,0.5219560042553821,0.015897220758208416,0.2618553169186405
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1050.0,True,96.0,96.0,0.0029431632667417107,0.00033770223848881106,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8279431632667417,327.6615156193383,95.95,8.053262988940281e-09,8.980908516721372e-09,2.805364212668136e-07,3.6203517323587453e-07,8.732260107631154,50.650480128412056,0.07127694983036488,0.40315766458268026,0.5939056188782952,0.5154340831930713,0.017930523068440042,0.3150584502415658
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1075.0,True,96.0,96.0,0.010534478832213812,0.001347924136893496,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8355344788322138,327.992414712317,95.95,2.7981915000165725e-08,3.2547021500964835e-08,9.82521935529533e-07,1.6143747280562463e-06,7.9119468468905385,50.41968333635203,0.07182246503951416,0.4110130950130068,0.5809574449867227,0.481619012993488,0.02708233357437015,0.3664158841544686
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1100.0,True,96.0,96.0,0.028970503531463132,0.005217603471988932,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8539705035314631,329.259931664903,95.95,8.315084741358341e-08,7.264381154670713e-08,2.9519947253682176e-06,7.061646936773605e-06,5.810238786241712,51.32316957734067,0.07749659335884329,0.40138266454516536,0.5344940362831829,0.37345827882792765,0.07194465359053555,0.40362011342615883
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1125.0,True,96.0,96.0,0.04917864933678118,0.016076182551175013,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8741786493367811,332.8166690252932,95.95,2.0727568399840215e-07,6.874169183587282e-08,7.468220763514667e-06,2.1478532392212994e-05,2.960789690625663,53.23192368937145,0.08731629468435681,0.374872555523751,0.4739932648594767,0.24088942910771025,0.1923954732768926,0.4305965825164144
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1150.0,True,96.0,96.0,0.06169013253144551,0.03974473573379289,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8866901325314455,340.5693249443686,95.95,4.3894631674746547e-07,4.655983843085279e-08,1.612534474228904e-05,5.1431026080804104e-05,1.1273099702494054,54.780270731315674,0.09536211242556467,0.3536576317815399,0.4370891614178266,0.16835939885020576,0.3231272507820577,0.4656887540766866
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1175.0,True,96.0,96.0,0.06900310059413861,0.08604612983250837,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8940031005941386,355.7353882964989,95.95,8.195156585789758e-07,3.355660743720231e-08,3.087043124686863e-05,0.00010369702760730748,0.37985596727869536,55.82404402252235,0.10094035203628611,0.3398283558103875,0.42321696909867024,0.13484511133496124,0.41747168353244557,0.5112885206791786
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1200.0,True,96.0,96.0,0.07409850529767725,0.16734079895437545,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.8990985052976772,382.3635304095441,95.95,1.403042550420626e-06,2.834829701206298e-08,5.456653328489877e-05,0.00018226474122535024,0.1451725824200052,56.6159649135368,0.10527797525116236,0.3296455497343577,0.4256608338144069,0.11752069653156594,0.4874818567522907,0.5640347379921544
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1225.0,True,96.0,96.0,0.07835820364916857,0.29675517600516377,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.9033582036491685,424.7533262080077,95.95,2.267123919351056e-06,2.698185473380592e-08,9.178358101352192e-05,0.00028860966135820626,0.0719784831439944,57.319788284761636,0.10922047397129392,0.32084366120575036,0.4412826870794384,0.10739198519850326,0.5465068976469769,0.6206523586664414
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1250.0,True,96.0,96.0,0.08234976718841602,0.4858345432853167,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.907349767188416,486.68644331108584,95.95,3.5194798545494075e-06,2.7238327629170975e-08,0.0001497543155560008,0.0004204099036484301,0.04557388430051959,58.015377101893115,0.11320349656098562,0.3123837607861973,0.46795836481823005,0.10069439721145781,0.6006850738256241,0.677556720728677
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1275.0,True,96.0,96.0,0.08625792534574317,0.742650227163152,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.9112579253457431,570.8066519425572,95.95,5.303193507576521e-06,2.7782181295111326e-08,0.00023978810189462563,0.0005730651454362898,0.034656040784019584,58.73268938793244,0.11740432924483364,0.30391072859426055,0.5030863632681489,0.09556265432613123,0.6514548457947573,0.7311031538035393
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1300.0,True,96.0,96.0,0.09007559126176623,1.0715544715720122,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.9150755912617662,678.5395335239288,95.98114379214095,7.802838311533404e-06,2.7882152191370035e-08,0.0003795293274963439,0.000740949441195788,0.029615479148399376,59.47056544302872,0.12182864134155123,0.2954644585574187,0.5437140908728584,0.09110442975837661,0.697945350964728,0.7786189478142157
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1325.0,True,96.0,96.0,0.09370992216679708,1.4720022016474748,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.918709922166797,809.7065482922753,95.9635543267839,1.1251884259776512e-05,2.7317974008087916e-08,0.0005965442693824975,0.0009168144895524594,0.026971251414831456,60.20965756314776,0.12636934015163145,0.2872816271778051,0.5868799048963339,0.0870046592568336,0.7387419624878672,0.818877790928149
size_onset_refinement,density,325.0,0.7,1300.0,0.825,1350.0,True,96.0,96.0,0.09707768590241583,1.9400657331091549,0.825,327.5509009468695,2.868079374170306,48.32785536714561,0.06499438561977959,0.45199572819451017,0.6208270182117241,0.5468226235706084,0.01526715388037439,0.8059477922625787,6.734200847522481,0.9220776859024158,963.021179722922,95.97135028799045,1.5941168211102526e-05,2.6060664754983504e-08,0.000933925075168882,0.0010885463976813884,0.02534243478459076,60.929410836009005,0.13089766647043996,0.2795754465865554,0.630119532765718,0.08319616557797839,0.7732120874951668,0.8519352128301617
size_onset_refinement,density,400.0,0.7,1300.0,0.825,900.0,True,96.0,96.0,2.86687091288762e-07,2.4110928250185624e-08,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8260002866870911,401.93414585639505,95.95,7.95862999994589e-13,8.63866308698228e-13,2.5729199024897853e-11,3.042451318091281e-11,11.895154615280752,51.121782021219225,0.07231599284002509,0.39322149696723424,0.6686376782581747,0.5860821284199114,0.016125520534122164,0.08277952568512058
size_onset_refinement,density,400.0,0.7,1300.0,0.825,925.0,True,96.0,96.0,1.6337283829104265e-06,1.375198452965406e-07,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8260016337283828,401.93419143931015,95.95,4.5231355879766155e-12,4.934969512637381e-12,1.4600404126739793e-10,1.7430714785829926e-10,11.885382747863268,51.26606753752899,0.07272928218926729,0.39045787283748135,0.6673723626409823,0.5849691474418774,0.01612670788087287,0.11029993115615665
size_onset_refinement,density,400.0,0.7,1300.0,0.825,950.0,True,96.0,96.0,8.691440748442858e-06,7.319197191388858e-07,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8260086914407483,401.93443034891,95.95,2.4026541901123696e-11,2.6290363241845222e-11,7.750088928789182e-10,9.298805065953044e-10,11.880669025414477,51.33104016684207,0.07291779854437319,0.3892245371446209,0.6667913252543447,0.5844394779890342,0.016132930292524057,0.14403114152932694
size_onset_refinement,density,400.0,0.7,1300.0,0.825,975.0,True,96.0,96.0,4.317673464160343e-05,3.6360695247666802e-06,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8260431767346414,401.9355976258534,95.95,1.1934114704426142e-10,1.3061902362081546e-10,3.850016854033665e-09,4.61972265254069e-09,11.88047880369595,51.298996450722335,0.07283014195428116,0.3898452915000682,0.6670038307920974,0.5845260872976391,0.01616336812766906,0.18425447894781594
size_onset_refinement,density,400.0,0.7,1300.0,0.825,1000.0,True,96.0,96.0,0.00019983107027587987,1.684113147840522e-05,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8261998310702757,401.94090519102275,95.95,5.527093424259287e-10,6.041525890651604e-10,1.7849476482578416e-08,2.1380197095755718e-08,11.87175461464686,51.1531428641812,0.07243408386727748,0.39268903823376416,0.6679744891006567,0.5849220770097107,0.016302348867678576,0.23080773339529492
size_onset_refinement,density,400.0,0.7,1300.0,0.825,1025.0,True,96.0,96.0,0.0008571864438077226,7.272995911518884e-05,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8268571864438076,401.96336881868024,95.95,2.3659086411994953e-09,2.5964291708494906e-09,7.656603520233863e-08,9.29127102074041e-08,11.794463114298487,50.88275079342672,0.07176598502215735,0.3981771435611565,0.6690711664133993,0.5839479872800019,0.0168984645738275,0.28283914161827
size_onset_refinement,density,400.0,0.7,1300.0,0.825,1050.0,True,96.0,96.0,0.0033816073736543384,0.0002965894893188404,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8293816073736542,402.05334560557503,95.95,9.19034310685597e-09,1.038020513916786e-08,2.9840962069417265e-07,3.948529713165568e-07,11.430271352898759,50.527966888521135,0.07116378980527223,0.40621736586101803,0.6672715538502139,0.5746098248098652,0.019393295841976063,0.33809899268397337
size_onset_refinement,density,400.0,0.7,1300.0,0.825,1075.0,True,96.0,96.0,0.01193077352383387,0.0011940772480380896,0.8259999999999998,401.93413616538993,2.820930704196724,48.40639346308539,0.06532805861805101,0.4506764019033158,0.6931308026958573,0.6075519889104865,0.016125267845478363,0.8211296175151914,9.99469435137563,0.8379307735238337,402.41407657259487,95.95,3.145125282552905e-08,3.689848596468954e-08,1.0261418447459207e-06,1.810538135748773e-06,10.154954293411038,50.43187633701971,0.07224691653208559,0.41186927234455767,0.6508908869687585,0.530469867572327,0.030819885402707064,0.3904499921335148
