design,model_style,G0_nm,rho0,T1_C,rho_switch,rho_target,growth_tolerance,first_step_attained,eligible_second_step_target,rho1,G1_nm,first_connected_coverage,T_lower_density_C,T_upper_no_growth_C,T_success_lower_C,T_success_upper_C,window_width_C,optimum_T2_C,minimum_required_growth_tolerance
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.94,0.1,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.94,0.15,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.94,0.2,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1205.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.025,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.05,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1165.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.075,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.1,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.15,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.95,0.2,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1205.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.025,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.05,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1165.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.075,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.1,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.15,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.96,0.2,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1205.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.025,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.05,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1165.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.075,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.1,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.15,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,325.0,0.7,1300.0,0.825,0.98,0.2,True,True,0.825,327.5509189749129,0.5468145154716242,nan,1205.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1155.0,nan,nan,nan,nan,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1170.0,1160.0,1170.0,10.0,1160.0,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1175.0,1160.0,1175.0,15.0,1160.0,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1185.0,1160.0,1185.0,25.0,1160.0,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1200.0,1160.0,1200.0,40.0,1160.0,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.88,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1160.0,1215.0,1160.0,1215.0,55.0,1160.0,0.026177613172428494
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1155.0,nan,nan,nan,nan,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1170.0,nan,nan,nan,nan,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1175.0,nan,nan,nan,nan,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1185.0,nan,nan,nan,nan,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1200.0,nan,nan,nan,nan,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.9,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1205.0,1215.0,1205.0,1215.0,10.0,1205.0,0.15112461868959842
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1155.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1170.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1175.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1185.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1200.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.92,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,1350.0,1215.0,nan,nan,nan,nan,1.7481573099407437
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1170.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.94,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1215.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1170.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.95,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1215.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1170.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.96,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1215.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.025,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.05,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1170.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.075,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.1,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.15,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,350.0,0.7,1300.0,0.825,0.98,0.2,True,True,0.8259999999999997,352.33054547917664,0.5653258231254098,nan,1215.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1155.0,nan,nan,nan,nan,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1175.0,1165.0,1175.0,10.0,1165.0,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1185.0,1165.0,1185.0,20.0,1165.0,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1195.0,1165.0,1195.0,30.0,1165.0,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1200.0,1165.0,1200.0,35.0,1165.0,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.88,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1165.0,1220.0,1165.0,1220.0,55.0,1165.0,0.029107389996825706
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1155.0,nan,nan,nan,nan,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1175.0,nan,nan,nan,nan,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1185.0,nan,nan,nan,nan,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1195.0,nan,nan,nan,nan,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1200.0,1200.0,1200.0,0.0,1200.0,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.9,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1200.0,1220.0,1200.0,1220.0,20.0,1200.0,0.11426496701841404
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1155.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1175.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1185.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1195.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1200.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.92,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,1350.0,1220.0,nan,nan,nan,nan,1.5845207806940969
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.94,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1220.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.95,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1220.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.96,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1220.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.025,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1155.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.05,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1175.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.075,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1185.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.1,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1195.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.15,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1200.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,375.0,0.7,1300.0,0.825,0.98,0.2,True,True,0.8250000000000001,377.07220440933605,0.5923601993456156,nan,1220.0,nan,nan,nan,nan,nan
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.025,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1155.0,nan,nan,nan,nan,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.05,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1175.0,1165.0,1175.0,10.0,1165.0,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.075,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1190.0,1165.0,1190.0,25.0,1165.0,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.1,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1195.0,1165.0,1195.0,30.0,1165.0,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.15,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1210.0,1165.0,1210.0,45.0,1165.0,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.88,0.2,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1165.0,1225.0,1165.0,1225.0,60.0,1165.0,0.025513869936097878
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.025,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1155.0,nan,nan,nan,nan,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.05,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1175.0,nan,nan,nan,nan,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.075,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1190.0,nan,nan,nan,nan,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.1,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1195.0,nan,nan,nan,nan,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.15,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1210.0,1200.0,1210.0,10.0,1200.0,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.9,0.2,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1200.0,1225.0,1200.0,1225.0,25.0,1200.0,0.10136747385098818
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.92,0.025,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1350.0,1155.0,nan,nan,nan,nan,1.4415694841942397
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.92,0.05,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1350.0,1175.0,nan,nan,nan,nan,1.4415694841942397
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.92,0.075,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1350.0,1190.0,nan,nan,nan,nan,1.4415694841942397
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.92,0.1,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1350.0,1195.0,nan,nan,nan,nan,1.4415694841942397
size_onset_refinement,connectivity,400.0,0.7,1300.0,0.825,0.92,0.15,True,True,0.8250000000000003,401.8950080416868,0.6127973454228769,1350.0,1210.0,nan,nan,nan,nan,1.4415694841942397
