model_style,G0_nm,rho0,heating_rate_C_min,peak_target_C,actual_peak_C,time_budget_h,reached_0p90,G_at_0p90_nm,time_to_0p90_h,final_rho,final_G_nm,final_mean_radius_nm,final_fine_fraction,final_connected_coverage,peak_rho,peak_G_nm,peak_connected_coverage,HR_pct_vs_0p1,HR_pct_vs_0p2
connectivity,25.0,0.6,0.1,1400.0,1358.2,222.22222222222223,False,nan,nan,0.8865085267984424,303.8111176439041,59.553061212737255,0.2936695174560687,0.14468024400912363,0.8865085267984424,303.8111176439041,0.14468024400912363,nan,nan
connectivity,25.0,0.6,0.2,1400.0,1400.0,122.58333333333333,True,467.6823273351778,119.30040764787664,0.9047715615407818,546.4895447461739,62.478828694626436,0.26350451226322846,0.11386587846782226,0.8859529426124015,316.2808262497356,0.152261911066821,nan,0.0
connectivity,25.0,0.6,0.5,1400.0,1400.0,53.833333333333336,True,468.33249832699784,53.59249695828153,0.9004265746449734,474.5863349051385,61.68233406700948,0.2716025918675345,0.12238560414319397,0.8322085618933787,171.14383642735848,0.3022793421368627,nan,-0.1390197905327516
connectivity,25.0,0.6,1.0,1400.0,1400.0,30.916666666666668,False,nan,nan,0.8983978974768303,445.99752386975143,61.326699211795464,0.275308174583808,0.12651576978008525,0.7412676061947832,122.69686334165006,0.42216660306552317,nan,nan
connectivity,25.0,0.6,2.0,1400.0,1400.0,19.458333333333332,False,nan,nan,0.8972365526508522,430.90672909634816,61.12732092797835,0.2774101421826407,0.12893335582556195,0.6675465226079937,95.8658822288947,0.445361659186581,nan,nan
connectivity,25.0,0.6,5.0,1400.0,1400.0,12.583333333333334,False,nan,nan,0.8966125417412354,423.1551171788679,61.02087183125746,0.2785432584373853,0.1302500624851965,0.6206834976700057,72.13756881341594,0.40635285585391373,nan,nan
connectivity,25.0,0.6,10.0,1400.0,1400.0,10.291666666666666,False,nan,nan,0.8963526430824589,419.99876886367576,60.97702938937357,0.27900972506064736,0.13080155098460566,0.6076165379942557,57.830581313977184,0.3531404989833354,nan,nan
connectivity,25.0,0.6,20.0,1400.0,1400.0,9.145833333333334,False,nan,nan,0.8962337911634908,418.56883589008896,60.956976469186586,0.2792237099444674,0.131054513264008,0.6029180499245423,46.93704636564968,0.3014247427883346,nan,nan
connectivity,25.0,0.6,50.0,1400.0,1400.0,8.458333333333334,False,nan,nan,0.8961293166098471,417.3194865239667,60.93951409462197,0.27940926833412416,0.1312770089419277,0.6008618775463141,36.4353647369445,0.24437083175713986,nan,nan
connectivity,25.0,0.6,100.0,1400.0,1400.0,8.229166666666666,False,nan,nan,0.896079360092116,416.72459095171484,60.93121567279875,0.2794972058231088,0.13138345162586806,0.6003758186564689,31.60196863794092,0.21603650814363026,nan,nan
connectivity,25.0,0.6,0.1,1450.0,1358.2,222.22222222222223,False,nan,nan,0.8865085267984424,303.8111176439041,59.553061212737255,0.2936695174560687,0.14468024400912363,0.8865085267984424,303.8111176439041,0.14468024400912363,nan,nan
connectivity,25.0,0.6,0.2,1450.0,1450.0,126.75,True,484.4888922824083,118.22912010154735,0.9139725559249564,813.4426727015725,64.24104568999657,0.2470609688350773,0.10126338700242467,0.9016088306136018,513.6608239790032,0.12359968461603961,nan,0.0
connectivity,25.0,0.6,0.5,1450.0,1450.0,55.5,True,499.4239734233501,50.35771254235546,0.9105886472203918,716.296560824874,63.54147370154066,0.25357107635935694,0.10773166711921156,0.880185297043742,299.89244202974965,0.17574396869954684,nan,-3.0826467600904572
connectivity,25.0,0.6,1.0,1450.0,1450.0,31.75,True,499.7876097152463,27.703310408239428,0.9090641740201868,677.4442708998251,63.238567216934314,0.25645125500126065,0.11067706355403119,0.8352676061947832,187.22453579789502,0.31227547253693955,nan,-3.1577024110431746
connectivity,25.0,0.6,2.0,1450.0,1450.0,19.875,True,499.7941239231823,16.385071390708795,0.908226204527245,657.3300646242205,63.07467257521302,0.25802792245173917,0.11231248307035073,0.7425465226079938,133.35812220706606,0.4469100911096375,nan,-3.1590469636304097
connectivity,25.0,0.6,5.0,1450.0,1450.0,12.75,True,499.78554390175003,9.587238986358411,0.9076475482405735,643.9377313658855,62.962807298192104,0.25910987955677506,0.11344948945601592,0.6514211996066716,96.73365887896465,0.467730441977365,nan,-3.157276020773108
connectivity,25.0,0.6,10.0,1450.0,1450.0,10.375,True,499.7813591976978,7.317042794796868,0.9074978446696157,640.5356483476037,62.93376827379832,0.2593931048180242,0.11374500594919285,0.6205065804047264,77.94688629711554,0.4309599551479759,nan,-3.156412284964319
connectivity,25.0,0.6,20.0,1450.0,1450.0,9.1875,True,499.77855522304327,6.180377378838943,0.9073946475071555,638.2069601852634,62.91398700135398,0.2595849869314038,0.11394874859436671,0.6076646925171729,62.63767032957544,0.3761061064954698,nan,-3.1558335359570293
connectivity,25.0,0.6,50.0,1450.0,1450.0,8.475,True,499.77709790060544,5.497602776688347,0.9073062244042992,636.2222238241095,62.89717851012673,0.2597474684719965,0.11412336190900521,0.6021501661573652,47.06608380947985,0.302703857235013,nan,-3.1555327401160835
connectivity,25.0,0.6,100.0,1450.0,1450.0,8.2375,True,499.7776048356212,5.2698340302279005,0.9072970149702395,636.0155600402551,62.895362414461175,0.2597654310824775,0.11414162984779291,0.6008737803203312,38.637678262100735,0.2570537750972587,nan,-3.155637373065126
connectivity,25.0,0.7,0.1,1300.0,1300.0,220.5,False,nan,nan,0.8784796326459553,235.42739713031492,53.717179957738864,0.3680507413351547,0.164054762056494,0.8472160438984286,158.6666001914778,0.24511582429333648,nan,nan
connectivity,25.0,0.7,0.2,1300.0,1300.0,114.25,False,nan,nan,0.8665279344648251,196.27854809638453,52.25457970426137,0.3895120173854973,0.19635122278608852,0.7880745786183,115.21394496408433,0.3415586645863173,nan,nan
connectivity,25.0,0.7,0.5,1300.0,1300.0,50.5,False,nan,nan,0.8538952904434465,171.5769822826432,50.89449130217054,0.41035701772089034,0.23194424198813587,0.729096011379261,84.37779809190425,0.3490501142916842,nan,nan
connectivity,25.0,0.7,1.0,1300.0,1300.0,29.25,False,nan,nan,0.8479322863044532,163.2837727155462,50.30732351397684,0.4196297512031901,0.24818695549283049,0.7103773808691423,67.75221572417166,0.3125473385241191,nan,nan
connectivity,25.0,0.7,2.0,1300.0,1300.0,18.625,False,nan,nan,0.8445154336482315,159.1688229221591,49.985017938877455,0.42478961486188854,0.2571274955141515,0.7033911205631873,54.14143787662746,0.2653956756887754,nan,nan
connectivity,25.0,0.7,5.0,1300.0,1300.0,12.25,False,nan,nan,0.8425437184952039,156.96453266279136,49.80326898113459,0.42772294531842325,0.26213795811963814,0.7007863818138966,40.88620783103402,0.20977787225049185,nan,nan
connectivity,25.0,0.7,10.0,1300.0,1300.0,10.125,False,nan,nan,0.8416002711164513,155.9485657594322,49.717637184739985,0.42910844619405986,0.2644913841466908,0.7002791983957569,34.17846860569047,0.17899825073853173,nan,nan
connectivity,25.0,0.7,20.0,1300.0,1300.0,9.0625,False,nan,nan,0.8411641782357901,155.4872003504564,49.678266916342245,0.429746877829793,0.2655700771560313,0.700111971468742,30.056141415314432,0.15933622441057527,nan,nan
connectivity,25.0,0.7,50.0,1300.0,1300.0,8.425,False,nan,nan,0.841089139641471,155.40824733107254,49.671383400264716,0.42985972781169635,0.2657557304186107,0.7000382029491443,27.167480766918715,0.14523756714270186,nan,nan
connectivity,25.0,0.7,100.0,1300.0,1300.0,8.2125,False,nan,nan,0.841151500112981,155.47371688514434,49.67690139883049,0.42977110105199806,0.26560249563315724,0.7000185144644866,26.141899779869675,0.14016973250274803,nan,nan
connectivity,25.0,0.7,0.1,1400.0,1358.2,222.22222222222223,False,nan,nan,0.8888237182946481,308.88147009166966,55.112353326958726,0.34882421938183894,0.14542831277731932,0.8888237182946481,308.88147009166966,0.14542831277731932,nan,nan
connectivity,25.0,0.7,0.2,1400.0,1400.0,122.58333333333333,True,450.2361600380221,118.73872021298638,0.9054726470263089,538.6206475830977,57.71217975504751,0.3158076264830514,0.11669244059622862,0.8881830098349697,320.67161039506897,0.15303646544893676,nan,0.0
connectivity,25.0,0.7,0.5,1400.0,1400.0,53.833333333333336,True,451.34089497198215,52.998583364715856,0.9014512001673372,472.2681599224809,57.01729878770501,0.32443243491009033,0.12499245607830767,0.8510960113792609,186.5948860446814,0.26132042222265633,nan,-0.24536788290544367
connectivity,25.0,0.7,1.0,1400.0,1400.0,30.916666666666668,False,nan,nan,0.8996215368444035,446.1546788942052,56.71265821921341,0.32829434025797477,0.1288886994642378,0.7908074699223577,134.0459454699108,0.3786910162588154,nan,nan
connectivity,25.0,0.7,2.0,1400.0,1400.0,19.458333333333332,False,nan,nan,0.8985627804604839,432.10599922998307,56.53967491416555,0.33050705488313425,0.1311859008997942,0.7410529267718569,105.32867441871996,0.3970692632166958,nan,nan
connectivity,25.0,0.7,5.0,1400.0,1400.0,12.583333333333334,False,nan,nan,0.8979749696827322,424.62321696114856,56.44448494418289,0.3317320043109588,0.13247585092466765,0.7109322809578742,78.06675506110801,0.3500272374100623,nan,nan
connectivity,25.0,0.7,10.0,1400.0,1400.0,10.291666666666666,False,nan,nan,0.8978213566455165,422.7034151713878,56.41962827542442,0.33205332823033756,0.13281480411382335,0.7037423336087698,62.03106624849114,0.29732814348963227,nan,nan
connectivity,25.0,0.7,20.0,1400.0,1400.0,9.145833333333334,False,nan,nan,0.8976813562882748,420.9671195236439,56.39720643576674,0.33234193949055996,0.13312395967562834,0.7013072793411912,49.40732236465437,0.2471597969017414,nan,nan
connectivity,25.0,0.7,50.0,1400.0,1400.0,8.458333333333334,False,nan,nan,0.8976035305870032,420.00709189619687,56.38474379798404,0.3325025957641107,0.13329609580847787,0.7003465034731342,37.55738538898452,0.19480375399149147,nan,nan
connectivity,25.0,0.7,100.0,1400.0,1400.0,8.229166666666666,False,nan,nan,0.897545673035639,419.2960737329686,56.375547959454316,0.3326206915470561,0.133424082285665,0.7001420898222581,32.19564384586621,0.16963960047215665,nan,nan
connectivity,25.0,0.7,0.1,1450.0,1358.2,222.22222222222223,False,nan,nan,0.8888237182946481,308.88147009166966,55.112353326958726,0.34882421938183894,0.14542831277731932,0.8888237182946481,308.88147009166966,0.14542831277731932,nan,nan
connectivity,25.0,0.7,0.2,1450.0,1450.0,126.75,True,464.0055469606735,117.89102609695483,0.914310604579112,791.6499543452837,59.34359749494067,0.29671957752174594,0.1037656754172518,0.902393663519085,506.58254228079824,0.1264702384490251,nan,0.0
connectivity,25.0,0.7,0.5,1450.0,1450.0,55.5,True,481.1290103612667,50.074698263111735,0.9110743911598151,701.2995214903527,58.71327880069295,0.3040043941360076,0.11032059599296201,0.8836548050830345,309.9109665776901,0.17318977291817872,nan,-3.690357477998964
connectivity,25.0,0.7,1.0,1450.0,1450.0,31.75,True,481.7510465251899,27.40375574531526,0.9096165929320252,664.887561744494,58.43842707112088,0.30724641544549547,0.11330232363988309,0.852803201138865,202.91418596219583,0.27059407626334464,nan,-3.824415393469516
connectivity,25.0,0.7,2.0,1450.0,1450.0,19.875,True,481.7972008577312,16.073774783814677,0.908832853154699,646.3795727899627,58.29297382504865,0.30897672204022836,0.11491936541594054,0.793052926771857,145.8855614041256,0.398621872389234,nan,-3.834362328984317
connectivity,25.0,0.7,5.0,1450.0,1450.0,12.75,True,481.8055093196436,9.26941870555723,0.9083162290160234,634.575864624092,58.1978684212674,0.3101146983077388,0.1159918923234556,0.7312015135087513,106.2744130440008,0.41459621727811957,nan,-3.836152924369831
connectivity,25.0,0.7,10.0,1450.0,1450.0,10.375,True,481.80413670411036,6.996889520698738,0.9080957788672653,629.6340350007528,58.15765039342041,0.31059591753595045,0.11645099483101456,0.7111466079575919,84.44459041357213,0.37223332743824267,nan,-3.8358571055930475
connectivity,25.0,0.7,20.0,1450.0,1450.0,9.1875,True,481.80514752604114,5.859191165385396,0.9080683331091065,629.021667102059,58.15249947956905,0.31065869784653044,0.11650841066864583,0.703892731805015,67.25954191728961,0.3177536615309912,nan,-3.8360749525428086
connectivity,25.0,0.7,50.0,1450.0,1450.0,8.475,True,481.8046254879425,5.175785685796641,0.9079770873325802,626.9955137290386,58.13594226912105,0.3108567244224406,0.1166987162193919,0.70097063775333,49.130960242206314,0.2462580108221607,nan,-3.8359624456768704
connectivity,25.0,0.7,100.0,1450.0,1450.0,8.2375,True,481.8044393953806,4.947800563449401,0.9079789518028976,627.0364727968708,58.13623202436159,0.31085362288245333,0.11669488328147351,0.7003746810373493,39.91238322055858,0.20564710579929002,nan,-3.835922340000743
connectivity,25.0,0.8,0.1,1300.0,1300.0,220.5,False,nan,nan,0.8837965646405918,248.6530790571959,48.39680538602389,0.4507101009951327,0.15947980963700692,0.8644575502541673,177.22160071566313,0.20815845945783304,nan,nan
connectivity,25.0,0.8,0.2,1300.0,1300.0,114.25,False,nan,nan,0.875760013217579,213.91565950440915,47.483299035729985,0.4663234143374636,0.18069980840478359,0.8364400527568896,131.71069996928742,0.2699487071677883,nan,nan
connectivity,25.0,0.8,0.5,1300.0,1300.0,50.5,False,nan,nan,0.868492891657318,191.33971660117882,46.72908892999533,0.4794948034254531,0.20083196346194027,0.8101010892185758,95.5168609089787,0.2720414863285332,nan,nan
connectivity,25.0,0.8,1.0,1300.0,1300.0,29.25,False,nan,nan,0.8654510197113715,183.61655473321144,46.431148147815804,0.48477095114050744,0.20929730290163534,0.8028604554192519,74.18372493552624,0.232052551730646,nan,nan
connectivity,25.0,0.8,2.0,1300.0,1300.0,18.625,False,nan,nan,0.8638621669265505,179.89587208080064,46.279370213605496,0.48747495716209427,0.21368426900616994,0.8007652318184287,57.59811020695856,0.1886236877540529,nan,nan
connectivity,25.0,0.8,5.0,1300.0,1300.0,12.25,False,nan,nan,0.86273021435049,177.36076851027,46.17289036275718,0.4893775878902405,0.21678532024987363,0.8001419082500946,42.28385166054082,0.14313879217766606,nan,nan
connectivity,25.0,0.8,10.0,1300.0,1300.0,10.125,False,nan,nan,0.86250608049236,176.86973246165772,46.151873321485446,0.4897545726210453,0.2173971516790085,0.8000457337293663,35.00758559450894,0.12022592693733136,nan,nan
connectivity,25.0,0.8,20.0,1300.0,1300.0,9.0625,False,nan,nan,0.8622991617379111,176.4196257946602,46.132600358894,0.4900996427235652,0.21796085293116407,0.8000170298781746,30.486301210047408,0.10561875842990956,nan,nan
connectivity,25.0,0.8,50.0,1300.0,1300.0,8.425,False,nan,nan,0.8620833104234245,175.95341761109378,46.11258495249096,0.4904577643725084,0.2185479873751433,0.8000055289113033,27.34547274739398,0.09531053001964468,nan,nan
connectivity,25.0,0.8,100.0,1300.0,1300.0,8.2125,False,nan,nan,0.8620439321011789,175.8687083180932,46.10892911981302,0.49052328506078813,0.2186550465607605,0.800002639156658,26.234677454252612,0.0916336311221595,nan,nan
connectivity,25.0,0.8,0.1,1400.0,1358.2,222.22222222222223,False,nan,nan,0.8917797019935341,315.8294998660767,49.385560120837035,0.4343640207614302,0.1462099188688594,0.8917797019935341,315.8294998660767,0.1462099188688594,nan,nan
connectivity,25.0,0.8,0.2,1400.0,1400.0,122.58333333333333,True,427.2657853200011,117.94242837856362,0.9064630802732686,528.473093088015,51.48574215174646,0.4013043046739346,0.12035908045956231,0.8912022098076668,328.1348846114685,0.15349892041367733,nan,0.0
connectivity,25.0,0.8,0.5,1400.0,1400.0,53.833333333333336,True,429.2111427118177,52.16929755647897,0.9028057256813099,468.62245785005666,50.91791673403106,0.41006671644164483,0.1284256056623444,0.8668938726328206,207.56168912416467,0.2226865702667168,nan,-0.4553038082278445
connectivity,25.0,0.8,1.0,1400.0,1400.0,30.916666666666668,True,429.3159742791691,30.228232536630983,0.901213021662031,445.65741639297283,50.67900712607809,0.41380791748283163,0.13202069859542054,0.838966050288739,153.38006680738647,0.2949053904078628,nan,-0.47983925453626153
connectivity,25.0,0.8,2.0,1400.0,1400.0,19.458333333333332,True,429.33492641054005,19.248007928285244,0.9003381543869029,433.7892116187909,50.550320654377245,0.41583110403407436,0.13402168904084208,0.8157301114749036,119.08814230076176,0.31101949774175053,nan,-0.48427493181773584
connectivity,25.0,0.8,5.0,1400.0,1400.0,12.583333333333334,False,nan,nan,0.8997883827667302,426.58862856507193,50.47017113386072,0.41709604397673705,0.13528952005143158,0.8035354390310667,86.55924364723707,0.26350421339203667,nan,nan
connectivity,25.0,0.8,10.0,1400.0,1400.0,10.291666666666666,False,nan,nan,0.8996798430958046,425.18971849040986,50.454330701890136,0.4173472270212548,0.13554095812358366,0.8010414988996071,66.84231076605046,0.2147706499626998,nan,nan
connectivity,25.0,0.8,20.0,1400.0,1400.0,9.145833333333334,False,nan,nan,0.8995046920441113,422.94795291064275,50.42898800847218,0.41774788133125124,0.13594692102515998,0.800310072821248,51.745456675900265,0.17188700280441893,nan,nan
connectivity,25.0,0.8,50.0,1400.0,1400.0,8.458333333333334,False,nan,nan,0.8994669230398358,422.46693664060314,50.423492465049634,0.41783516002357096,0.1360346417792549,0.8000701148484498,38.633500742758436,0.13175260204219838,nan,nan
connectivity,25.0,0.8,100.0,1400.0,1400.0,8.229166666666666,False,nan,nan,0.8995144868178312,423.0724593441894,50.430320750584954,0.41772756208737943,0.1359243392460445,0.8000262170260375,32.774858919358,0.1130501010328909,nan,nan
connectivity,25.0,0.8,0.1,1450.0,1358.2,222.22222222222223,False,nan,nan,0.8917797019935341,315.8294998660767,49.385560120837035,0.4343640207614302,0.1462099188688594,0.8917797019935341,315.8294998660767,0.1462099188688594,nan,nan
connectivity,25.0,0.8,0.2,1450.0,1450.0,126.75,True,437.00624517317885,117.37454818104581,0.9147964790067168,762.5210826002366,52.89089018809067,0.38034928926633443,0.10715366366717295,0.9035646450156612,498.9060069020026,0.13000804619330958,nan,0.0
connectivity,25.0,0.8,0.5,1450.0,1450.0,55.5,True,457.08933960395154,49.67668991699187,0.9116997204065721,679.6390393493048,52.34658983105802,0.3883578983639026,0.11391326158981124,0.8876363792054425,321.57897213350054,0.17078984565826763,nan,-4.595608106885079
connectivity,25.0,0.8,1.0,1450.0,1450.0,31.75,True,458.2549010592961,26.985338616798185,0.9103771479185034,647.6706079776694,52.12070407581936,0.3917369193364398,0.1168253607082645,0.8682246205457238,226.1010088364913,0.2302704059639324,nan,-4.862323163756332
connectivity,25.0,0.8,2.0,1450.0,1450.0,19.875,True,458.39950371707783,15.634253946124353,0.9096342131067668,630.5925622520148,51.99622709711978,0.3936046674154986,0.11847133313060096,0.8406388093685873,167.03028771673553,0.30802455286103025,nan,-4.895412543914827
connectivity,25.0,0.8,5.0,1450.0,1450.0,12.75,True,458.4284592349936,8.81582787743775,0.9091378317867389,619.5318575561932,51.91419747467635,0.3948355898744093,0.11957618255690139,0.8119844943104941,120.2039634454054,0.3234435364501696,nan,-4.902038425864023
connectivity,25.0,0.8,10.0,1450.0,1450.0,10.375,True,458.4352439454908,6.5395145967214265,0.9090207464112187,616.9625936209236,51.89488231602942,0.3951263849101792,0.11983758702651971,0.8038894960067434,94.68900165068557,0.2833789699287455,nan,-4.903590969007771
connectivity,25.0,0.8,20.0,1450.0,1450.0,9.1875,True,458.43614044461907,5.40013456875334,0.9089507714418568,615.4338640059941,51.883326386692254,0.39530079768739634,0.11999395827706441,0.8011491163449764,72.57698667245235,0.23058207360809965,nan,-4.903796114617968
connectivity,25.0,0.8,50.0,1450.0,1450.0,8.475,True,458.43482200519077,4.715952453474969,0.9089180383222346,614.7204092944924,51.8779035201736,0.3953828751471353,0.12006716369680678,0.8002570845391397,52.07212207163994,0.1729350013782509,nan,-4.9034944165432
connectivity,25.0,0.8,100.0,1450.0,1450.0,8.2375,True,458.4361648998484,4.4878441099877815,0.9088605178084075,613.4698938264017,51.868441020723125,0.3955256289797369,0.12019577755429525,0.8000842757342945,41.12563150772713,0.139582116305559,nan,-4.903801710700312
connectivity,35.0,0.6,0.1,1300.0,1300.0,220.5,False,nan,nan,0.8741083957622343,227.21628933538216,58.15046371913291,0.307470683180181,0.1670455519950669,0.8296473112028148,147.9722117747028,0.2742993284230811,nan,nan
connectivity,35.0,0.6,0.2,1300.0,1300.0,114.25,False,nan,nan,0.8581831842642988,185.27039386115638,56.00168992276488,0.33558840026067766,0.2099395436108847,0.7430206799099315,106.38343314341417,0.3738621245736416,nan,nan
connectivity,35.0,0.6,0.5,1300.0,1300.0,50.5,False,nan,nan,0.8388266710284975,159.17123092006463,53.843762011545564,0.36586491488084016,0.2607595412686776,0.65562307034019,78.2384990160106,0.3941587245879309,nan,nan
connectivity,35.0,0.6,1.0,1300.0,1300.0,29.25,False,nan,nan,0.8293172054743319,150.8370410584109,52.91218686327917,0.379619375393559,0.28256798990448395,0.6235847915654977,64.2288653699951,0.36833070723568234,nan,nan
connectivity,35.0,0.6,2.0,1300.0,1300.0,18.625,False,nan,nan,0.8234809244165613,146.52741982293372,52.376300167324935,0.3877110290882866,0.2946296227183544,0.6099100391059046,54.05225238661287,0.33237093618184743,nan,nan
connectivity,35.0,0.6,5.0,1300.0,1300.0,12.25,False,nan,nan,0.8204842324082658,144.49349985093795,52.1073125339925,0.39185240297745827,0.3004524155087137,0.6032216225798069,44.68279321522287,0.28900023601672276,nan,nan
connectivity,35.0,0.6,10.0,1300.0,1300.0,10.125,False,nan,nan,0.8194257800757476,143.7996138307679,52.013902612028836,0.39329773047375793,0.30244468683721987,0.6014480787950829,40.38230275172352,0.2665287353420557,nan,nan
connectivity,35.0,0.6,20.0,1300.0,1300.0,9.0625,False,nan,nan,0.8182424386840481,143.0391811089616,51.91337691165664,0.3948320322095984,0.30461450699623893,0.6006790309784311,37.861758743339465,0.2527221938313678,nan,nan
connectivity,35.0,0.6,50.0,1300.0,1300.0,8.425,False,nan,nan,0.8185380565389195,143.22683958471143,51.936267719382364,0.39450110089722445,0.30408944825114287,0.600260183949479,36.19196963407763,0.24333548906673724,nan,nan
connectivity,35.0,0.6,100.0,1300.0,1300.0,8.2125,False,nan,nan,0.8180783771434613,142.93420075268125,51.89783620177747,0.3950844476285769,0.3049225913596606,0.600131066869914,35.6212500476619,0.24008543682631095,nan,nan
connectivity,35.0,0.6,0.1,1400.0,1358.2,222.22222222222223,False,nan,nan,0.886563738239945,305.13876373563255,59.86326343286012,0.2881872245543537,0.14400677243462853,0.886563738239945,305.13876373563255,0.14400677243462853,nan,nan
connectivity,35.0,0.6,0.2,1400.0,1400.0,122.58333333333333,True,468.39627817390254,119.28866199017814,0.9047748587176784,547.3810566361553,62.61800244258907,0.2613101416407509,0.11370088477759643,0.8860119198361499,317.14698135618477,0.15180535421097807,nan,0.0
connectivity,35.0,0.6,0.5,1400.0,1400.0,53.833333333333336,True,468.62703846589966,53.57455595566239,0.9004551575019815,475.30884277796133,61.744362845746146,0.27060128750653584,0.12225356169771529,0.8336230703401907,172.54700474499157,0.298448608756499,nan,-0.049266038768873324
connectivity,35.0,0.6,1.0,1400.0,1400.0,30.916666666666668,False,nan,nan,0.8983968761947072,446.1257755433732,61.3554766577647,0.27481678650381774,0.12647743468726863,0.7432914274001533,123.26683944644924,0.41999654726210656,nan,nan
connectivity,35.0,0.6,2.0,1400.0,1400.0,19.458333333333332,False,nan,nan,0.897296032777489,431.72636274006805,61.15177671318281,0.27705615036855363,0.12878795829786696,0.6700745435754607,96.55443266772744,0.44444638038225615,nan,nan
connectivity,35.0,0.6,5.0,1400.0,1400.0,12.583333333333334,False,nan,nan,0.8966572176757596,423.72831723093304,61.03409011506146,0.278364721926548,0.13014716817057884,0.6226378921680791,73.31658804042831,0.40936988827899196,nan,nan
connectivity,35.0,0.6,10.0,1400.0,1400.0,10.291666666666666,False,nan,nan,0.8963594964315689,420.09485607449164,60.98108539712656,0.27894697374687627,0.13078268639311239,0.6093192373016061,60.65105776298361,0.3651860940830574,nan,nan
connectivity,35.0,0.6,20.0,1400.0,1400.0,9.145833333333334,False,nan,nan,0.8962957039957871,419.3183252782922,60.968613391921195,0.2790914498670773,0.13092095005345106,0.6039296095116117,51.097885571525495,0.3224602610873891,nan,nan
connectivity,35.0,0.6,50.0,1400.0,1400.0,8.458333333333334,False,nan,nan,0.8962403093726352,418.6483662207272,60.95832227919569,0.2792076515197752,0.1310403038920263,0.6013393285572027,42.78827774598839,0.2800533733672334,nan,nan
connectivity,35.0,0.6,100.0,1400.0,1400.0,8.229166666666666,False,nan,nan,0.8961564124484374,417.6435381540614,60.94415174124073,0.27935920001550935,0.13121913898876958,0.6006369350294789,39.32034508607827,0.2611022537087954,nan,nan
connectivity,35.0,0.6,0.1,1450.0,1358.2,222.22222222222223,False,nan,nan,0.886563738239945,305.13876373563255,59.86326343286012,0.2881872245543537,0.14400677243462853,0.886563738239945,305.13876373563255,0.14400677243462853,nan,nan
connectivity,35.0,0.6,0.2,1450.0,1450.0,126.75,True,485.15794590637813,118.22224702952921,0.9139677991818004,814.4813200923742,64.37062807687528,0.24519921773339448,0.10116322502095965,0.9016075076936878,514.3506147671734,0.12340782479721449,nan,0.0
connectivity,35.0,0.6,0.5,1450.0,1450.0,55.5,True,499.72602880409806,50.349082526426045,0.9106064052364888,717.1987547882658,63.598468806973635,0.2527311346469539,0.10764665628584204,0.8803527590645255,301.0054891770007,0.17511564419485556,nan,-3.0027505517824014
