attained,min_reduction,median_reduction,max_reduction,span20,span30,A_TS,tier,rejection_reason,window_width_C,lower_bracketed,upper_bracketed,complete,candidate_id,rho_high_final,rho_two_final,blocks
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,A_full,0.9949700662161614,0.9948014974458911,none
True,0.23145214979406492,0.28164537535766077,0.34388470759469236,0.029999999999996696,0.010099999999998888,0.010034644780860703,Tier_C,,0.0,False,True,False,B_full,0.9949978954299264,0.9834013614480865,none
True,0.06875907633218714,0.09033641504752976,0.1208502315068063,0.0,0.0,0.002891799336840568,Tier_C,,0.0,False,True,False,A_plus_B_PR,0.9946279472304073,0.9947799421982177,PR
True,0.13209176610022955,0.1635408480099757,0.20657760365727262,0.0017999999999998018,0.0,0.005433978998185696,Tier_C,,0.0,False,True,False,A_plus_B_coalescence,0.994837353390628,0.994890399598124,coalescence
True,0.6214196443455587,0.6299590739772725,0.634638594910425,0.029999999999996696,0.029999999999996696,0.029747315070041237,Tier_C,,0.0,True,True,False,A_plus_B_closed,0.9949933538261807,0.9949957775345535,closed
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,A_plus_B_migration,0.9949700662161614,0.9948014974458911,migration
True,0.6186055280565732,0.6284544208701567,0.6382320578207648,0.029999999999996696,0.029999999999996696,0.02967976914487068,Tier_B,,50,True,True,True,A_plus_B_drive,0.9949700662161614,0.9948014974458911,drive
True,0.14582309373607427,0.18535885174496325,0.23931916658070496,0.010299999999998866,0.0,0.006251778758859401,Tier_C,,0.0,False,True,False,B_plus_A_PR,0.9947689975260305,0.9938351039609692,PR
True,0.054478443268253574,0.0740641400653883,0.10218162046323664,0.0,0.0,0.002357055025214736,Tier_C,,0.0,False,True,False,B_plus_A_coalescence,0.9949521400685933,0.9949639673195458,coalescence
True,0.15605367293997985,0.188276482764813,0.23093898549626668,0.010399999999998855,0.0,0.006342096556370029,Tier_C,,0.0,False,True,False,B_plus_A_closed,0.9946601760873232,0.994767820364797,closed
True,0.23145214979406492,0.28164537535766077,0.34388470759469236,0.029999999999996696,0.010099999999998888,0.010034644780860703,Tier_C,,0.0,False,True,False,B_plus_A_migration,0.9949978954299264,0.9834013614480865,migration
True,0.23145214979406492,0.28164537535766077,0.34388470759469236,0.029999999999996696,0.010099999999998888,0.010034644780860703,Tier_C,,0.0,False,True,False,B_plus_A_drive,0.9949978954299264,0.9834013614480865,drive
True,0.13209176610022955,0.1635408480099757,0.20657760365727262,0.0017999999999998018,0.0,0.005433978998185696,Tier_C,,0.0,False,True,False,B_plus_A_PR_closed,0.994837353390628,0.994890399598124,PR+closed
True,0.14582309373607427,0.18535885174496325,0.23931916658070496,0.010299999999998866,0.0,0.006251778758859401,Tier_C,,0.0,False,True,False,B_plus_A_PR_drive,0.9947689975260305,0.9938351039609692,PR+drive
True,0.13209176610022955,0.1635408480099757,0.20657760365727262,0.0017999999999998018,0.0,0.005433978998185696,Tier_C,,0.0,False,True,False,B_plus_A_PR_closed_drive,0.994837353390628,0.994890399598124,PR+closed+drive
True,0.14582309373607427,0.18535885174496325,0.23931916658070496,0.010299999999998866,0.0,0.006251778758859401,Tier_C,,0.0,False,True,False,A_plus_B_coalescence_closed,0.9947689975260305,0.9938351039609692,coalescence+closed
True,0.13209176610022955,0.1635408480099757,0.20657760365727262,0.0017999999999998018,0.0,0.005433978998185696,Tier_C,,0.0,False,True,False,A_plus_B_coalescence_drive,0.994837353390628,0.994890399598124,coalescence+drive
