parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,T2_cap_C,extension_model_extrapolative,state_group_id,equivalent_route_count,boundary_status,n_success,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed,mechanism_id,heating_rate_C_min,T_at_switch_C,rho1,G1_nm,first_step_growth_fraction,X_J,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,practical_boundary_status
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.05,kinetic,900.0,1325.0,1550.0,True,state_0151,1,COMPLETE_WINDOW,2,1275.0,1275.0,1300.0,1310.0,25.0,True,True,mech_009,1.0,1250.0,0.7201740661180531,150.01742185293455,0.00011614568623031119,0.01557076441124008,0.16299685352340884,0.011927633909136093,0.5790101749728687,0.3137781759740215,0.10721164905310977,0.3672302965732742,0.46530507103015295,0.6327697034267258,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.1,kinetic,900.0,1325.0,1550.0,True,state_0151,1,COMPLETE_WINDOW,3,1275.0,1275.0,1310.0,1320.0,35.0,True,True,mech_009,1.0,1250.0,0.7201740661180531,150.01742185293455,0.00011614568623031119,0.01557076441124008,0.16299685352340884,0.011927633909136093,0.5790101749728687,0.3137781759740215,0.10721164905310977,0.3672302965732742,0.46530507103015295,0.6327697034267258,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.05,kinetic,900.0,1325.0,1550.0,True,state_0152,1,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,1.0,1250.0,0.7500283683685769,150.06057310538299,0.00040382070255323775,0.038493089308846276,0.1701075627072904,0.012937454576937846,0.5449002778538561,0.33507092866689114,0.12002879347925272,0.3087549084344998,0.44257485784768213,0.6912450915655002,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.1,kinetic,900.0,1325.0,1550.0,True,state_0152,1,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,1.0,1250.0,0.7500283683685769,150.06057310538299,0.00040382070255323775,0.038493089308846276,0.1701075627072904,0.012937454576937846,0.5449002778538561,0.33507092866689114,0.12002879347925272,0.3087549084344998,0.44257485784768213,0.6912450915655002,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.05,kinetic,900.0,1325.0,1550.0,True,state_0153,1,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,1.0,1250.0,0.8000292523869714,150.17950232547156,0.0011966821698104013,0.08062870133942439,0.17234676788216327,0.013280603062414409,0.477658770319092,0.37210100117944245,0.15024022850146554,0.21002504079977735,0.38737969485576085,0.7899749592002226,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.1,kinetic,900.0,1325.0,1550.0,True,state_0153,1,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,1.0,1250.0,0.8000292523869714,150.17950232547156,0.0011966821698104013,0.08062870133942439,0.17234676788216327,0.013280603062414409,0.477658770319092,0.37210100117944245,0.15024022850146554,0.21002504079977735,0.38737969485576085,0.7899749592002226,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.05,kinetic,900.0,1325.0,1550.0,True,state_0154,1,COMPLETE_WINDOW,3,1250.0,1250.0,1300.0,1310.0,50.0,True,True,mech_009,1.0,1250.0,0.8500250546957026,150.4145918148802,0.0027639454325346455,0.13477513488569007,0.1521952487011716,0.0105260554721619,0.3957162978471372,0.40159908273493716,0.20268461941792557,0.11951568836266391,0.2976217079237009,0.8804843116373361,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.1,kinetic,900.0,1325.0,1550.0,True,state_0154,1,COMPLETE_WINDOW,5,1250.0,1250.0,1320.0,1325.0,70.0,True,True,mech_009,1.0,1250.0,0.8500250546957026,150.4145918148802,0.0027639454325346455,0.13477513488569007,0.1521952487011716,0.0105260554721619,0.3957162978471372,0.40159908273493716,0.20268461941792557,0.11951568836266391,0.2976217079237009,0.8804843116373361,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.05,kinetic,900.0,1325.0,1550.0,True,state_0155,1,COMPLETE_WINDOW,2,1275.0,1275.0,1300.0,1310.0,25.0,True,True,mech_009,5.0,1250.0,0.7201729690010801,150.02156291090938,0.00014375273939587412,0.01511056041742528,0.16287727829181523,0.011911698922698832,0.5792285640609647,0.3135602063094465,0.10721122962958889,0.3674055035485301,0.4650980942181757,0.6325944964514699,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.1,kinetic,900.0,1325.0,1550.0,True,state_0155,1,COMPLETE_WINDOW,3,1275.0,1275.0,1310.0,1320.0,35.0,True,True,mech_009,5.0,1250.0,0.7201729690010801,150.02156291090938,0.00014375273939587412,0.01511056041742528,0.16287727829181523,0.011911698922698832,0.5792285640609647,0.3135602063094465,0.10721122962958889,0.3674055035485301,0.4650980942181757,0.6325944964514699,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.05,kinetic,900.0,1325.0,1550.0,True,state_0156,1,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1250.0,0.7500568925261406,150.0648429831227,0.00043228655415134654,0.038062235679676995,0.17000458053915266,0.01292336392812321,0.5450764723516203,0.3348810384205926,0.12004248922778703,0.3088566199404229,0.44237712059731205,0.6911433800595771,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.1,kinetic,900.0,1325.0,1550.0,True,state_0156,1,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1250.0,0.7500568925261406,150.0648429831227,0.00043228655415134654,0.038062235679676995,0.17000458053915266,0.01292336392812321,0.5450764723516203,0.3348810384205926,0.12004248922778703,0.3088566199404229,0.44237712059731205,0.6911433800595771,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.05,kinetic,900.0,1325.0,1550.0,True,state_0157,1,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,5.0,1250.0,0.8000806121284062,150.1840332036256,0.0012268880241706863,0.08024107994131928,0.17226504748495836,0.013269480202202866,0.4777664320880368,0.3719546144292199,0.15027895348274334,0.21004161689107592,0.3872078588634269,0.7899583831089241,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.8,0.1,kinetic,900.0,1325.0,1550.0,True,state_0157,1,COMPLETE_WINDOW,4,1270.0,1270.0,1310.0,1320.0,40.0,True,True,mech_009,5.0,1250.0,0.8000806121284062,150.1840332036256,0.0012268880241706863,0.08024107994131928,0.17226504748495836,0.013269480202202866,0.4777664320880368,0.3719546144292199,0.15027895348274334,0.21004161689107592,0.3872078588634269,0.7899583831089241,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.05,kinetic,900.0,1325.0,1550.0,True,state_0158,1,COMPLETE_WINDOW,3,1250.0,1250.0,1300.0,1310.0,50.0,True,True,mech_009,5.0,1250.0,0.8500173754259881,150.4191300739297,0.0027942004928646234,0.1343632828188765,0.1521711316929943,0.010523490383292367,0.39586962394732156,0.4014604992422593,0.20266987681041918,0.11959064618222692,0.2976171906090672,0.8804093538177731,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.85,0.1,kinetic,900.0,1325.0,1550.0,True,state_0158,1,COMPLETE_WINDOW,5,1250.0,1250.0,1320.0,1325.0,70.0,True,True,mech_009,5.0,1250.0,0.8500173754259881,150.4191300739297,0.0027942004928646234,0.1343632828188765,0.1521711316929943,0.010523490383292367,0.39586962394732156,0.4014604992422593,0.20266987681041918,0.11959064618222692,0.2976171906090672,0.8804093538177731,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.05,kinetic,900.0,1325.0,1550.0,True,state_0159,1,COMPLETE_WINDOW,2,1275.0,1275.0,1300.0,1310.0,25.0,True,True,mech_009,20.0,1250.0,0.7203061930046548,150.0225091778976,0.00015006118598402432,0.015123526931888212,0.1628925807946203,0.011913959616153158,0.5791263610680338,0.31361132010192916,0.10726231883003703,0.36718103681647896,0.46497025737253117,0.632818963183521,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.72,0.1,kinetic,900.0,1325.0,1550.0,True,state_0159,1,COMPLETE_WINDOW,3,1275.0,1275.0,1310.0,1320.0,35.0,True,True,mech_009,20.0,1250.0,0.7203061930046548,150.0225091778976,0.00015006118598402432,0.015123526931888212,0.1628925807946203,0.011913959616153158,0.5791263610680338,0.31361132010192916,0.10726231883003703,0.36718103681647896,0.46497025737253117,0.632818963183521,LOWER_BOUND_RIGHT_CENSORED
mech_009,persistent_tj_multihit_q1,150.0,1250.0,0.75,0.05,kinetic,900.0,1325.0,1550.0,True,state_0160,1,COMPLETE_WINDOW,3,1270.0,1270.0,1300.0,1310.0,30.0,True,True,mech_009,20.0,1250.0,0.7501574925486127,150.06581242500368,0.00043874950002456597,0.038055549602979556,0.17000298573286018,0.012923292651995988,0.544993587490959,0.3349155115349978,0.12009090097404304,0.30868675216997965,0.44225787714240017,0.6913132478300203,LOWER_BOUND_RIGHT_CENSORED
