mechanism_id,mechanism_mode,G0_nm,T1_C,heating_rate_C_min,rho_switch,first_step_budget_h,first_step_attained,reason,t1_s,T_at_switch_C,reached_nominal_T1,rho1,G1_nm,first_step_growth_fraction,X_J,X_J_production,X_J_relaxation,Lambda_TJ,K_TJ,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,f_iso
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.72,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.75,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.8,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.85,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,0.2,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.72,96,True,,80039.99999997698,1250.0,True,0.7202234197534727,50.39609758900662,0.007921951780132446,0.016193917387361263,1.4811229685130851e-06,1.1995494361008343e-08,0.15440678927365253,0.3359739839267108,0.45957960038755485,0.14307663713128815,0.5695496270954904,0.32321987042700356,0.10723050247750603,0.1398205072789035,0.07061823044279802,0.8601794927210965,0.10723050247750603
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.75,96,True,,100199.99999997698,1250.0,True,0.7501021102321264,51.12334833976914,0.022466966795382747,0.04156267643456315,1.1148001989039669e-06,3.0787167729306035e-08,0.15867403791331847,0.3408223222651276,0.46556234010366565,0.1467255512368647,0.5181845066944584,0.36175310452153814,0.12006238878400345,0.11138436106482064,0.07171663813975926,0.8886156389351794,0.12006238878400345
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.8,96,True,,172919.99999997698,1250.0,True,0.8000096449189653,52.890329716120874,0.057806594322417484,0.09772843864892435,6.55401772639758e-07,7.239143603624026e-08,0.1606270081801647,0.3526021981074725,0.45554738184362054,0.14839034468956225,0.4109069200120441,0.4388706110230282,0.15022246896492766,0.0661933783315598,0.07130442180535934,0.9338066216684402,0.1502224689649277
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.85,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,1.0,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.72,96,True,,23351.999999992193,1250.0,True,0.7201894106819009,50.47034749944575,0.009406949988915017,0.015089730164840203,1.4851847367196747e-06,1.1177577899881632e-08,0.154233743748028,0.33646898332963837,0.4583891870857093,0.14292833754662093,0.5701094143897333,0.3226731606158068,0.10721742499445981,0.14020277689378668,0.07071420925631955,0.8597972231062133,0.10721742499445978
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.75,96,True,,43511.99999999219,1250.0,True,0.750155868046789,51.21124014212627,0.024224802842525435,0.04053503722918484,1.1170246254794123e-06,3.002595350309988e-08,0.15852665652347328,0.34140826761417514,0.46433162744208634,0.14659978519512717,0.5186332790880365,0.36127855233697487,0.12008816857498862,0.11166200961976547,0.07185071844373214,0.8883379903802345,0.12008816857498862
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.8,96,True,,116051.9999999922,1250.0,True,0.8000637669905755,52.9924369526648,0.05984873905329593,0.09673197254106314,6.561567632897589e-07,7.16533129933801e-08,0.1605109245870849,0.3532829130177653,0.45434103567588446,0.1482914810427597,0.41137903634465284,0.4383582237393381,0.15026273991600914,0.06639425589693837,0.07147690257364225,0.9336057441030616,0.15026273991600914
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.85,96,True,,336731.9999999922,1250.0,True,0.8500052798088147,56.80273077360058,0.1360546154720116,0.18777609237371168,4.35417107573259e-07,1.3909340175830493e-07,0.14611295121858792,0.3786848718240039,0.3858431167709673,0.13593989896873926,0.2811976786525484,0.5147264258990497,0.20407589544840174,0.030516531638457023,0.06414483280988503,0.969483468361543,0.20407589544840174
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,5.0,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.72,96,True,,12678.00000000028,1250.0,True,0.720098736452818,50.48347137050822,0.009669427410164388,0.014813805445023524,1.4870589587529675e-06,1.0973189218535944e-08,0.15418720160891378,0.33655647580338816,0.45813173328742574,0.14288844666977996,0.5703475989626182,0.3224697305753208,0.10718267046206091,0.14035796368522613,0.07073095310681399,0.8596420363147739,0.10718267046206088
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.75,96,True,,32838.00000000028,1250.0,True,0.7501146578582061,51.22763235574964,0.02455264711499282,0.04029070153629543,1.1180261540875592e-06,2.984496410095958e-08,0.15849239470974885,0.3415175490383309,0.4640827247561446,0.14657054565503824,0.5188153649684177,0.3611163160538725,0.12006831897770975,0.11176584457224803,0.0718776239389769,0.888234155427752,0.12006831897770975
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.8,96,True,,105378.00000000028,1250.0,True,0.8000701469289206,53.01276625525374,0.060255325105074746,0.09653559258831067,6.563188601023682e-07,7.150784636171161e-08,0.16048900660053375,0.3534184417016916,0.45410478815929195,0.14827281310231455,0.4114794088086298,0.43825317656212537,0.15026741462924478,0.06643730443000562,0.07151251306883555,0.9335626955699944,0.15026741462924478
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.85,96,True,,325878.0000000003,1250.0,True,0.8500032614565787,56.82455743998639,0.13649114879972785,0.1875767119547357,4.35585110895192e-07,1.3894571255906347e-07,0.14610422508859064,0.3788303829332426,0.3856718776285087,0.13593235903507506,0.2813170782815656,0.5146135729976198,0.20406934872081467,0.030545010339011358,0.064185228048247,0.9694549896609886,0.20406934872081461
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,20.0,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.72,96,True,,9916.399999999903,1250.0,True,0.7202363419053102,50.49087652230429,0.009817530446085812,0.014865377104131458,1.4854272126176668e-06,1.1011390447504783e-08,0.15420080324445487,0.3366058434820286,0.4581049504349667,0.14290010470946202,0.5701578298450677,0.3226067613494131,0.10723540880551928,0.14024592511720657,0.07074357763010786,0.8597540748827934,0.10723540880551927
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.75,96,True,,30076.399999999903,1250.0,True,0.7502027134866199,51.23474655492037,0.02469493109840741,0.04031773438569073,1.1171703349676346e-06,2.986498843384499e-08,0.15849511223145993,0.3415649770328025,0.46402624065358644,0.14657286486495802,0.5186781632562898,0.3612111373092776,0.12011069943443264,0.11169970605327861,0.07188756378458894,0.8883002939467214,0.12011069943443264
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.8,96,True,,102436.3999999999,1250.0,True,0.800031355681875,53.0162809099363,0.06032561819872598,0.09642733611934602,6.56552301641531e-07,7.142765638470076e-08,0.16048621605237706,0.35344187273290867,0.4540667884409224,0.14827043631326686,0.41160374268799516,0.43815848952972253,0.15023776778228226,0.06648287012024356,0.07152438757428392,0.9335171298797564,0.15023776778228226
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.85,96,True,,323116.3999999999,1250.0,True,0.8500204964919227,56.83250738515832,0.13665014770316644,0.1875627836874579,4.3556087741620173e-07,1.389353953240429e-07,0.14609180398318564,0.3788833825677222,0.3855851449411956,0.1359216262931734,0.2813017116643913,0.5146029407740516,0.20409534756155723,0.03054260671792597,0.06419121096426528,0.969457393282074,0.20409534756155717
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1250.0,100.0,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.72,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.75,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.8,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.85,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,0.2,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.72,96,True,,77099.99999993878,1300.0,True,0.7202134220905093,50.716383123578,0.014327662471559961,0.015052705400179578,3.2521954752894576e-06,2.8937599685791165e-08,0.3619390233663842,0.33810922082385336,1.0704795997117913,0.3036751739089246,0.5701887943650368,0.3225845877935093,0.10722661784145397,0.1408441096531513,0.07135755349590867,0.8591558903468487,0.10722661784145397
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.75,96,True,,84839.99999993878,1300.0,True,0.7503763854147918,52.76125811342765,0.05522516226855302,0.03688122470800869,2.548753909321328e-06,7.090114953749997e-08,0.37063230298072386,0.3517417207561844,1.0537058333140805,0.30970228468766314,0.5210133738995533,0.3587927004071934,0.12019392569325328,0.11537858038269011,0.07556137437564359,0.8846214196173099,0.1201939256932533
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.8,96,True,,111479.99999993878,1300.0,True,0.8002113225009643,57.69783957814653,0.15395679156293057,0.087369311958174,1.683748149812582e-06,1.6796038366887086e-07,0.3742043804494074,0.38465226385431023,0.972838107593044,0.31216368283355256,0.42163293517641254,0.4280119313628068,0.1503551334607807,0.07428552197047689,0.08247882372714488,0.9257144780295231,0.15035513346078067
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.85,96,True,,184919.99999993877,1300.0,True,0.8500497328057699,67.57321681783898,0.35146433635677965,0.1746461618962048,1.2860758781416762e-06,3.357430166375246e-07,0.3415149131291881,0.4504881121189266,0.7580997232598001,0.2893071311137385,0.3077569552400111,0.4889194314849341,0.20332361327505477,0.04055967102648561,0.0866222388628397,0.9594403289735144,0.20332361327505477
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.88,96,True,,284099.99999993877,1300.0,True,0.8800296922917787,78.87991000554449,0.5775982001108898,0.2495614667950802,1.0810482495418816e-06,4.797615864473599e-07,0.28807102083358843,0.5258660667036299,0.5478030226200941,0.25029165456339353,0.24185465542158488,0.4938743077894253,0.26427103678898983,0.026231098361575778,0.08254555801344043,0.9737689016384242,0.2642710367889899
mech_009,persistent_tj_multihit_q1,50.0,1300.0,1.0,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.72,96,True,,18276.48468848811,1300.0,True,0.7204275791419538,51.218917143557746,0.024378342871154927,0.013060481080267097,3.2551072645878536e-06,2.5107710750793662e-08,0.3611318695860688,0.3414594476237183,1.0576127622159956,0.30311290580533135,0.5709531014051161,0.3217381990272367,0.10730869956764727,0.14225594862361024,0.07248801437634356,0.8577440513763898,0.10730869956764727
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.75,96,True,,25836.48468848811,1300.0,True,0.7501252696729054,53.29184729174773,0.06583694583495457,0.03448103583710163,2.5612663617183345e-06,6.628698199285573e-08,0.3698218856201744,0.35527898194498486,1.0409337574532949,0.30914262868838815,0.5227199026844085,0.3572072864600011,0.12007281085559043,0.11707640397365426,0.07679010469761927,0.8829235960263457,0.12007281085559043
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.8,96,True,,52296.48468848811,1300.0,True,0.8002037442437583,58.318805940382525,0.1663761188076505,0.08497304834229166,1.6898238968792195e-06,1.6335376210719449e-07,0.37372002620437017,0.38879203960255015,0.9612337397298885,0.31183044569754625,0.42327365569857245,0.42637878511096555,0.15034755919046194,0.07542824203485132,0.08389657594527133,0.9245717579651487,0.15034755919046194
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.85,96,True,,124836.48468848811,1300.0,True,0.8500110682016733,68.23837117412285,0.36476742348245694,0.17185005637062875,1.2907197667166552e-06,3.3036773158229575e-07,0.3413829854240596,0.4549224744941523,0.7504201365378967,0.28921336484944715,0.30975031727038876,0.48702146548369357,0.20322821724591764,0.04129791595977883,0.08801997771245951,0.9587020840402212,0.20322821724591758
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.88,96,True,,223116.48468848813,1300.0,True,0.8800348239572106,79.57627140551718,0.5915254281103435,0.2470059855266686,1.08460749225162e-06,4.7484888192123855e-07,0.28804634305732335,0.5305084760367812,0.5429627537889753,0.25027315320029553,0.24365922194027068,0.4922131834611228,0.2641275945986065,0.02670141674115767,0.08376884012145591,0.9732985832588423,0.2641275945986066
mech_009,persistent_tj_multihit_q1,50.0,1300.0,5.0,0.9,96,True,,342816.4846884881,1300.0,True,0.9000217235786405,93.01719958018651,0.8603439916037303,0.30440696179576693,9.51367406975412e-07,5.851975819515301e-07,0.23558116353529368,0.6201146638679101,0.3798993593634395,0.20988846783892523,0.1983400470425115,0.46804487477811246,0.3336150781793761,0.019131699421619075,0.07689608513817647,0.9808683005783809,0.3336150781793761
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.72,96,True,,7262.156815134955,1300.0,True,0.7205522296511989,51.33439288504824,0.02668785770096477,0.01271999490111908,3.2533805554900737e-06,2.4453153813101095e-08,0.3610000743277086,0.3422292859003216,1.0548485743352023,0.30302105333797724,0.5709800244932949,0.32166340823509715,0.10735656727160801,0.14249312394849778,0.07275330979025418,0.8575068760515022,0.10735656727160801
