mechanism_id,mechanism_mode,G0_nm,T1_C,heating_rate_C_min,rho_switch,first_step_budget_h,first_step_attained,reason,t1_s,T_at_switch_C,reached_nominal_T1,rho1,G1_nm,first_step_growth_fraction,X_J,X_J_production,X_J_relaxation,Lambda_TJ,K_TJ,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,f_iso
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.75,96,True,,14822.156815134955,1300.0,True,0.75023733588169,53.42000818213777,0.06840016364275542,0.03413496288432508,2.5601566941354002e-06,6.562168493805468e-08,0.3697035899546992,0.35613338788091853,1.0381042680511556,0.3090608984218276,0.5227733064786905,0.3570999647779666,0.12012672874334293,0.11729696327971495,0.07708611331026594,0.882703036720285,0.12012672874334294
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.8,96,True,,41102.15681513496,1300.0,True,0.8000917768082804,58.43790308933943,0.16875806178678857,0.08435370823291391,1.6924627640532503e-06,1.621631312087572e-07,0.37364574568968617,0.3895860205955962,0.959084068567089,0.31177932621029536,0.42384679347366255,0.4258913162464771,0.15026189027986037,0.07575706635555002,0.08419107355603972,0.92424293364445,0.15026189027986037
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.85,96,True,,113642.15681513495,1300.0,True,0.850043178661272,68.39249821050261,0.36784996421005217,0.1713728210832145,1.2913563494157773e-06,3.2945028562583914e-07,0.34130598928468825,0.4559499880700174,0.7485601452242521,0.28915863491565397,0.3100712250224372,0.48665974823209973,0.20326902674546302,0.041431645417339014,0.088319812082164,0.958568354582661,0.20326902674546304
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.88,96,True,,211562.15681513495,1300.0,True,0.8800182126688677,79.71625558785648,0.5943251117571297,0.2464338896031708,1.0854368999475234e-06,4.7374907412085105e-07,0.2880808014304095,0.5314417039190432,0.54207413401319,0.25029898712259524,0.24407353973939186,0.491876175805157,0.26405028445545115,0.02680857639810419,0.08403494332502026,0.9731914236018958,0.2640502844554511
mech_009,persistent_tj_multihit_q1,50.0,1300.0,20.0,0.9,96,True,,331082.1568151349,1300.0,True,0.9000199903250177,93.15928614969074,0.8631857229938149,0.3039527693884779,9.519849518826083e-07,5.843244340546543e-07,0.23559693531576945,0.621061907664605,0.3793453316138654,0.20990092920629266,0.19869531088922354,0.4677719823760023,0.3335327067347742,0.019202865572006234,0.07710765338903891,0.9807971344279938,0.33353270673477425
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.72,96,True,,4358.475429606759,1300.0,True,0.7207523856169127,51.37735950662721,0.02754719013254416,0.012736618147899042,3.248686505087684e-06,2.4485110650626854e-08,0.36101902684981435,0.3425157300441814,1.054021743186061,0.3030342627216951,0.570738589567202,0.32182786794812956,0.10743354248466847,0.1424202274549845,0.07285205999541,0.8575797725450155,0.10743354248466845
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.75,96,True,,11918.475429606759,1300.0,True,0.7503717978906486,53.46337282881287,0.06926745657625745,0.034125254387343595,2.5576292169246203e-06,6.56030211436249e-08,0.369697543041366,0.35642248552541916,1.037245286296619,0.3090567203603297,0.5226043416998747,0.3572041439826726,0.1201915143174527,0.11726869315198862,0.07718312414794304,0.8827313068480114,0.12019151431745273
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.8,96,True,,38198.475429606755,1300.0,True,0.800160729175532,58.48421394199989,0.16968427883999782,0.08431201849853723,1.691855568583397e-06,1.620829860911636e-07,0.3736087428890379,0.3898947596133326,0.9582297111650182,0.31175385964673696,0.42378623280939753,0.4258994368681993,0.15031433032240316,0.07576936308896653,0.08428590417578052,0.9242306369110335,0.15031433032240316
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.85,96,True,,110558.47542960675,1300.0,True,0.8500100234796292,68.42293628415476,0.3684587256830952,0.17114939131963638,1.291837468467684e-06,3.290207601096992e-07,0.3413387167035402,0.45615290856103174,0.7482988934134358,0.2891818985380652,0.31025400991860497,0.4865288714075331,0.20321711867386194,0.04149217548023787,0.0884033801854357,0.9585078245197621,0.20321711867386194
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.88,96,True,,208478.47542960674,1300.0,True,0.880013801875244,79.75481552264755,0.595096310452951,0.2462785060936814,1.0856615344159775e-06,4.7345036198400657e-07,0.2880898711194074,0.5316987701509837,0.5418291094365332,0.2503057866467886,0.24418648955610112,0.4917839538393121,0.26402955660458677,0.026837931626656264,0.08410804511578962,0.9731620683733437,0.26402955660458677
mech_009,persistent_tj_multihit_q1,50.0,1300.0,100.0,0.9,96,True,,327818.47542960674,1300.0,True,0.9000031113397363,93.18352624782995,0.8636705249565989,0.30378096343041716,9.522755793558085e-07,5.839941510984799e-07,0.23564988039717077,0.6212235083188663,0.37933187852932093,0.20994275995853484,0.19883202455546564,0.46773019536080807,0.3334377800837263,0.019228105800672135,0.07717257158355428,0.9807718941993279,0.3334377800837263
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.72,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.75,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.8,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.85,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.88,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,0.2,0.9,96,False,switch_density_unattainable,,,,,,,,,,,,,,,,,,,,
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.72,96,True,,77039.99999993267,1308.9999999988777,False,0.7200913140418562,50.72171755216663,0.014434351043332612,0.014956098779193242,3.7394473738815973e-06,3.391867105175158e-08,0.41955772308890393,0.3381447836811109,1.2407635525868999,0.3426625192754633,0.5703840619592073,0.3224361133544514,0.10717982468634123,0.14098323716873873,0.07137285801447002,0.8590167628312613,0.10717982468634123
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.75,96,True,,81022.86972758264,1350.0,True,0.7504496183194849,54.849796164477,0.09699592328953997,0.03550188597315013,5.704832992159982e-06,1.6701824754258772e-07,0.8245892681823926,0.36566530776318,2.2550382841251944,0.5615849735097362,0.5224425437789402,0.3573282089026363,0.12022924731842352,0.12002496525824657,0.08108257034860811,0.8799750347417534,0.12022924731842352
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.8,96,True,,91981.52809342001,1350.0,True,0.8004353058486864,66.3880382814213,0.32776076562842604,0.0847770834662699,4.202636329702401e-06,3.9883289363885347e-07,0.8397632291045753,0.442586921876142,1.8973972966593513,0.5681872479818241,0.42974781409095436,0.4197287068736154,0.15052347903543017,0.08689700425925873,0.1057146686566911,0.9131029957407413,0.15052347903543017
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.85,96,True,,119521.52809342001,1350.0,True,0.850025417436189,87.99993756885557,0.7599987513771115,0.17214976262077883,3.494313692775364e-06,8.098767397748965e-07,0.7825770677433541,0.5866662504590372,1.3339391300096544,0.5427738111457194,0.3330661897288458,0.4639544124514151,0.20297939781973914,0.05795625686610295,0.13644082486576192,0.942043743133897,0.20297939781973914
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.88,96,True,,153541.52809342003,1350.0,True,0.8800698720302713,111.54320789366457,1.2308641578732915,0.2486585132779079,3.028411635658075e-06,1.1698113490542656e-06,0.6698391717710099,0.7436213859577638,0.9007798651571532,0.48820911841092307,0.28063753800225355,0.4571157919016963,0.2622466700960501,0.04435189247962612,0.1493968398490464,0.9556481075203739,0.2622466700960502
mech_009,persistent_tj_multihit_q1,50.0,1350.0,1.0,0.9,96,True,,191701.52809342003,1350.0,True,0.9000480276215497,137.88628135447095,1.757725627089419,0.30654079558593017,2.6458086435809967e-06,1.4421179347427727e-06,0.552562291578901,0.9192418756964731,0.6011065272241286,0.4245266109413728,0.24632617296275003,0.42605269382321875,0.32762113321403125,0.036883006274581076,0.15175572229473688,0.9631169937254189,0.3276211332140313
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.72,96,True,,16772.991861021765,1350.0,True,0.7206258475926842,52.47227349692476,0.049445469938495135,0.012223545887171802,6.951349384185349e-06,5.750554250486458e-08,0.8030885807672259,0.349815156646165,2.295751243218838,0.552056683735342,0.5713770646636582,0.3212380584513894,0.10738487688495246,0.14549378695775128,0.07577105707961818,0.8545062130422487,0.10738487688495245
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.75,96,True,,19983.449998984706,1350.0,True,0.7506258475926842,57.44652145903764,0.1489304291807528,0.03199074768528445,5.675673066855489e-06,1.5050013455663208e-07,0.8227664803458099,0.3829768097269176,2.1483454335850913,0.560785107160215,0.5248784319620977,0.35480729786173554,0.12031427017616667,0.1259563330289769,0.08791445881022197,0.8740436669710231,0.12031427017616668
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.8,96,True,,30731.41543403881,1350.0,True,0.8004851717526835,69.17663634340875,0.3835327268681749,0.08042494085353555,4.2033402722107185e-06,3.783582846903584e-07,0.8400955812510551,0.461177575622725,1.8216314618434768,0.5683307380309008,0.43380394074902,0.4156356478448813,0.15056041140609863,0.0914139990279711,0.11312656977009206,0.9085860009720289,0.15056041140609863
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.85,96,True,,57731.415434038805,1350.0,True,0.850181641059168,91.04579554185506,0.8209159108371011,0.16669392433761196,3.4981287079128593e-06,7.84209806203552e-07,0.7832696976212322,0.6069719702790337,1.290454478913008,0.5430903900164199,0.33793864262628287,0.45890129111677663,0.20316006625694047,0.060915591408364445,0.14367305087508087,0.9390844085916356,0.20316006625694047
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.88,96,True,,90851.4154340388,1350.0,True,0.8800063927766828,114.58365854848431,1.2916731709696863,0.24236940374449228,3.0389559528301816e-06,1.1402242996882442e-06,0.6714157208738025,0.7638910569898955,0.8789417217679036,0.4890153461702941,0.2856931276591043,0.45243421007052226,0.2618726622703734,0.04657359956746676,0.15579253685668903,0.9534264004325332,0.2618726622703734
mech_009,persistent_tj_multihit_q1,50.0,1350.0,5.0,0.9,96,True,,128471.4154340388,1350.0,True,0.9000470715336079,141.08596518937415,1.821719303787483,0.3008179396340893,2.6533132748862643e-06,1.4151948193697468e-06,0.5536793826345145,0.9405731012624944,0.5886617232529109,0.4251691081862571,0.2508620396388066,0.42196999967595783,0.32716796068523557,0.038565049530076334,0.15721675267386803,0.9614349504699237,0.3271679606852356
mech_009,persistent_tj_multihit_q1,50.0,1350.0,20.0,0.72,96,True,,5318.778895605924,1350.0,True,0.7205254057326065,53.02831825594917,0.06056636511898347,0.01141948622301122,6.945507069264748e-06,5.372285230836779e-08,0.8022604350092959,0.35352212170632785,2.2693358795683416,0.5516855677303217,0.5719733385271912,0.3206804184937293,0.1073462429790795,0.1471591264912262,0.07722071326851365,0.8528408735087738,0.10734624297907952
mech_009,persistent_tj_multihit_q1,50.0,1350.0,20.0,0.75,96,True,,8517.225368768957,1350.0,True,0.7505254057326064,58.03836707868808,0.16076734157376166,0.031113710449054838,5.6736896661168406e-06,1.4637412214322263e-07,0.8223875861558343,0.3869224471912539,2.1254584533042924,0.5606186596581628,0.5256506154473398,0.35408363379891766,0.12026575075374246,0.12745316541740093,0.0895100798875399,0.8725468345825991,0.12026575075374246
mech_009,persistent_tj_multihit_q1,50.0,1350.0,20.0,0.8,96,True,,19252.479835806414,1350.0,True,0.8005369593419494,69.85040437821522,0.39700808756430433,0.07951828018818967,4.20217493280777e-06,3.740929091675935e-07,0.8402357319231367,0.4656693625214348,1.8043612046400423,0.5683912325288116,0.43463652232671035,0.41476366154602157,0.15059981612726808,0.09245212122073154,0.11493131770524867,0.9075478787792685,0.1505998161272681
mech_009,persistent_tj_multihit_q1,50.0,1350.0,20.0,0.85,96,True,,46072.479835806414,1350.0,True,0.8501572544729916,91.72936635119646,0.8345873270239292,0.16535234787271075,3.4994730882826484e-06,7.778983738959377e-07,0.7835921691009358,0.6115291090079764,1.2813652818131263,0.5432377065804702,0.3391518807444375,0.45773499652192334,0.2031131227336393,0.061645894366647025,0.1453594058746127,0.938354105633353,0.20311312273363924
