parameter_id,mechanism_mode,G0_nm,T1_C,rho_switch,growth_tolerance,map_type,T2_min_searched_C,T2_max_searched_C,T2_cap_C,extension_model_extrapolative,state_group_id,equivalent_route_count,boundary_status,n_success,T_lower_density_C,T_first_success_C,T_last_success_C,T_upper_growth_C,window_width_C,lower_bracketed,upper_bracketed,mechanism_id,heating_rate_C_min,T_at_switch_C,rho1,G1_nm,first_step_growth_fraction,X_J,Lambda_over_K_TJ,P_comp_TJ,f_GBseg,f_TJ,f_iso_location,C_GBseg,C_TJ,f_clean_GB,preparation_growth_tolerance,preparation_admissible,practical_success
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0110,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,1.0,1300.0,0.8500458292760777,115.30177950121124,0.15301779501211243,0.138004382808991,0.4568913446389922,0.29615883569901613,0.3714624043367291,0.42576989584880226,0.20276769981446854,0.0860534255799551,0.2016679913830426,0.9139465744200449,0.05,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0110,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,1.0,1300.0,0.8500458292760777,115.30177950121124,0.15301779501211243,0.138004382808991,0.4568913446389922,0.29615883569901613,0.3714624043367291,0.42576989584880226,0.20276769981446854,0.0860534255799551,0.2016679913830426,0.9139465744200449,0.1,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0110,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,1.0,1300.0,0.8500458292760777,115.30177950121124,0.15301779501211243,0.138004382808991,0.4568913446389922,0.29615883569901613,0.3714624043367291,0.42576989584880226,0.20276769981446854,0.0860534255799551,0.2016679913830426,0.9139465744200449,0.2,True,True
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0114,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,5.0,1300.0,0.8500289091248605,115.715443694394,0.15715443694393996,0.1368151387606342,0.4552875582512791,0.29617486777941926,0.3722459431641941,0.4250212255458398,0.202732831289966,0.08659245376242808,0.20273633215249742,0.9134075462375719,0.05,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0114,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,5.0,1300.0,0.8500289091248605,115.715443694394,0.15715443694393996,0.1368151387606342,0.4552875582512791,0.29617486777941926,0.3722459431641941,0.4250212255458398,0.202732831289966,0.08659245376242808,0.20273633215249742,0.9134075462375719,0.1,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0114,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,5.0,1300.0,0.8500289091248605,115.715443694394,0.15715443694393996,0.1368151387606342,0.4552875582512791,0.29617486777941926,0.3722459431641941,0.4250212255458398,0.202732831289966,0.08659245376242808,0.20273633215249742,0.9134075462375719,0.2,True,True
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0118,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,20.0,1300.0,0.8500707887386469,115.80887472471937,0.15808874724719374,0.13665957992388034,0.45483955710472274,0.2961310203460995,0.37231124715527625,0.42489643387112697,0.20279231897359667,0.08664875706280517,0.20291112232305863,0.9133512429371948,0.05,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0118,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,20.0,1300.0,0.8500707887386469,115.80887472471937,0.15808874724719374,0.13665957992388034,0.45483955710472274,0.2961310203460995,0.37231124715527625,0.42489643387112697,0.20279231897359667,0.08664875706280517,0.20291112232305863,0.9133512429371948,0.1,False,False
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0118,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,20.0,1300.0,0.8500707887386469,115.80887472471937,0.15808874724719374,0.13665957992388034,0.45483955710472274,0.2961310203460995,0.37231124715527625,0.42489643387112697,0.20279231897359667,0.08664875706280517,0.20291112232305863,0.9133512429371948,0.2,True,True
mech_009,persistent_tj_multihit_q1,100.0,1300.0,0.85,0.1,practical,900.0,1275.0,1550.0,True,state_0122,1,COMPLETE_WINDOW,1,1260.0,1260.0,1260.0,1270.0,0.0,True,True,mech_009,100.0,1300.0,0.8501029844953317,115.83946100762465,0.1583946100762465,0.13665298644878546,0.4546574158175284,0.2960972934346048,0.37228866230670915,0.42487230155082706,0.20283903614246368,0.0866410339927095,0.2029412616730999,0.9133589660072905,0.05,False,False
