candidate_id,ablation,median_reduction,min_reduction,max_reduction,span20,high_density_attainment,complete_Chen_window,first_success_C,last_success_C,lower_boundary_C,upper_boundary_C,window_width_C,lower_bracketed,upper_bracketed,complete,closed_fraction_at_switch,closed_accommodation_at_switch,required_for_high_density_attainment,required_for_lower_boundary,required_for_upper_boundary,required_for_trajectory_reduction,fast_firing_preserved,loss_reason
693168,full_model,0.9062874073435803,0.8928557707759996,0.9175558061144208,0.029999999999996696,True,True,930.0,1200.0,930.0,1200.0,270.0,True,True,True,0.6494175043485234,0.15217399465928982,False,False,False,False,,preserved
693168,no_PR_damage,-0.05568570618309565,-0.057207206485863527,-0.050477258547154014,0.0,False,False,,,,,0.0,True,True,False,0.13061104933423642,0.3458941617686533,True,False,False,True,,joint trajectory/window criteria lost
693168,no_closed_transition,,,,0.0,False,False,,,,,0.0,False,False,False,1.1970543166413054e-10,0.632471708828548,True,True,True,True,,joint trajectory/window criteria lost
693168,no_closed_shrinkage,,,,0.0,False,False,,,,,0.0,False,False,False,0.9999994165715012,0.9090423597991542,True,True,True,True,,joint trajectory/window criteria lost
693168,infinite_closed_accommodation,,,,0.0,False,False,,,,,0.0,False,False,False,7.262213246468663e-08,999999.929646092,True,True,True,True,,joint trajectory/window criteria lost
693168,no_sweep_coalescence,0.9062874073440298,0.8928557707765012,0.9175558061148218,0.029999999999996696,True,True,930.0,1200.0,930.0,1200.0,270.0,True,True,True,0.6494175043480807,0.1521739946595571,False,False,False,False,,preserved
693168,no_TJ_multihit,0.9331762260069436,0.9242473320125644,0.938899613281077,0.029999999999996696,True,True,920.0,1110.0,920.0,1110.0,190.0,True,True,True,0.6669301948542641,0.1416995738219084,False,False,False,False,,preserved
693168,no_residual_stress,0.3044941579199548,0.19314299036137472,0.6360203035928831,0.02869999999999684,True,True,960.0,1250.0,960.0,1250.0,290.0,True,True,True,0.23319476065181793,0.3042961187000256,False,False,False,True,,preserved
693168,no_attached_pore_drag,0.9264045216747581,0.9155676539556288,0.9353252863763836,0.029999999999996696,True,True,930.0,1180.0,930.0,1180.0,250.0,True,True,True,0.6495279285667465,0.15209178721541772,False,False,False,False,,preserved
693168,no_persistent_junction,0.8540192490076746,0.8329668919585191,0.8714623953123258,0.029999999999996696,True,True,930.0,1170.0,930.0,1170.0,240.0,True,True,True,0.6495653248555548,0.15206371233676133,False,False,False,False,,preserved
693168,no_local_region_heterogeneity,0.9094397743185254,0.8941489427869831,0.9203945917690113,0.029999999999996696,True,True,930.0,1200.0,930.0,1200.0,270.0,True,True,True,0.6471635050346901,0.15377873769891837,False,False,False,False,,preserved
693168,topology_disabled,0.9025604533771935,0.8928029151372502,0.9109199707669782,0.029999999999996696,True,True,890.0,1140.0,890.0,1140.0,250.0,True,True,True,0.771101317006946,0.07994589787875361,False,False,False,False,,preserved
