run_label,max_timestep_min,exact_switch_density,switch_time_h,T_at_switch_C,G1_nm,first_step_growth_fraction,closed_fraction_at_switch,closed_accommodation_at_switch,success_T2_interval,first_success_C,last_success_C,lower_boundary_C,upper_boundary_C,window_width_C,lower_bracketed,upper_bracketed,complete,median_reduction,minimum_reduction,maximum_reduction,span_above_20pct,both_path_attainment,numerical_censor
original_exact,30.0,0.8800000102226334,0.15590334469631575,1400.0,117.06676548485183,0.13706932657214144,0.6494175043485234,0.15217399465928982,930-1200,930.0,1200.0,930.0,1200.0,270.0,True,True,True,0.8938128469517257,0.8829404821259016,0.9041346365891166,0.029999999999996696,True,False
max_30_min,30.0,0.8800000102226334,0.15590334469631575,1400.0,117.06676548485183,0.13706932657214144,0.6494175043485234,0.15217399465928982,930-1200,930.0,1200.0,930.0,1200.0,270.0,True,True,True,0.8938128469517257,0.8829404821259016,0.9041346365891166,0.029999999999996696,True,False
max_15_min,15.0,0.8800000102226334,0.15590334469631575,1400.0,117.06676548485183,0.13706932657214144,0.6494175043485234,0.15217399465928982,930-1190,930.0,1190.0,930.0,1190.0,260.0,True,True,True,0.8646507511442818,0.8501970064937128,0.8732974016944661,0.029999999999996696,True,False
max_5_min,5.0,0.8800000102226334,0.15590334469631575,1400.0,117.06676548485183,0.13706932657214144,0.6494175043485234,0.15217399465928982,930-1190,930.0,1190.0,930.0,1190.0,260.0,True,True,True,0.8834891487957999,0.8729691495719528,0.8881079205449419,0.029999999999996696,True,False
strict_density_increment,5.0,0.8800000102226334,0.15590334469631575,1400.0,117.06676548485183,0.13706932657214144,0.6494175043485234,0.15217399465928982,930-1190,930.0,1190.0,930.0,1190.0,260.0,True,True,True,0.8834891487957999,0.8729691495719528,0.8881079205449419,0.029999999999996696,True,False
