candidate_id,parameter,value,source,in_dynamic_fingerprint
693168,k_open,1.5e-05,frozen_model_default,False
693168,Q_density,475000.0,frozen_model_default,False
693168,k_closed,0.00022849715648473278,decoded_frozen_registry,True
693168,Q_closed,273188.57154396846,decoded_frozen_registry,True
693168,k_PR,0.0002643990730911896,decoded_frozen_registry,True
693168,Q_PR,299136.7111140697,decoded_frozen_registry,True
693168,k_sweep,20.0,frozen_model_default,False
693168,k_sweep_damaged,0.00018948786728473558,decoded_frozen_registry,True
693168,k_sweep_connected,1.178941773956047e-09,decoded_frozen_registry,True
693168,sweep_exp,3.654313068516273,decoded_frozen_registry,True
693168,coalescence_exp,5.981603204897138,decoded_frozen_registry,True
693168,k_growth,9000.0,frozen_model_default,False
693168,Q_growth,500000.0,frozen_model_default,False
693168,activity_mid,0.5572353981055779,decoded_frozen_registry,True
693168,activity_width,0.22412788443333587,decoded_frozen_registry,True
693168,gas_ratio,0.0806799286227363,decoded_frozen_registry,True
693168,attached_drag,435.6649819948529,decoded_frozen_registry,True
693168,junction_drag,309.4300217087635,decoded_frozen_registry,True
693168,stress_drag,1.0,frozen_model_default,False
693168,stress_migration,79.86097139056368,decoded_frozen_registry,True
693168,stress_nucleation,3.259746207045721,decoded_frozen_registry,True
693168,stress_PR,93.52503328163763,decoded_frozen_registry,True
693168,stress_shear,2.9744176982051664,decoded_frozen_registry,True
693168,stress_tau,252.27423221277863,decoded_frozen_registry,True
693168,number_loss,0.40718908669459786,decoded_frozen_registry,True
693168,exchange_rate,5.759127005192983e-10,decoded_frozen_registry,True
693168,detachment,4.077666750177799e-06,decoded_frozen_registry,True
693168,recapture,3.474907080998978e-07,decoded_frozen_registry,True
693168,closed_transition,0.00289055356619714,decoded_frozen_registry,True
693168,closed_capacity,0.9090423597991542,decoded_frozen_registry,True
693168,capacity_tau,100568.30369509087,decoded_frozen_registry,True
693168,closed_radius_exp,3.4408530335408853,decoded_frozen_registry,True
693168,PR_damaged,0.39850829425304163,decoded_frozen_registry,True
693168,PR_large,0.14918147767238032,decoded_frozen_registry,True
693168,PR_TJ,0.16501943491061632,decoded_frozen_registry,True
693168,PR_iso,0.0467095820415613,decoded_frozen_registry,True
693168,PR_closed,0.24058121112240044,decoded_frozen_registry,True
693168,PR_tau,27828933.56644,decoded_frozen_registry,True
693168,XJ_prod,6.031050666292003,decoded_frozen_registry,True
693168,XJ_tau,29568642.857113272,decoded_frozen_registry,True
693168,lambda_TJ,0.5349732290916859,decoded_frozen_registry,True
693168,K_TJ,48.22310857500472,decoded_frozen_registry,True
693168,q_TJ,0.0,decoded_frozen_registry,True
693168,pore_relax,0.38207875598775665,decoded_frozen_registry,True
693168,pore_drag_fraction,0.5721590911316753,decoded_frozen_registry,True
693168,degree,5.0,decoded_frozen_registry,True
693168,cluster,0.10662032696012039,decoded_frozen_registry,True
693168,weight_sigma,1.4051882012563102,decoded_frozen_registry,True
693168,rho_sigma,0.03647849332031906,decoded_frozen_registry,True
693168,G_sigma,0.39907217140042284,decoded_frozen_registry,True
693168,connected_init,0.5905638802903952,decoded_frozen_registry,True
693168,closed_init,0.010387004823416666,decoded_frozen_registry,True
693168,N_regions,16.0,decoded_frozen_registry,True
