material_id,peak_T_C,hold_h,fast_rate_C_min,attained,max_ratio,median_ratio,span_ge_1p2,span_ge_1p5,span_ge_2p0,integrated_separation,effect_rho_min,effect_rho_max,meaningful,extreme_warning,promotion_blocked,rejection_reason,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form,ablation_mode
E0451,1450,8,20,True,0.9999965265552139,0.9999878764490877,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,2e-05,balanced,serial_fraction,full_material_model
E0452,1450,8,20,True,1.0000000111571001,1.000000010908291,0.0,0.0,0.0,1.8194903926708938e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0454,1550,8,20,True,1.000000000806659,0.9999999798408602,0.0,0.0,0.0,1.2186376348372212e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,625000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,0.002,isolation,serial_fraction,full_material_model
E0455,1450,8,20,True,0.9996645636690233,0.9991193529900292,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,400000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0456,1450,8,20,True,1.0000000001310971,0.9999990469993274,0.0,0.0,0.0,1.310971331405897e-13,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,large_pore_tail,serial_fraction,full_material_model
E0458,1450,8,20,True,1.0000000019941717,1.0000000009861099,0.0,0.0,0.0,1.7725477898176675e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,550000.0,0.0002,500000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-06,smoothing,serial_fraction,full_material_model
E0460,1550,20,20,True,1.0043689326017324,1.0042674935701592,0.0,0.0,0.0,0.00072276791846281,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,475000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,0.002,isolation,serial_fraction,full_material_model
E0461,1550,20,20,True,1.0,0.9999996527570855,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,700000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0462,1450,8,20,True,1.0000000004618304,1.0000000001106522,0.0,0.0,0.0,2.819988497962317e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,475000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,balanced,serial_fraction,full_material_model
E0463,1450,8,20,True,1.0003954638214572,1.0002911992979353,0.0,0.0,0.0,4.467606837670525e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,700000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0465,1550,20,20,True,1.0,0.9999835128502419,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.002,balanced,serial_fraction,full_material_model
E0466,1450,8,20,True,1.000000016170778,1.000000016068385,0.0,0.0,0.0,2.701077284353459e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0467,1450,8,20,True,0.9999676292280152,0.9998458045874512,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,550000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0469,1550,8,20,True,1.000089906433219,1.000089644368846,0.0,0.0,0.0,1.5153432468726888e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,550000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,2e-06,smoothing,serial_fraction,full_material_model
E0470,1550,8,20,True,1.0000000014360613,0.999999964083698,0.0,0.0,0.0,2.1734842801394535e-12,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,250000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,2.2500000000000002e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0471,1450,8,20,True,0.9557842270406607,0.9265422215060558,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,475000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,isolation,serial_fraction,full_material_model
E0473,1450,8,20,True,0.9999908176791319,0.9999800906718243,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,balanced,serial_fraction,full_material_model
E0474,1450,8,20,True,1.000000013997207,1.000000012657665,0.0,0.0,0.0,1.9878071149706298e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0478,1450,8,20,True,1.0000000035002394,1.0000000033361727,0.0,0.0,0.0,5.525708621626312e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,550000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0480,1550,20,20,True,1.0442217589169265,1.0143293671774856,0.0,0.0,0.0,0.0029099475808049414,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0481,1550,20,20,True,1.0,0.997730738912153,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0482,1450,8,20,True,1.0000000081908638,0.9999999359475643,0.0,0.0,0.0,6.373391963141483e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,400000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0484,1550,20,20,True,1.118135502684235,1.0566596890045552,0.0,0.0,0.0,0.010289469318837924,nan,nan,False,False,False,ratio_or_span_below_threshold,350000.0,2e-05,400000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-05,balanced,serial_fraction,full_material_model
E0485,1450,8,20,True,0.9999996306421783,0.9999987349786673,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,625000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0486,1450,20,20,True,0.9999991024017645,0.9999991023801684,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,325000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,smoothing,serial_fraction,full_material_model
E0489,1450,8,20,True,0.999998358655432,0.9999945591428616,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,475000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,5.0000000000000004e-08,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0490,1450,8,20,True,1.0000000008309895,1.0000000007934318,0.0,0.0,0.0,1.3344342336975059e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,250000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0493,1450,8,20,True,0.9986272126548721,0.9962918906692696,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,400000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,0.0002,isolation,serial_fraction,full_material_model
E0495,1450,8,20,True,0.9999999832331554,0.9999999780296015,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,325000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0497,1550,20,20,True,1.000181438257055,1.0000831886626855,0.0,0.0,0.0,1.591402628778459e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,325000.0,0.0002,400000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.002,smoothing,serial_fraction,full_material_model
E0501,1450,8,20,True,1.0000000052221834,0.9999999830584116,0.0,0.0,0.0,7.661802777951388e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,700000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0502,1450,20,20,True,0.9995313746469494,0.9994487040414589,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,400000.0,0.0002,600000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0503,1450,8,20,True,0.9999965587407124,0.9999961476742613,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,625000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.0002,large_pore_tail,serial_fraction,full_material_model
E0504,1450,8,20,True,1.0000000359794197,1.0000000358448404,0.0,0.0,0.0,6.081707296780054e-09,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,400000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0505,1450,8,20,True,0.9999999978120158,0.999999986690247,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,425000.0,2e-05,625000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0507,1550,20,20,True,0.9999912362552332,0.9999912273703553,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,550000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.002,isolation,serial_fraction,full_material_model
E0508,1550,8,20,True,1.0000000072748967,0.9999998178299231,0.0,0.0,0.0,1.1019488621422291e-11,nan,nan,False,False,False,ratio_or_span_below_threshold,650000.0,2e-05,250000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,0.002,smoothing,serial_fraction,full_material_model
E0510,1550,8,20,True,1.0011878664133769,1.001146415062809,0.0,0.0,0.0,0.00018219165715058086,nan,nan,False,False,False,ratio_or_span_below_threshold,500000.0,2e-05,700000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,isolation,serial_fraction,full_material_model
E0511,1450,8,20,True,0.9999995296016544,0.9999990295020106,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,575000.0,2e-05,475000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,2e-06,smoothing,serial_fraction,full_material_model
