material_id,Q_GB_diffusion,D_GB_prefactor,Q_surface_diffusion,D_surface_prefactor,Q_disconnection_nucleation,v_star,nu0_nucleation,Q_exchange,tau_exchange_prefactor,Q_transport,tau_transport_prefactor,stress_concentration,gamma_s,gamma_GB,zeta_eta_ratio,event_strain,pore_radius0,pore_ln_sigma,G0,rho0,PR_prefactor,PR_partition,activity_form,ablation_mode
E0206,500000.0,2e-05,475000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0207,575000.0,2e-05,700000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,isolation,serial_fraction,full_material_model
E0208,650000.0,2e-05,400000.0,0.0002,600000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,5.0000000000000004e-08,0.7,2e-06,smoothing,serial_fraction,full_material_model
E0209,350000.0,2e-05,625000.0,0.0002,500000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.002,balanced,serial_fraction,full_material_model
E0210,500000.0,2e-05,400000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,0.0002,isolation,serial_fraction,full_material_model
E0211,575000.0,2e-05,625000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,2.2500000000000002e-07,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0212,650000.0,2e-05,325000.0,0.0002,600000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,balanced,serial_fraction,full_material_model
E0213,350000.0,2e-05,550000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,1.0000000000000001e-07,0.75,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0214,425000.0,2e-05,250000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,0.002,large_pore_tail,serial_fraction,full_material_model
E0215,575000.0,2e-05,475000.0,0.0002,650000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.0002,balanced,serial_fraction,full_material_model
E0216,650000.0,2e-05,700000.0,0.0002,550000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0217,350000.0,2e-05,475000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0218,425000.0,2e-05,700000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-06,isolation,serial_fraction,full_material_model
E0219,500000.0,2e-05,400000.0,0.0002,650000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0220,650000.0,2e-05,625000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0221,350000.0,2e-05,325000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0222,425000.0,2e-05,550000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0223,500000.0,2e-05,250000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,5.0000000000000004e-08,0.65,2e-06,balanced,serial_fraction,full_material_model
E0224,575000.0,2e-05,550000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0225,350000.0,2e-05,250000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,2.2500000000000002e-07,0.65,0.002,smoothing,serial_fraction,full_material_model
E0226,425000.0,2e-05,475000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,0.0002,balanced,serial_fraction,full_material_model
E0227,500000.0,2e-05,700000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0228,575000.0,2e-05,400000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,2e-05,large_pore_tail,serial_fraction,full_material_model
E0229,650000.0,2e-05,625000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,2e-06,isolation,serial_fraction,full_material_model
E0230,425000.0,2e-05,325000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0231,500000.0,2e-05,625000.0,0.0002,600000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.0002,large_pore_tail,serial_fraction,full_material_model
E0232,575000.0,2e-05,325000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,0.0002,isolation,serial_fraction,full_material_model
E0233,650000.0,2e-05,550000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0234,350000.0,2e-05,250000.0,0.0002,650000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-06,balanced,serial_fraction,full_material_model
E0235,500000.0,2e-05,475000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.0000000000000001e-07,0.7,0.002,isolation,serial_fraction,full_material_model
E0236,575000.0,2e-05,700000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,smoothing,serial_fraction,full_material_model
E0237,650000.0,2e-05,400000.0,0.0002,350000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.0002,balanced,serial_fraction,full_material_model
E0238,350000.0,2e-05,700000.0,0.0002,650000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0239,425000.0,2e-05,400000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,large_pore_tail,serial_fraction,full_material_model
E0240,575000.0,2e-05,625000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-06,balanced,serial_fraction,full_material_model
E0241,650000.0,2e-05,325000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0242,350000.0,2e-05,550000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,0.0002,large_pore_tail,serial_fraction,full_material_model
E0243,425000.0,2e-05,250000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,7.500000000000001e-08,0.65,2e-05,isolation,serial_fraction,full_material_model
E0244,500000.0,2e-05,475000.0,0.0002,400000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,2e-05,smoothing,serial_fraction,full_material_model
E0245,650000.0,2e-05,250000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0246,350000.0,2e-05,475000.0,0.0002,600000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,3.0000000000000004e-07,0.7,0.002,isolation,serial_fraction,full_material_model
E0247,425000.0,2e-05,700000.0,0.0002,500000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0248,500000.0,2e-05,400000.0,0.0002,400000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,balanced,serial_fraction,full_material_model
E0249,575000.0,2e-05,625000.0,0.0002,650000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,1.0000000000000001e-07,0.75,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0250,350000.0,2e-05,325000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0251,425000.0,2e-05,550000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,balanced,serial_fraction,full_material_model
E0252,500000.0,2e-05,325000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,0.002,GB_to_TJ,serial_fraction,full_material_model
E0253,575000.0,2e-05,550000.0,0.0002,650000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.0002,large_pore_tail,serial_fraction,full_material_model
E0254,650000.0,2e-05,250000.0,0.0002,550000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,isolation,serial_fraction,full_material_model
E0255,425000.0,2e-05,475000.0,0.0002,450000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,1.5000000000000002e-07,0.7,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0256,500000.0,2e-05,700000.0,0.0002,350000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0257,575000.0,2e-05,400000.0,0.0002,600000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.002,isolation,serial_fraction,full_material_model
E0258,650000.0,2e-05,625000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.95,7.500000000000001e-08,0.75,0.0002,smoothing,serial_fraction,full_material_model
E0259,350000.0,2e-05,400000.0,0.0002,450000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,5.0000000000000004e-08,0.65,2e-05,balanced,serial_fraction,full_material_model
E0260,500000.0,2e-05,625000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0261,575000.0,2e-05,325000.0,0.0002,600000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,2.2500000000000002e-07,0.65,2e-06,smoothing,serial_fraction,full_material_model
E0262,650000.0,2e-05,550000.0,0.0002,500000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,0.002,balanced,serial_fraction,full_material_model
E0263,350000.0,2e-05,250000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0264,425000.0,2e-05,475000.0,0.0002,650000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,1,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,0.0002,large_pore_tail,serial_fraction,full_material_model
E0265,575000.0,2e-05,700000.0,0.0002,550000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,2e-05,balanced,serial_fraction,full_material_model
E0266,650000.0,2e-05,475000.0,0.0002,500000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0267,350000.0,2e-05,700000.0,0.0002,400000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,3.0000000000000004e-07,0.75,0.002,large_pore_tail,serial_fraction,full_material_model
E0268,425000.0,2e-05,400000.0,0.0002,650000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,0.002,isolation,serial_fraction,full_material_model
E0269,500000.0,2e-05,625000.0,0.0002,550000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.0002,smoothing,serial_fraction,full_material_model
E0270,650000.0,2e-05,325000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,1.5000000000000002e-07,0.65,2e-05,large_pore_tail,serial_fraction,full_material_model
E0271,350000.0,2e-05,550000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,1.0000000000000001e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0272,425000.0,2e-05,250000.0,0.0002,600000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-06,smoothing,serial_fraction,full_material_model
E0273,500000.0,2e-05,550000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,5.0000000000000004e-08,0.7,0.002,balanced,serial_fraction,full_material_model
E0274,575000.0,2e-05,250000.0,0.0002,450000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0275,350000.0,2e-05,475000.0,0.0002,350000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0276,425000.0,2e-05,700000.0,0.0002,600000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,2e-05,balanced,serial_fraction,full_material_model
E0277,500000.0,2e-05,400000.0,0.0002,500000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0278,575000.0,2e-05,625000.0,0.0002,400000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0279,650000.0,2e-05,325000.0,0.0002,650000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,7.500000000000001e-08,0.65,0.0002,isolation,serial_fraction,full_material_model
E0280,425000.0,2e-05,625000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,0.0002,GB_to_TJ,serial_fraction,full_material_model
E0281,500000.0,2e-05,325000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,3.0000000000000004e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0282,575000.0,2e-05,550000.0,0.0002,400000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,3.0000000000000004e-07,0.7,2e-06,isolation,serial_fraction,full_material_model
E0283,650000.0,2e-05,250000.0,0.0002,650000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,2.2500000000000002e-07,0.75,0.002,smoothing,serial_fraction,full_material_model
E0284,350000.0,2e-05,475000.0,0.0002,550000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,60,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,1.5000000000000002e-07,0.65,0.002,balanced,serial_fraction,full_material_model
E0285,500000.0,2e-05,700000.0,0.0002,450000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.0002,isolation,serial_fraction,full_material_model
E0286,575000.0,2e-05,400000.0,0.0002,350000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,7.500000000000001e-08,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0287,650000.0,2e-05,700000.0,0.0002,650000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,balanced,serial_fraction,full_material_model
E0288,350000.0,2e-05,400000.0,0.0002,550000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-06,GB_to_TJ,serial_fraction,full_material_model
E0289,425000.0,2e-05,625000.0,0.0002,450000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,3.0000000000000004e-07,0.7,0.002,large_pore_tail,serial_fraction,full_material_model
E0290,575000.0,2e-05,325000.0,0.0002,350000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.95,2.2500000000000002e-07,0.75,0.0002,balanced,serial_fraction,full_material_model
E0291,650000.0,2e-05,550000.0,0.0002,600000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.5000000000000002e-07,0.7,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0292,350000.0,2e-05,250000.0,0.0002,500000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,2e-05,large_pore_tail,serial_fraction,full_material_model
E0293,425000.0,2e-05,475000.0,0.0002,400000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.35,7.500000000000001e-08,0.65,2e-06,isolation,serial_fraction,full_material_model
E0294,500000.0,2e-05,250000.0,0.0002,350000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,2,0.004,5.0000000000000004e-08,0.95,7.500000000000001e-08,0.75,0.002,smoothing,serial_fraction,full_material_model
E0295,650000.0,2e-05,475000.0,0.0002,600000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,60,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,5.0000000000000004e-08,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0296,350000.0,2e-05,700000.0,0.0002,500000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.65,3.0000000000000004e-07,0.7,0.0002,isolation,serial_fraction,full_material_model
E0297,425000.0,2e-05,400000.0,0.0002,400000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,30,1.0,0.35,2,0.004,5.0000000000000004e-08,0.35,2.2500000000000002e-07,0.65,2e-05,smoothing,serial_fraction,full_material_model
E0298,500000.0,2e-05,625000.0,0.0002,650000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,1,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.65,1.5000000000000002e-07,0.7,2e-06,balanced,serial_fraction,full_material_model
E0299,575000.0,2e-05,325000.0,0.0002,550000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,1.0000000000000001e-07,0.75,0.002,GB_to_TJ,serial_fraction,full_material_model
E0300,350000.0,2e-05,550000.0,0.0002,450000.0,5e-28,30000000000000.0,425000.0,2e-10,550000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,0.002,smoothing,serial_fraction,full_material_model
E0301,425000.0,2e-05,325000.0,0.0002,400000.0,3e-29,30000000000000.0,325000.0,2e-10,450000.0,0.002,10,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.95,7.500000000000001e-08,0.75,0.0002,balanced,serial_fraction,full_material_model
E0302,500000.0,2e-05,550000.0,0.0002,650000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,60,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.35,5.0000000000000004e-08,0.65,2e-05,GB_to_TJ,serial_fraction,full_material_model
E0303,575000.0,2e-05,250000.0,0.0002,550000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,3,1.0,0.35,1,0.004,3.5e-08,0.95,3.0000000000000004e-07,0.75,2e-06,large_pore_tail,serial_fraction,full_material_model
E0304,650000.0,2e-05,475000.0,0.0002,450000.0,3e-29,30000000000000.0,180000.0,2e-10,280000.0,0.002,30,1.0,0.35,0.25,0.004,1.5000000000000002e-08,0.35,2.2500000000000002e-07,0.65,2e-06,isolation,serial_fraction,full_material_model
E0305,425000.0,2e-05,700000.0,0.0002,350000.0,8e-29,30000000000000.0,425000.0,2e-10,550000.0,0.002,3,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.65,1.5000000000000002e-07,0.7,0.002,GB_to_TJ,serial_fraction,full_material_model
E0306,500000.0,2e-05,400000.0,0.0002,600000.0,2e-28,30000000000000.0,325000.0,2e-10,450000.0,0.002,30,1.0,0.35,1,0.004,3.5e-08,0.35,1.5000000000000002e-07,0.65,0.0002,large_pore_tail,serial_fraction,full_material_model
E0307,575000.0,2e-05,625000.0,0.0002,500000.0,5e-28,30000000000000.0,245000.0,2e-10,360000.0,0.002,1,1.0,0.35,2,0.004,5.0000000000000004e-08,0.65,1.0000000000000001e-07,0.7,2e-05,isolation,serial_fraction,full_material_model
E0308,650000.0,2e-05,400000.0,0.0002,450000.0,8e-29,30000000000000.0,245000.0,2e-10,360000.0,0.002,10,1.0,0.35,0.5,0.004,2.2000000000000002e-08,0.95,7.500000000000001e-08,0.75,2e-05,smoothing,serial_fraction,full_material_model
E0309,350000.0,2e-05,625000.0,0.0002,350000.0,2e-28,30000000000000.0,180000.0,2e-10,280000.0,0.002,60,1.0,0.35,1,0.004,3.5e-08,0.65,5.0000000000000004e-08,0.7,2e-06,balanced,serial_fraction,full_material_model
