material_id,peak_T_C,hold_h,fast_rate_C_min,attained,max_ratio,median_ratio,span_ge_1p2,span_ge_1p5,span_ge_2p0,integrated_separation,effect_rho_min,effect_rho_max,meaningful,extreme_warning,promotion_blocked,rejection_reason,no_PR_meaningful,no_nucleation_meaningful,survives_causal_gate
E0000,1450,8,20,True,1.0010588974335561,1.000119280443399,0.0,0.0,0.0,3.972060490983557e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1450,8,50,True,1.0012114363868094,1.0001176165274202,0.0,0.0,0.0,4.3306171511439235e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1450,8,100,True,1.0012289214679944,1.0001007858860265,0.0,0.0,0.0,4.192202113841883e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1450,20,20,True,1.0010588974335561,1.000119280443399,0.0,0.0,0.0,3.972060490983557e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1450,20,50,True,1.0012114363868094,1.0001176165274202,0.0,0.0,0.0,4.3306171511439235e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1450,20,100,True,1.0012289214679944,1.0001007858860265,0.0,0.0,0.0,4.192202113841883e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,8,20,True,1.0010588974335561,1.000119280443399,0.0,0.0,0.0,3.972060490983557e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,8,50,True,1.0012114363868094,1.0001176165274202,0.0,0.0,0.0,4.3306171511439235e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,8,100,True,1.0012289214679944,1.0001007858860265,0.0,0.0,0.0,4.192202113841883e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,20,20,True,1.0010588974335561,1.000119280443399,0.0,0.0,0.0,3.972060490983557e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,20,50,True,1.0012114363868094,1.0001176165274202,0.0,0.0,0.0,4.3306171511439235e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0000,1550,20,100,True,1.0012289214679944,1.0001007858860265,0.0,0.0,0.0,4.192202113841883e-05,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0001,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0001,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0001,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0001,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0001,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0001,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0001,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0002,1450,8,20,True,1.0,0.999997193761895,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1450,8,50,True,1.0,0.9999949407001106,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1450,8,100,True,1.0,0.9999949407161112,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1450,20,20,True,1.0,0.999997193761895,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1450,20,50,True,1.0,0.9999949407001106,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1450,20,100,True,1.0,0.9999949407161112,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,8,20,True,1.0,0.999997193761895,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,8,50,True,1.0,0.9999909301703779,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,8,100,True,1.0,0.9999901710257789,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,20,20,True,1.0,0.999997193761895,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,20,50,True,1.0,0.9999909301703779,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0002,1550,20,100,True,1.0,0.9999901710257789,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,8,20,True,1.0000000034633565,1.0000000033985739,0.0,0.0,0.0,5.761954309460668e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,8,50,True,1.000000003555054,1.000000003505899,0.0,0.0,0.0,5.941836922091221e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,8,100,True,1.00000000356765,1.0000000035359575,0.0,0.0,0.0,5.989990307645967e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,20,20,True,1.0000000034633565,1.0000000033985739,0.0,0.0,0.0,5.761954309460668e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,20,50,True,1.000000003555054,1.000000003505899,0.0,0.0,0.0,5.941836922091221e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1450,20,100,True,1.00000000356765,1.0000000035359575,0.0,0.0,0.0,5.989990307645967e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,8,20,True,1.0000000034633565,1.0000000033985739,0.0,0.0,0.0,5.761954309460668e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,8,50,True,1.000000003555054,1.000000003505899,0.0,0.0,0.0,5.941836922091221e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,8,100,True,1.00000000356765,1.0000000035359575,0.0,0.0,0.0,5.989990307645967e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,20,20,True,1.0000000034633565,1.0000000033985739,0.0,0.0,0.0,5.761954309460668e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,20,50,True,1.000000003555054,1.000000003505899,0.0,0.0,0.0,5.941836922091221e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0003,1550,20,100,True,1.00000000356765,1.0000000035359575,0.0,0.0,0.0,5.989990307645967e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0004,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0004,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0004,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0004,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0004,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0004,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0004,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0005,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0005,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0005,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0005,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0005,1550,20,20,True,1.3422009573688434,1.1336706879398055,0.020000000000000018,0.0,0.0,0.023849231368281775,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0005,1550,20,50,True,1.3551694020578051,1.1396179384351228,0.02300000000000002,0.0,0.0,0.024777514495785476,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0005,1550,20,100,True,1.3558920198928843,1.1400016854722153,0.02300000000000002,0.0,0.0,0.024832880620895066,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0006,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0006,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0006,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0006,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0006,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0006,1550,8,20,True,1.0,0.9973972552113363,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1550,8,50,True,1.0,0.9973102704096372,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1550,8,100,True,1.0,0.9973031647543888,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1550,20,20,True,1.0,0.9973972552113363,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1550,20,50,True,1.0,0.9973102704096372,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0006,1550,20,100,True,1.0,0.9973031647543888,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,8,20,True,0.9999997328763156,0.9999989018584687,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,8,50,True,0.9999991302121247,0.9999980652985503,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,8,100,True,0.9999991305361536,0.9999980656225779,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,20,20,True,0.9999997328763156,0.9999989018584687,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,20,50,True,0.9999991302121247,0.9999980652985503,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1450,20,100,True,0.9999991305361536,0.9999980656225779,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1550,8,20,True,0.9999997328763156,0.9999989018327412,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1550,8,50,True,0.9999978805084747,0.9999949435271789,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1550,8,100,True,0.99999763538394,0.9999946985109296,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1550,20,20,True,0.9999997328763156,0.9999989018327412,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0007,1550,20,50,True,0.9999978805084747,0.9999949435271789,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
