material_id,peak_T_C,hold_h,fast_rate_C_min,attained,max_ratio,median_ratio,span_ge_1p2,span_ge_1p5,span_ge_2p0,integrated_separation,effect_rho_min,effect_rho_max,meaningful,extreme_warning,promotion_blocked,rejection_reason,no_PR_meaningful,no_nucleation_meaningful,survives_causal_gate
E0007,1550,20,100,True,0.99999763538394,0.9999946985109296,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0008,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0008,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0008,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0008,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0008,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0008,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0008,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0009,1450,8,20,True,0.9681930602253593,0.9675210745745881,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1450,8,50,True,0.9433057338076192,0.9413009930349724,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1450,8,100,True,0.9433057251850521,0.9413009862469907,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1450,20,20,True,0.9681930602253593,0.9675210745745881,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1450,20,50,True,0.9433057338076192,0.9413009930349724,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1450,20,100,True,0.9433057251850521,0.9413009862469907,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,8,20,True,0.9681930602253593,0.9675210745745881,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,8,50,True,0.9293886082416539,0.9260648949526614,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,8,100,True,0.9253403050658644,0.9216192564656304,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,20,20,True,0.9681930602253593,0.9675210745745881,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,20,50,True,0.9293886082416539,0.9260648949526614,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0009,1550,20,100,True,0.9253403050658644,0.9216192564656304,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,8,20,True,0.9999973453787644,0.9999899246869286,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,8,50,True,0.9999951827351293,0.9999867811239967,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,8,100,True,0.999995182770131,0.999986781158999,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,20,20,True,0.9999973453787644,0.9999899246869286,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,20,50,True,0.9999951827351293,0.9999867811239967,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1450,20,100,True,0.999995182770131,0.999986781158999,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,8,20,True,0.9999973453787644,0.9999898695177047,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,8,50,True,0.9999931744829257,0.9999789843788713,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,8,100,True,0.9999926708583412,0.9999782007731708,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,20,20,True,0.9999973453787644,0.9999898695177047,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,20,50,True,0.9999931744829257,0.9999789843788713,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0010,1550,20,100,True,0.9999926708583412,0.9999782007731708,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0011,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0011,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0011,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0011,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0011,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0011,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0011,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0011,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0011,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0011,1550,20,20,True,1.0,0.9999802188271577,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0011,1550,20,50,True,1.0,0.9999794972193269,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0011,1550,20,100,True,1.0,0.999979266162848,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0012,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0012,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0012,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0012,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0012,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0012,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0012,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0013,1450,8,20,True,1.5388111222777099,1.09732144530306,0.04500000000000004,0.006000000000000005,0.0,0.02330492396239295,0.751,0.757,False,False,False,ratio_or_span_below_threshold,,,
E0013,1450,8,50,True,1.9920363538342967,1.104356565270269,0.04800000000000004,0.01200000000000001,0.0,0.026399112221410052,0.751,0.763,False,False,False,ratio_or_span_below_threshold,,,
E0013,1450,8,100,True,1.9920363528221243,1.1043565652632277,0.04800000000000004,0.01200000000000001,0.0,0.02639911221787429,0.751,0.763,False,False,False,ratio_or_span_below_threshold,,,
E0013,1450,20,20,True,1.5388111222777099,1.09732144530306,0.04500000000000004,0.006000000000000005,0.0,0.02330492396239295,0.751,0.757,False,False,False,ratio_or_span_below_threshold,,,
E0013,1450,20,50,True,1.9920363538342967,1.104356565270269,0.04800000000000004,0.01200000000000001,0.0,0.026399112221410052,0.751,0.763,False,False,False,ratio_or_span_below_threshold,,,
E0013,1450,20,100,True,1.9920363528221243,1.1043565652632277,0.04800000000000004,0.01200000000000001,0.0,0.02639911221787429,0.751,0.763,False,False,False,ratio_or_span_below_threshold,,,
E0013,1550,8,20,True,1.5400197775718818,1.3759623225280562,0.16000000000000014,0.03700000000000003,0.0,0.05384207114429025,0.751,0.788,True,False,False,,,,
E0013,1550,8,50,True,2.3115085815442744,1.4312157816667368,0.16500000000000015,0.06600000000000006,0.010000000000000009,0.06680050263928139,0.751,0.8170000000000001,True,False,False,,,,
E0013,1550,8,100,True,2.3956086869760047,1.4329790821897777,0.16500000000000015,0.06700000000000006,0.01100000000000001,0.06736635624931453,0.751,0.8180000000000001,True,False,False,,True,False,False
E0013,1550,20,20,True,1.5400197775718818,1.3759623225280562,0.16000000000000014,0.03700000000000003,0.0,0.05384207114429025,0.751,0.788,True,False,False,,,,
E0013,1550,20,50,True,2.3115085815442744,1.4312157816667368,0.16500000000000015,0.06600000000000006,0.010000000000000009,0.06680050263928139,0.751,0.8170000000000001,True,False,False,,,,
E0013,1550,20,100,True,2.3956086869760047,1.4329790821897777,0.16500000000000015,0.06700000000000006,0.01100000000000001,0.06736635624931453,0.751,0.8180000000000001,True,False,False,,,,
E0014,1450,8,20,True,1.0075998765654797,1.0041957418347318,0.0,0.0,0.0,0.0007447173813035502,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1450,8,50,True,1.0098495645377386,1.0061892907960601,0.0,0.0,0.0,0.0010714060328329174,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1450,8,100,True,1.009849563562516,1.006189289769723,0.0,0.0,0.0,0.0010714058600789977,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1450,20,20,True,1.0075998765654797,1.0041957418347318,0.0,0.0,0.0,0.0007447173813035502,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1450,20,50,True,1.0098495645377386,1.0061892907960601,0.0,0.0,0.0,0.0010714060328329174,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1450,20,100,True,1.009849563562516,1.006189289769723,0.0,0.0,0.0,0.0010714058600789977,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,8,20,True,1.0075998765654797,1.0041957418347318,0.0,0.0,0.0,0.0007447173813035502,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,8,50,True,1.0132729552032955,1.0078650491435035,0.0,0.0,0.0,0.0013751438640779668,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,8,100,True,1.0136221058737638,1.0081672497658634,0.0,0.0,0.0,0.0014238977625062729,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,20,20,True,1.0075998765654797,1.0041957418347318,0.0,0.0,0.0,0.0007447173813035502,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,20,50,True,1.0132729552032955,1.0078650491435035,0.0,0.0,0.0,0.0013751438640779668,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0014,1550,20,100,True,1.0136221058737638,1.0081672497658634,0.0,0.0,0.0,0.0014238977625062729,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,8,20,True,1.0000000007267633,1.0000000007097658,0.0,0.0,0.0,1.1916755211752825e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,8,50,True,1.0000000007515004,1.0000000007335816,0.0,0.0,0.0,1.2314063531045778e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,8,100,True,1.000000000760591,1.0000000007426166,0.0,0.0,0.0,1.2467248284704367e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,20,20,True,1.0000000007267633,1.0000000007097658,0.0,0.0,0.0,1.1916755211752825e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,20,50,True,1.0000000007515004,1.0000000007335816,0.0,0.0,0.0,1.2314063531045778e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1450,20,100,True,1.000000000760591,1.0000000007426166,0.0,0.0,0.0,1.2467248284704367e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,8,20,True,1.0000000007267633,1.0000000007097658,0.0,0.0,0.0,1.1916755211752825e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,8,50,True,1.0000000007515004,1.0000000007335816,0.0,0.0,0.0,1.2314063531045778e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,8,100,True,1.000000000760591,1.0000000007426166,0.0,0.0,0.0,1.2467248284704367e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,20,20,True,1.0000000007267633,1.0000000007097658,0.0,0.0,0.0,1.1916755211752825e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,20,50,True,1.0000000007515004,1.0000000007335816,0.0,0.0,0.0,1.2314063531045778e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0015,1550,20,100,True,1.000000000760591,1.0000000007426166,0.0,0.0,0.0,1.2467248284704367e-10,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0016,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0016,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0016,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0016,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0016,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0016,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0016,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0017,1450,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,8,20,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,8,50,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,8,100,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,20,20,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,20,50,False,,,,,,,,,,,,unattained_interval,,,
E0017,1550,20,100,False,,,,,,,,,,,,unattained_interval,,,
E0018,1450,8,20,True,0.9997811896117224,0.9993909712141457,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1450,8,50,True,0.9996618160445454,0.9990687156199738,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1450,8,100,True,0.999482307150067,0.998689862645066,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1450,20,20,True,0.9997811896117224,0.9993909712141457,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1450,20,50,True,0.9996618160445454,0.9990687156199738,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1450,20,100,True,0.999482307150067,0.998689862645066,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,8,20,True,0.9997811896117224,0.9993909712141457,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,8,50,True,0.9996618160445454,0.9990687156199738,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,8,100,True,0.999482307150067,0.998664900052202,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,20,20,True,0.9997811896117224,0.9993909712141457,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,20,50,True,0.9996618160445454,0.9990687156199738,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
E0018,1550,20,100,True,0.999482307150067,0.998664900052202,0.0,0.0,0.0,0.0,nan,nan,False,False,False,ratio_or_span_below_threshold,,,
