condition_id,smoothing_gate_mode,rho0,target_density,eligible_target,HR_scored,TS_scored,HR_pct,TS_pct,initial_removable_fine_pore_fraction,initial_f_pore,initial_connectivity,initial_connected_coverage,initial_isolated_pore_fraction,initial_large_pore_fraction,initial_gate_value,slow_reached,slow_time_to_target_h,slow_G_at_target_nm,slow_pore_mean_radius_nm,slow_large_pore_fraction,slow_removable_fine_pore_fraction,slow_f_pore,slow_isolated_pore_fraction,slow_cumulative_redistributed_pore_volume,slow_E_G,fast_reached,fast_time_to_target_h,fast_G_at_target_nm,fast_pore_mean_radius_nm,fast_large_pore_fraction,fast_removable_fine_pore_fraction,fast_f_pore,fast_isolated_pore_fraction,fast_cumulative_redistributed_pore_volume,fast_E_G,high_reached,high_time_to_target_h,high_G_at_target_nm,high_pore_mean_radius_nm,high_large_pore_fraction,high_removable_fine_pore_fraction,high_f_pore,high_isolated_pore_fraction,high_cumulative_redistributed_pore_volume,high_E_G,two_step_reached,two_step_time_to_target_h,two_step_G_at_target_nm,two_step_pore_mean_radius_nm,two_step_large_pore_fraction,two_step_removable_fine_pore_fraction,two_step_f_pore,two_step_isolated_pore_fraction,two_step_cumulative_redistributed_pore_volume,two_step_E_G,HR_crossover_density
density_rho00.65,density,0.65,0.92,True,False,False,nan,nan,0.5724048606059914,0.6365225836118786,0.9998766054240137,0.6364440401775682,9.292483363014605e-07,0.03988687689874907,0.9999115808299811,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,85.87548872676906,900.6485738332983,63.12703051459501,0.14540464920292115,0.25763698753023706,0.6006259255864016,0.7523361984329716,1.7097659893916556e-06,0.023586959483307197,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
density_rho00.70,density,0.7,0.92,True,False,False,nan,nan,0.5724048606059915,0.5799834816201628,0.9990889488055994,0.5794550869765001,1.4945115164975941e-05,0.03988687689874908,0.9975273768433653,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.44135665991733,880.741949533822,60.47873764920395,0.12805900334930206,0.2843930602727265,0.6100144519904729,0.7523361980267302,1.2996554402465825e-06,0.023668527840593673,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
density_rho00.75,density,0.75,0.92,True,False,False,nan,nan,0.5724048606059915,0.5146496927788623,0.9933071490757153,0.5112052191068645,0.00024031171281892587,0.03988687689874908,0.9350308308713361,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,82.78225581903732,857.6159110151268,57.430138244265045,0.10984146791368447,0.3194718934610721,0.6212513574085591,0.7523361985133163,6.498315181096316e-07,0.023780527759879738,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
density_rho00.80,density,0.8,0.92,True,False,False,nan,nan,0.5724048606059914,0.43915319895437444,0.9525741268224331,0.4183259750352415,0.0038510323559302587,0.03988687689874908,0.33924363123418266,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,80.8241835868932,830.549530122553,53.85495875177427,0.09065633511115889,0.3666054299888908,0.6349005154921845,0.7523361981959332,5.351766412139683e-08,0.023940040397624873,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
density_rho00.85,density,0.85,0.92,True,False,False,nan,nan,0.5724048606059915,0.3519131860777932,0.7310585786300051,0.257269153615188,0.058536902874367754,0.03988687689874908,0.01798620996209162,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,78.34105830917547,798.7125415794432,49.568885121473905,0.07038851978979636,0.4315798565743331,0.6516959491660146,0.7523361980437856,1.1624235457403153e-09,0.024168800761924375,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
fine_pore_rho00.65,fine_pore,0.65,0.92,True,False,False,nan,nan,0.5724048606059914,0.6365225836118786,0.9998766054240137,0.6364440401775682,9.292483363014605e-07,0.03988687689874907,0.8220152035980998,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,88.6025128259726,900.6673098056436,63.13023868847297,0.14542268574704842,0.2576015377735642,0.6006099073912349,0.7523361977315128,1.6171455682811053e-05,0.02358563717403181,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.70,fine_pore,0.7,0.92,True,False,False,nan,nan,0.5724048606059915,0.5799834816201628,0.9990889488055994,0.5794550869765001,1.4945115164975941e-05,0.03988687689874908,0.8220152035980999,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,88.49086821300709,880.7821117300059,60.48550425889385,0.12809202692167634,0.2843055568496763,0.6099782549349465,0.752336198439536,3.419937046087691e-05,0.023665408660395248,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.75,fine_pore,0.75,0.9,True,True,False,1.479738225468515,nan,0.5724048606059915,0.5146496927788623,0.9933071490757153,0.5112052191068645,0.00024031171281892587,0.03988687689874908,0.8220152035980999,True,117.45678938562669,478.6425206540437,60.29242434527707,0.11224020362840878,0.2609850407234303,0.46287915254092094,0.4999999993029131,0.11145760168597219,0.027354200608056066,True,5.386861138150659,471.5598643125798,53.967664604674745,0.09093392243190049,0.36402795008106925,0.5097418913242387,0.49999999797706435,0.0019431831798982769,0.03266605282044057,True,16.724063341946312,413.50218190234506,53.86048103906001,0.09066737186936934,0.36647687510212085,0.4657831310160858,0.5000000000316402,1.1279064773302532e-05,0.03262461488370806,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.75,fine_pore,0.75,0.92,True,False,False,nan,nan,0.5724048606059915,0.5146496927788623,0.9933071490757153,0.5112052191068645,0.00024031171281892587,0.03988687689874908,0.8220152035980999,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,89.302021133446,857.7152648903458,57.44669816223363,0.10990938295636918,0.3192176548671482,0.621155996692389,0.7523361979483864,8.576273539636367e-05,0.023771899107527007,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.80,fine_pore,0.8,0.9,True,True,False,1.5408505109217818,nan,0.5724048606059914,0.43915319895437444,0.9525741268224331,0.4183259750352415,0.0038510323559302587,0.03988687689874908,0.8220152035980998,True,117.20952273398369,466.3002459275578,57.351363090351946,0.094027402384961,0.28988213266055357,0.47153239486604065,0.4999999992870246,0.09134602449204905,0.027228374583364006,True,5.154404863487123,459.1152562057535,50.616812651194316,0.07478635801621952,0.4137254701478384,0.5235655946126546,0.5000000008938967,0.0016185779462673804,0.032880140862350374,True,15.912536351951118,402.404619859063,50.502495308997204,0.07454985100669377,0.4165849404248948,0.47896952020520095,0.4999999999959796,2.5964731518479327e-05,0.03282854193368001,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.80,fine_pore,0.8,0.92,True,False,False,nan,nan,0.5724048606059914,0.43915319895437444,0.9525741268224331,0.4183259750352415,0.0038510323559302587,0.03988687689874908,0.8220152035980998,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,92.22607635560232,830.831965430392,53.90224880058955,0.09081205396006138,0.36573294991195016,0.6346064057485042,0.7523361982113069,0.0002551913267139322,0.023911810151069177,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.85,fine_pore,0.85,0.9,True,True,False,1.2223055060576133,nan,0.5724048606059915,0.3519131860777932,0.7310585786300051,0.257269153615188,0.058536902874367754,0.03988687689874908,0.8220152035980999,True,116.83085141712398,450.08829419436813,53.78311047657276,0.07456912338668671,0.3313209690469328,0.48203318723264554,0.5000000003552624,0.0709316214865541,0.02691639285204239,True,4.818118263739123,444.5868401923096,46.67092783420975,0.05786435614683124,0.4793703799465534,0.5400760351844454,0.4999999995646259,0.0012874636036614448,0.03307810546574098,True,14.76299451828402,389.4599111239071,46.55377105652122,0.05766674213413397,0.48256377076769824,0.49470640346096884,0.49999999997095346,5.987730536253801e-05,0.03301536861342263,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
fine_pore_rho00.85,fine_pore,0.85,0.92,True,False,False,nan,nan,0.5724048606059915,0.3519131860777932,0.7310585786300051,0.257269153615188,0.058536902874367754,0.03988687689874908,0.8220152035980999,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
connectivity_rho00.65,connectivity,0.65,0.92,True,False,False,nan,nan,0.5724048606059914,0.6365225836118786,0.9998766054240137,0.6364440401775682,9.292483363014605e-07,0.03988687689874907,0.9571969853048546,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,85.94507243710262,900.6484143423089,63.127011858743195,0.14540456872586494,0.25763727085304866,0.6006260291869775,0.7523361977314823,1.26016908360851e-06,0.02358696467616982,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
connectivity_rho00.70,connectivity,0.7,0.92,True,False,False,nan,nan,0.5724048606059915,0.5799834816201628,0.9990889488055994,0.5794550869765001,1.4945115164975941e-05,0.03988687689874908,0.8963754220951847,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,84.51995524961626,880.7418230741597,60.47872316542045,0.12805895326470296,0.2843933276371265,0.6100145439656856,0.752336197916068,9.458385438772182e-07,0.023668533785734847,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
connectivity_rho00.75,connectivity,0.75,0.92,True,False,False,nan,nan,0.5724048606059915,0.5146496927788623,0.9933071490757153,0.5112052191068645,0.00024031171281892587,0.03988687689874908,0.7349895427660115,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,82.87260476435446,857.6159051907698,57.43013464397704,0.10984146307016034,0.31947199333997583,0.6212514006616506,0.7523361982384434,5.297455204019135e-07,0.023780534687861232,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.9
connectivity_rho00.80,connectivity,0.8,0.92,True,False,False,nan,nan,0.5724048606059914,0.43915319895437444,0.9525741268224331,0.4183259750352415,0.0038510323559302587,0.03988687689874908,0.37100671563342863,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,True,80.92959689436645,830.5496644417627,53.854967638584895,0.09065636332365704,0.3666052554505924,0.6349004938421998,0.7523361986160402,1.497261390132722e-07,0.02394004821961902,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
