path_label,rho,G_nm,T_C,physical_time_h,rho_target,switch_rho_actual,G1_nm,finite_window_C
low T2 density failure,0.8901317122428111,37.85132196484641,850.0000000000001,96.0,0.9,0.8319865523599966,37.81641972714815,875-1000
central strict success,0.9236647240681717,38.34933884425361,925.0000000000001,96.0,0.9,0.8319865523599966,37.81641972714815,875-1000
high T2 growth failure,0.9683453379132368,48.82055464072936,1025.0,96.0,0.9,0.8319865523599966,37.81641972714815,875-1000
high-T isothermal comparator,0.9999999987733627,29615.74864471837,1500.0,96.0,0.9,0.8319865523599966,37.81641972714815,875-1000
