figure_file,source_table,pdf_exists,png_exists,source_exists,size_ok,pixel_variance_ok,labels_ok,legend_ok,placeholder_text_ok,pass_qc,notes
figures_main/final_fig1_heating_rate_response.pdf,source_tables/final_fig1_heating_rate_response_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_main/final_fig2_twostep_vs_isothermal_response.pdf,source_tables/final_fig2_twostep_vs_isothermal_response_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_main/final_fig3_standalone_chen_map.pdf,source_tables/final_fig3_standalone_chen_map_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_supplement/all_heating_rate_family.pdf,source_tables/supp_all_heating_rate_family_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_supplement/heating_rate_matched_density_ratio.pdf,source_tables/supp_heating_rate_ratio_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_supplement/twostep_state_variables.pdf,source_tables/supp_twostep_state_variables_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
figures_supplement/twostep_window_full_map.pdf,source_tables/supp_twostep_full_map_source.csv,True,True,True,True,True,True,True,True,True,"all file, variance, rendered-label, legend, panel-label, and placeholder checks passed"
