config_id,law,parameter,value,audit_label,validation_status
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,C_sigma_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,C_transport_closed,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_event_strain,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,accommodation_max,1.0,prefactor_uncertainty,not validated
GB_diffusion_closed_shrinkage__m4__x100,GB_diffusion_closed_shrinkage,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_prefactor_factor,0.03,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p03,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_prefactor_factor,0.1,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p1,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_prefactor_factor,0.3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x0p3,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_prefactor_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x1,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_prefactor_factor,3.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x3,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_prefactor_factor,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x10,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_prefactor_factor,30.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x30,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_tau0_s,3000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_rate_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_inventory_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_channel_law,gas_accommodation_limited,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_radius_exponent,3,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,C_closed_GB,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_prefactor_factor,100.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_GB_use_renewal_activity,True,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,C_sigma_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,C_transport_closed,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_transport_length_factor,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_exchange_tau_s,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_event_strain,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_gas_pressure_fraction,0.25,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,C_surface_accommodation,1e-24,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,k0_closed_emp_sinv,0.001,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,Q_closed_emp_J_mol,130000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_empirical_size_exponent,4.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_rate_cap_time_s,10.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_transition_tau_s,20000.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,accommodation_max,1.0,prefactor_uncertainty,not validated
gas_accommodation_limited__m3__x100,gas_accommodation_limited,closed_migration_drag,5.0,prefactor_uncertainty,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_tau0_s,3000.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_rate_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_inventory_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_channel_law,empirical_closed_rate_scale,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_radius_exponent,4,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,C_closed_GB,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_prefactor_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_GB_use_renewal_activity,True,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,C_sigma_closed,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,C_transport_closed,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_transport_length_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_exchange_tau_s,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_event_strain,0.001,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_gas_pressure_fraction,0.25,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,C_surface_accommodation,1e-24,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,k0_closed_emp_sinv,0.001,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,Q_closed_emp_J_mol,130000.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_empirical_size_exponent,4.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_rate_cap_time_s,10.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_transition_tau_s,20000.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,accommodation_max,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x1,empirical_closed_rate_scale,closed_migration_drag,5.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_tau0_s,3000.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_rate_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_inventory_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_channel_law,empirical_closed_rate_scale,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_radius_exponent,4,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,C_closed_GB,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_prefactor_factor,30.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_GB_use_renewal_activity,True,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,C_sigma_closed,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,C_transport_closed,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_transport_length_factor,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_exchange_tau_s,1.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_event_strain,0.001,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_gas_pressure_fraction,0.25,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,C_surface_accommodation,1e-24,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,k0_closed_emp_sinv,0.001,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,Q_closed_emp_J_mol,130000.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_empirical_size_exponent,4.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_rate_cap_time_s,10.0,diagnostic empirical scale,not validated
empirical_closed_rate_scale__m4__x30,empirical_closed_rate_scale,closed_transition_tau_s,20000.0,diagnostic empirical scale,not validated
