config_id,law,m,prefactor_factor,state_kind,T2_C,hold_h,initial_rho,initial_G_nm,initial_closed_fraction,initial_A_closed,initial_PR_memory,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,classification,strict_success,candidate_state_injected,diagnostic_only,inventory_bounded_integral
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,candidate_like_injected,1275,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9801210873439872,0.6062648765880305,0.0226341762621083,0.0790168245668751,GRAIN_GROWTH_FAILURE,False,True,True,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,candidate_like_injected,1300,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9899878499924396,0.8720026313876834,0.0271722567159298,0.0866090560019853,GRAIN_GROWTH_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,900,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800061180750713,0.1170298707404201,5.875259121124632e-06,2.1540380910165276e-08,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,925,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800156958312361,0.1170722679864505,1.5069536838575785e-05,5.840325190578341e-08,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,950,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800387155729082,0.1171687749120965,3.716122057772979e-05,1.5202798968377466e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,975,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800919431633291,0.1173811991816463,8.822287056869188e-05,3.807931306586035e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1000,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8802102668520718,0.1178339470844527,0.000201661804163,9.1948361413025e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1025,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8804622059279137,0.1187689038598586,0.0004429364429706,2.1432460983567222e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1050,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8809637350736159,0.1206382157565978,0.0009234041330627,4.826029553432461e-06,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1075,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8818332203830455,0.1242434517813562,0.0017533925188954,1.0505148680104648e-05,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1100,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8831460496706274,0.1308423951967028,0.0029917423756347,2.212197308961089e-05,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1125,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8850046352076016,0.1423362016554465,0.0047130129762301,4.508642553860517e-05,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1150,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8874253160418657,0.1616207674382949,0.0068858906911794,8.906179562899043e-05,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1175,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8903131153593196,0.1926660396386793,0.0096965586652729,0.0001709879349353,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1200,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8934877446457756,0.2410302674887388,0.0128654110282286,0.0003207875126744,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1225,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8968282165388597,0.3148283175039968,0.0161171185861832,0.0005877020288893,MIXED_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1250,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9002649383477758,0.4265318340548232,0.0195264547889449,0.0010541819734521,MIXED_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1275,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9038264276858056,0.5955843920330547,0.023250676269257,0.0018536893952163,MIXED_FAILURE,False,True,True,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,candidate_like_injected,1300,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9076652508731792,0.8506117465692827,0.0278763575452791,0.0031949305494242,MIXED_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,900,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800060963724766,0.1170298707404085,5.875259549702237e-06,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,925,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800156369899997,0.1170722679863737,1.5069539816198483e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,950,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800385624162333,0.1171687749116272,3.716123964767678e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,975,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8800915596087296,0.1173811991789633,8.822298336862506e-05,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1000,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8802093410464473,0.1178339470699454,0.000201662419497,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1025,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8804600495983483,0.1187689037847386,0.0004429395156531,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1050,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8809588865346067,0.1206382153792741,0.0009234179438294,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1075,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8818226898144527,0.1242434498441052,0.0017534459599556,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1100,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.883123919819925,0.1308423500037896,0.0029919000841348,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1125,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.884959611065381,0.1423360052579172,0.0047134117038867,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1150,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8873364604188876,0.1616200252525935,0.0068867595073738,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1175,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8901425998106416,0.1926635275334037,0.0096982450419727,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1200,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8931686343645592,0.2410222912068944,0.0128685224092012,0.0,DENSIFICATION_EXHAUSTION_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1225,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.8962440569110626,0.3148039896904556,0.0161223761495249,0.0,MIXED_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1250,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.899217018404108,0.4264595546987275,0.0195348010034706,0.0,MIXED_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1275,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.901982903582597,0.5953743586588734,0.0232634148260156,0.0,MIXED_FAILURE,False,True,True,True
surface_diffusion_accommodation_only__m4__x1,surface_diffusion_accommodation_only,4,1.0,candidate_like_injected,1300,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9044861906829452,0.8500236765794896,0.0278954122473208,0.0,MIXED_FAILURE,False,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,900,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999667961825806,0.117150460147097,1.1170440967673355e-06,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,925,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999651096643504,0.1173680949744998,2.8859779732511965e-06,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,950,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999668889066292,0.1178506373637478,7.345341077883054e-06,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,975,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.999966994800904,0.1189370981534774,1.6547981028487422e-05,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,1000,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999670334807188,0.1212150028416285,3.8416732887131706e-05,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,1025,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.9999671805150758,0.1258503199788869,8.47695138413305e-05,0.12,SUCCESS,True,True,True,True
GB_diffusion_closed_shrinkage__m3__x0p03,GB_diffusion_closed_shrinkage,3,0.03,candidate_like_injected,1050,40,0.88,117.0,0.6490000000000001,0.152,1.0,0.999967451389714,0.1348753527294268,0.0001777970179194,0.12,SUCCESS,True,True,True,True
