config_id,law,m,prefactor_factor,state_kind,T2_C,hold_h,initial_rho,initial_G_nm,initial_closed_fraction,initial_A_closed,initial_PR_memory,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,classification,strict_success,candidate_state_injected,diagnostic_only,inventory_bounded_integral
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,900,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8692981093692912,0.1367547600111166,7.831051663797669e-05,0.0018351086580655,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,925,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8700008968137758,0.1369371168209679,0.0001997725139577,0.0024083873925232,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,950,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8710108648492849,0.1373527959855205,0.0004880442637239,0.0031183887584867,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,975,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8725505038490129,0.1382671207453376,0.0011389382769343,0.0039888961485101,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1000,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8750256675408302,0.1402056230858079,0.0025208449344658,0.0050517448101706,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1025,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8790801638262045,0.1441527781659735,0.005217773031247,0.006356439585703,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1050,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8854775429138808,0.151822756669832,0.0098905027467034,0.0079878132164778,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1075,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8946350780533581,0.1659412061939245,0.016791042681056,0.0100794141531617,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1100,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9047587174387088,0.1901275500196896,0.0243924434478156,0.0125603812986303,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1125,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9166240815268892,0.229729308624317,0.0328148769410557,0.016254280851379,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1150,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.93002744800369,0.2922118041310585,0.0410108964924525,0.0216585996090184,MIXED_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1175,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9447052175033792,0.388673904748072,0.0486133025631007,0.0289565732442125,MIXED_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1200,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.959857782305292,0.5367231722536552,0.0556185861419573,0.0375568716671166,MIXED_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1225,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9732247351971438,0.7628300241595107,0.0621745051618535,0.0453248673203595,MIXED_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1250,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9830865524142072,1.1053476715087416,0.069190669756423,0.050525778775301,GRAIN_GROWTH_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1275,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9891899246148008,1.6168121793491586,0.0778323404102444,0.0528230771344604,GRAIN_GROWTH_FAILURE,False,False,False,True
resolved_proxy_current__m3__x1,resolved_proxy_current,3,1.0,naturally_prepared_resolved,1300,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.9925286690167386,2.3316380008151114,0.0916741431574426,0.0531387906813427,GRAIN_GROWTH_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,900,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8674424975316432,0.1367544494601145,7.905633506577043e-05,7.597905345080871e-09,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,925,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.867567401410865,0.1369361206208066,0.0002022774458623,2.0591072930555338e-08,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,950,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.867865130190459,0.1373497491024582,0.0004959786658757,5.355149452704028e-08,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,975,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8685409068939309,0.1382582131567156,0.001162530130633,1.338822438334291e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,1000,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8699844023320833,0.1401806772861114,0.0025859058992241,3.220414723418287e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
renewal_limited_closed_shrinkage__m3__x1,renewal_limited_closed_shrinkage,3,1.0,naturally_prepared_resolved,1025,40,0.8673623642108974,136.62678384132076,0.0037746848776247,0.0368880079875577,0.1707121061213127,0.8728203613846485,0.1440857530435445,0.0053803868199331,7.450132388045354e-07,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False,True
