material_id,ablation_mode,path,t_h,T_C,rho,G_nm,tau_nuc,tau_exchange,tau_transport,activity,rho_dot,G_dot,cumulative_growth_before_activation_nm,cumulative_growth_during_densification_nm,PR_exposure,pore_D50_nm,pore_D90_nm,connected_fine
E0142,transport_only,fast,0.33364391150388367,1025.931734511651,0.973075364789301,75.00087221448736,8939.49477870018,1.419112178082622,0.003358009359684677,423.60518839526975,0.04063423751490276,7.892117426026842e-13,0.0,0.0008722144873505357,295.3202432706918,53.888774341229976,53.888774341229976,0.06822507494934685
E0142,transport_only,fast,0.3336582238367256,1025.974671510177,0.975075364789301,75.00091289446932,8494.159730061809,1.418048695894283,0.003354315947652252,423.7534668840011,0.03592969246890655,7.900569907561178e-13,0.0,0.0009128944693064814,295.32024327069837,53.888774341229976,53.888774341229976,0.060259770221347125
E0142,transport_only,fast,0.33367449112081515,1026.0234733624454,0.977075364789301,75.00095918306815,8031.0141921281775,1.416841003380625,0.003350123277922794,423.9220496802497,0.03134389589430239,7.910187238082321e-13,0.0,0.0009591830681436196,295.3202432707055,53.888774341229976,53.888774341229976,0.052502957628145566
E0142,transport_only,fast,0.3336932527597446,1026.0797582792338,0.979075364789301,75.0010126380799,7549.393388955784,1.415449518178454,0.003345294626304397,424.11654915194265,0.02689428619499304,7.921292880053286e-13,0.0,0.0010126380798899978,295.3202432707132,53.888774341229976,53.888774341229976,0.04498465554320137
E0142,transport_only,fast,0.3337152863107744,1026.1458589323233,0.981075364789301,75.00107550920401,7048.9050582044565,1.413817265112316,0.0033396333152766943,424.3450596641861,0.022602835209343548,7.934353943729628e-13,0.0,0.0010755092040026656,295.32024327072173,53.888774341229976,53.888774341229976,0.03774259074241639
E0142,transport_only,fast,0.33374176132777683,1026.2252839833304,0.983075364789301,75.00115118768855,6529.644083068458,1.4118586953852705,0.0033328442550535297,424.61976358316036,0.018497702636176814,7.950074533191787e-13,0.0,0.0011511876885445579,295.32024327073117,53.888774341229976,53.888774341229976,0.030824980981335213
E0142,transport_only,fast,0.33377453282541863,1026.323598476256,0.985075364789301,75.00124506670245,5992.543353250434,1.4094384126519937,0.0033244608477388197,424.95999748670334,0.014615632573066185,7.969574360716526e-13,0.0,0.0012450667024448301,295.3202432707418,53.888774341229976,53.888774341229976,0.024294549127047354
E0142,transport_only,fast,0.3338167497460641,1026.4502492381926,0.987075364789301,75.00136633218777,5439.9485597948305,1.4063272064969914,0.0033136941338036225,425.39861668304894,0.011005440992960011,7.994760546905616e-13,0.0,0.0013663321877586704,295.3202432707539,53.888774341229976,53.888774341229976,0.01823433262914675
E0142,transport_only,fast,0.33387425986133173,1026.6227795839952,0.989075364789301,75.00153211910326,4876.547868423167,1.4021009761167504,0.0032990866422901916,425.99671216377226,0.007733002376315557,8.029190604016961e-13,0.0,0.0015321191032469088,295.320243270768,53.888774341229976,53.888774341229976,0.012755922422250482
E0142,transport_only,fast,0.3339593579071789,1026.8780737215368,0.991075364789301,75.00177868018282,4310.765496163888,1.3958727339652544,0.003277597074036771,426.88295706709994,0.004887814709534703,8.080392120622382e-13,0.0,0.00177868018281341,295.3202432707849,53.888774341229976,91.52368821428377,0.008010143595202414
E0142,transport_only,fast,0.33410306761839204,1027.309202855176,0.993075364789301,75.00219839425542,3756.0651553336406,1.3854230070992681,0.003241642979523662,428.3829708732597,0.0025890409496637373,8.167554611925872e-13,0.0,0.0021983942554086545,295.32024327080586,53.888774341229976,91.52368821428377,0.0041963732090883644
E0142,exchange_limited_variant,reference,0.0,25.0,0.65,75.00000000000001,1036941.1057174144,1036941105717.4144,58327.93719660457,0.9999990000010562,3.664101296527585e-15,1.800166524766323e-20,0.0,0.0,0.0,18.68219462521447,31.729490546762992,1.899730631529323
E0142,exchange_limited_variant,reference,0.8333333333333334,75.0,0.6500000000109923,75.00000005400497,1036941.1057174144,1036941105717.4144,58327.937280604536,0.9999990000010562,3.6641012964101554e-15,1.800166523470084e-20,0.0,5.400496783236207e-08,4.672048666493851e-24,18.68219462521447,31.729490546762992,1.8997306314684392
E0142,exchange_limited_variant,reference,1.6666666666666667,125.0,0.6500000000219845,75.00000010800994,1036941.1057174144,1036941105717.4144,58327.93736460449,0.9999990000010562,3.664101296292725e-15,1.8001665221738448e-20,0.0,1.0800993566472414e-07,9.344097332984702e-24,18.68219462521447,31.729490546762992,1.8997306314075553
