candidate_id,family,generation,persistence_h,migration_coupling,q_TJ,partition,material_id,G0_nm,T1_C,rho_switch,topology_divergence_score,persistence_score,migration_factor_projection,rho_dot_invariant,rejection_reason
A_PR_003,PR_topology_generator,3,0.5,1,0,0,E0021,100,1500,0.88,3.1126887751269887,0.05701088357824223,0.9460640524483095,True,
A_PR_003,PR_topology_generator,3,0.5,1,0,0,E0021,300,1500,0.88,3.0271442783812126,0.0554440814669281,0.9474684803861251,True,
A_PR_003,PR_topology_generator,3,0.5,1,0,0,E0021,600,1500,0.88,2.8214061392417378,0.05167585600480933,0.9508633237991031,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,100,1500,0.8,0.19800860727653338,0.0728432957920267,0.932102576324299,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,100,1500,0.88,0.3112688775126988,0.11450942071343377,0.8972557624141637,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,300,1500,0.8,0.18594024249084337,0.06840359249881393,0.9359758868473761,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,300,1500,0.88,0.30271442783812125,0.11136241454762096,0.8997964902448579,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,600,1500,0.8,0.1634388610343299,0.0601257968630063,0.9432842809401271,True,
A_PR_005,PR_topology_generator,0.3,2,1,0,0,E0021,600,1500,0.88,0.2821406139241738,0.10379373138219271,0.905966369955535,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,100,1500,0.8,0.660028690921778,0.24281098597342232,0.8046275831853525,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,100,1500,0.88,1.0375629250423295,0.38169806904477926,0.7237471213166985,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,300,1500,0.8,0.6198008083028113,0.22801197499604647,0.8143243065713748,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,300,1500,0.88,1.0090480927937375,0.37120804849206984,0.7292839340461202,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,600,1500,0.8,0.5447962034477664,0.2004193228766877,0.8330422386100863,True,
A_PR_006,PR_topology_generator,1,2,1,0,0,E0021,600,1500,0.88,0.9404687130805792,0.345979104607309,0.7429535841804551,True,
A_PR_007,PR_topology_generator,3,2,1,0,0.25,E0021,100,1500,0.8,2.475107590956667,0.9105411974003336,0.5234119009632958,True,
A_PR_007,PR_topology_generator,3,2,1,0,0.25,E0021,100,1500,0.88,3.890860968908736,1.4313677589179223,0.4112911328745467,True,
A_PR_007,PR_topology_generator,3,2,1,0,0.25,E0021,300,1500,0.8,2.3242530311355423,0.8550449062351743,0.5390705080177851,True,
A_PR_007,PR_topology_generator,3,2,1,0,0.25,E0021,300,1500,0.88,3.783930347976516,1.392030181845262,0.41805492572362907,True,
