candidate_id,family,generation,persistence_h,migration_coupling,q_TJ,partition,material_id,G0_nm,T1_C,rho_switch,topology_divergence_score,persistence_score,migration_factor_projection,rho_dot_invariant,rejection_reason,second_step_time_h,state_difference,migration_factor
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,1.6,5.095898659881414,0.1640447218358865
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,1.7000000000000002,5.074709922656121,0.16461691384973287
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,1.8,5.053609288161114,0.16519070729517907
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,1.9000000000000001,5.032596390065405,0.16576610390292632
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.0,5.011670863561207,0.16634310538544983
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.1,4.990832345357603,0.16692171343685103
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.2,4.9700804736742406,0.1675019297327089
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.3000000000000003,4.949414888235048,0.1680837559299314
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.4000000000000004,4.9288352302619804,0.168667193666607
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.5,4.908341142468795,0.16925224456185528
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.6,4.887932269054839,0.16983891021567835
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.7,4.867608255698881,0.17042719220881108
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.8000000000000003,4.847368749552957,0.17101709210257213
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,2.9000000000000004,4.8272133992362445,0.17160861143871392
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.0,4.80714185482896,0.17220175173927335
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.1,4.787153767866286,0.17279651450642175
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.2,4.767248791332324,0.1733929012223148
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.3000000000000003,4.747426579654062,0.1739909133489427
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.4000000000000004,4.727686788695383,0.17459055232797982
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.5,4.7080290757510905,0.17519181958063434
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.6,4.688453099540949,0.17579471650749812
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.7,4.668958520203769,0.17639924448839597
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.8000000000000003,4.649544999291503,0.17700540488223526
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,3.9000000000000004,4.630212199763371,0.1776131990268552
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.0,4.610959785980006,0.17822262823887638
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.1000000000000005,4.591787423697628,0.17883369381354977
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.2,4.572694780062246,0.17944639702460613
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.3,4.5536815236038715,0.18006073912410522
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.4,4.53474732423077,0.18067672134228493
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.5,4.515891853223726,0.18129434488741047
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.6000000000000005,4.497114783230338,0.18191361094562364
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.7,4.478415788259339,0.1825345206807917
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.800000000000001,4.459794543674925,0.18315707523435698
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,4.9,4.441250726191137,0.18378127572518566
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.0,4.422784013866229,0.18440712324941738
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.1000000000000005,4.4043940860970965,0.18503461888031417
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.2,4.386080623613696,0.18566376366811002
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.300000000000001,4.367843308473511,0.18629455863986025
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.4,4.34968182405603,0.18692700479929075
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.5,4.3315958550572455,0.1875611031266478
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.6000000000000005,4.313585087484189,0.18819685457854743
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.7,4.2956492086494675,0.18883426008782533
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.800000000000001,4.277787907165848,0.1894733205633866
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,5.9,4.260000872940842,0.19011403689005563
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.0,4.242287797171324,0.19075640992842632
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.1000000000000005,4.224648372338173,0.19140044051471214
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.2,4.207082292200931,0.1920461294605966
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.300000000000001,4.189589251792489,0.19269347755308364
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.4,4.172168947413788,0.19334248555434844
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.5,4.154821076628553,0.19399315420158822
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.6000000000000005,4.1375453382580325,0.19464548420687341
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.7,4.120341432375782,0.19529947625699856
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.800000000000001,4.103209060302446,0.1959551310133342
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,6.9,4.0861479246005805,0.19661244911167833
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.0,4.069157729069484,0.19727143116210832
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.1000000000000005,4.052238178740056,0.19793207774883317
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.2,4.03538897986968,0.19859438943004576
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.300000000000001,4.018609839937118,0.1992583667377757
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.4,4.001900467637436,0.19992401017774214
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.5,3.9852605728769466,0.20059132022920712
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.6000000000000005,3.968689866768168,0.20126029734482895
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.7,3.952188061624815,0.20193094195051622
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.800000000000001,3.9357548709568007,0.20260325444528185
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,7.9,3.9193900094652627,0.20327723520109764
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.0,3.903093193037612,0.2039528845627489
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.1,3.886864138742598,0.20463020284769007
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.200000000000001,3.870702564825397,0.20530919034589984
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.3,3.854608190702725,0.20598984731973718
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.4,3.838580736957959,0.2066721740037979
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.5,3.822619925336291,0.20735617060477102
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.6,3.806725478739897,0.20804183730129602
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.700000000000001,3.7908971212231237,0.20872917424382065
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.8,3.7751345779877,0.20941818155445835
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,8.9,3.7594375753779654,0.21010885932684725
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.0,3.7438058408761195,0.2108012076260088
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.1,3.72823910309749,0.21149522648820693
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.200000000000001,3.7127370917858213,0.21219091592080833
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.3,3.6972995378085844,0.21288827590214243
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.4,3.6819261731523,0.21358730638136242
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.5,3.666616730917892,0.2142880072783065
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.600000000000001,3.6513709453160454,0.21499037848335986
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.700000000000001,3.6361885516626025,0.21569441985731705
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.8,3.6210692863739573,0.21640013123124496
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,9.9,3.6060128869624855,0.21710751240634657
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.0,3.5910190920319858,0.21781656315382472
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.100000000000001,3.5760876412731415,0.21852728321474713
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.200000000000001,3.561218275459003,0.21923967229991165
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.3,3.5464107364404835,0.21995373008971225
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.4,3.5316647671418817,0.22066945623400547
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.5,3.5169801115564154,0.22138685035197775
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.600000000000001,3.5023565147417792,0.2221059120320134
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.700000000000001,3.487793722815715,0.22282664083156295
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.8,3.473291482951611,0.22354903627701234
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,10.9,3.4588495433741024,0.22427309786355332
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.0,3.4444676533547103,0.22499882505505336
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.100000000000001,3.430145563207483,0.22572621728392758
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.200000000000001,3.415883024284662,0.2264552739510105
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.3,3.4016797889723662,0.2271859944254291
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.4,3.387535610686292,0.22791837804447618
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.5,3.3734502438674348,0.22865242411348474
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.600000000000001,3.35942344397782,0.22938813190570342
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.700000000000001,3.3454549674962664,0.23012550066217186
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.8,3.331544571914149,0.23086452959159806
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,11.9,3.3176920157311955,0.23160521787023555
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.0,3.303897058451292,0.2323475646417618
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.100000000000001,3.2901594605783044,0.23309156901715772
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.200000000000001,3.276478983611926,0.23383723007458748
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.3,3.2628553900435313,0.2345845468592797
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.4,3.2492884433520577,0.2353335183834093
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.5,3.235777907999894,0.23608414362597996
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.600000000000001,3.222323549428797,0.23683642153270837
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.700000000000001,3.2089251340558134,0.2375903510159084
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.8,3.195582429269229,0.23834593095437676
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,12.9,3.1822952034245278,0.23910316019327965
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.0,3.169063225840374,0.23986203754403995
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.100000000000001,3.155886266794599,0.24062256178422603
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.200000000000001,3.142764097520224,0.24138473165744098
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.3,3.1296964902014803,0.24214854587321302
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.4,3.1166832179698565,0.24291400310688718
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.5,3.1037240549001615,0.24368110199951756
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.600000000000001,3.0908187760065986,0.2444498411577612
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.700000000000001,3.0779671572388634,0.24522021915377235
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.8,3.0651689754782523,0.24599223452509833
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,13.9,3.0524240085337877,0.2467658857745765
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,14.0,3.039732035138362,0.24754117137023166
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,14.100000000000001,3.027092834944896,0.24831808974517552
A_PR_079,PR_topology_generator,3.0,24.0,1,1,0.75,E0021,100,1500,0.88,5.44720535647223,5.011670863561207,0.16634310538544983,True,,14.200000000000001,3.014506188522515,0.24909663929750636
