material_id,topology_id,q_TJ,G0_nm,G1_nm,T1_C,rho_switch,T2_first_success_C,T2_last_success_C,T_lower_density_C,T_upper_growth_C,window_width_C,first_step_growth_fraction,maximum_second_step_growth_fraction,prep_growth_tolerance,second_step_growth_tolerance,practical_T2_less_T1,tier,rejection_reason
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1120.0,1090.0,1130.0,20.0,0.0214417212496024,0.0420307571591412,0.05,0.05,True,Tier_C,nan
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1150.0,1090.0,1160.0,50.0,0.0214417212496024,0.0828087949783162,0.05,0.1,True,Tier_C,nan
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1120.0,1090.0,1130.0,20.0,0.0214417212496024,0.0420307571591412,0.1,0.05,True,Tier_C,nan
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1150.0,1090.0,1160.0,50.0,0.0214417212496024,0.0828087949783162,0.1,0.1,True,Tier_C,nan
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1120.0,1090.0,1130.0,20.0,0.0214417212496024,0.0420307571591412,0.2,0.05,True,Tier_C,nan
E0142,D0014,0,600,612.8650327497616,1300,0.8,1100.0,1150.0,1090.0,1160.0,50.0,0.0214417212496024,0.0828087949783162,0.2,0.1,True,Tier_C,nan
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.1902112481476563,nan,0.05,0.05,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.1902112481476563,nan,0.05,0.1,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.1902112481476563,nan,0.1,0.05,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,nan,nan,nan,nan,nan,0.1902112481476563,nan,0.1,0.1,True,reject,prep_growth_exceeded
E0142,D0014,0,300,357.0633744442969,1500,0.88,1060.0,1080.0,1050.0,1090.0,20.0,0.1902112481476563,0.0486156085061903,0.2,0.05,True,Tier_C,nan
E0142,D0014,0,300,357.0633744442969,1500,0.88,1060.0,1110.0,1050.0,1120.0,50.0,0.1902112481476563,0.0957041042695049,0.2,0.1,True,Tier_C,nan
