mode,state_kind,T2_C,hold_h,initial_rho,initial_G_nm,closed_fraction_at_switch,A_closed_at_switch,PR_memory_at_switch,final_rho,final_G_um,Delta_rho_open,Delta_rho_closed,PR_topology_transfer,closed_inventory_formed,final_A_closed,classification,strict_success,candidate_state_injected,diagnostic_only
baseline_forward_current,naturally_prepared_by_mode,900,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8692981093692912,0.13675476001111667,7.831051663797669e-05,0.0018351086580655175,9.110203380685527e-09,0.00953808716510408,0.9896363348266364,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,925,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8700008968137758,0.1369371168209679,0.00019977251395776125,0.002408387392523205,3.00902464712368e-08,0.009420152376579992,0.9886861723453496,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,950,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8710108648492849,0.1373527959855205,0.0004880442637239142,0.003118388758486733,9.432439425558775e-08,0.00926315034788536,0.9875234410319168,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,975,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8725505038490129,0.13826712074533762,0.0011389382769343454,0.00398889614851017,2.8037533706015517e-07,0.00904673656587578,0.9861220789443467,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1000,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8750256675408302,0.14020562308580795,0.002520844934465865,0.005051744810170607,7.86524945177751e-07,0.008735019139580765,0.984456055213214,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1025,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8790801638262045,0.14415277816597352,0.005217773031247003,0.006356439585703018,2.0609390707606353e-06,0.008271060716092656,0.9824999640872404,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1050,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8854775429138808,0.15182275666983203,0.009890502746703464,0.007987813216477813,4.967250215731455e-06,0.007584678413458264,0.980230811794324,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1075,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.8946350780533581,0.16594120619392458,0.016791042681056047,0.010079414153161728,1.0859203579826962e-05,0.0066338740649169205,0.9776449061875555,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1100,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9047587174387087,0.1901275500196896,0.024392443447815618,0.012560381298630362,2.2268307949497263e-05,0.005608017458019226,0.9751144679284014,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1125,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9166240815268892,0.229729308624317,0.03281487694105572,0.016254280851379095,4.2476402389214734e-05,0.00449602647101364,0.9719720900992054,DENSIFICATION_EXHAUSTION_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1150,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9300274480036901,0.2922118041310585,0.04101089649245255,0.021658599609018447,7.529857456194363e-05,0.003519485732815611,0.9685779790581693,MIXED_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1175,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9447052175033792,0.38867390474807206,0.04861330256310072,0.02895657324421252,0.0001252321024315754,0.002720896286338559,0.9661275627426589,MIXED_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1200,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9598577823052921,0.5367231722536552,0.05561858614195738,0.03755687166711666,0.00019549023593118663,0.002096039248264249,0.9664536981071544,MIXED_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1225,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9732247351971438,0.7628300241595107,0.06217450516185351,0.045324867320359556,0.0002820681927533141,0.0016217546425749145,0.9715506957146659,MIXED_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1250,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9830865524142071,1.1053476715087416,0.06919066975642303,0.05052577877530107,0.00036971613344438474,0.0012653711350492029,0.9780992207610995,GRAIN_GROWTH_FAILURE,False,False,False
baseline_forward_current,naturally_prepared_by_mode,1275,40,0.8673623642108974,136.62678384132076,0.0037746848776247397,0.036888007987557744,0.17071210612131277,0.9891899246148009,1.6168121793491586,0.07783234041024445,0.05282307713446049,0.00045552182998131297,0.0009985631969987414,0.9839820017458976,GRAIN_GROWTH_FAILURE,False,False,False
