candidate_id,G0_nm,G1_nm,first_step_growth_fraction,highT_G_min_nm,highT_G_max_nm,two_step_G_min_nm,two_step_G_max_nm,minimum_reduction,median_reduction,maximum_reduction,window_width_C,T2_success_range,timestep_stability_flag,timestep_stability_status,metric_source,span_above_20pct,lower_bound_mechanism,upper_bound_mechanism,closed_fraction_at_switch,closed_fraction_at_target,closed_shrinkage_contribution,open_shrinkage_contribution,closed_shrinkage_share,open_shrinkage_share,PR_damage_contribution,PR_memory_at_target,ablations_that_destroy_result,robustness_count,pore_store_saturation_flag,high_density_interval_attained,ablation_causality_flag,artifact_flag,artifact_reasons,plausible_large_separation_flag,interpretation
693168,102.95481792457316,117.0666684907314,0.1370683844683875,858.3559696027418,1122.8445991085878,117.71887340545751,118.41116465502648,0.8628554147995973,0.8812766736684337,0.8945435862192938,260.0,930-1190,True,"stable at 30, 15, and 5 min maximum steps",tight candidate-693168 timestep audit,0.0299999999999966,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.6494149879062678,0.9999913991449448,0.09749961420012272,0.0008473984635144762,0.9913835871516228,0.008616412848377173,1.0,0.9982053391830468,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,9,False,True,True,False,,True,calibration-sensitive Tier B
822940,99.51971279037129,112.93125723883682,0.1347626924598917,163.63142269520165,195.39920358429464,118.28134272051676,128.6013270140512,0.2771477459996112,0.3190687505790738,0.3448162659393647,125.0,1185-1310,,not independently timestep-swept,exact production record,0.0299999999999966,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.0218863861583767,0.0001783153370509,0.09050533566520072,2.1009789401155824e-06,0.9999767866705983,2.321332940160772e-05,0.3807747766941716,0.0357255102246358,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_2;topology_disabled,9,False,True,True,False,,False,plausible Tier B
581668,110.43697847400524,119.44922480093048,0.081605332303134,184.73532186790828,195.0359828488419,124.89882479048332,126.3960671602523,0.3238046572801711,0.3389414747772701,0.3523056361851885,265.0,1020-1285,,not independently timestep-swept,exact production record,0.0299999999999966,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.4603007828266633,1.0,0.10088369469123255,1.7727197277929196e-05,0.9998243117198337,0.0001756882801663251,0.9584357002192144,0.994289172973566,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;q_TJ_2;no_residual_stress,5,True,True,True,False,,False,calibration-sensitive Tier B
295003,100.09505980095489,105.08767268026187,0.0498787141866452,181.9495859118984,200.30493678008423,108.84734201939428,111.1356121218908,0.4006854340377894,0.4229626165997483,0.4461440498007993,290.0,970-1260,,not independently timestep-swept,exact production record,0.0299999999999966,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.6214173509656965,0.9999999999999992,0.09968614037429763,1.4840348107557156e-05,0.9998511514330146,0.00014884856698528116,0.1543628247761363,0.638664548376888,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation,0,True,True,True,False,,False,calibration-sensitive Tier B
366094,107.03956852143658,128.06165749645697,0.1963954943522623,161.04613485291603,199.0238605091892,131.57896357744065,135.02286523649207,0.1829734771491897,0.2309788280970066,0.3215744841294335,215.0,1110-1325,,not independently timestep-swept,exact production record,0.0240999999999973,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.147090077345526,0.221217012773066,0.013452471700770305,0.08469522569835167,0.13706354868484819,0.8629364513151517,1.9147903693709452e-05,1.9719355578106857e-05,no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_TJ_multihit;q_TJ_1;q_TJ_2;no_residual_stress;topology_disabled,0,False,True,True,False,,False,calibration-sensitive Tier B
85161,106.55525329778165,113.50364549943758,0.0652092880135888,218.20578324208367,235.42487997728415,134.06808821131622,142.66130492610142,0.3855887492102935,0.3954750022362947,0.3980995762415987,60.0,1110-1170,,not independently timestep-swept,exact production record,0.0299999999999966,insufficient closed-pore shrinkage/accommodation,thermally activated grain growth,0.9416338408109493,0.9999999999999992,0.0996541718216159,8.680897555782602e-07,0.9999912890531543,8.710946845742058e-06,1.0,0.9369814649047086,no_PR_damage;no_closed_transition;no_closed_shrinkage;infinite_closed_accommodation;no_attached_pore_drag;no_TJ_multihit;q_TJ_0;no_residual_stress;topology_disabled,0,True,True,True,False,,False,calibration-sensitive Tier B
